date,USDCHF,EURUSD,USDCAD,AUDUSD,NZDUSD,EURCHF,CHFJPY,CADCHF,AUDCHF,NZDCHF,EURGBP,GBPJPY,GBPCAD,GBPAUD,EURAUD,EURNZD,AUDJPY,NZDJPY,AUDCAD,NZDCAD,AUDNZD,empty,sum
2020.01.27,-18.999999999991246,-25.999999999992696,-59.99999999999339,-75.9999999999983,-11.00000000000545,-36.999999999998145,-14.000000000010004,-17.999999999995797,-43.00000000000415,-13.00000000000745,-26.999999999999247,-72.00000000000273,-113.99999999999189,-358.9999999999982,-206.00000000001728,-132.99999999998312,0.0,-3.0000000000001137,-135.00000000000733,-18.0000000000069,-106.99999999999044,,-1490.9999999999936
2020.01.27,-34.000000000000696,-23.999999999979593,-32.999999999994145,-58.000000000002494,58.99999999999794,-21.00000000000435,13.999999999995794,-48.000000000003595,-55.000000000005045,17.999999999995797,-23.00000000000635,-64.99999999999773,-131.99999999999878,-268.0000000000016,-178.00000000001148,65.00000000000395,-1.0000000000047748,26.00000000001046,-104.99999999999955,49.99999999999449,-60.99999999999994,,-874.0000000000116
2020.01.27,-37.99999999999359,-44.99999999998394,-55.000000000005045,-50.0000000000056,41.9999999999976,-18.0000000000069,-68.00000000001205,-51.99999999999649,-55.000000000005045,-201.00000000000674,-79.00000000000685,-290.9999999999968,-96.00000000000719,-178.00000000001148,-96.00000000000719,-80.99999999999774,-206.00000000000307,-88.99999999999864,-106.00000000000608,53.999999999998494,-31.999999999987594,,-1740.000000000042
2020.01.27,14.000000000002899,-45.99999999999049,-130.0000000000079,21.999999999999797,-116.00000000000499,51.99999999998539,-43.00000000000637,34.99999999999615,78.00000000000028,-150.00000000000568,-99.00000000000463,-352.00000000000387,-83.9999999999952,-35.999999999991594,126.0000000000039,-404.9999999999887,-209.00000000000318,-246.9999999999999,-35.00000000000725,-99.00000000000463,-164.00000000000858,,-1888.0000000000346
2020.01.27,-39.00000000000014,-51.000000000001044,-130.99999999999224,-63.00000000000195,-94.00000000000519,-57.00000000001815,-42.00000000000159,-63.00000000000195,-63.99999999999739,-128.00000000000588,-76.0000000000094,-307.9999999999927,-75.99999999998718,-164.00000000000858,-19.00000000001345,-329.00000000000153,-201.99999999999818,-221.9999999999942,-100.00000000000009,-60.00000000000449,-160.99999999998892,,-2449.0000000000246
2020.01.27,-22.999999999995246,-51.000000000001044,-48.000000000003595,-58.000000000002494,19.999999999997797,-50.0000000000167,89.9999999999892,-60.99999999999994,-43.999999999999595,-2.999999999997449,-79.00000000000685,-7.000000000005002,-102.99999999998644,-181.00000000000892,-29.00000000001235,-170.00000000000347,18.000000000000682,22.00000000000557,-111.00000000000554,9.999999999998899,-147.99999999999258,,-1006.0000000000454
2020.01.27,-17.999999999995797,-31.999999999987594,-49.99999999999449,-46.00000000000159,-24.999999999997247,-29.999999999996696,95.99999999998943,-43.00000000000415,-43.999999999999595,-43.00000000000415,-91.00000000000774,-42.00000000000159,-103.99999999999298,-161.99999999999548,-19.00000000001345,-278.00000000000045,-4.0000000000048885,-31.999999999996476,-85.00000000000173,-30.000000000007798,-156.00000000000057,,-1238.000000000015
2020.01.27,-24.000000000001798,-49.99999999999449,-92.00000000000318,-18.0000000000069,-51.000000000001044,-59.000000000009045,76.99999999999818,-24.000000000001798,-11.00000000000545,-74.00000000000739,-102.00000000000209,-66.0000000000025,-80.99999999999774,-116.00000000000499,39.999999999995595,-365.99999999999966,-28.000000000005798,-71.99999999998852,-67.00000000000594,-26.999999999999247,-167.00000000000603,,-1378.00000000005
2020.01.27,-19.999999999997797,-60.99999999999994,-133.99999999998968,14.000000000002899,-97.9999999999981,-53.999999999998494,48.99999999999238,-9.999999999998899,12.000000000000899,-126.99999999999933,-142.00000000000878,-186.9999999999834,-79.00000000000685,-53.999999999998494,148.99999999999915,-492.9999999999879,-123.00000000000466,-157.99999999998704,-51.000000000001044,-80.00000000000229,-187.99999999998818,,-1834.999999999956
2020.01.27,-31.999999999998696,-29.999999999996696,-141.99999999999767,27.999999999994696,-129.9999999999968,-29.999999999996696,0.999999999990564,-4.999999999999449,26.999999999999247,-135.00000000000733,-149.00000000001023,-268.0000000000007,-116.99999999998934,-79.00000000000685,136.00000000000279,-509.00000000000387,-135.99999999999568,-182.99999999999272,-41.9999999999976,-104.99999999999955,-217.0000000000005,,-2117.000000000003
2020.01.27,-66.99999999999484,-4.999999999988347,-140.99999999999113,41.9999999999976,-119.99999999999788,-63.000000000013046,41.99999999998738,-36.0000000000027,7.9999999999968985,-124.00000000000189,-150.00000000000568,-173.00000000000182,-150.99999999999002,-154.99999999999403,139.9999999999846,-465.99999999998863,-108.00000000000409,-152.9999999999916,-41.000000000002146,-94.00000000000519,-218.00000000000708,,-2033.0000000000136
2020.01.27,-79.99999999999119,4.000000000004,-126.0000000000039,12.999999999996348,-109.99999999999899,-67.00000000001705,58.9999999999975,-46.999999999997044,-26.000000000003798,-87.00000000000374,-151.00000000000114,-151.9999999999868,-184.99999999999073,-191.00000000000784,79.99999999999119,-445.99999999999085,-25.99999999999625,-109.99999999999943,-58.99999999999794,-80.00000000000229,-222.99999999999542,,-2009.9999999999957
2020.01.27,-66.99999999999484,5.000000000010552,-103.00000000000864,17.999999999995797,-75.00000000000284,-51.000000000001044,88.99999999999864,-39.00000000000014,-16.0000000000049,-63.99999999999739,-135.00000000000733,-91.00000000000819,-161.99999999999548,-167.00000000000603,87.99999999999919,-333.9999999999899,0.0,-39.99999999999204,-52.000000000007596,-56.0000000000005,-190.00000000000128,,-1442.0000000000139
2020.01.27,-70.99999999999883,9.000000000014552,-106.99999999999044,32.999999999994145,-78.99999999999574,-50.0000000000167,141.9999999999959,-39.999999999995595,0.0,-75.9999999999983,-104.99999999999955,6.000000000000227,-109.99999999998789,-66.00000000001049,113.99999999999189,-351.99999999999676,15.999999999991132,-33.999999999991815,-31.999999999998696,-60.99999999999994,-184.00000000000637,,-1046.9999999999993
