date,AUDJPY,empty,sum
2016.05.02,73.0000000000075,,73.0000000000075
2016.05.02,218.00000000000352,,218.00000000000352
2016.05.02,468.0000000000035,,468.0000000000035
2016.05.02,484.00000000000887,,484.00000000000887
2016.05.02,310.0000000000023,,310.0000000000023
2016.05.02,365.99999999999966,,365.99999999999966
2016.05.02,373.00000000000466,,373.00000000000466
2016.05.02,325.00000000000284,,325.00000000000284
2016.05.02,418.99999999999693,,418.99999999999693
2016.05.02,308.00000000000693,,308.00000000000693
2016.05.02,326.0000000000076,,326.0000000000076
2016.05.02,405.00000000000114,,405.00000000000114
2016.05.02,386.0000000000099,,386.0000000000099
2016.05.02,332.00000000000784,,332.00000000000784
2016.05.02,311.00000000000705,,311.00000000000705
2016.05.02,314.9999999999977,,314.9999999999977
2016.05.02,258.0000000000098,,258.0000000000098
2016.05.02,325.00000000000284,,325.00000000000284
2016.05.02,350.9999999999991,,350.9999999999991
2016.05.02,377.00000000000955,,377.00000000000955
2016.05.02,350.9999999999991,,350.9999999999991
2016.05.02,299.0000000000066,,299.0000000000066
2016.05.02,361.0000000000042,,361.0000000000042
2016.05.02,320.99999999999795,,320.99999999999795
2016.05.02,394.00000000000546,,394.00000000000546
2016.05.02,421.0000000000065,,421.0000000000065
2016.05.02,572.0000000000027,,572.0000000000027
2016.05.02,671.999999999997,,671.999999999997
2016.05.02,759.0000000000003,,759.0000000000003
2016.05.02,777.000000000001,,777.000000000001
2016.05.02,764.00000000001,,764.00000000001
2016.05.02,743.0000000000092,,743.0000000000092
2016.05.02,713.9999999999986,,713.9999999999986
2016.05.02,551.0000000000019,,551.0000000000019
2016.05.02,588.0000000000081,,588.0000000000081
2016.05.02,534.000000000006,,534.000000000006
2016.05.02,665.0000000000063,,665.0000000000063
2016.05.02,671.0000000000065,,671.0000000000065
2016.05.02,737.000000000009,,737.000000000009
2016.05.02,796.0000000000065,,796.0000000000065
2016.05.02,852.0000000000039,,852.0000000000039
2016.05.02,874.0000000000094,,874.0000000000094
2016.05.02,846.0000000000036,,846.0000000000036
2016.05.02,801.0000000000019,,801.0000000000019
2016.05.02,858.0000000000041,,858.0000000000041
2016.05.02,879.0000000000049,,879.0000000000049
2016.05.02,915.9999999999968,,915.9999999999968
2016.05.02,874.0000000000094,,874.0000000000094
2016.05.03,902.000000000001,,902.000000000001
2016.05.03,870.0000000000045,,870.0000000000045
2016.05.03,896.0000000000008,,896.0000000000008
2016.05.03,921.999999999997,,921.999999999997
2016.05.03,873.0000000000047,,873.0000000000047
2016.05.03,855.000000000004,,855.000000000004
2016.05.03,778.9999999999964,,778.9999999999964
2016.05.03,778.9999999999964,,778.9999999999964
2016.05.03,807.0000000000022,,807.0000000000022
2016.05.03,959.0000000000032,,959.0000000000032
2016.05.03,1100.0000000000086,,1100.0000000000086
2016.05.03,1076.0000000000077,,1076.0000000000077
2016.05.03,1085.9999999999986,,1085.9999999999986
2016.05.03,1118.9999999999998,,1118.9999999999998
2016.05.03,1016.0000000000053,,1016.0000000000053
2016.05.03,-527.9999999999916,,-527.9999999999916
2016.05.03,-471.9999999999942,,-471.9999999999942
2016.05.03,-503.0000000000001,,-503.0000000000001
2016.05.03,-466.99999999999875,,-466.99999999999875
2016.05.03,-360.99999999999,,-360.99999999999
2016.05.03,-310.99999999999284,,-310.99999999999284
2016.05.03,-231.99999999999932,,-231.99999999999932
2016.05.03,-222.99999999999898,,-222.99999999999898
2016.05.03,-387.999999999991,,-387.999999999991
2016.05.03,-527.9999999999916,,-527.9999999999916
2016.05.03,-570.999999999998,,-570.999999999998
2016.05.03,-560.0000000000023,,-560.0000000000023
2016.05.03,-649.9999999999915,,-649.9999999999915
2016.05.03,-540.9999999999968,,-540.9999999999968
2016.05.03,-640.9999999999911,,-640.9999999999911
2016.05.03,-864.9999999999949,,-864.9999999999949
2016.05.03,-847.999999999999,,-847.999999999999
2016.05.03,-941.9999999999931,,-941.9999999999931
2016.05.03,-1039.999999999992,,-1039.999999999992
2016.05.03,-793.9999999999969,,-793.9999999999969
2016.05.03,-995.9999999999951,,-995.9999999999951
2016.05.03,-973.9999999999895,,-973.9999999999895
2016.05.03,-1012.999999999991,,-1012.999999999991
2016.05.03,-1033.0000000000014,,-1033.0000000000014
2016.05.03,-981.9999999999993,,-981.9999999999993
2016.05.03,-1024.9999999999914,,-1024.9999999999914
2016.05.03,-1060.9999999999927,,-1060.9999999999927
2016.05.03,-1058.9999999999975,,-1058.9999999999975
2016.05.03,-1006.0000000000002,,-1006.0000000000002
2016.05.03,-977.9999999999944,,-977.9999999999944
2016.05.03,-969.9999999999989,,-969.9999999999989
2016.05.03,-932.9999999999927,,-932.9999999999927
2016.05.03,-906.9999999999965,,-906.9999999999965
2016.05.04,-763.9999999999958,,-763.9999999999958
2016.05.04,-661.0000000000014,,-661.0000000000014
2016.05.04,-734.9999999999994,,-734.9999999999994
2016.05.04,-581.9999999999936,,-581.9999999999936
2016.05.04,-682.0000000000022,,-682.0000000000022
2016.05.04,-709.9999999999937,,-709.9999999999937
2016.05.04,-721.9999999999942,,-721.9999999999942
2016.05.04,-723.9999999999895,,-723.9999999999895
2016.05.04,-590.0000000000034,,-590.0000000000034
2016.05.04,-503.0000000000001,,-503.0000000000001
2016.05.04,-522.9999999999961,,-522.9999999999961
2016.05.04,-510.9999999999957,,-510.9999999999957
2016.05.04,-417.0000000000016,,-417.0000000000016
2016.05.04,-302.99999999999727,,-302.99999999999727
2016.05.04,-231.99999999999932,,-231.99999999999932
2016.05.04,-319.0000000000026,,-319.0000000000026
2016.05.04,-280.00000000000114,,-280.00000000000114
2016.05.04,-361.99999999999477,,-361.99999999999477
2016.05.04,-414.0000000000015,,-414.0000000000015
2016.05.04,-522.9999999999961,,-522.9999999999961
2016.05.04,-454.9999999999983,,-454.9999999999983
2016.05.04,-500.0,,-500.0
2016.05.04,-573.9999999999981,,-573.9999999999981
2016.05.04,-729.9999999999898,,-729.9999999999898
2016.05.04,-676.9999999999925,,-676.9999999999925
2016.05.04,-893.0000000000007,,-893.0000000000007
2016.05.04,-959.0000000000032,,-959.0000000000032
2016.05.04,-935.9999999999928,,-935.9999999999928
2016.05.04,-762.0000000000005,,-762.0000000000005
2016.05.04,-896.9999999999914,,-896.9999999999914
2016.05.04,-1100.999999999999,,-1100.999999999999
2016.05.04,-980.9999999999945,,-980.9999999999945
2016.05.04,-1027.9999999999916,,-1027.9999999999916
2016.05.04,-840.0000000000034,,-840.0000000000034
2016.05.04,-567.9999999999978,,-567.9999999999978
2016.05.04,-825.0000000000028,,-825.0000000000028
2016.05.04,-854.9999999999898,,-854.9999999999898
2016.05.04,-841.9999999999987,,-841.9999999999987
2016.05.04,-759.0000000000003,,-759.0000000000003
2016.05.04,-822.9999999999933,,-822.9999999999933
2016.05.04,-771.9999999999914,,-771.9999999999914
2016.05.04,-801.9999999999925,,-801.9999999999925
2016.05.04,-766.9999999999959,,-766.9999999999959
2016.05.04,-932.0000000000022,,-932.0000000000022
2016.05.04,-915.9999999999968,,-915.9999999999968
2016.05.04,-973.9999999999895,,-973.9999999999895
2016.05.04,-926.9999999999925,,-926.9999999999925
2016.05.04,-926.9999999999925,,-926.9999999999925
2016.05.05,-926.9999999999925,,-926.9999999999925
2016.05.05,-838.9999999999986,,-838.9999999999986
2016.05.05,-848.9999999999895,,-848.9999999999895
2016.05.05,-834.9999999999937,,-834.9999999999937
2016.05.05,-829.9999999999983,,-829.9999999999983
2016.05.05,-847.999999999999,,-847.999999999999
2016.05.05,-716.9999999999987,,-716.9999999999987
2016.05.05,-742.999999999995,,-742.999999999995
2016.05.05,-629.9999999999955,,-629.9999999999955
2016.05.05,-436.9999999999976,,-436.9999999999976
2016.05.05,-454.9999999999983,,-454.9999999999983
2016.05.05,-411.9999999999919,,-411.9999999999919
2016.05.05,-483.99999999999466,,-483.99999999999466
2016.05.05,-390.99999999999113,,-390.99999999999113
2016.05.05,-391.9999999999959,,-391.9999999999959
2016.05.05,-396.99999999999136,,-396.99999999999136
2016.05.05,-421.99999999999704,,-421.99999999999704
2016.05.05,-424.99999999999716,,-424.99999999999716
2016.05.05,-372.99999999999045,,-372.99999999999045
2016.05.05,-304.9999999999926,,-304.9999999999926
2016.05.05,-360.99999999999,,-360.99999999999
2016.05.05,-512.0000000000005,,-512.0000000000005
2016.05.05,-388.9999999999958,,-388.9999999999958
2016.05.05,-343.0000000000035,,-343.0000000000035
2016.05.05,-353.9999999999992,,-353.9999999999992
2016.05.05,-450.9999999999934,,-450.9999999999934
2016.05.05,-557.0000000000022,,-557.0000000000022
2016.05.05,-471.00000000000364,,-471.00000000000364
2016.05.05,-472.999999999999,,-472.999999999999
2016.05.05,-408.9999999999918,,-408.9999999999918
2016.05.05,-420.0000000000017,,-420.0000000000017
2016.05.05,-450.9999999999934,,-450.9999999999934
2016.05.05,-417.99999999999216,,-417.99999999999216
2016.05.05,-412.9999999999967,,-412.9999999999967
2016.05.05,-390.99999999999113,,-390.99999999999113
2016.05.05,-454.9999999999983,,-454.9999999999983
2016.05.05,-512.0000000000005,,-512.0000000000005
2016.05.05,-558.9999999999975,,-558.9999999999975
2016.05.05,-552.9999999999973,,-552.9999999999973
2016.05.05,-521.0000000000008,,-521.0000000000008
2016.05.05,-694.9999999999932,,-694.9999999999932
