names,week,needed_features,accuracy,next_week_prediction_score,next_week_prediction
USDCHF,50,"['NZDCAD', 'USDJPY']",100.0,0.39967813797679896,S
EURUSD,30,['NZDCAD'],80.0,-0.10924639644840886,B
USDJPY,10,"['AUDCAD', 'AUDUSD', 'AUDCHF']",100.0,1.0,S
USDCAD,50,"['AUDJPY', 'EURNZD', 'EURCHF']",100.0,0.24300577200577206,S
NZDUSD,15,['EURCHF'],80.0,1.0,S
EURCHF,10,"['USDJPY', 'AUDCAD', 'EURCAD']",100.0,1.0,S
CHFJPY,30,['NZDCAD'],80.0,-0.12460510175276626,B
CADCHF,20,"['EURUSD', 'EURCAD']",100.0,0.4232645687645691,S
GBPCAD,10,"['CADJPY', 'EURJPY', 'USDCAD']",100.0,-0.656150793650794,B
GBPAUD,10,"['EURUSD', 'EURGBP', 'GBPCHF', 'NZDCAD']",100.0,0.76,S
EURCAD,10,"['AUDUSD', 'EURUSD']",80.0,-0.6543412698412701,B
EURAUD,10,['NZDJPY'],100.0,1.0,S
AUDJPY,30,['EURNZD'],80.0,-0.3995290335739253,B
NZDJPY,20,"['EURCHF', 'GBPAUD']",80.0,0.99,S
AUDCAD,10,['AUDUSD'],80.0,-0.2982460317460316,B
NZDCAD,10,"['AUDUSD', 'AUDJPY', 'EURUSD', 'NZDUSD']",100.0,-1.0,B
