date,USDCHF,EURUSD,USDJPY,USDCAD,NZDUSD,EURCHF,CHFJPY,CADCHF,GBPCAD,GBPAUD,EURCAD,EURAUD,AUDJPY,NZDJPY,AUDCAD,NZDCAD,empty,sum
2020.10.05,-48.000000000003595,-11.00000000000545,-103.9999999999992,-13.999999999980695,-41.9999999999976,-12.999999999996348,-6.000000000000227,-63.99999999999739,-102.00000000000209,-385.00000000001313,-31.000000000003247,-148.99999999999915,-66.0000000000025,-100.99999999999909,-73.00000000000084,-19.00000000000235,,-1228.000000000003
2020.10.05,-41.000000000002146,-78.00000000000028,-289.99999999999204,-18.999999999991246,-62.000000000006494,-12.999999999996348,-15.999999999991132,-45.99999999999049,-164.00000000000858,-371.00000000001023,-100.99999999999554,-205.00000000001074,-60.99999999999284,-227.99999999999443,-112.99999999999643,-7.0000000000014495,,-1814.9999999999804
2020.10.05,-58.000000000002494,-29.00000000001235,-253.0000000000001,-29.999999999996696,-57.00000000000705,-21.00000000000435,141.00000000000534,-83.9999999999952,-161.00000000001114,-189.00000000001694,-75.00000000000284,-191.00000000000784,58.9999999999975,-241.99999999999022,-65.99999999999939,-11.00000000000545,,-1267.0000000000493
2020.10.05,-2.000000000002,-46.0000000000127,-286.9999999999919,-34.000000000000696,-14.000000000002899,75.00000000000284,218.00000000000352,-54.999999999993946,-81.00000000001995,-228.00000000000597,-32.999999999994145,-104.00000000001519,106.99999999999932,-203.00000000000296,-17.000000000000348,-46.999999999997044,,-751.000000000034
2020.10.05,136.99999999999824,14.999999999987246,-320.99999999999795,6.000000000017103,-35.00000000000725,201.00000000000674,445.0000000000074,46.00000000000159,-7.0000000000014495,-216.00000000001617,-28.000000000005798,-141.00000000001333,159.9999999999966,-257.99999999999557,-19.999999999997797,-34.000000000000696,,-50.00000000002112
2020.10.05,117.00000000000044,-2.999999999997449,-327.99999999998875,6.000000000017103,-21.999999999999797,161.99999999999548,457.00000000000784,6.0000000000060005,-60.000000000015596,-169.00000000001913,-41.000000000002146,-82.00000000000429,204.00000000000773,-243.99999999999977,9.999999999998899,-48.99999999999905,,-35.99999999999242
2020.10.05,73.99999999999629,43.999999999999595,-321.9999999999885,55.000000000005045,-170.00000000000347,87.99999999999919,409.000000000006,-74.99999999999174,-57.00000000001815,-60.99999999999994,-89.00000000000574,19.999999999997797,258.0000000000098,-399.0000000000009,58.000000000002494,-39.00000000000014,,-205.9999999999924
2020.10.05,124.00000000000189,60.99999999999994,-321.9999999999885,135.00000000001845,-172.00000000000549,131.99999999999878,493.0000000000092,-35.999999999991594,27.999999999983594,-24.000000000001798,-86.99999999999264,130.99999999999224,373.00000000000466,-397.99999999999613,112.000000000001,9.999999999998899,,560.0000000000324
2020.10.05,109.00000000000354,80.99999999999774,-342.9999999999893,136.00000000000279,-121.00000000000443,109.99999999998789,506.0000000000002,-45.99999999999049,-77.00000000001594,-26.0000000000149,-56.000000000011596,102.00000000000209,362.000000000009,-340.999999999994,85.99999999999719,-16.0000000000049,,465.9999999999749
2020.10.05,207.99999999999707,149.9999999999835,-275.99999999999625,171.00000000001003,-136.99999999999824,131.99999999999878,579.9999999999983,1.0000000000065512,-63.000000000013046,19.999999999997797,-28.000000000005798,86.99999999999264,379.0000000000049,-346.9999999999942,124.99999999999733,-6.0000000000060005,,995.9999999999735
2020.10.05,217.99999999999596,174.99999999999181,-283.00000000000125,194.0000000000053,-126.99999999999933,143.00000000000423,582.0000000000078,-3.999999999992898,-17.000000000000348,47.99999999998139,-25.00000000000835,106.99999999999044,385.0000000000051,-340.0000000000034,107.99999999999699,-12.000000000000899,,1151.9999999999727
2020.10.05,249.99999999999466,165.9999999999995,-298.9999999999924,217.0000000000005,-148.0000000000037,187.99999999998818,656.0000000000059,16.0000000000049,-35.00000000000725,57.99999999998029,-39.00000000001125,110.99999999999443,409.000000000006,-365.99999999999966,109.00000000000354,-12.999999999996348,,1279.9999999999677
2020.10.05,241.00000000000233,170.99999999998784,-296.99999999999704,217.0000000000005,-143.00000000000423,178.99999999999582,646.0000000000008,7.0000000000014495,-16.000000000016,30.999999999981043,-38.0000000000047,119.99999999998678,406.9999999999965,-360.99999999999,100.99999999999554,-18.0000000000069,,1246.9999999999295
2020.10.05,236.00000000000287,140.99999999999113,-283.9999999999918,211.00000000000563,-126.0000000000039,184.99999999999073,612.000000000009,-2.999999999997449,-110.00000000001009,-19.00000000001345,-83.00000000001084,8.999999999992347,317.99999999999784,-341.99999999999875,19.999999999997797,-50.0000000000056,,714.9999999999555
