date,USDCHF,GBPUSD,EURUSD,USDCAD,AUDUSD,EURCHF,CHFJPY,AUDCHF,NZDCHF,EURGBP,GBPCAD,GBPAUD,EURJPY,EURCAD,EURAUD,EURNZD,CADJPY,AUDCAD,AUDNZD,empty,sum
2016.10.03,27.999999999994696,-188.00000000001037,-144.99999999999514,-110.00000000001009,-43.00000000000415,248.00000000000378,-288.0000000000109,-108.99999999999244,-80.99999999999774,-7.9999999999968985,-392.9999999999989,-614.9999999999877,-418.99999999999693,-340.9999999999913,-493.0000000000101,-414.00000000000324,208.00000000001262,-31.999999999987594,67.00000000001705,,-3127.9999999999654
2016.10.03,96.99999999999153,-163.00000000000205,-97.00000000001374,-120.00000000000898,-38.0000000000047,279.00000000000705,-240.0000000000091,-123.99999999999079,-44.99999999999504,-21.999999999999797,-394.00000000000546,-522.9999999999845,-391.9999999999959,-302.0000000000023,-367.0000000000062,-384.9999999999909,240.0000000000091,36.0000000000138,99.00000000000463,,-2460.9999999999836
2016.10.03,96.99999999999153,-280.0000000000136,-90.99999999999665,-80.00000000001339,-62.000000000006494,272.00000000000557,-236.0000000000042,-122.99999999999534,0.0,-78.00000000000028,-483.99999999999557,-649.999999999995,-385.9999999999957,-246.99999999999721,-337.0000000000095,-266.0000000000107,246.9999999999999,22.0000000000109,84.0000000000174,,-2598.000000000008
2016.10.03,81.9999999999932,-283.000000000011,-83.9999999999952,-73.99999999999629,-43.999999999999595,253.99999999999866,-233.0000000000041,-105.99999999999498,-17.000000000000348,-80.99999999999774,-490.999999999997,-731.9999999999993,-368.9999999999998,-251.00000000000122,-407.0000000000018,-275.000000000003,240.0000000000091,-26.999999999999247,50.0000000000167,,-2847.999999999983
2016.10.03,80.99999999999774,-287.9999999999994,-80.00000000001339,-137.00000000000932,-11.00000000000545,258.0000000000027,-209.00000000000318,-52.99999999999194,-64.99999999999284,-78.99999999999574,-503.000000000009,-827.0,-335.9999999999985,-315.99999999998295,-523.0000000000068,-397.0000000000029,205.0000000000125,-65.99999999998829,32.0000000000098,,-3313.9999999999764
2016.10.03,81.9999999999932,-228.00000000000597,-85.00000000000173,-140.0000000000068,32.999999999994145,256.99999999999613,-185.00000000000227,-9.999999999998899,-73.99999999999629,-43.999999999999595,-483.99999999999557,-790.0000000000018,-308.00000000000693,-323.99999999999096,-522.0000000000002,-415.99999999999415,174.0000000000066,-62.99999999999084,70.99999999999883,,-3056.000000000003
2016.10.03,54.999999999993946,-278.00000000000045,-95.00000000000064,-120.00000000000898,3.999999999992898,243.99999999999977,-186.00000000000705,-78.00000000000028,-90.0000000000012,-73.00000000000084,-513.0000000000078,-794.9999999999901,-307.00000000000216,-322.00000000000006,-497.99999999999847,-449.0000000000105,162.00000000000614,-51.000000000001044,90.00000000001229,,-3300.000000000025
2016.10.03,102.99999999999754,-265.0000000000041,-70.99999999999883,-184.00000000000637,0.0,249.00000000001032,-251.00000000000477,-68.00000000000139,-114.99999999999844,-74.99999999999174,-543.999999999989,-719.9999999999873,-367.999999999995,-315.99999999998295,-418.9999999999916,-492.0000000000035,231.00000000000875,-24.000000000001798,168.0000000000126,,-3160.9999999999277
2016.10.03,71.99999999999429,-207.00000000000162,-100.0000000000112,-167.00000000000603,-26.000000000003798,236.00000000001398,-236.0000000000042,-86.99999999999264,-80.00000000000229,-68.00000000000139,-497.99999999999847,-702.9999999999869,-338.99999999999864,-366.999999999984,-435.9999999999919,-404.0000000000044,135.00000000000512,-24.999999999986144,130.0000000000079,,-3169.999999999953
2016.10.03,56.0000000000005,-148.99999999999915,-102.00000000000209,-192.99999999999872,-45.000000000006146,202.9999999999976,-117.00000000000443,-95.99999999999609,-92.99999999999864,16.0000000000049,-412.9999999999967,-533.99999999999,-228.9999999999992,-384.9999999999909,-435.9999999999919,-465.0000000000043,78.00000000000296,36.0000000000138,85.00000000000173,,-2782.9999999999573
2016.10.03,27.999999999994696,139.00000000000023,-32.0000000000098,-289.0000000000059,-65.00000000000395,144.0000000000108,-136.0000000000099,-134.0000000000008,-20.999999999993246,158.99999999999804,-93.00000000000975,-106.99999999999044,-161.00000000000136,-366.999999999984,-340.00000000000693,-170.00000000000347,18.000000000000682,56.99999999999594,-3.999999999981796,,-1374.000000000001
2016.10.03,27.999999999994696,506.9999999999908,-138.0000000000159,-150.00000000000568,-184.00000000000637,217.0000000000005,-151.00000000001046,-234.99999999999633,-2.999999999997449,431.0000000000036,516.9999999999897,483.99999999999557,-271.0000000000008,-395.99999999999636,-290.9999999999968,-226.99999999999943,126.00000000000477,56.99999999999594,-7.999999999985796,,312.99999999996413
2016.10.03,9.999999999998899,537.9999999999941,-141.00000000001333,-79.00000000000685,-228.00000000000597,216.00000000001617,-299.0000000000066,-242.99999999999324,102.00000000000209,484.00000000000665,682.0000000000048,650.0000000000173,-412.00000000000614,-251.99999999998556,-214.00000000000307,-34.000000000000696,200.00000000000284,56.99999999999594,-28.999999999990145,,1008.0000000000272
2016.10.03,-20.0000000000089,363.0000000000022,-117.99999999999588,-31.000000000003247,-237.00000000000944,182.99999999999983,-255.00000000000966,-242.99999999999324,102.99999999999754,365.99999999999966,466.00000000001086,507.9999999999973,-337.0000000000033,-241.00000000000233,-86.0000000000083,79.00000000000685,216.00000000000819,127.00000000001043,28.000000000005798,,871.0000000000044
2016.10.03,45.99999999999049,241.00000000000233,-73.99999999999629,-4.000000000004,-245.0000000000063,191.00000000000784,-222.0000000000084,-266.999999999995,141.99999999999767,245.0000000000063,473.99999999999665,472.00000000000574,-308.9999999999975,-174.99999999999181,-85.00000000000173,120.99999999999334,280.00000000000114,60.99999999999994,22.0000000000109,,914.0000000000114
2016.10.03,-57.00000000000705,264.9999999999819,-109.00000000000354,150.99999999999002,-269.00000000000813,131.00000000001444,-299.0000000000066,-256.99999999999613,60.99999999999994,281.00000000000904,565.9999999999999,483.0000000000112,-316.0000000000025,18.0000000000069,-18.999999999991246,17.000000000000348,365.99999999999966,51.000000000001044,85.00000000000173,,1149.0000000000011
2016.10.03,-34.000000000000696,402.9999999999978,-127.00000000001043,198.99999999999363,-281.00000000000904,160.00000000000458,-276.00000000001046,-234.99999999999633,41.000000000002146,403.0000000000089,753.0000000000036,645.0000000000067,-307.00000000000216,22.0000000000109,-55.99999999998939,-59.000000000009045,362.99999999999955,-17.000000000000348,151.00000000001222,,1748.000000000012
2016.10.03,-79.00000000000685,298.9999999999826,-150.00000000000568,275.9999999999874,-275.000000000003,131.00000000001444,-294.00000000001114,-245.99999999999068,9.00000000000345,364.00000000000875,771.9999999999949,578.0000000000118,-310.0000000000023,73.00000000001194,-41.000000000002146,-69.9999999999923,398.00000000001035,-11.00000000000545,173.00000000000094,,1597.0000000000068
2016.10.03,-73.00000000000084,336.9999999999873,-134.00000000001188,126.0000000000039,-235.00000000000742,130.0000000000079,-301.00000000000193,-202.9999999999976,-12.999999999996348,384.00000000000654,727.0000000000109,595.9999999999966,-292.0000000000016,-34.000000000000696,-62.000000000006494,-146.00000000000168,311.00000000000705,5.000000000010552,170.00000000000347,,1293.0000000000075
2016.10.03,12.000000000000899,411.99999999999017,-97.00000000001374,85.00000000000173,-228.00000000000597,195.00000000001182,-219.0000000000083,-257.9999999999916,-34.000000000000696,392.9999999999989,754.0000000000102,663.0000000000135,-307.00000000000216,-55.000000000005045,-31.000000000003247,-279.00000000000705,324.0000000000123,66.00000000001049,250.00000000001688,,1646.0000000000293
2016.10.03,32.999999999994145,421.99999999998903,-102.00000000000209,134.99999999999625,-229.00000000000142,204.00000000000418,-207.9999999999984,-258.9999999999981,-39.999999999995595,404.99999999999983,754.9999999999945,619.9999999999983,-287.9999999999967,-24.000000000001798,-62.99999999999084,-300.00000000001137,346.00000000000364,2.999999999997449,309.0000000000037,,1718.9999999999843
2016.10.03,35.999999999991594,453.99999999999886,-129.00000000000134,70.99999999999883,-200.00000000000017,242.00000000000887,-165.00000000000625,-244.99999999999523,-22.999999999995246,421.0000000000047,787.0000000000043,609.9999999999994,-281.0000000000059,-139.00000000000023,-99.99999999998899,-307.99999999999716,282.0000000000107,19.999999999997797,267.0000000000172,,1600.000000000042
2016.10.03,71.99999999999429,556.9999999999853,-80.00000000001339,-110.00000000001009,-209.9999999999991,208.00000000000819,-148.00000000001035,-290.00000000000136,-68.00000000000139,475.0000000000032,723.9999999999914,754.0000000000102,-248.00000000000466,-175.99999999999838,-69.00000000000794,-337.0000000000095,175.00000000001137,86.0000000000083,338.0000000000161,,1652.999999999972
2016.10.03,145.9999999999906,640.9999999999804,-2.0000000000131024,-225.99999999999287,-189.00000000000583,251.00000000000122,-91.00000000000819,-284.9999999999908,-48.99999999999905,480.0000000000027,619.9999999999983,829.0000000000131,-242.999999999995,-299.00000000000483,-8.000000000008,-340.00000000000693,118.00000000000921,185.99999999999727,335.00000000001864,,1873.9999999999873
2016.10.03,173.00000000000094,762.9999999999803,24.999999999986144,-374.0000000000077,-158.0000000000026,131.00000000001444,-290.00000000000625,-313.99999999999204,-39.00000000000014,486.00000000000864,700.0000000000117,839.0000000000119,-290.9999999999968,-254.999999999983,-42.0000000000087,-323.99999999999096,152.00000000000102,170.00000000000347,268.0000000000016,,1620.0000000000323
2016.10.03,78.00000000000028,687.9999999999998,55.000000000005045,-360.0000000000048,-179.00000000000693,113.00000000000753,-390.00000000000057,-223.99999999999088,-71.99999999999429,455.0000000000054,607.0000000000019,853.9999999999992,-381.0000000000002,-295.0000000000008,-25.00000000000835,-224.000000000002,207.00000000000784,243.00000000001543,285.00000000000193,,1435.0000000000355
2016.10.03,67.9999999999903,715.9999999999833,58.99999999998684,-385.99999999999744,-109.00000000000354,70.99999999999883,-405.00000000000114,-212.00000000000108,-91.99999999999208,448.9999999999994,445.0000000000065,675.0000000000034,-391.00000000000534,-351.99999999999676,-130.0000000000079,-242.00000000000887,194.00000000000261,194.0000000000053,226.99999999999943,,778.9999999999617
2016.10.03,180.99999999999784,735.9999999999811,102.99999999998644,-350.00000000000585,-130.0000000000079,175.99999999999838,-252.00000000000955,-290.00000000000136,-12.999999999996348,426.00000000000415,504.9999999999999,795.0000000000124,-287.9999999999967,-279.99999999999136,22.0000000000109,-181.00000000000892,157.0000000000107,268.0000000000016,280.9999999999979,,1865.9999999999832
2016.10.03,229.99999999999687,737.9999999999942,112.000000000001,-327.00000000001063,-146.00000000000168,205.00000000001074,-170.0000000000017,-354.9999999999942,41.000000000002146,440.00000000000705,547.0000000000086,846.0000000000134,-254.0000000000049,-231.0000000000034,68.00000000000139,-90.00000000001229,200.00000000000284,241.00000000000233,270.99999999999903,,2366.0000000000105
2016.10.03,223.99999999999088,634.0000000000013,78.00000000000028,-235.00000000000742,-178.00000000000037,252.0000000000078,-160.0000000000108,-332.99999999999443,80.99999999999774,418.0000000000073,626.9999999999998,834.0000000000014,-286.00000000000136,-180.99999999998673,85.00000000000173,-59.99999999999339,240.0000000000091,217.0000000000005,213.00000000001873,,2470.0000000000423
2016.10.03,180.99999999999784,515.9999999999832,66.99999999999484,-215.99999999999397,-190.00000000000128,221.00000000000452,-243.0000000000092,-334.9999999999964,108.00000000000809,333.0000000000055,480.99999999999807,717.000000000012,-325.00000000000284,-167.9999999999904,119.00000000000244,34.000000000000696,282.0000000000107,242.00000000000887,223.00000000001762,,2047.0000000000505
2016.10.03,175.99999999999838,454.9999999999832,72.0000000000054,-134.99999999999625,-238.0000000000049,219.99999999999798,-240.99999999999966,-352.9999999999922,109.00000000000354,296.0000000000074,431.0000000000036,700.999999999996,-322.00000000000273,-112.99999999998533,156.00000000000057,28.999999999990145,312.0000000000118,270.99999999999903,263.99999999999756,,2090.0000000000136
2016.10.03,156.99999999999602,462.9999999999912,69.9999999999923,-127.00000000001043,-265.0000000000041,207.00000000000162,-268.0000000000007,-371.99999999999454,96.00000000000719,289.0000000000059,435.9999999999919,734.9999999999968,-346.9999999999942,-97.9999999999981,248.00000000000378,31.000000000003247,330.0000000000125,259.0000000000092,300.00000000001137,,2144.000000000021
2016.10.03,142.99999999999312,532.9999999999835,78.99999999998464,-137.00000000000932,-219.00000000000253,172.0000000000166,-283.00000000000125,-346.9999999999973,74.00000000000739,343.00000000000443,489.0000000000061,804.0000000000047,-323.99999999999807,-105.99999999998388,215.99999999999397,14.000000000002899,323.0000000000075,261.0000000000001,289.0000000000059,,2324.000000000018
2016.10.03,158.99999999999804,590.999999999986,92.00000000000318,-75.00000000000284,-213.00000000000762,168.99999999999693,-278.0000000000058,-339.0000000000004,79.00000000000685,369.0000000000082,639.9999999999961,861.0000000000007,-311.9999999999976,-24.999999999986144,212.99999999999653,32.999999999994145,361.0000000000042,215.00000000000963,278.00000000000045,,2818.0
2016.10.03,178.00000000000037,597.9999999999874,82.99999999998863,-51.000000000001044,-259.0000000000092,198.00000000000927,-272.00000000000557,-366.9999999999951,111.00000000000554,377.0000000000051,723.9999999999914,938.0000000000166,-349.00000000000375,36.0000000000138,266.0000000000107,68.00000000000139,391.00000000000534,175.99999999999838,247.00000000001944,,3093.000000000039
2016.10.03,201.99999999999108,657.9999999999808,116.00000000000499,-114.99999999999844,-223.00000000000654,195.00000000001182,-268.0000000000007,-352.9999999999922,140.0000000000068,387.000000000004,676.9999999999943,953.0000000000039,-326.9999999999982,-29.999999999996696,253.99999999999866,147.00000000000824,359.00000000000887,243.00000000001543,231.0000000000034,,3246.00000000004
2016.10.03,212.00000000000108,671.9999999999837,133.00000000000534,-143.00000000000423,-212.00000000000108,165.9999999999995,-266.00000000000534,-353.99999999999875,124.99999999999733,404.0000000000044,706.999999999991,953.0000000000039,-332.9999999999984,-31.999999999987594,235.00000000000742,150.99999999999002,368.9999999999998,241.00000000000233,184.00000000000637,,3211.999999999997
2016.10.04,70.99999999999883,747.9999999999931,127.99999999999478,-151.00000000001222,-277.000000000005,165.00000000001512,-264.00000000001,-383.99999999999545,40.00000000000669,431.0000000000036,774.000000000008,1062.0000000000073,-343.0000000000035,-69.9999999999923,215.99999999999397,163.00000000000205,328.00000000000296,261.0000000000001,143.00000000000423,,3041.0000000000114
2016.10.04,165.9999999999995,754.9999999999945,136.00000000000279,-165.9999999999995,-275.99999999999847,131.00000000001444,-287.00000000000614,-437.999999999994,102.99999999999754,426.00000000000415,788.9999999999952,1038.0000000000057,-347.999999999999,-51.000000000001044,236.99999999999832,147.00000000000824,325.00000000000284,241.00000000000233,165.00000000001512,,3093.000000000042
2016.10.04,214.99999999999852,678.9999999999852,143.99999999998857,-158.99999999999804,-324.00000000000205,192.00000000001438,-259.00000000000034,-470.9999999999992,170.99999999999892,394.00000000000546,683.0000000000114,1121.0000000000164,-334.99999999999375,-45.99999999999049,370.00000000000364,232.99999999999432,362.000000000009,331.0000000000146,190.00000000000128,,3491.0000000000578
2016.10.04,206.99999999999054,656.9999999999965,119.99999999998678,-93.00000000000975,-375.0000000000031,202.9999999999976,-311.9999999999976,-520.9999999999936,231.0000000000034,384.00000000000654,709.0000000000041,1174.0000000000084,-394.999999999996,-7.999999999985796,469.0000000000083,330.9999999999924,389.00000000001,405.0000000000109,208.00000000000819,,3783.0000000000377
2016.10.04,198.99999999999363,600.9999999999849,102.00000000000209,-124.00000000001299,-373.00000000000114,195.9999999999962,-431.0000000000116,-517.9999999999962,296.0000000000074,346.0000000000019,598.999999999994,1201.0000000000077,-516.0000000000053,-31.000000000003247,513.9999999999923,463.9999999999977,426.00000000000193,460.000000000016,172.0000000000166,,3582.999999999982
2016.10.04,168.99999999999693,584.9999999999911,116.00000000000499,-141.00000000001333,-364.00000000000875,158.99999999999804,-495.00000000000455,-517.0000000000008,269.00000000000813,312.00000000000114,547.999999999993,1070.0000000000155,-545.0000000000017,-66.99999999999484,486.00000000000864,409.99999999999926,467.00000000001296,436.00000000001415,116.00000000000499,,3014.0000000000246
2016.10.04,257.9999999999916,574.9999999999922,151.9999999999966,-154.0000000000097,-308.00000000000824,212.00000000001216,-614.0000000000043,-485.99999999999756,285.00000000000193,297.9999999999983,560.0000000000049,997.0000000000034,-740.9999999999997,-17.000000000000348,426.9999999999996,422.9999999999956,530.0000000000011,373.00000000000114,76.0000000000094,,2845.9999999999886
2016.10.04,276.9999999999939,648.9999999999885,183.99999999998417,-164.00000000000858,-347.0000000000084,222.00000000001108,-635.0000000000051,-541.9999999999981,289.0000000000059,345.0000000000064,638.0000000000052,1092.000000000004,-766.0000000000053,0.0,469.0000000000083,445.99999999999085,617.0000000000044,381.0000000000091,16.000000000016,,3171.0000000000023
2016.10.04,256.99999999999613,696.999999999992,161.99999999999548,-181.9999999999933,-322.00000000000006,224.000000000002,-650.0000000000057,-506.9999999999908,422.00000000000017,390.0000000000015,655.9999999999899,1171.9999999999952,-780.0000000000011,-55.000000000005045,438.9999999999894,707.9999999999975,594.0000000000083,385.00000000001313,-124.99999999999733,,3484.9999999999877
2016.10.04,280.9999999999979,707.9999999999975,178.99999999999582,-242.00000000000887,-286.00000000000847,212.00000000001216,-757.000000000005,-481.9999999999935,419.00000000000273,367.0000000000062,645.0000000000067,1070.9999999999998,-893.0000000000007,-45.99999999999049,404.0000000000044,727.9999999999953,612.000000000009,381.0000000000091,-79.99999999999119,,3221.0000000000387
2016.10.04,295.0000000000008,825.9999999999934,228.99999999999034,-285.00000000000193,-237.00000000000944,178.99999999999582,-942.9999999999978,-451.0000000000014,334.00000000000097,433.0000000000056,747.9999999999931,1221.0000000000055,-1043.9999999999968,-61.99999999998429,351.99999999999676,581.0000000000093,708.0000000000126,351.0000000000124,-34.000000000000696,,3201.000000000024
2016.10.04,304.9999999999997,908.999999999982,255.99999999998957,-283.000000000011,-219.00000000000253,180.0000000000024,-920.0000000000017,-445.99999999999085,331.0000000000035,457.0000000000074,824.0000000000025,1183.0000000000007,-1034.000000000006,-27.999999999983594,333.9999999999899,564.9999999999933,772.0000000000056,322.00000000000006,15.00000000000945,,3522.9999999999905
2016.10.04,314.99999999999864,874.9999999999814,251.00000000000122,-222.00000000001108,-284.0000000000065,195.9999999999962,-794.0000000000111,-496.99999999999187,339.0000000000004,433.0000000000056,879.0000000000075,1248.0000000000045,-909.000000000006,24.000000000001798,428.00000000000614,642.9999999999936,761.0000000000099,336.00000000000296,2.0000000000131024,,4023.999999999996
2016.10.04,313.99999999999204,812.999999999997,249.99999999999466,-280.9999999999979,-309.0000000000037,190.00000000000128,-761.0000000000099,-522.0000000000002,340.00000000000693,404.0000000000044,693.0000000000102,913.0000000000083,-871.9999999999999,-34.99999999998504,205.00000000001074,584.9999999999911,663.0000000000109,241.00000000000233,-130.99999999999224,,2700.000000000041
2016.10.04,318.99999999999153,741.9999999999982,241.99999999998667,-259.9999999999936,-184.00000000000637,182.0000000000155,-675.0000000000114,-417.99999999999613,380.00000000000256,343.00000000000443,638.9999999999895,880.9999999999984,-772.9999999999961,-7.999999999985796,234.00000000000088,662.9999999999914,670.0000000000017,256.99999999999613,-134.99999999999625,,3098.999999999991
2016.10.04,335.99999999999187,751.9999999999972,242.99999999999324,-289.0000000000059,-192.99999999999872,195.00000000001182,-761.0000000000099,-440.9999999999914,400.00000000000034,333.0000000000055,584.9999999999911,948.0000000000155,-882.9999999999956,-15.999999999993797,303.9999999999932,679.0000000000074,697.0000000000027,280.9999999999979,-85.99999999998609,,3084.000000000027
2016.10.04,326.9999999999995,700.999999999996,272.99999999998994,-282.0000000000045,-238.0000000000049,188.00000000001037,-746.9999999999999,-463.9999999999977,387.99999999999943,307.0000000000017,574.0000000000078,995.9999999999969,-849.9999999999943,-14.999999999987246,404.0000000000044,685.0000000000023,631.0000000000002,361.0000000000113,-27.999999999983594,,3211.0000000000477
2016.10.04,339.0000000000004,685.9999999999866,275.9999999999874,-327.00000000001063,-253.0000000000032,175.99999999999838,-722.999999999999,-512.0000000000014,379.0000000000071,275.99999999999847,514.9999999999987,983.0000000000006,-799.0000000000066,-12.999999999996348,466.9999999999952,652.9999999999925,615.9999999999997,378.999999999996,35.00000000000725,,3152.999999999951
2016.10.04,383.99999999999545,713.9999999999924,347.9999999999928,-425.99999999999307,-220.00000000000907,185.00000000001293,-734.0000000000089,-510.99999999999477,407.0000000000018,230.000000000008,445.0000000000065,929.000000000002,-826.9999999999982,-24.000000000001798,418.9999999999916,729.0000000000018,677.0000000000067,385.99999999999744,-46.999999999997044,,3064.0000000000064
2016.10.04,426.9999999999996,907.9999999999977,385.99999999999744,-642.9999999999936,-175.00000000000293,197.00000000000273,-681.0000000000116,-539.0000000000006,434.000000000001,347.0000000000084,577.0000000000052,1144.0000000000116,-838.9999999999986,-124.99999999999733,381.0000000000091,702.0000000000026,606.0000000000088,409.99999999999926,-104.99999999999955,,3412.000000000039
2016.10.04,608.9999999999928,1350.9999999999911,509.00000000000387,-679.0000000000074,-31.999999999998696,273.0000000000121,-648.0000000000103,-532.9999999999945,439.0000000000005,543.0000000000045,951.9999999999973,1412.0000000000132,-861.9999999999948,-112.000000000001,313.99999999999204,665.9999999999889,577.0000000000124,341.99999999999784,-99.99999999998899,,5021.000000000013
2016.10.04,640.9999999999916,1341.9999999999986,490.999999999997,-648.0000000000041,-68.00000000000139,267.0000000000172,-645.0000000000102,-554.9999999999944,509.9999999999993,539.0000000000006,968.9999999999976,1486.0000000000095,-826.9999999999982,-140.99999999999113,411.0000000000058,760.0000000000051,650.0000000000057,381.0000000000091,-73.99999999999629,,5489.000000000042
2016.10.04,666.9999999999953,1350.9999999999911,456.9999999999963,-666.9999999999953,-131.99999999999878,350.00000000000585,-618.0000000000092,-624.9999999999977,548.9999999999995,562.0000000000069,930.0000000000086,1533.0000000000066,-891.0000000000053,-126.99999999998823,428.00000000000614,794.0000000000058,647.0000000000056,453.0000000000145,-80.99999999999774,,5580.000000000049
2016.10.04,697.9999999999986,1285.9999999999873,472.9999999999901,-592.9999999999991,-139.00000000000023,399.00000000001603,-492.00000000000443,-692.9999999999992,609.000000000004,540.0000000000072,930.999999999993,1529.0000000000025,-816.0000000000025,-99.99999999998899,522.0000000000002,842.9999999999937,636.0000000000099,482.00000000000466,-61.99999999998429,,6053.000000000027
2016.10.04,706.999999999991,1378.9999999999968,533.99999999999,-635.9999999999922,-163.00000000000205,355.0000000000164,-463.99999999999864,-750.9999999999906,600.0000000000006,550.000000000006,1090.9999999999975,1777.0000000000064,-760.0000000000051,-38.0000000000047,570.0000000000039,869.0000000000086,631.0000000000002,503.000000000009,-14.999999999987246,,6739.0000000000455
2016.10.04,800.0000000000007,1612.9999999999977,574.9999999999922,-686.9999999999932,-198.00000000000927,348.00000000001495,-403.0000000000058,-856.9999999999967,657.0000000000076,605.0,1271.0,1988.000000000012,-718.9999999999941,32.0000000000098,746.0000000000023,970.0000000000042,578.000000000003,551.0000000000126,18.0000000000069,,7888.0000000000655
2016.10.04,831.9999999999994,1595.9999999999975,629.9999999999973,-642.9999999999936,-187.00000000000384,381.0000000000091,-427.0000000000067,-817.000000000001,672.0000000000059,603.0000000000091,1258.0000000000036,1921.000000000017,-727.9999999999944,104.99999999999955,760.9999999999894,1021.0000000000052,643.0000000000007,521.0000000000159,-0.9999999999843467,,8141.000000000065
2016.10.04,809.9999999999997,1523.999999999992,522.9999999999845,-617.0000000000009,-168.00000000000148,395.000000000012,-451.0000000000076,-797.9999999999987,689.0000000000063,631.0000000000038,1248.0000000000045,1912.0000000000025,-823.9999999999981,-27.999999999983594,615.00000000001,923.9999999999915,660.0000000000108,512.0000000000014,-44.99999999998394,,7512.0000000000455
2016.10.04,813.9999999999925,1501.9999999999811,522.0000000000002,-612.9999999999969,-196.00000000000728,485.0000000000021,-442.99999999999784,-824.999999999998,694.0000000000057,648.9999999999995,1245.0000000000073,1929.000000000003,-834.9999999999937,4.000000000004,648.0000000000041,934.9999999999969,705.0000000000125,536.0000000000032,1.0000000000065512,,7757.000000000025
