date,USDCHF,EURUSD,AUDUSD,CADCHF,GBPJPY,GBPCAD,EURCAD,EURAUD,CADJPY,AUDCAD,NZDCAD,AUDNZD,empty,sum
2020.05.25,-97.00000000000264,-15.00000000000945,-66.99999999999484,-75.00000000000284,-38.99999999998727,-149.9999999999835,-150.99999999999002,-102.00000000000209,-43.99999999999693,-95.00000000000064,-134.0000000000008,-123.00000000000644,,-1091.9999999999775
2020.05.25,-95.00000000000064,0.9999999999843467,-29.999999999996696,-40.00000000000669,-55.999999999983174,-124.99999999999733,-149.9999999999835,58.000000000002494,-61.99999999999761,-58.99999999999794,-43.999999999999595,-124.99999999999733,,-726.9999999999736
2020.05.25,-115.00000000000954,1.999999999990898,-57.99999999999139,-12.000000000000899,-40.99999999999682,-63.99999999999739,-200.99999999998454,46.0000000000127,-53.999999999987836,-90.99999999999665,-75.00000000000284,-134.99999999999625,,-797.9999999999607
2020.05.25,-101.00000000000664,37.99999999998249,-126.99999999999933,36.999999999998145,142.00000000002433,9.000000000014552,-195.9999999999962,-51.000000000001044,40.00000000000625,-121.99999999999989,-87.99999999999919,-147.99999999999258,,-566.9999999999691
2020.05.25,-87.00000000000374,70.99999999999883,-134.99999999999625,56.99999999999594,243.99999999999977,64.0000000000196,-168.99999999999693,-65.99999999998829,100.99999999999909,-143.00000000000423,-68.00000000000139,-214.00000000000307,,-344.9999999999807
2020.05.25,-73.00000000000084,99.99999999998899,-185.99999999999727,55.99999999998939,338.0000000000223,49.00000000001015,-188.9999999999947,-148.99999999999915,135.00000000000512,-190.99999999999673,-139.00000000000023,-211.00000000000563,,-459.9999999999786
2020.05.25,-86.0000000000083,72.99999999998974,-187.9999999999993,60.99999999999994,263.00000000000523,29.00000000001235,-190.99999999998562,-202.9999999999976,125.0,-193.99999999999417,-151.9999999999966,-184.00000000000637,,-646.9999999999807
2020.05.25,-75.00000000000284,56.99999999999594,-201.99999999999108,52.99999999999194,262.00000000000045,56.000000000011596,-149.9999999999835,-197.99999999998707,69.00000000000261,-200.00000000000017,-151.9999999999966,-164.00000000000858,,-643.9999999999673
2020.05.25,-106.00000000000608,15.999999999993797,-106.99999999999044,9.999999999998899,198.0000000000075,137.00000000000932,-234.00000000000088,-34.99999999998504,6.000000000000227,-117.00000000000044,-68.00000000000139,-182.99999999999983,,-482.99999999997436
2020.05.25,-134.0000000000008,-31.000000000003247,-74.99999999999174,15.999999999993797,131.00000000000023,121.99999999999989,-217.99999999998488,-85.99999999998609,-33.999999999991815,-107.99999999999699,-85.99999999999719,-174.99999999999181,,-677.9999999999507
2020.05.25,-126.0000000000039,-25.00000000000835,-83.9999999999952,50.99999999998994,140.00000000001478,86.0000000000083,-129.99999999998568,-99.99999999998899,32.00000000001069,-107.00000000000153,-104.00000000000409,-123.99999999999079,,-490.9999999999548
2020.05.25,-143.00000000000423,-82.00000000000429,-53.999999999998494,43.999999999999595,159.00000000002024,66.00000000001049,-125.99999999998168,-29.999999999996696,44.00000000001114,-102.00000000000209,-107.00000000000153,-117.99999999999588,,-448.9999999999435
2020.05.25,-136.00000000000279,-78.00000000000028,-31.999999999998696,66.99999999999484,199.00000000001228,71.00000000002105,-37.99999999998249,-46.999999999997044,69.00000000000261,-44.99999999999504,-37.99999999999359,-123.00000000000644,,-130.9999999999456
2020.05.25,-138.00000000000477,-73.00000000001194,-46.999999999997044,75.9999999999983,237.0000000000232,77.00000000001594,-20.999999999982144,-82.99999999998863,85.00000000000796,-56.0000000000005,-48.000000000003595,-120.00000000000898,,-110.99999999995222
2020.05.25,-143.9999999999997,-67.00000000001705,-72.99999999998974,94.99999999998954,259.00000000001455,66.00000000001049,14.000000000002899,-140.99999999999113,112.00000000000898,-82.00000000000429,-82.99999999999974,-119.00000000000244,,-162.99999999997763
2020.05.25,-148.0000000000037,-64.0000000000196,-84.99999999999064,102.99999999999754,219.99999999999886,66.00000000001049,24.000000000001798,-161.99999999999548,81.00000000000307,-90.99999999999665,-102.99999999999754,-89.00000000000574,,-247.99999999999756
