date,GBPCAD,empty,sum
2016.12.05,-873.999999999997,,-873.999999999997
2016.12.05,-117.99999999999588,,-117.99999999999588
2016.12.05,-48.99999999998794,,-48.99999999998794
2016.12.05,109.00000000000354,,109.00000000000354
2016.12.05,289.0000000000059,,289.0000000000059
2016.12.05,581.0000000000093,,581.0000000000093
2016.12.05,757.0000000000076,,757.0000000000076
2016.12.05,716.0000000000056,,716.0000000000056
2016.12.05,590.0000000000016,,590.0000000000016
2016.12.05,558.9999999999984,,558.9999999999984
2016.12.05,656.0000000000122,,656.0000000000122
2016.12.05,727.0000000000109,,727.0000000000109
2016.12.05,674.000000000019,,674.000000000019
2016.12.05,582.0000000000158,,582.0000000000158
2016.12.05,611.000000000006,,611.000000000006
2016.12.05,456.00000000001194,,456.00000000001194
2016.12.05,495.000000000001,,495.000000000001
2016.12.05,556.0000000000009,,556.0000000000009
2016.12.05,487.0000000000152,,487.0000000000152
2016.12.05,663.0000000000135,,663.0000000000135
2016.12.05,683.0000000000114,,683.0000000000114
2016.12.05,859.0000000000098,,859.0000000000098
2016.12.05,802.9999999999982,,802.9999999999982
2016.12.05,684.000000000018,,684.000000000018
2016.12.05,856.0000000000123,,856.0000000000123
2016.12.05,980.0000000000031,,980.0000000000031
2016.12.05,724.0000000000135,,724.0000000000135
2016.12.05,647.0000000000198,,647.0000000000198
2016.12.05,919.0000000000032,,919.0000000000032
2016.12.05,721.000000000016,,721.000000000016
2016.12.05,623.000000000018,,623.000000000018
2016.12.05,538.0000000000163,,538.0000000000163
2016.12.05,431.0000000000036,,431.0000000000036
2016.12.05,144.0000000000108,,144.0000000000108
2016.12.05,78.00000000000028,,78.00000000000028
2016.12.05,-17.000000000000348,,-17.000000000000348
2016.12.05,-137.9999999999937,,-137.9999999999937
2016.12.05,8.000000000008,,8.000000000008
2016.12.05,-34.000000000000696,,-34.000000000000696
2016.12.05,-202.9999999999976,,-202.9999999999976
2016.12.05,-140.99999999999113,,-140.99999999999113
2016.12.05,114.99999999999844,,114.99999999999844
2016.12.05,177.00000000000495,,177.00000000000495
2016.12.05,285.00000000000193,,285.00000000000193
2016.12.05,266.0000000000107,,266.0000000000107
2016.12.05,280.0000000000136,,280.0000000000136
2016.12.05,389.0000000000171,,389.0000000000171
2016.12.05,372.00000000001677,,372.00000000001677
2016.12.06,318.00000000001825,,318.00000000001825
2016.12.06,426.9999999999996,,426.9999999999996
2016.12.06,338.0000000000161,,338.0000000000161
2016.12.06,362.00000000001785,,362.00000000001785
2016.12.06,369.0000000000193,,369.0000000000193
2016.12.06,364.00000000000875,,364.00000000000875
2016.12.06,411.0000000000058,,411.0000000000058
2016.12.06,449.0000000000105,,449.0000000000105
2016.12.06,520.0000000000093,,520.0000000000093
2016.12.06,585.0000000000133,,585.0000000000133
2016.12.06,649.0000000000107,,649.0000000000107
2016.12.06,662.000000000007,,662.000000000007
2016.12.06,694.0000000000168,,694.0000000000168
2016.12.06,731.9999999999993,,731.9999999999993
2016.12.06,755.0000000000168,,755.0000000000168
2016.12.06,744.0000000000114,,744.0000000000114
2016.12.06,665.0000000000044,,665.0000000000044
2016.12.06,761.0000000000117,,761.0000000000117
2016.12.06,689.0000000000063,,689.0000000000063
2016.12.06,574.0000000000078,,574.0000000000078
2016.12.06,611.000000000006,,611.000000000006
2016.12.06,709.0000000000041,,709.0000000000041
2016.12.06,777.0000000000055,,777.0000000000055
2016.12.06,537.0000000000097,,537.0000000000097
2016.12.06,484.00000000001774,,484.00000000001774
2016.12.06,626.9999999999998,,626.9999999999998
2016.12.06,699.0000000000052,,699.0000000000052
2016.12.06,604.0000000000045,,604.0000000000045
2016.12.06,543.0000000000045,,543.0000000000045
2016.12.06,467.0000000000174,,467.0000000000174
2016.12.06,451.0000000000014,,451.0000000000014
2016.12.06,599.0000000000161,,599.0000000000161
2016.12.06,1090.0000000000132,,1090.0000000000132
2016.12.06,647.0000000000198,,647.0000000000198
2016.12.06,609.0000000000151,,609.0000000000151
2016.12.06,469.0000000000083,,469.0000000000083
2016.12.06,326.0000000000041,,326.0000000000041
2016.12.06,252.0000000000078,,252.0000000000078
2016.12.06,-280.9999999999979,,-280.9999999999979
2016.12.06,-342.9999999999822,,-342.9999999999822
2016.12.06,-186.99999999998164,,-186.99999999998164
2016.12.06,-217.99999999998488,,-217.99999999998488
2016.12.06,-118.99999999998023,,-118.99999999998023
2016.12.06,-63.99999999999739,,-63.99999999999739
2016.12.06,-69.9999999999923,,-69.9999999999923
2016.12.06,-191.99999999999218,,-191.99999999999218
2016.12.06,-159.99999999998238,,-159.99999999998238
2016.12.06,-164.99999999999292,,-164.99999999999292
2016.12.07,-246.99999999999721,,-246.99999999999721
2016.12.07,-154.99999999999403,,-154.99999999999403
2016.12.07,-140.99999999999113,,-140.99999999999113
2016.12.07,-257.99999999998045,,-257.99999999998045
2016.12.07,-296.9999999999917,,-296.9999999999917
2016.12.07,-449.9999999999948,,-449.9999999999948
2016.12.07,-366.999999999984,,-366.999999999984
2016.12.07,-331.999999999999,,-331.999999999999
2016.12.07,-257.99999999998045,,-257.99999999998045
2016.12.07,-227.99999999998377,,-227.99999999998377
2016.12.07,-176.99999999998272,,-176.99999999998272
2016.12.07,-285.99999999998624,,-285.99999999998624
2016.12.07,-342.9999999999822,,-342.9999999999822
2016.12.07,-247.99999999998158,,-247.99999999998158
2016.12.07,-275.9999999999874,,-275.9999999999874
2016.12.07,-310.9999999999946,,-310.9999999999946
2016.12.07,-312.00000000000114,,-312.00000000000114
2016.12.07,-378.999999999996,,-378.999999999996
2016.12.07,-430.9999999999814,,-430.9999999999814
2016.12.07,-748.9999999999997,,-748.9999999999997
2016.12.07,-890.9999999999974,,-890.9999999999974
2016.12.07,-835.9999999999923,,-835.9999999999923
2016.12.07,-822.9999999999959,,-822.9999999999959
2016.12.07,-1410.9999999999845,,-1410.9999999999845
2016.12.07,-1546.9999999999873,,-1546.9999999999873
