date,GBPCAD,empty,sum
2016.12.05,226.99999999999943,,226.99999999999943
2016.12.05,-0.9999999999843467,,-0.9999999999843467
2016.12.05,365.0000000000153,,365.0000000000153
2016.12.05,353.0000000000033,,353.0000000000033
2016.12.05,709.0000000000041,,709.0000000000041
2016.12.05,767.0000000000066,,767.0000000000066
2016.12.05,917.0000000000123,,917.0000000000123
2016.12.05,850.0000000000174,,850.0000000000174
2016.12.05,629.0000000000128,,629.0000000000128
2016.12.05,656.0000000000122,,656.0000000000122
2016.12.05,758.0000000000142,,758.0000000000142
2016.12.05,796.0000000000189,,796.0000000000189
2016.12.05,691.0000000000193,,691.0000000000193
2016.12.05,646.0000000000132,,646.0000000000132
2016.12.05,639.0000000000118,,639.0000000000118
2016.12.05,521.0000000000159,,521.0000000000159
2016.12.05,714.0000000000147,,714.0000000000147
2016.12.05,607.0000000000019,,607.0000000000019
2016.12.05,771.0000000000106,,771.0000000000106
2016.12.05,775.0000000000146,,775.0000000000146
2016.12.05,923.0000000000072,,923.0000000000072
2016.12.05,874.0000000000192,,874.0000000000192
2016.12.05,832.0000000000105,,832.0000000000105
2016.12.05,873.0000000000126,,873.0000000000126
2016.12.05,1050.0000000000175,,1050.0000000000175
2016.12.05,1050.0000000000175,,1050.0000000000175
2016.12.05,813.0000000000192,,813.0000000000192
2016.12.05,1189.0000000000177,,1189.0000000000177
2016.12.05,1002.9999999999983,,1002.9999999999983
2016.12.05,736.0000000000033,,736.0000000000033
2016.12.05,721.000000000016,,721.000000000016
2016.12.05,564.000000000009,,564.000000000009
2016.12.05,435.0000000000076,,435.0000000000076
2016.12.05,144.0000000000108,,144.0000000000108
2016.12.05,570.0000000000039,,570.0000000000039
2016.12.05,8.000000000008,,8.000000000008
2016.12.05,72.0000000000054,,72.0000000000054
2016.12.05,200.00000000000017,,200.00000000000017
2016.12.05,-5.999999999994898,,-5.999999999994898
2016.12.05,-95.00000000000064,,-95.00000000000064
2016.12.05,209.9999999999991,,209.9999999999991
2016.12.05,263.00000000001324,,263.00000000001324
2016.12.05,295.0000000000008,,295.0000000000008
2016.12.05,322.00000000000006,,322.00000000000006
2016.12.05,354.0000000000099,,354.0000000000099
2016.12.05,470.9999999999992,,470.9999999999992
2016.12.05,421.0000000000047,,421.0000000000047
2016.12.05,461.0000000000003,,461.0000000000003
2016.12.06,434.000000000001,,434.000000000001
2016.12.06,470.00000000001484,,470.00000000001484
2016.12.06,368.00000000001273,,368.00000000001273
2016.12.06,473.0000000000123,,473.0000000000123
2016.12.06,409.99999999999926,,409.99999999999926
2016.12.06,447.0000000000196,,447.0000000000196
2016.12.06,458.00000000000284,,458.00000000000284
2016.12.06,545.0000000000177,,545.0000000000177
2016.12.06,596.0000000000188,,596.0000000000188
2016.12.06,702.0000000000026,,702.0000000000026
2016.12.06,760.0000000000051,,760.0000000000051
2016.12.06,711.0000000000172,,711.0000000000172
2016.12.06,752.0000000000193,,752.0000000000193
2016.12.06,794.0000000000058,,794.0000000000058
2016.12.06,770.000000000004,,770.000000000004
2016.12.06,744.0000000000114,,744.0000000000114
2016.12.06,767.0000000000066,,767.0000000000066
2016.12.06,916.0000000000057,,916.0000000000057
2016.12.06,842.0000000000094,,842.0000000000094
2016.12.06,662.000000000007,,662.000000000007
2016.12.06,775.0000000000146,,775.0000000000146
2016.12.06,866.0000000000113,,866.0000000000113
2016.12.06,805.0000000000113,,805.0000000000113
2016.12.06,550.000000000006,,550.000000000006
2016.12.06,667.0000000000176,,667.0000000000176
2016.12.06,769.0000000000197,,769.0000000000197
2016.12.06,794.0000000000058,,794.0000000000058
2016.12.06,748.0000000000153,,748.0000000000153
2016.12.06,801.0000000000073,,801.0000000000073
2016.12.06,530.0000000000082,,530.0000000000082
2016.12.06,798.0000000000098,,798.0000000000098
2016.12.06,1370.0000000000045,,1370.0000000000045
2016.12.06,1152.0000000000198,,1152.0000000000198
2016.12.06,666.000000000011,,666.000000000011
2016.12.06,619.000000000014,,619.000000000014
2016.12.06,470.9999999999992,,470.9999999999992
2016.12.06,460.000000000016,,460.000000000016
2016.12.06,266.0000000000107,,266.0000000000107
2016.12.06,-177.99999999998929,,-177.99999999998929
2016.12.06,-178.99999999999582,,-178.99999999999582
2016.12.06,-165.9999999999995,,-165.9999999999995
2016.12.06,-59.99999999999339,,-59.99999999999339
2016.12.06,-37.99999999998249,,-37.99999999998249
2016.12.06,79.00000000000685,,79.00000000000685
2016.12.06,-38.99999999998904,,-38.99999999998904
2016.12.06,-85.00000000000173,,-85.00000000000173
