date,GBPUSD,EURUSD,USDJPY,AUDUSD,CADCHF,AUDCHF,NZDCHF,EURGBP,GBPCAD,GBPAUD,EURCAD,EURAUD,AUDJPY,NZDCAD,AUDNZD,empty,sum
2017.01.16,-516.0000000000053,-262.00000000000665,0.0,-87.99999999999919,-53.00000000000304,-173.00000000000094,-51.99999999999649,-289.0000000000059,0.0,-705.0000000000001,0.0,-4.000000000004,-359.99999999999943,-146.00000000000168,-221.00000000000452,,-2869.0000000000277
2017.01.16,-556.0000000000009,-198.99999999999363,114.99999999999488,-127.99999999999478,-53.999999999998494,60.99999999999994,104.99999999999955,-25.00000000000835,522.0000000000002,-794.0000000000058,160.00000000000458,126.0000000000039,-403.99999999999636,-322.00000000000006,-138.0000000000159,,-1531.0000000000111
2017.01.16,-587.0000000000042,-331.999999999999,-133.00000000000978,-229.99999999999687,24.000000000001798,120.99999999999334,187.00000000000384,-175.00000000000293,432.9999999999945,-798.0000000000098,188.9999999999947,126.0000000000039,-420.0000000000017,-484.00000000000665,-56.000000000011596,,-2135.00000000005
2017.01.16,-530.0000000000082,-326.9999999999884,-126.00000000000477,-232.99999999999432,70.99999999999883,224.000000000002,207.00000000000162,-145.00000000000622,422.9999999999956,-441.0000000000025,212.99999999999653,75.00000000000284,-326.9999999999982,-456.00000000000085,-139.00000000000023,,-1511.0000000000061
2017.01.16,-584.0000000000067,-303.0000000000088,-36.000000000001364,-200.99999999999562,63.99999999999739,179.99999999999127,129.9999999999968,-82.00000000000429,503.99999999999335,-632.0000000000103,231.0000000000034,93.00000000000975,-376.99999999999534,-270.0000000000036,-272.00000000000557,,-1555.0000000000396
2017.01.16,-635.0000000000077,-317.9999999999961,0.999999999990564,-183.99999999999528,38.0000000000047,175.99999999999838,101.00000000000664,-111.00000000000554,543.0000000000045,-633.0000000000168,292.00000000000335,208.00000000000819,-408.9999999999918,-242.00000000000887,-242.00000000000887,,-1415.0000000000148
2017.01.16,-611.000000000006,-276.9999999999939,46.999999999997044,-147.99999999999258,65.99999999999939,117.00000000000044,70.0000000000034,-67.00000000000594,591.0000000000082,-763.0000000000026,259.0000000000092,221.00000000000452,-363.9999999999901,-182.00000000000438,-225.00000000000853,,-1265.9999999999818
2017.01.16,-530.0000000000082,-253.99999999999866,54.000000000002046,-75.9999999999983,51.99999999999649,92.99999999999864,-15.999999999993797,-95.00000000000064,554.00000000001,-761.0000000000117,266.999999999995,300.99999999999574,-251.99999999999534,-91.00000000000774,-325.0000000000197,,-1079.0000000000362
2017.01.16,-426.9999999999996,-191.99999999999218,-125.0,-44.99999999999504,51.000000000001044,96.99999999999153,14.999999999998348,-142.00000000000878,442.9999999999934,-640.0000000000183,218.00000000000708,215.00000000000963,-224.99999999999432,-75.00000000000284,-322.00000000000006,,-1154.0000000000102
2017.01.16,-383.0,-246.99999999999721,-253.0000000000001,-45.99999999999049,60.99999999999994,76.99999999999375,12.000000000000899,-180.0000000000024,357.99999999999164,-616.0000000000165,235.99999999999176,333.9999999999899,-25.99999999999625,-81.00000000000884,-266.0000000000107,,-1020.0000000000546
2017.01.16,-395.000000000012,-202.9999999999976,-185.00000000000227,-23.999999999990695,48.99999999999905,19.999999999997797,-87.99999999999919,-159.00000000000912,402.9999999999978,-713.0000000000081,235.99999999999176,367.99999999999056,-9.999999999990905,-21.00000000000435,-312.00000000000114,,-1034.0000000000382
2017.01.16,-388.9999999999949,-168.99999999999693,-103.00000000000864,43.00000000000415,39.00000000000014,41.000000000002146,-93.99999999999409,-108.00000000000809,479.0000000000072,-802.0000000000139,139.00000000000023,317.0000000000117,-15.000000000000568,70.99999999999883,-346.0000000000019,,-896.9999999999945
2017.01.16,-476.9999999999941,-96.99999999999153,-85.99999999999852,47.00000000000814,82.00000000000429,66.99999999999484,-48.99999999999905,-3.0000000000085514,575.9999999999987,-891.0000000000196,141.99999999999767,333.0000000000055,-39.99999999999204,52.99999999999194,-311.0000000000168,,-654.0000000000189
2017.01.16,-513.0000000000078,-126.0000000000039,-103.00000000000864,52.000000000007596,82.99999999999974,51.000000000001044,-34.000000000000696,-16.0000000000049,615.9999999999943,-978.0000000000122,156.00000000000057,353.0000000000033,-37.9999999999967,21.999999999999797,-277.00000000001614,,-752.0000000000446
2017.01.16,-472.00000000000574,-175.99999999999838,-286.00000000000136,32.0000000000098,60.99999999999994,29.999999999996696,-31.000000000003247,-101.00000000000664,479.99999999999153,-844.0000000000003,205.00000000001074,391.9999999999924,-1.9999999999953388,13.999999999991797,-276.00000000000955,,-974.0000000000277
2017.01.16,-489.0000000000061,-200.00000000000017,-231.00000000000875,43.999999999999595,58.99999999999794,12.999999999996348,-95.00000000000064,-100.00000000000009,499.000000000005,-959.0000000000209,231.0000000000034,465.0000000000043,85.00000000000796,51.000000000001044,-302.0000000000023,,-929.0000000000233
2017.01.16,-448.000000000004,-251.00000000000122,-368.9999999999998,6.0000000000060005,48.000000000003595,12.999999999996348,-83.9999999999952,-117.00000000000044,487.99999999999955,-820.0000000000207,209.9999999999991,451.0000000000014,91.99999999999875,41.000000000002146,-299.00000000000483,,-1039.0000000000193
2017.01.16,-514.0000000000144,-268.0000000000016,-603.9999999999992,-8.999999999992347,39.00000000000014,-19.999999999997797,-73.99999999999629,-139.00000000000023,400.00000000000034,-869.0000000000086,182.99999999999983,388.0000000000106,189.00000000000716,-34.000000000000696,-262.00000000000665,,-1593.9999999999995
2017.01.16,-438.00000000000506,-201.00000000000674,-454.00000000000773,-23.999999999990695,39.00000000000014,36.999999999998145,-58.000000000002494,-318.00000000000716,-110.99999999999443,-715.0000000000211,-28.000000000005798,259.9999999999936,163.0000000000109,-100.00000000000009,-297.9999999999983,,-2246.000000000037
2017.01.16,-578.9999999999961,-136.00000000000279,-332.9999999999984,53.00000000000304,58.99999999999794,-19.999999999997797,-119.99999999999788,-203.00000000000873,52.99999999999194,-1024.0000000000027,-24.000000000001798,333.0000000000055,85.00000000000796,107.99999999999699,-275.000000000003,,-2023.0000000000057
2017.01.16,-683.9999999999957,-147.99999999999258,-249.00000000000944,62.000000000006494,48.000000000003595,-58.99999999999794,-148.99999999999915,21.999999999999797,478.0000000000006,-1199.0000000000168,-49.99999999999449,317.9999999999961,115.0000000000091,121.99999999999989,-297.9999999999983,,-1670.9999999999886
2017.01.16,-859.0000000000098,-25.999999999992696,-269.00000000000546,145.00000000000622,127.99999999999478,17.000000000000348,-71.99999999999429,59.99999999999339,523.9999999999911,-1619.0000000000148,-133.99999999998968,253.99999999999866,142.00000000001012,141.99999999999767,-304.9999999999997,,-1872.0000000000143
2017.01.16,-659.0000000000095,107.99999999999699,-34.99999999999659,167.00000000000603,168.00000000000148,54.999999999993946,-63.00000000000195,239.99999999999577,743.9999999999891,-1424.000000000003,-106.99999999999044,200.00000000000017,70.00000000000739,124.00000000000189,-339.0000000000004,,-751.0000000000091
2017.01.16,-931.9999999999995,48.000000000003595,4.9999999999954525,104.00000000000409,170.00000000000347,78.99999999999574,-26.000000000003798,344.99999999999534,970.0000000000042,-1683.0000000000123,-79.99999999999119,181.00000000000892,-15.999999999991132,81.9999999999932,-289.0000000000059,,-1042.0
2017.01.16,-741.0000000000139,70.99999999999883,-115.0000000000091,60.99999999999994,185.00000000000182,132.99999999999423,26.000000000003798,298.9999999999937,849.0000000000109,-1345.0000000000184,-131.99999999999878,123.00000000000644,-7.999999999995566,75.9999999999983,-289.0000000000059,,-807.0000000000335
2017.01.16,-685.0000000000023,76.99999999999375,-70.99999999999795,59.000000000009045,182.99999999999983,129.00000000000134,-34.000000000000696,251.99999999999667,722.0000000000005,-1322.000000000001,-130.99999999999224,96.99999999999153,2.0000000000095497,100.99999999999554,-361.0000000000113,,-982.0000000000075
2017.01.16,-756.0000000000011,45.000000000006146,-87.0000000000033,106.00000000000608,144.99999999999514,81.9999999999932,-63.00000000000195,298.9999999999937,906.0000000000068,-1430.0000000000202,-123.00000000000644,154.99999999999403,23.000000000010346,153.99999999999858,-341.00000000001353,,-885.0000000000429
2017.01.16,-817.000000000001,66.99999999999484,-150.00000000000568,103.00000000000864,185.00000000000182,75.9999999999983,-68.99999999999685,291.99999999999227,737.9999999999942,-1476.0000000000107,-204.00000000000418,198.99999999999363,76.99999999999818,213.99999999999199,-340.00000000000693,,-1105.0000000000514
2017.01.16,-713.0000000000081,41.000000000002146,-168.99999999999693,95.00000000000064,163.99999999999747,61.999999999995396,-56.99999999999594,215.99999999999397,730.9999999999927,-1374.0000000000086,-116.00000000000499,160.00000000000458,46.00000000000648,88.99999999999464,-319.0000000000026,,-1144.000000000029
2017.01.16,-784.0000000000069,86.0000000000083,-115.0000000000091,42.0000000000087,129.9999999999968,103.99999999999298,29.999999999996696,293.99999999999426,815.9999999999945,-1297.0000000000148,-168.99999999999693,51.000000000001044,4.0000000000048885,-20.0000000000089,-283.000000000011,,-1111.0000000000496
2017.01.16,-768.9999999999975,15.00000000000945,-132.000000000005,12.000000000000899,38.0000000000047,42.999999999993044,-7.0000000000014495,287.9999999999994,923.9999999999915,-1311.0000000000177,-96.00000000000719,106.00000000000608,10.000000000005116,-67.00000000000594,-216.00000000001617,,-1162.000000000041
2017.01.16,-661.0000000000005,35.999999999991594,-141.00000000000534,25.00000000000835,5.999999999994898,73.00000000000084,34.99999999999615,234.00000000000088,900.9999999999962,-1250.0000000000177,32.0000000000098,112.000000000001,20.000000000010232,-143.9999999999997,-213.00000000001873,,-935.0000000000321
2017.01.16,-834.0000000000014,-4.000000000004,-198.99999999999807,78.00000000000028,31.999999999998696,43.999999999999595,36.0000000000027,297.9999999999983,1049.0000000000111,-1453.0000000000155,49.99999999999449,215.99999999999397,79.9999999999983,-111.00000000000554,-172.0000000000166,,-890.0000000000435
2017.01.16,-944.9999999999958,-60.99999999999994,-263.00000000000523,42.0000000000087,-12.000000000000899,25.999999999992696,26.000000000003798,312.00000000000114,1097.999999999999,-1505.0000000000007,100.0000000000112,256.00000000001177,100.99999999999909,-138.00000000000477,-136.00000000000279,,-1098.9999999999825
2017.01.16,-885.0000000000025,-52.000000000007596,-269.00000000000546,45.000000000006146,-17.999999999995797,3.999999999992898,16.0000000000049,203.99999999999307,1059.9999999999943,-1443.0000000000166,96.00000000000719,229.99999999999687,111.0000000000042,-158.99999999999804,-161.00000000001114,,-1221.0000000000373
2017.01.16,-770.000000000004,-56.99999999999594,-292.0000000000016,52.000000000007596,-14.999999999998348,-14.000000000002899,-7.9999999999968985,197.99999999999818,1004.0000000000049,-1390.0000000000023,96.99999999999153,249.99999999999466,38.000000000010914,-128.00000000000588,-251.00000000000122,,-1286.0000000000011
