date,USDCAD,CHFJPY,CADJPY,empty,sum
2018.12.03,-192.00000000001438,-21.000000000000796,-182.00000000000216,,-395.00000000001734
2018.12.03,-217.0000000000005,-1.0000000000047748,-174.0000000000066,,-392.0000000000119
2018.12.03,-287.9999999999994,-120.99999999999511,-162.00000000000614,,-571.0000000000007
2018.12.03,-208.00000000000819,-150.00000000000568,-76.99999999999818,,-435.00000000001205
2018.12.03,-291.00000000001904,-135.99999999999568,-182.00000000000216,,-609.0000000000168
2018.12.03,-320.00000000000915,-85.99999999999852,-267.0000000000101,,-673.0000000000177
2018.12.03,-270.00000000001467,-36.000000000001364,-273.00000000001035,,-579.0000000000264
2018.12.03,-129.00000000000134,-70.99999999999795,-112.99999999999955,,-312.99999999999886
2018.12.03,-73.00000000001194,-60.000000000002274,-76.99999999999818,,-210.0000000000124
2018.12.03,117.99999999999588,-60.99999999999284,-15.000000000000568,,42.00000000000247
2018.12.03,168.99999999999693,-60.99999999999284,36.000000000001364,,144.00000000000546
2018.12.03,137.9999999999937,-45.000000000001705,-23.000000000010346,,69.99999999998164
2018.12.03,168.99999999999693,1.0000000000047748,-21.000000000000796,,149.0000000000009
2018.12.03,192.99999999999872,49.99999999999716,-39.00000000000148,,203.9999999999944
2018.12.03,226.99999999999943,22.00000000000557,-3.0000000000001137,,246.0000000000049
2018.12.03,240.9999999999801,-33.999999999991815,36.99999999999193,,243.99999999998022
2018.12.03,275.9999999999874,-25.99999999999625,65.99999999998829,,315.9999999999794
2018.12.03,302.9999999999866,-9.000000000000341,60.99999999999284,,354.9999999999791
2018.12.03,325.99999999998187,-57.999999999992724,102.99999999999443,,370.9999999999836
2018.12.03,442.9999999999934,-81.00000000000307,143.00000000000068,,504.999999999991
2018.12.03,564.9999999999933,-60.99999999999284,203.99999999999352,,707.999999999994
2018.12.03,626.9999999999998,-69.00000000000261,224.99999999999432,,782.9999999999915
2018.12.03,572.9999999999791,34.000000000006025,193.9999999999884,,800.9999999999735
2018.12.03,543.999999999989,63.00000000000239,173.99999999999238,,780.9999999999837
2018.12.03,506.9999999999908,57.00000000000216,174.99999999999716,,738.9999999999901
2018.12.03,478.0000000000006,103.9999999999992,185.00000000000227,,767.000000000002
2018.12.03,408.9999999999927,76.00000000000762,161.00000000000136,,646.0000000000017
2018.12.03,348.9999999999993,66.0000000000025,155.9999999999917,,570.9999999999935
2018.12.03,360.9999999999891,52.00000000000671,152.9999999999916,,565.9999999999874
2018.12.03,400.9999999999847,42.00000000000159,168.99999999999693,,611.9999999999832
2018.12.03,435.9999999999919,79.00000000000773,194.99999999999318,,709.9999999999928
2018.12.03,583.0000000000002,16.999999999995907,260.9999999999957,,860.9999999999918
2018.12.03,575.9999999999987,-13.999999999995794,271.99999999999136,,833.9999999999943
2018.12.03,491.99999999998136,-25.99999999999625,204.9999999999983,,670.9999999999834
2018.12.03,449.9999999999948,-111.0000000000042,208.99999999998897,,547.9999999999795
2018.12.03,421.99999999998903,-171.99999999999704,162.9999999999967,,412.9999999999887
2018.12.03,407.99999999998613,-78.99999999999352,185.99999999999284,,514.9999999999854
2018.12.03,417.0000000000007,-60.000000000002274,168.99999999999693,,525.9999999999953
2018.12.03,432.9999999999945,-72.99999999999329,182.00000000000216,,542.0000000000034
2018.12.03,415.99999999999415,-63.99999999999295,227.99999999999443,,579.9999999999957
2018.12.03,395.99999999999636,-91.99999999999875,222.99999999999898,,526.9999999999966
2018.12.03,228.99999999999034,-94.99999999999886,121.99999999999989,,255.99999999999136
2018.12.03,162.99999999997982,-84.99999999999375,88.99999999999864,,166.9999999999847
2018.12.03,190.99999999998562,-64.99999999999773,131.9999999999908,,257.9999999999787
2018.12.03,182.99999999999983,-27.000000000001023,96.9999999999942,,252.999999999993
2018.12.03,195.9999999999962,-43.99999999999693,104.99999999998977,,256.99999999998903
2018.12.03,241.99999999998667,-61.99999999999761,115.99999999999966,,295.99999999998875
2018.12.03,291.9999999999812,-117.00000000000443,146.0000000000008,,320.99999999997755
2018.12.04,357.99999999999164,-82.99999999999841,143.00000000000068,,417.9999999999939
2018.12.04,365.99999999999966,-81.99999999999363,182.00000000000216,,466.0000000000082
2018.12.04,368.9999999999971,-69.00000000000261,150.99999999999625,,450.99999999999073
2018.12.04,361.9999999999957,-31.999999999996476,138.9999999999958,,468.999999999995
2018.12.04,356.9999999999851,-36.000000000001364,152.9999999999916,,473.99999999997533
2018.12.04,349.99999999998363,-36.99999999999193,134.9999999999909,,447.9999999999826
2018.12.04,341.99999999999784,-3.0000000000001137,49.99999999999716,,388.9999999999949
2018.12.04,434.9999999999854,103.9999999999992,21.99999999999136,,560.9999999999759
2018.12.04,439.99999999999596,69.00000000000261,7.999999999995566,,516.9999999999941
2018.12.04,451.99999999998573,82.00000000000784,36.99999999999193,,570.9999999999856
2018.12.04,474.999999999981,82.00000000000784,28.999999999996362,,585.9999999999852
2018.12.04,484.9999999999799,85.99999999999852,24.00000000000091,,594.9999999999793
2018.12.04,513.9999999999923,99.00000000000375,36.000000000001364,,648.9999999999974
2018.12.04,565.9999999999999,106.99999999999932,-81.00000000000307,,591.9999999999961
2018.12.04,551.9999999999969,233.99999999999466,-109.99999999999943,,675.9999999999922
2018.12.04,520.9999999999936,240.99999999999966,-108.00000000000409,,653.9999999999892
2018.12.04,557.9999999999918,221.00000000000364,-64.00000000000716,,714.9999999999883
2018.12.04,548.9999999999995,233.99999999999466,-94.0000000000083,,688.9999999999859
2018.12.04,552.9999999999812,221.00000000000364,-103.9999999999992,,669.9999999999857
2018.12.04,540.9999999999915,218.00000000000352,-84.00000000000318,,674.9999999999918
2018.12.04,581.9999999999936,177.99999999999727,-94.99999999999886,,664.999999999992
2018.12.04,574.9999999999922,299.0000000000066,-168.00000000000637,,705.9999999999924
2018.12.04,590.999999999986,355.000000000004,-267.0000000000101,,678.9999999999799
2018.12.04,604.9999999999889,234.99999999999943,-274.0000000000009,,565.9999999999874
2018.12.04,661.9999999999848,269.00000000000546,-257.000000000005,,673.9999999999852
2018.12.04,591.9999999999925,356.9999999999993,-326.0000000000076,,622.9999999999842
2018.12.04,592.9999999999991,326.0000000000076,-311.00000000000705,,607.9999999999997
2018.12.04,565.9999999999999,364.9999999999949,-317.0000000000073,,613.9999999999875
2018.12.04,525.999999999982,430.9999999999974,-323.0000000000075,,633.9999999999719
2018.12.04,571.9999999999948,408.00000000000125,-311.00000000000705,,668.999999999989
2018.12.04,561.9999999999958,397.99999999999613,-309.0000000000117,,650.9999999999802
