date,USDCHF,USDCAD,AUDUSD,EURCHF,CHFJPY,CADCHF,AUDCHF,EURGBP,GBPJPY,GBPCAD,GBPAUD,EURJPY,EURCAD,EURAUD,EURNZD,CADJPY,AUDJPY,empty,sum
2015.09.14,-80.00000000000229,0.0,-90.0000000000012,-36.999999999998145,-126.99999999999534,-24.999999999997247,-73.00000000000084,-18.0000000000069,-145.00000000001023,0.0,-214.99999999998744,-75.9999999999934,-44.99999999998394,-170.00000000000347,-45.000000000006146,-61.00000000000705,-154.99999999998693,,-1361.9999999999804
2015.09.14,-85.00000000000173,72.0000000000054,-129.9999999999968,-41.99999999998649,-141.9999999999959,19.999999999997797,-75.9999999999983,39.00000000000014,-129.99999999999545,109.00000000000354,-346.0000000000019,79.00000000000773,163.00000000000205,-116.99999999998934,-195.00000000001182,-65.00000000001194,-185.99999999999284,,-1031.999999999966
2015.09.14,-91.99999999999208,73.99999999999629,-82.00000000000429,-27.999999999983594,-213.99999999999864,-9.999999999998899,-53.999999999998494,36.999999999998145,-306.99999999998795,129.00000000000134,-134.99999999999625,90.00000000000341,155.00000000001623,-14.000000000002899,-175.99999999999838,-136.0000000000099,-186.9999999999976,,-949.9999999999535
2015.09.14,-100.99999999999554,4.999999999988347,-63.00000000000195,55.000000000005045,-244.99999999999034,-43.00000000000415,-18.999999999991246,60.99999999999994,-400.0000000000057,195.00000000003405,71.99999999998319,240.0000000000091,179.00000000001802,129.00000000000134,52.99999999999194,-195.0000000000074,-173.99999999999238,,-250.99999999995777
2015.09.14,-46.999999999997044,-25.00000000000835,-121.00000000000443,79.00000000000685,-233.99999999999466,-102.99999999999754,-112.99999999999643,39.00000000000014,-500.0,82.00000000000429,-130.0000000000079,235.00000000001364,93.00000000000975,1.999999999990898,79.99999999999119,-233.0000000000041,-289.99999999999204,,-1185.9999999999857
2015.09.14,-5.999999999994898,-15.00000000000945,-195.9999999999962,69.00000000000794,-397.99999999999613,-89.00000000000574,-185.99999999999727,31.999999999998696,-745.0000000000045,182.99999999999983,-289.9999999999903,227.00000000000387,119.00000000000244,-188.9999999999947,-22.999999999995246,-364.0000000000043,-485.99999999999,,-2356.9999999999663
2015.09.14,-5.999999999994898,-18.999999999991246,-350.00000000000585,90.00000000001229,-368.9999999999998,-92.00000000000318,-336.9999999999984,24.999999999997247,-694.9999999999932,162.0000000000399,-741.0000000000139,329.00000000000773,130.0000000000079,-495.000000000001,-337.99999999999386,-338.99999999999864,-563.999999999993,,-3608.999999999922
2015.09.14,-107.99999999999699,-161.99999999999548,-443.0000000000045,56.000000000011596,-327.99999999998875,-129.00000000000134,-409.99999999999926,12.999999999996348,-681.999999999988,57.00000000001815,-1040.0000000000186,325.00000000001705,22.0000000000109,-689.0000000000063,-561.9999999999958,-361.0000000000042,-691.9999999999931,,-5132.999999999938
2015.09.14,-51.000000000001044,-214.00000000000307,-553.0000000000035,46.0000000000127,-300.9999999999877,-172.00000000000549,-500.9999999999959,-23.00000000000635,-729.0000000000134,46.0000000000349,-1205.999999999996,274.0000000000009,-64.99999999998174,-956.0000000000013,-621.0000000000049,-394.00000000000546,-802.9999999999973,,-6222.999999999954
2015.09.14,-76.99999999999375,-211.00000000000563,-487.0000000000041,45.000000000006146,-289.99999999999204,-178.99999999999582,-456.9999999999963,-4.999999999999449,-634.9999999999909,-30.999999999981043,-1051.0000000000018,242.00000000001864,-64.99999999998174,-844.0000000000003,-368.00000000001273,-367.00000000000443,-743.9999999999998,,-5523.999999999935
