date,EURUSD,USDJPY,AUDUSD,EURCHF,AUDCHF,NZDCHF,GBPCAD,GBPAUD,EURJPY,EURAUD,CADJPY,AUDCAD,empty,sum
2017.12.11,-31.999999999987594,-25.99999999999625,0.0,-173.99999999998528,-0.999999999995449,-68.00000000000139,0.0,0.0,-46.999999999997044,-25.999999999992696,-84.00000000000318,-74.00000000000739,,-531.9999999999663
2017.12.11,-56.99999999999594,-3.0000000000001137,-36.999999999998145,-93.99999999999409,60.99999999999994,-30.000000000007798,245.0000000000063,236.00000000001398,21.000000000015007,1.0000000000065512,-117.00000000000443,-126.0000000000039,,100.00000000003737
2017.12.11,-66.99999999999484,25.99999999999625,-28.000000000005798,-92.99999999998754,65.99999999999939,-42.0000000000087,336.9999999999873,322.00000000000006,81.00000000001728,45.000000000006146,-149.0000000000009,-153.00000000000313,,345.0000000000055
2017.12.11,-52.99999999999194,1.9999999999953388,-19.00000000000235,-85.00000000000173,70.99999999999883,-58.99999999999794,456.9999999999963,394.00000000000546,27.000000000015234,78.00000000000028,-83.00000000001262,-153.99999999999858,,576.0000000000064
2017.12.11,-80.99999999999774,-75.00000000000284,-21.999999999999797,-78.00000000000028,75.00000000000284,-106.00000000000608,507.9999999999973,463.9999999999977,-28.999999999996362,73.99999999999629,-70.00000000000739,-146.00000000000168,,513.9999999999819
2017.12.11,-89.99999999999008,-30.000000000001137,-60.99999999999994,-100.99999999999554,60.99999999999994,-148.0000000000037,485.0000000000021,375.9999999999986,18.000000000000682,2.0000000000131024,-167.0000000000016,-174.00000000000747,,171.00000000001492
2017.12.11,-128.99999999997914,82.99999999999841,-102.00000000000209,-92.00000000000318,24.999999999997247,-226.99999999999943,398.9999999999938,266.999999999995,183.9999999999975,2.999999999997449,-225.9999999999991,-195.00000000000074,,-10.000000000004263
2017.12.11,-124.99999999999733,63.99999999999295,-102.99999999999754,-76.99999999999375,23.00000000000635,-182.99999999999983,473.99999999999665,286.00000000000847,198.0000000000075,-21.00000000000435,-198.0000000000075,-213.00000000000762,,125.00000000000398
2017.12.11,-124.99999999999733,60.99999999999284,-123.00000000000644,-69.9999999999923,9.00000000000345,-180.0000000000024,479.0000000000072,256.00000000001177,201.99999999999818,-43.999999999999595,-175.00000000001137,-228.00000000000597,,61.99999999999807
2017.12.11,-128.99999999997914,72.99999999999329,-102.00000000000209,-63.99999999999739,34.000000000000696,-148.0000000000037,489.99999999999045,316.0000000000052,218.9999999999941,17.000000000000348,-176.00000000000193,-207.00000000000162,,322.9999999999982
2017.12.11,-187.99999999998818,3.0000000000001137,-162.0000000000066,-76.99999999999375,21.00000000000435,-605.0,434.000000000001,204.00000000000418,181.0000000000116,-49.99999999999449,-189.00000000000716,-233.00000000000543,,-660.9999999999743
2017.12.11,-185.99999999999727,36.99999999999193,-165.00000000000404,-82.00000000000429,4.999999999999449,-492.999999999999,392.9999999999989,185.99999999999727,217.00000000001296,-75.00000000000284,-204.00000000000773,-214.00000000000307,,-581.0000000000177
2017.12.11,-156.99999999998494,39.99999999999204,-202.9999999999976,-82.99999999998863,-36.999999999998145,-517.0000000000008,380.00000000000256,137.00000000000932,201.99999999999818,-174.99999999999181,-209.00000000000318,-272.00000000000557,,-893.9999999999685
2017.12.11,-143.99999999998857,63.99999999999295,-182.99999999999983,-100.99999999999554,-19.999999999997797,-480.99999999999807,398.00000000000944,119.00000000000244,215.0000000000034,-141.99999999999767,-214.00000000001285,-274.00000000000756,,-762.9999999999895
2017.12.11,-176.99999999998272,-33.00000000000125,-199.00000000000472,-87.99999999999919,-14.000000000002899,-591.0000000000082,297.9999999999983,56.000000000011596,135.99999999999568,-124.99999999999733,-194.00000000000261,-253.99999999999866,,-1184.9999999999923
2017.12.11,-192.99999999999872,-31.00000000000591,-214.00000000000307,-92.00000000000318,-26.999999999999247,-657.0000000000076,258.0000000000027,5.999999999994898,153.00000000002,-129.99999999998568,-221.00000000000364,-239.0000000000003,,-1386.9999999999898
2017.12.11,-211.99999999998997,-34.99999999999659,-236.99999999999832,-79.99999999999119,-41.9999999999976,-626.0000000000043,293.99999999999426,49.00000000001015,167.0000000000016,-178.99999999999582,-228.00000000000864,-243.00000000000432,,-1371.999999999981
2017.12.11,-187.99999999998818,-10.99999999999568,-184.00000000000637,-93.99999999999409,-9.999999999998899,-624.9999999999977,425.99999999999307,266.999999999995,135.00000000001933,-139.9999999999846,-214.00000000001285,-214.99999999999852,,-852.9999999999694
2017.12.11,-259.9999999999936,-150.00000000000568,-279.00000000000705,-143.00000000000423,-59.99999999999339,-807.0000000000022,407.0000000000018,190.00000000000128,22.999999999996135,-244.9999999999841,-202.0000000000124,-263.99999999999756,,-1790.0000000000007
2017.12.11,-238.99999999998923,-123.00000000000466,-207.99999999999707,-102.99999999998644,-4.999999999999449,-775.9999999999989,11.00000000000545,-130.99999999999224,72.00000000000273,-80.99999999999774,-154.00000000001057,-207.00000000000162,,-1943.9999999999698
2017.12.11,-280.9999999999979,-173.00000000000182,-206.00000000000617,-139.9999999999846,4.999999999999449,-778.0000000000009,-161.00000000001114,-387.000000000004,-15.999999999991132,-127.99999999999478,-153.0000000000058,-219.00000000000253,,-2637.000000000002
2017.12.11,-313.99999999999204,-162.00000000000614,-202.9999999999976,-133.00000000000534,31.000000000003247,-736.9999999999987,-139.00000000000023,-341.99999999999784,91.00000000000819,-5.999999999994898,-112.00000000000898,-214.99999999999852,,-2240.999999999989
2017.12.11,-312.9999999999855,-162.00000000000614,-197.00000000000273,-95.00000000000064,14.999999999998348,-756.0000000000011,-5.999999999994898,-234.00000000000088,79.00000000000773,-2.999999999997449,-117.00000000000443,-234.00000000000088,,-2022.9999999999886
2017.12.11,-356.00000000000074,-209.00000000000318,-241.99999999999778,-48.000000000003595,21.00000000000435,-756.0000000000011,31.999999999987594,-348.9999999999993,93.99999999999409,-8.999999999992347,-57.00000000000216,-304.00000000000426,,-2183.000000000018
2017.12.11,-356.9999999999851,-167.0000000000016,-260.00000000000466,-41.000000000002146,-36.0000000000027,-753.9999999999991,-323.99999999999096,-706.0000000000066,139.00000000001,-95.999999999985,-89.00000000001285,-346.9999999999973,,-3037.9999999999777
2017.12.11,-347.9999999999928,-153.99999999999636,-234.00000000000088,-58.000000000002494,-17.999999999995797,-716.0000000000056,92.99999999998754,-285.00000000000193,159.00000000002024,-4.999999999988347,-68.00000000001205,-356.00000000000074,,-1989.999999999989
2017.12.11,-383.0,-150.00000000000568,-234.00000000000088,-139.00000000000023,26.000000000003798,-641.9999999999982,272.00000000000557,-177.99999999998929,143.00000000000068,14.000000000002899,-11.00000000000989,-368.9999999999971,,-1650.9999999999884
2017.12.11,-309.99999999998806,-192.00000000000728,-178.00000000000037,-146.99999999998602,97.00000000000264,-657.0000000000076,141.99999999999767,-170.00000000000347,73.0000000000075,55.000000000005045,6.000000000000227,-297.9999999999983,,-1578.9999999999782
