date,USDCHF,GBPUSD,EURUSD,USDJPY,USDCAD,AUDUSD,NZDUSD,EURCHF,CHFJPY,CADCHF,NZDCHF,EURGBP,GBPJPY,GBPCAD,GBPAUD,EURJPY,EURNZD,CADJPY,NZDJPY,AUDCAD,NZDCAD,empty,sum
2021.03.01,-2.999999999997449,72.99999999998974,60.000000000015596,-61.99999999999761,7.999999999985796,-24.999999999997247,17.000000000000348,4.999999999988347,251.00000000000477,-7.0000000000014495,-9.999999999998899,-60.00000000000449,137.00000000000045,68.99999999998573,55.000000000005045,-76.00000000002183,-113.00000000000753,-69.99999999999318,61.99999999999761,26.000000000003798,19.00000000000235,,355.99999999995987
2021.03.01,-14.000000000002899,78.99999999998464,56.000000000011596,-61.00000000000705,68.00000000000139,-102.00000000000209,46.00000000000159,-29.00000000001235,266.00000000000534,44.99999999999504,58.99999999999794,-60.00000000000449,155.00000000000114,141.99999999999767,-52.000000000007596,-85.00000000000796,-63.000000000013046,-36.99999999999193,81.00000000000307,204.99999999999963,65.99999999999939,,764.9999999999491
2021.03.01,-42.999999999993044,348.9999999999993,177.00000000000495,-82.00000000000784,-219.99999999999798,-370.9999999999991,301.0000000000068,52.99999999999194,385.0000000000051,-178.00000000000037,270.0000000000036,-2.000000000002,504.99999999999545,119.99999999998678,-279.99999999999136,-239.00000000000432,280.9999999999979,-274.9999999999915,373.9999999999952,314.99999999999864,195.9999999999962,,1635.9999999999943
2021.03.01,-86.99999999999264,451.99999999998573,217.0000000000005,-4.9999999999954525,-289.0000000000059,-434.9999999999965,358.0000000000028,41.000000000002146,355.000000000004,-179.00000000000693,282.99999999999994,34.99999999999615,509.9999999999909,161.99999999999548,-282.9999999999888,-184.00000000002592,351.99999999999676,-253.99999999999068,371.9999999999999,341.99999999999784,215.99999999999397,,1978.9999999999632
2021.03.01,-63.00000000000195,541.9999999999981,246.99999999999721,36.000000000001364,-310.0000000000103,-409.0000000000038,342.000000000009,98.99999999998244,275.0000000000057,-209.00000000000364,292.00000000000335,66.99999999999484,543.9999999999827,251.00000000000122,-116.00000000000499,-169.00000000001114,278.9999999999848,-233.99999999999466,328.00000000000296,296.0000000000074,186.99999999999272,,2274.999999999933
2021.03.01,-63.99999999999739,593.9999999999834,229.00000000001253,-15.000000000000568,-313.00000000000773,-378.00000000000057,383.0,78.00000000000028,337.99999999999386,-212.00000000000108,326.0000000000041,109.99999999999899,673.0000000000018,307.99999999999716,26.999999999999247,-213.00000000002228,379.99999999998033,-277.9999999999916,406.9999999999965,252.0000000000078,227.99999999999488,,2859.99999999995
2021.03.01,-22.999999999995246,613.9999999999812,208.00000000000819,-144.99999999999602,-320.00000000000915,-526.9999999999997,420.00000000000927,112.000000000001,424.99999999999716,-248.00000000000378,390.0000000000015,141.99999999999767,873.9999999999952,327.99999999999494,-289.0000000000059,-348.0000000000132,501.9999999999802,-385.9999999999957,542.9999999999922,438.00000000000506,273.9999999999965,,2983.9999999999413
2021.03.01,9.00000000000345,567.9999999999907,153.00000000000313,-155.00000000000114,-240.00000000001796,-402.00000000000233,393.00000000001,102.00000000000209,394.999999999996,-229.00000000000142,389.000000000006,151.00000000000114,839.999999999975,377.9999999999894,-56.99999999999594,-303.0000000000257,515.9999999999832,-339.9999999999892,521.0000000000008,338.00000000000495,298.9999999999937,,3325.999999999926
2021.03.01,46.00000000000159,600.9999999999849,117.99999999999588,-204.00000000000773,-209.9999999999991,-456.9999999999963,439.0000000000005,112.000000000001,402.000000000001,-243.99999999999977,461.0000000000003,195.9999999999962,942.9999999999836,454.9999999999832,-146.00000000000168,-325.00000000001705,678.0000000000008,-360.99999999999,596.9999999999942,430.00000000000813,380.00000000000256,,3910.9999999999422
2021.03.01,11.00000000000545,604.9999999999889,151.00000000001222,-168.00000000000637,-241.00000000000233,-465.9999999999998,448.000000000004,98.99999999998244,408.00000000000125,-230.000000000008,443.0000000000045,173.00000000000094,895.9999999999866,417.0000000000007,-156.00000000000057,-314.0000000000214,649.999999999995,-352.99999999999443,591.9999999999987,413.0000000000078,370.9999999999991,,3748.999999999955
