date,USDCHF,GBPUSD,EURUSD,USDJPY,USDCAD,AUDUSD,NZDUSD,EURCHF,CADCHF,NZDCHF,EURGBP,GBPJPY,GBPCAD,GBPAUD,EURJPY,EURNZD,CADJPY,NZDJPY,NZDCAD,empty,sum
2021.03.01,-48.99999999999905,-5.000000000010552,-79.00000000000685,-13.999999999995794,-17.000000000000348,-38.0000000000047,-56.0000000000005,-42.0000000000087,-66.99999999999484,-53.00000000000304,-84.0000000000063,-24.00000000000091,-4.000000000004,-2.999999999997449,-100.99999999999909,-236.00000000001398,-89.9999999999892,-69.00000000000261,-89.00000000000574,,-1120.0000000000437
2021.03.01,-63.99999999999739,37.99999999998249,-76.0000000000094,25.000000000005684,-14.000000000002899,-121.00000000000443,-6.999999999990347,-86.0000000000083,-60.99999999999994,-31.000000000003247,-85.00000000000173,89.99999999997499,-2.0000000000131024,-126.0000000000039,-116.00000000001387,-190.00000000000128,-96.9999999999942,16.999999999995907,-53.999999999998494,,-960.0000000000833
2021.03.01,-56.99999999999594,21.999999999988695,-181.00000000000892,19.99999999999602,-235.00000000000742,-387.000000000004,32.0000000000098,-53.00000000001415,-44.99999999999504,60.00000000000449,-124.00000000000189,140.99999999999113,13.999999999980695,-313.99999999999204,-239.00000000000432,-171.00000000001003,-274.9999999999915,76.99999999999818,17.000000000000348,,-1698.000000000056
2021.03.01,-90.0000000000012,309.99999999998806,-232.99999999999432,-3.0000000000001137,-337.0000000000095,-497.99999999999847,263.0000000000021,34.000000000000696,172.00000000000549,241.99999999999778,-12.000000000000899,433.9999999999975,73.99999999999629,-432.9999999999945,-250.0,201.99999999999108,-307.00000000000216,325.9999999999934,131.99999999999878,,25.999999999970015
2021.03.01,-95.00000000000064,415.99999999999415,-260.0000000000158,-36.000000000001364,-360.0000000000048,-483.0000000000001,297.00000000000284,35.999999999991594,159.00000000000912,260.00000000000466,27.999999999994696,463.99999999999864,156.00000000000057,-304.9999999999997,-259.00000000001455,202.9999999999976,-313.99999999999295,286.9999999999919,159.9999999999935,,353.9999999999494
2021.03.01,-114.99999999999844,539.0000000000006,-324.0000000000132,-111.0000000000042,-365.99999999999966,-484.00000000000665,337.0000000000095,72.99999999998974,180.0000000000024,289.0000000000059,60.99999999999994,530.9999999999775,236.99999999999832,-201.00000000000674,-271.000000000015,269.9999999999925,-299.99999999999716,326.9999999999982,180.0000000000024,,851.9999999999359
2021.03.01,-76.99999999999375,454.9999999999832,-268.0000000000016,3.0000000000001137,-391.000000000008,-631.9999999999992,312.00000000000114,75.99999999998718,204.99999999999963,300.0000000000003,68.99999999999685,590.9999999999798,217.0000000000005,-421.0000000000047,-362.99999999999955,278.00000000000045,-394.999999999996,355.99999999999454,178.99999999999582,,493.9999999999367
2021.03.01,-48.000000000003595,509.99999999998823,-245.0000000000063,85.00000000000796,-350.00000000000585,-548.9999999999995,378.00000000000057,90.99999999999665,217.0000000000005,370.00000000000364,122.99999999999534,748.9999999999952,300.99999999999574,-329.00000000000153,-359.00000000000887,451.99999999998573,-393.99999999999125,477.99999999999443,273.000000000001,,1752.9999999999477
2021.03.01,-14.000000000002899,563.0000000000024,-200.00000000000017,117.00000000000443,-278.00000000000045,-492.999999999999,361.0000000000002,97.9999999999981,223.00000000000654,385.99999999999744,142.99999999999312,807.9999999999927,357.99999999999164,-205.99999999999508,-367.00000000001864,493.99999999999443,-385.9999999999957,510.0000000000051,278.9999999999959,,2395.9999999999704
2021.03.01,9.00000000000345,588.9999999999951,-175.99999999999838,162.00000000000614,-256.00000000001177,-548.0000000000041,428.00000000000614,96.99999999999153,226.99999999999943,433.0000000000056,173.00000000000094,891.9999999999959,415.99999999999415,-292.9999999999877,-387.00000000000045,620.9999999999827,-396.0000000000008,572.9999999999933,358.0000000000028,,2921.9999999999736
