date,USDCHF,GBPUSD,EURUSD,USDCAD,AUDUSD,GBPCHF,NZDCHF,GBPJPY,empty,sum
2019.01.28,-41.9999999999976,0.0,-9.000000000014552,-29.999999999996696,-21.00000000000435,0.0,-87.00000000000374,-27.999999999991587,,-217.00000000000853
2019.01.28,-70.0000000000034,204.00000000000418,76.99999999999375,-58.000000000002494,-12.000000000000899,140.0000000000068,-121.00000000000443,219.99999999999886,,379.9999999999924
2019.01.28,-36.999999999998145,201.99999999999108,78.00000000000028,-12.999999999996348,4.000000000004,165.9999999999995,-116.00000000000499,211.9999999999891,,495.9999999999844
2019.01.28,9.999999999998899,207.00000000000162,99.99999999998899,-50.0000000000167,24.000000000001798,141.99999999999767,-134.0000000000008,68.9999999999884,,367.99999999995987
2019.01.28,10.999999999994348,143.00000000000423,102.99999999998644,-53.999999999998494,17.000000000000348,62.99999999999084,-156.00000000000057,-85.00000000000796,,41.999999999969134
2019.01.28,27.999999999994696,140.99999999999113,99.99999999998899,-12.999999999996348,39.00000000000014,42.999999999993044,-182.00000000000438,-140.00000000001478,,15.999999999952536
2019.01.28,41.9999999999976,100.99999999999554,102.99999999998644,-7.0000000000014495,66.99999999999484,4.000000000004,-148.99999999999915,-175.00000000001137,,-14.000000000033594
2019.01.28,43.00000000000415,100.99999999999554,117.99999999999588,-18.0000000000069,104.00000000000409,-8.000000000008,-258.9999999999981,-163.0000000000109,,-82.00000000002433
2019.01.28,19.999999999997797,80.99999999999774,82.99999999998863,-9.999999999998899,141.00000000000225,-2.999999999997449,-280.00000000000244,-121.00000000000932,,-89.00000000002171
2019.01.28,19.00000000000235,59.99999999999339,78.00000000000028,-5.999999999994898,112.000000000001,-1.999999999990898,-287.9999999999994,-170.00000000001592,,-197.00000000000404
2019.01.28,12.000000000000899,63.99999999999739,97.9999999999981,24.999999999986144,156.00000000000057,-26.999999999999247,-346.0000000000019,-201.99999999999818,,-220.0000000000162
2019.01.28,7.9999999999968985,99.99999999998899,120.99999999999334,82.00000000000429,207.00000000000162,25.00000000000835,-400.00000000000034,-102.00000000000387,,40.9999999999892
2019.01.28,41.9999999999976,143.00000000000423,180.0000000000024,121.99999999999989,248.00000000000378,14.000000000002899,-391.000000000008,-60.000000000002274,,298.0000000000004
