names,week,needed_features,accuracy,next_week_prediction_score,next_week_prediction
USDCHF,10,['EURCHF'],80.0,1.0,S
EURUSD,10,['EURUSD'],80.0,0.3533492063492065,S
USDJPY,50,"['EURUSD', 'NZDUSD']",100.0,-0.5097101148765236,B
USDCAD,30,"['EURGBP', 'AUDUSD', 'GBPCHF', 'AUDNZD', 'GBPAUD', 'GBPJPY']",80.0,-0.96,B
NZDUSD,10,"['AUDNZD', 'AUDUSD']",100.0,-0.48,B
GBPCHF,50,"['GBPJPY', 'AUDNZD']",80.0,-0.4413790376290375,B
EURCHF,15,['EURCAD'],100.0,-0.37059090909090914,B
EURGBP,50,"['GBPJPY', 'NZDCAD', 'EURGBP']",80.0,0.3155541125541126,S
GBPJPY,15,"['AUDNZD', 'EURAUD', 'USDJPY']",80.0,-0.8,B
GBPCAD,15,['AUDUSD'],80.0,-0.5327359307359307,B
EURCAD,10,"['AUDNZD', 'EURAUD']",80.0,0.18,S
EURAUD,10,['AUDNZD'],80.0,0.9399999999999998,S
EURNZD,30,"['EURGBP', 'AUDUSD', 'GBPCHF', 'AUDNZD', 'AUDCHF']",80.0,-0.64,B
CADJPY,10,"['AUDNZD', 'AUDUSD']",80.0,-0.4587936507936508,B
AUDCAD,10,['AUDNZD'],80.0,0.968,S
AUDNZD,20,['AUDUSD'],80.0,-0.6277202797202799,B
