date,GBPCHF,EURCHF,NZDCHF,EURJPY,EURAUD,AUDNZD,empty,sum
2018.04.30,28.000000000005798,1.0000000000065512,16.0000000000049,61.00000000000705,28.000000000005798,-35.00000000000725,,99.00000000002285
2018.04.30,100.99999999999554,51.000000000001044,46.999999999997044,48.00000000000182,69.00000000000794,-1.0000000000065512,,314.9999999999969
2018.04.30,119.00000000000244,5.999999999994898,61.999999999995396,69.00000000001683,-18.0000000000069,-28.000000000005798,,209.99999999999685
2018.04.30,163.00000000000205,51.000000000001044,43.999999999999595,64.99999999999773,32.0000000000098,-53.999999999998494,,301.0000000000117
2018.04.30,147.00000000000824,58.000000000002494,12.000000000000899,78.00000000000296,90.99999999999665,-68.00000000000139,,318.0000000000099
2018.04.30,93.00000000000975,49.00000000001015,51.99999999999649,10.99999999999568,97.9999999999981,2.999999999997449,,306.00000000000756
2018.04.30,75.00000000000284,48.000000000003595,41.9999999999976,32.00000000001069,48.000000000003595,-42.999999999993044,,202.00000000002527
2018.04.30,90.99999999999665,65.00000000000395,80.00000000000229,50.00000000001137,112.000000000001,38.0000000000047,,436.00000000001995
2018.04.30,112.000000000001,49.00000000001015,16.0000000000049,15.00000000001478,12.000000000012001,-107.99999999999699,,96.00000000004582
2018.04.30,116.00000000000499,87.99999999999919,-14.000000000002899,126.00000000000477,211.00000000000563,-56.99999999999594,,470.00000000001563
2018.04.30,136.00000000000279,90.00000000001229,-38.0000000000047,97.00000000000841,266.999999999995,-56.99999999999594,,495.0000000000178
2018.04.30,185.99999999999727,112.000000000001,-117.99999999999588,103.00000000000864,421.0000000000047,-99.99999999998899,,604.0000000000267
2018.04.30,172.0000000000166,96.00000000000719,-46.00000000000159,78.00000000000296,344.99999999999534,-24.000000000001798,,621.0000000000186
2018.04.30,219.00000000001364,92.00000000000318,-19.00000000000235,85.00000000000796,327.00000000001063,4.000000000004,,708.0000000000371
2018.04.30,217.0000000000005,80.00000000001339,-14.999999999998348,125.0,329.00000000000153,29.00000000001235,,765.0000000000294
2018.04.30,185.99999999999727,68.00000000000139,5.999999999994898,132.000000000005,312.00000000000114,60.99999999999994,,764.9999999999998
2018.04.30,175.00000000001404,83.9999999999952,38.0000000000047,200.9999999999934,313.99999999999204,93.00000000000975,,905.0000000000091
2018.04.30,204.00000000000418,87.00000000001484,-26.000000000003798,218.9999999999941,323.0000000000066,-1.0000000000065512,,806.0000000000093
2018.04.30,63.99999999999739,83.9999999999952,-44.99999999999504,201.99999999999818,449.9999999999948,53.999999999998494,,808.9999999999891
2018.04.30,-63.99999999999739,97.9999999999981,-73.00000000000084,274.0000000000009,577.0000000000052,93.00000000000975,,905.0000000000158
2018.04.30,-25.999999999992696,26.0000000000149,-71.99999999999429,93.99999999999409,353.0000000000033,2.0000000000131024,,377.0000000000384
2018.04.30,-9.999999999998899,53.999999999998494,-78.00000000000028,153.99999999999636,407.0000000000018,5.999999999994898,,532.9999999999924
2018.04.30,90.00000000001229,93.00000000000975,-95.99999999999609,168.00000000000637,513.0000000000078,15.999999999993797,,784.000000000034
2018.04.30,-68.00000000000139,36.0000000000138,-129.9999999999968,72.00000000000273,436.9999999999985,-31.000000000003247,,316.00000000001364
2018.04.30,-59.99999999999339,28.000000000005798,-90.99999999999665,22.999999999996135,292.00000000000335,-69.00000000000794,,123.00000000000729
2018.04.30,-275.000000000003,15.999999999993797,-148.99999999999915,156.0000000000059,395.99999999999636,-83.9999999999952,,59.99999999999872
2018.04.30,-119.00000000000244,-52.99999999999194,-171.99999999999437,-19.99999999998181,300.99999999999574,-113.99999999999189,,-176.9999999999667
2018.04.30,-149.9999999999835,-65.99999999998829,-163.00000000000205,-68.9999999999884,265.0000000000041,-114.99999999999844,,-297.9999999999566
2018.04.30,52.000000000007596,-19.999999999997797,-131.00000000000333,-98.99999999998954,263.99999999999756,-113.00000000000753,,-46.99999999999304
2018.04.30,114.99999999999844,-31.999999999987594,-105.99999999999498,-147.99999999999613,140.99999999999113,-141.99999999999767,,-171.9999999999868
2018.04.30,173.00000000000094,-34.99999999998504,-110.99999999999443,-139.99999999998636,123.00000000000644,-86.99999999999264,,-76.9999999999511
2018.04.30,212.00000000001216,8.000000000008,-75.9999999999983,-98.99999999998954,205.00000000001074,-86.99999999999264,,163.00000000005045
2018.04.30,234.00000000000088,-2.999999999997449,-70.99999999999883,-165.99999999999682,218.99999999999142,-60.99999999999994,,151.99999999999926
2018.04.30,297.0000000000139,-38.99999999998904,-143.00000000000423,-210.9999999999843,134.99999999999625,-178.99999999999582,,-139.99999999996322
2018.04.30,528.0000000000174,-35.999999999991594,-143.00000000000423,-186.00000000000705,198.99999999999363,-153.9999999999875,,208.0000000000207
2018.04.30,388.0000000000106,-143.00000000000423,-190.00000000000128,-30.000000000001137,92.00000000000318,-204.00000000000418,,-86.99999999999707
2018.04.30,378.00000000001165,-102.00000000000209,-165.9999999999995,-158.99999999999181,110.00000000001009,-191.99999999999218,,-130.99999999996385
2018.04.30,302.0000000000023,-85.99999999998609,-139.00000000000023,-281.0000000000059,103.00000000000864,-164.99999999999292,,-265.9999999999742
2018.04.30,260.0000000000158,-42.999999999993044,-139.99999999999568,-242.999999999995,198.99999999999363,-147.00000000000824,,-113.99999999998252
2018.04.30,233.00000000001654,-17.000000000000348,-153.99999999999858,-197.00000000000273,364.9999999999931,-80.99999999999774,,149.0000000000103
2018.04.30,261.0000000000001,-35.999999999991594,-212.00000000000108,-229.99999999998977,415.99999999999415,-114.99999999999844,,84.00000000001339
2018.04.30,313.00000000000773,-69.9999999999923,-202.0000000000022,-209.00000000000318,350.00000000000585,-113.00000000000753,,69.00000000000838
2018.04.30,234.00000000000088,-69.9999999999923,-255.00000000000523,-201.99999999999818,507.9999999999973,-87.99999999999919,,127.00000000000331
2018.04.30,236.99999999999832,-41.99999999998649,-192.99999999999872,-205.99999999998886,459.0000000000094,-52.000000000007596,,203.00000000002603
2018.04.30,358.9999999999982,-63.99999999999739,-209.00000000000364,-230.99999999999454,479.0000000000072,-38.0000000000047,,296.0000000000051
2018.04.30,450.00000000001705,-68.99999999998573,-212.00000000000108,-221.00000000000364,458.00000000000284,-56.99999999999594,,349.0000000000335
2018.04.30,419.9999999999982,-62.000000000006494,-216.0000000000051,-212.99999999999386,462.0000000000068,-63.99999999999739,,327.00000000000216
2018.04.30,311.0000000000168,-76.99999999999375,-236.99999999999832,-198.99999999998386,361.9999999999957,-29.999999999996696,,130.00000000003988
2018.05.01,375.0000000000142,-90.99999999999665,-249.99999999999466,-219.99999999999886,350.9999999999902,-46.999999999997044,,118.00000000001722
2018.05.01,416.00000000001637,-79.99999999999119,-234.00000000000088,-228.00000000000864,401.99999999999125,-96.00000000000719,,179.99999999999974
2018.05.01,462.0000000000068,-78.99999999998464,-248.00000000000378,-219.99999999999886,462.9999999999912,-97.9999999999981,,280.0000000000126
2018.05.01,439.0000000000116,-59.99999999999339,-227.99999999999488,-192.00000000000728,470.9999999999992,-86.0000000000083,,344.00000000000693
2018.05.01,436.00000000001415,-48.99999999998794,-219.00000000000253,-174.0000000000066,463.9999999999977,-79.00000000000685,,379.00000000000796
2018.05.01,469.0000000000083,-46.999999999997044,-204.00000000000418,-126.00000000000477,429.99999999999704,-82.99999999998863,,439.0000000000107
2018.05.01,478.0000000000006,-36.999999999998145,-173.00000000000094,-174.99999999998295,385.99999999999744,-75.99999999998718,,403.0000000000289
2018.05.01,487.99999999999955,-32.999999999994145,-182.00000000000438,-173.00000000000182,350.00000000000585,-113.99999999999189,,336.0000000000132
2018.05.01,475.0000000000032,-38.0000000000047,-190.99999999999673,-158.99999999999181,286.99999999999284,-164.00000000000858,,209.99999999999415
2018.05.01,485.0000000000021,-26.999999999999247,-194.0000000000053,-180.99999999998317,293.0000000000099,-177.99999999998929,,198.000000000035
2018.05.01,453.99999999999886,-24.000000000001798,-182.00000000000438,-158.99999999999181,178.99999999999582,-239.99999999999577,,28.000000000000938
2018.05.01,451.0000000000014,-17.000000000000348,-161.00000000000003,-138.99999999998158,158.99999999999804,-225.00000000000853,,68.00000000000898
2018.05.01,463.9999999999977,-15.999999999993797,-160.00000000000458,-122.99999999999045,167.9999999999904,-217.0000000000005,,115.99999999999875
2018.05.01,459.0000000000094,-17.000000000000348,-170.99999999999892,-135.99999999999568,163.00000000000205,-235.00000000000742,,63.00000000000907
2018.05.01,445.0000000000065,-17.999999999984695,-171.99999999999437,-141.9999999999959,134.99999999999625,-204.00000000000418,,44.00000000002356
2018.05.01,455.0000000000054,-18.999999999991246,-141.00000000000225,-150.00000000000568,124.99999999999733,-217.0000000000005,,53.00000000000307
2018.05.01,466.00000000001086,-49.99999999999449,-112.000000000001,-211.9999999999891,53.999999999998494,-192.99999999999872,,-46.999999999973966
2018.05.01,384.00000000000654,-68.99999999998573,-153.00000000000313,-175.99999999998772,85.00000000000173,-221.00000000000452,,-149.99999999997283
2018.05.01,398.00000000000944,-113.99999999999189,-185.99999999999727,-198.99999999998386,167.9999999999904,-171.99999999999437,,-104.99999999996754
2018.05.01,418.0000000000073,-116.99999999998934,-217.99999999999596,-216.99999999998454,283.000000000011,-136.00000000000279,,13.000000000045702
2018.05.01,421.0000000000047,-123.00000000000644,-212.00000000000108,-205.99999999998886,313.99999999999204,-100.99999999999554,,93.00000000000486
