date,USDCHF,USDJPY,USDCAD,AUDUSD,NZDUSD,CHFJPY,CADCHF,NZDCHF,GBPJPY,EURJPY,EURNZD,CADJPY,AUDJPY,NZDJPY,AUDCAD,empty,sum
2017.01.30,-15.999999999993797,-146.0000000000008,-85.99999999998609,-37.99999999999359,-53.00000000000304,-94.0000000000083,-145.00000000000622,-191.99999999999218,-194.00000000001683,-121.99999999999989,-234.00000000000088,-130.00000000000966,-137.00000000000045,-159.9999999999966,-157.99999999999147,,-1905.0
2017.01.30,87.99999999999919,-151.00000000001046,-21.999999999988695,-61.999999999995396,-53.00000000000304,-55.00000000000682,-133.00000000000534,-221.99999999999997,-110.00000000001364,-87.0000000000033,-113.99999999999189,-126.00000000000477,-164.00000000000148,-149.99999999999147,-75.9999999999983,,-1437.000000000015
2017.01.30,95.00000000000064,-185.00000000000227,9.000000000014552,-47.9999999999925,-71.99999999999429,-79.00000000000773,-131.99999999999878,-229.99999999999687,-342.00000000001296,-100.99999999999909,-42.0000000000087,-131.00000000000023,-153.0000000000058,-153.99999999999636,-83.9999999999952,,-1648.9999999999957
2017.01.30,70.99999999999883,9.999999999990905,-18.999999999991246,-20.999999999993246,-56.0000000000005,76.99999999999818,-114.00000000000298,-207.00000000000162,-268.0000000000007,82.99999999999841,-25.999999999992696,13.999999999995794,-16.999999999995907,-21.99999999999136,-125.99999999999278,,-620.9999999999809
2017.01.30,-0.999999999995449,9.000000000000341,-54.99999999998284,-19.999999999997797,-66.99999999999484,11.999999999986244,-106.00000000000608,-166.99999999999494,-253.00000000001432,-16.000000000005343,78.00000000000028,3.0000000000001137,45.000000000001705,13.00000000000523,-159.9999999999935,,-684.9999999999912
2017.01.30,41.9999999999976,54.99999999999261,-10.999999999983245,-9.999999999998899,-9.00000000000345,38.99999999998727,-86.0000000000083,-120.99999999999334,-138.00000000000523,4.0000000000048885,181.00000000000892,45.99999999999227,46.999999999997044,58.000000000006935,-122.99999999999534,,-26.000000000000256
2017.01.30,-12.999999999996348,92.99999999998931,8.000000000008,-52.99999999999194,-54.999999999993946,73.99999999999807,-62.000000000006494,-120.99999999999334,-50.00000000001137,49.000000000006594,221.99999999998886,76.99999999999818,112.99999999999955,95.00000000001307,-124.99999999999733,,252.00000000001086
2017.01.30,-39.999999999995595,287.9999999999967,-45.99999999999049,-51.99999999999649,-59.99999999999339,200.9999999999934,-58.000000000002494,-127.99999999999478,151.9999999999868,150.99999999999625,232.99999999999432,195.99999999999795,156.99999999999648,165.00000000000625,-129.9999999999968,,1028.9999999999982
2017.01.30,-24.000000000001798,302.99999999999727,-39.999999999995595,-31.999999999998696,-43.999999999999595,215.99999999999397,-57.00000000000705,-117.99999999999588,133.99999999998613,144.00000000000546,278.00000000000045,199.99999999998863,206.99999999999363,192.00000000000728,-134.99999999999625,,1223.9999999999777
2017.01.30,-9.00000000000345,316.0000000000025,-45.99999999999049,-39.999999999995595,-51.000000000001044,248.99999999999523,-78.00000000000028,-119.99999999999788,185.00000000000227,176.00000000000193,273.9999999999965,206.99999999999363,204.9999999999983,197.00000000000273,-157.99999999999147,,1307.0000000000127
