date,USDCHF,USDJPY,USDCAD,AUDUSD,NZDUSD,CHFJPY,CADCHF,NZDCHF,GBPJPY,EURJPY,EURNZD,CADJPY,AUDJPY,NZDJPY,AUDCAD,empty,sum
2017.01.30,101.00000000000664,-26.00000000001046,-4.999999999988347,-32.999999999994145,-44.99999999999504,57.999999999992724,-102.00000000000209,-188.9999999999947,36.000000000001364,22.999999999996135,-106.00000000000608,-36.000000000001364,-72.00000000000273,-81.99999999999363,-58.99999999999794,,-536.9999999999897
2017.01.30,117.00000000000044,-125.0,9.999999999998899,-27.999999999994696,-2.999999999997449,-52.00000000000671,-112.000000000001,-161.99999999999548,-78.00000000000296,-73.99999999999807,52.000000000007596,-109.00000000000887,-132.99999999999557,-80.99999999998886,-61.999999999995396,,-839.9999999999782
2017.01.30,112.000000000001,57.999999999992724,51.000000000001044,-17.000000000000348,-41.000000000002146,104.99999999998977,-87.00000000000374,-193.99999999999417,-177.00000000002092,117.00000000000443,8.000000000008,57.999999999992724,15.000000000000568,-0.999999999990564,-39.999999999995595,,-33.00000000001724
2017.01.30,80.00000000000229,113.99999999999011,-5.999999999994898,12.000000000000899,-24.999999999997247,122.99999999999045,-103.00000000000864,-156.00000000000057,-141.00000000001955,138.00000000000523,86.0000000000083,53.999999999987836,91.99999999999875,56.000000000011596,-119.99999999999788,,203.99999999997664
2017.01.30,46.00000000000159,146.99999999999136,-11.999999999989797,-8.999999999992347,-2.000000000002,114.99999999999488,-80.99999999999774,-107.00000000000153,-90.00000000000341,108.99999999999466,211.00000000000563,73.99999999999807,90.99999999999397,107.00000000001353,-95.99999999999609,,503.00000000001074
2017.01.30,56.99999999999594,96.9999999999942,53.00000000001415,45.000000000006146,18.0000000000069,78.99999999999352,-52.000000000007596,-90.99999999999665,-46.999999999997044,54.000000000002046,265.99999999998846,79.9999999999983,115.99999999999966,99.00000000000375,-117.99999999999588,,656.0000000000059
2017.01.30,-5.999999999994898,305.9999999999974,16.000000000016,-51.99999999999649,-46.00000000000159,217.9999999999893,-24.000000000001798,-108.99999999999244,167.99999999997794,162.9999999999967,268.0000000000016,214.9999999999892,164.00000000000148,177.0000000000067,-19.999999999997797,,1437.9999999999914
2017.01.30,-19.00000000000235,364.9999999999949,-37.99999999998249,-27.999999999994696,-24.999999999997247,258.99999999998613,-46.00000000000159,-81.9999999999932,197.99999999997908,182.00000000000216,361.9999999999957,221.9999999999942,233.99999999999466,242.00000000000443,-89.99999999999008,,1735.9999999999895
2017.01.30,14.999999999998348,314.9999999999977,4.000000000004,-18.999999999991246,-31.999999999998696,247.99999999999045,-48.99999999999905,-112.99999999999643,185.00000000000227,180.99999999999739,286.00000000000847,211.9999999999891,206.99999999999363,197.00000000000273,-71.99999999999429,,1565.0000000000043
2017.01.30,4.999999999999449,423.9999999999924,-34.000000000000696,26.000000000003798,-17.999999999995797,345.9999999999894,-64.0000000000085,-91.99999999999208,377.9999999999859,283.00000000000125,327.99999999999494,268.99999999999125,340.0000000000034,292.0000000000016,-156.99999999999602,,2325.9999999999704
2017.01.30,-4.999999999999449,444.9999999999932,-44.99999999998394,31.000000000003247,-5.999999999994898,355.99999999999454,-64.0000000000085,-73.00000000000084,356.9999999999993,296.99999999999704,364.00000000000875,277.9999999999916,364.0000000000043,322.00000000000273,-176.99999999999383,,2444.0000000000136
2017.01.30,14.999999999998348,348.99999999998954,5.000000000010552,29.000000000001247,34.000000000000696,280.9999999999917,-46.00000000000159,-47.9999999999925,322.9999999999791,221.00000000000364,414.00000000000324,238.9999999999901,287.9999999999967,296.0000000000065,-134.99999999999625,,2264.999999999981
