,Unnamed: 0,names,week,needed_features,accuracy,next_week_prediction_score,next_week_prediction
0,0,USDCHF,50,"['CHFJPY', 'EURJPY', 'CADJPY', 'GBPJPY']",100.0,0.30255659410701535,B
1,1,USDJPY,15,"['NZDJPY', 'GBPJPY', 'EURJPY']",100.0,-0.7103372419247278,S
2,2,GBPCHF,15,"['NZDCHF', 'AUDCHF', 'NZDUSD', 'AUDJPY']",80.0,-0.6047431002331193,S
3,3,EURCHF,30,"['NZDJPY', 'USDJPY']",80.0,-0.42747857165788744,S
4,4,CADCHF,10,"['AUDCHF', 'AUDJPY']",100.0,-0.4939366269841401,S
5,5,AUDCHF,10,"['AUDCAD', 'CADCHF', 'AUDUSD']",100.0,-0.7410555158730134,S
6,6,GBPCAD,10,"['AUDNZD', 'EURCHF']",100.0,-0.4871194047619173,S
7,7,EURNZD,10,"['EURGBP', 'AUDCHF']",100.0,-0.3261,S
8,8,AUDJPY,10,['EURGBP'],80.0,0.9566999999999994,B
9,9,AUDNZD,30,"['GBPCAD', 'NZDJPY']",80.0,0.9998385027519778,B
