date,GBPUSD,AUDUSD,GBPCHF,NZDCHF,EURGBP,GBPJPY,GBPCAD,AUDNZD,empty,sum
2016.11.21,-130.0000000000079,-51.000000000001044,-208.00000000000819,-17.000000000000348,-63.00000000000195,0.0,-330.9999999999924,-16.000000000016,,-816.0000000000279
2016.11.21,-91.00000000001884,-51.99999999999649,-174.00000000000747,-29.999999999996696,-4.999999999999449,948.0000000000075,-239.99999999999577,-50.0000000000167,,305.999999999976
2016.11.21,-68.00000000000139,-148.99999999999915,-160.99999999998892,29.000000000001247,8.999999999992347,1007.000000000005,-217.99999999998488,81.9999999999821,,531.0000000000064
2016.11.21,144.99999999999514,-153.00000000000313,-4.000000000004,9.00000000000345,124.00000000000189,1204.0000000000077,17.000000000000348,89.99999999999008,,1431.9999999999916
2016.11.21,-71.00000000002105,-73.00000000000084,-82.00000000000429,120.00000000000898,95.00000000000064,1111.0000000000184,-140.99999999999113,165.9999999999995,,1125.0000000000102
2016.11.21,-221.00000000000452,-5.999999999994898,-143.00000000000423,150.00000000000568,37.99999999999359,1032.0000000000107,-89.99999999999008,239.99999999999577,,1000.000000000012
2016.11.21,-125.00000000001954,-7.0000000000014495,-103.99999999999298,158.0000000000026,78.99999999999574,1129.9999999999955,-17.000000000000348,210.99999999998343,,1324.9999999999627
2016.11.21,-145.00000000001734,-17.000000000000348,-73.99999999999629,108.00000000000809,119.99999999999788,1256.0000000000002,52.000000000007596,227.99999999998377,,1527.9999999999836
2016.11.21,-68.00000000000139,-39.999999999995595,9.999999999998899,34.000000000000696,168.00000000000148,1269.0000000000055,190.00000000000128,163.9999999999864,,1726.9999999999973
2016.11.21,-31.000000000003247,-107.00000000000153,38.0000000000047,-5.999999999994898,186.99999999999272,1134.0000000000146,205.00000000001074,156.00000000000057,,1576.0000000000236
2016.11.21,-7.0000000000014495,-104.00000000000409,26.999999999999247,3.0000000000085514,173.9999999999964,1093.0000000000177,152.0000000000188,146.99999999998602,,1485.0000000000214
2016.11.21,27.999999999983594,-185.00000000000182,-11.999999999989797,87.99999999999919,139.99999999999568,1045.9999999999923,127.00000000001043,296.9999999999917,,1528.9999999999814
2016.11.21,14.999999999987246,-132.99999999999423,-42.999999999993044,97.00000000000264,119.99999999999788,1027.0000000000152,165.9999999999995,295.0000000000008,,1544.000000000016
2016.11.21,18.999999999991246,-92.99999999999864,-38.0000000000047,99.00000000000463,115.99999999999389,1070.999999999998,229.99999999999687,276.9999999999939,,1680.999999999975
2016.11.21,3.999999999981796,-68.99999999999685,-9.999999999998899,129.00000000000134,141.99999999999767,1016.0000000000196,223.00000000001762,251.99999999998556,,1687.0000000000077
2016.11.21,-36.0000000000138,-68.00000000000139,-15.00000000000945,114.00000000000298,146.99999999999713,1028.9999999999964,202.9999999999976,256.99999999999613,,1630.9999999999657
2016.11.21,-6.000000000017103,-85.99999999999719,-11.999999999989797,131.00000000000333,173.00000000000094,942.0000000000073,257.0000000000183,259.9999999999936,,1659.0000000000196
2016.11.21,-13.000000000018552,-19.999999999997797,45.000000000006146,103.00000000000864,215.99999999999397,1057.9999999999927,319.0000000000026,212.99999999999653,,1920.9999999999843
2016.11.21,-228.00000000000597,16.0000000000049,-121.99999999999989,112.000000000001,181.9999999999933,917.0000000000016,209.9999999999991,177.99999999998929,,1264.9999999999834
2016.11.21,-221.00000000000452,126.0000000000039,-79.00000000000685,182.00000000000438,212.99999999999653,937.0000000000118,190.00000000000128,210.99999999998343,,1558.99999999999
2016.11.21,-79.00000000000685,87.99999999999919,-46.999999999997044,197.00000000000273,358.9999999999982,1158.9999999999918,346.0000000000019,187.99999999998818,,2210.999999999978
2016.11.21,-18.0000000000069,172.00000000000549,117.00000000001154,214.00000000000307,448.9999999999994,1352.0000000000039,626.0000000000155,169.99999999998127,,3082.000000000013
2016.11.21,-113.00000000000753,226.00000000000398,35.00000000000725,241.00000000000233,458.00000000000284,1474.9999999999943,304.9999999999997,135.9999999999806,,2762.999999999983
2016.11.21,85.99999999998609,124.99999999999733,96.99999999999153,225.00000000000853,488.999999999995,1492.0000000000186,341.99999999999784,70.99999999999883,,2926.9999999999936
2016.11.21,31.999999999987594,136.99999999999824,-5.999999999994898,234.00000000000088,408.9999999999927,1391.0000000000196,290.9999999999968,112.000000000001,,2600.000000000002
2016.11.21,-60.99999999999994,156.00000000000057,-82.99999999998863,185.00000000000182,380.999999999998,1366.0000000000139,333.0000000000055,51.99999999998539,,2329.000000000017
2016.11.21,-68.00000000000139,226.99999999999943,-95.00000000000064,191.00000000000784,300.99999999999574,1408.9999999999918,168.0000000000126,37.99999999998249,,2170.999999999988
2016.11.21,-486.00000000000864,265.99999999999955,-415.99999999999415,314.0000000000032,102.00000000000209,1129.000000000019,-220.99999999998232,74.99999999998064,,763.0000000000196
2016.11.21,-659.0000000000095,339.0000000000004,-564.9999999999933,343.9999999999999,31.999999999998696,941.0000000000025,-401.99999999999125,39.999999999995595,,70.00000000000293
2016.11.21,-584.0000000000067,338.00000000000495,-548.9999999999995,453.0000000000034,31.999999999998696,944.0000000000168,-322.00000000000006,231.99999999998778,,544.0000000000052
2016.11.21,-1572.0000000000177,329.00000000000153,-1489.000000000007,426.00000000000415,-714.999999999999,-492.999999999995,-1751.999999999998,213.99999999998087,,-5052.00000000003
2016.11.21,-1502.0000000000034,378.999999999996,-1279.9999999999923,414.00000000000324,-519.0000000000028,-228.999999999985,-1427.9999999999848,245.99999999999068,,-3918.999999999978
2016.11.21,-1365.0000000000161,299.00000000000483,-1282.9999999999898,592.9999999999991,-538.0000000000051,-145.99999999998658,-1028.9999999999911,511.99999999997914,,-2957.0000000000055
2016.11.21,-1382.0000000000166,241.99999999999778,-1380.9999999999877,567.0000000000064,-633.0000000000058,-421.99999999999704,-966.0000000000002,512.9999999999857,,-3462.0000000000173
2016.11.21,-1693.0000000000111,314.0000000000032,-1519.0000000000036,612.0000000000015,-709.9999999999995,-543.0000000000064,-1239.9999999999966,563.9999999999867,,-4215.000000000026
2016.11.21,-1658.0000000000039,356.9999999999962,-1475.000000000004,668.0000000000019,-718.0000000000075,-358.99999999998045,-975.9999999999991,542.9999999999824,,-3618.000000000014
2016.11.21,-1450.000000000018,292.00000000000335,-1411.0000000000066,690.0000000000017,-606.0000000000065,-353.00000000000864,-744.9999999999957,589.9999999999794,,-2993.0000000000505
2016.11.21,-1305.0000000000007,205.99999999999508,-1499.9999999999902,692.0000000000038,-756.0000000000011,-451.9999999999982,-1132.999999999984,554.9999999999944,,-3692.999999999982
2016.11.21,-1513.0000000000089,251.99999999999667,-1564.999999999994,681.0000000000093,-787.9999999999998,-503.9999999999907,-1224.9999999999873,551.9999999999969,,-4109.999999999978
2016.11.21,-1520.0000000000102,275.99999999999847,-1578.999999999997,672.0000000000059,-818.0000000000076,-567.0000000000073,-1149.9999999999843,537.9999999999941,,-4148.000000000009
2016.11.21,-1397.0000000000039,168.00000000000148,-1519.999999999988,583.0000000000002,-790.9999999999973,-611.9999999999948,-988.9999999999955,487.99999999999955,,-4069.9999999999777
2016.11.21,-1305.0000000000007,158.0000000000026,-1492.0000000000045,540.0000000000072,-770.000000000004,-673.0000000000018,-998.9999999999943,470.9999999999992,,-4069.9999999999964
2016.11.21,-1244.0000000000007,180.0000000000024,-1408.0000000000093,531.9999999999991,-687.0000000000043,-527.9999999999916,-1035.9999999999925,459.99999999999375,,-3731.0000000000036
2016.11.21,-1439.0000000000125,180.0000000000024,-1488.0000000000005,513.0000000000078,-736.9999999999987,-597.9999999999848,-1088.9999999999845,440.9999999999803,,-4216.999999999991
2016.11.21,-1525.0000000000207,270.0000000000036,-1546.000000000003,546.000000000002,-775.9999999999989,-679.000000000002,-1147.9999999999934,427.99999999998397,,-4430.000000000029
2016.11.21,-1619.9999999999993,309.0000000000037,-1583.0000000000011,573.0000000000013,-751.0000000000017,-704.0000000000077,-1237.9999999999836,461.99999999998465,,-4552.000000000005
2016.11.21,-1578.0000000000127,341.99999999999784,-1446.9999999999982,567.0000000000064,-673.0000000000014,-581.9999999999936,-1105.9999999999848,487.99999999999955,,-3988.999999999987
2016.11.21,-1523.0000000000077,343.9999999999999,-1394.0000000000064,569.0000000000084,-706.0000000000066,-346.00000000000364,-1176.9999999999836,481.99999999998244,,-3751.0000000000177
2016.11.22,-1535.0000000000198,319.99999999999807,-1411.0000000000066,579.0000000000073,-717.000000000001,-283.9999999999918,-1153.9999999999884,554.9999999999944,,-3647.0000000000073
2016.11.22,-1584.0000000000077,365.99999999999966,-1407.0000000000027,628.0000000000064,-690.0000000000017,-284.9999999999966,-1168.9999999999977,567.9999999999907,,-3573.000000000009
2016.11.22,-1460.0000000000168,351.0000000000013,-1324.9999999999984,626.0000000000043,-626.0000000000043,-270.9999999999866,-1038.99999999999,540.9999999999915,,-3202.9999999999986
2016.11.22,-1556.0000000000018,409.99999999999926,-1367.000000000007,664.000000000009,-638.0000000000052,-245.00000000000455,-1078.0000000000011,563.9999999999867,,-3246.000000000024
2016.11.22,-1677.0000000000173,448.000000000004,-1351.9999999999977,661.0000000000005,-631.0000000000038,-156.99999999998226,-1146.9999999999868,522.0000000000002,,-3332.9999999999827
2016.11.22,-1658.0000000000039,487.99999999999955,-1404.9999999999895,595.0000000000011,-667.0000000000065,-200.9999999999934,-1143.9999999999895,387.99999999998835,,-3603.999999999994
2016.11.22,-1697.0000000000152,500.9999999999959,-1397.9999999999882,633.0000000000058,-651.999999999997,-55.00000000000682,-1091.9999999999818,436.9999999999985,,-3322.999999999988
2016.11.22,-1701.000000000019,572.0000000000058,-1435.0000000000084,705.0000000000001,-658.0000000000031,-99.99999999999432,-1105.9999999999848,420.9999999999825,,-3302.000000000021
2016.11.22,-1605.000000000012,536.9999999999986,-1444.000000000001,722.0000000000005,-682.0000000000048,-259.9999999999909,-1133.9999999999907,403.99999999998215,,-3462.0000000000186
2016.11.22,-1573.0000000000023,560.0000000000049,-1455.9999999999907,758.9999999999985,-678.0000000000008,-353.999999999985,-1105.9999999999848,390.9999999999858,,-3456.999999999974
2016.11.22,-1564.0000000000098,536.0000000000032,-1465.9999999999895,770.000000000004,-675.0000000000034,-385.9999999999957,-974.9999999999925,405.9999999999952,,-3353.999999999988
2016.11.22,-1532.0,619.9999999999983,-1427.0000000000005,796.0000000000078,-655.0000000000056,-299.0000000000066,-900.9999999999962,339.0000000000004,,-3059.0000000000023
2016.11.22,-1492.0000000000045,626.9999999999998,-1402.9999999999986,755.0000000000057,-621.0000000000049,-209.00000000000318,-929.9999999999864,284.9999999999797,,-2988.0000000000127
2016.11.22,-1510.0000000000114,612.9999999999969,-1435.0000000000084,738.0000000000053,-639.0000000000007,-287.9999999999825,-942.9999999999827,278.00000000000045,,-3185.999999999983
2016.11.22,-1514.0000000000152,643.0000000000047,-1483.9999999999964,787.9999999999998,-662.000000000007,-368.9999999999998,-896.9999999999923,295.99999999998516,,-3199.000000000021
2016.11.22,-1567.0000000000073,680.0000000000028,-1503.9999999999943,758.9999999999985,-675.0000000000034,-347.99999999998477,-1007.9999999999867,158.99999999999804,,-3503.999999999977
