date,AUDUSD,empty,sum
2018.10.24,-441.99999999999795,,-441.99999999999795
2018.10.24,-502.9999999999979,,-502.9999999999979
2018.10.24,-481.9999999999935,,-481.9999999999935
2018.10.24,-458.9999999999983,,-458.9999999999983
2018.10.24,-493.99999999999443,,-493.99999999999443
2018.10.24,-500.9999999999959,,-500.9999999999959
2018.10.24,-511.9999999999902,,-511.9999999999902
2018.10.24,-525.9999999999932,,-525.9999999999932
2018.10.24,-539.999999999996,,-539.999999999996
2018.10.25,-553.999999999999,,-553.999999999999
2018.10.25,-498.9999999999939,,-498.9999999999939
2018.10.25,-520.9999999999936,,-520.9999999999936
2018.10.25,-483.0000000000001,,-483.0000000000001
2018.10.25,-508.9999999999928,,-508.9999999999928
2018.10.25,-505.99999999999534,,-505.99999999999534
2018.10.25,-465.9999999999998,,-465.9999999999998
2018.10.25,-424.9999999999976,,-424.9999999999976
2018.10.25,-406.9999999999907,,-406.9999999999907
2018.10.25,-383.0,,-383.0
2018.10.25,-342.9999999999933,,-342.9999999999933
2018.10.25,-345.99999999999073,,-345.99999999999073
2018.10.25,-307.99999999999716,,-307.99999999999716
2018.10.25,-301.9999999999912,,-301.9999999999912
2018.10.25,-336.9999999999984,,-336.9999999999984
2018.10.25,-362.99999999999113,,-362.99999999999113
2018.10.25,-398.9999999999938,,-398.9999999999938
2018.10.25,-395.0000000000009,,-395.0000000000009
2018.10.25,-367.99999999999056,,-367.99999999999056
2018.10.25,-458.9999999999983,,-458.9999999999983
2018.10.25,-503.99999999999335,,-503.99999999999335
2018.10.25,-500.00000000000045,,-500.00000000000045
2018.10.25,-458.9999999999983,,-458.9999999999983
2018.10.25,-418.9999999999916,,-418.9999999999916
2018.10.25,-319.99999999999807,,-319.99999999999807
2018.10.25,-336.9999999999984,,-336.9999999999984
2018.10.25,-378.999999999996,,-378.999999999996
2018.10.25,-318.99999999999153,,-318.99999999999153
2018.10.25,-273.9999999999965,,-273.9999999999965
2018.10.25,-227.99999999999488,,-227.99999999999488
2018.10.25,-224.9999999999974,,-224.9999999999974
2018.10.25,-169.99999999999238,,-169.99999999999238
2018.10.25,-252.99999999999213,,-252.99999999999213
2018.10.25,-284.9999999999908,,-284.9999999999908
2018.10.25,-373.99999999999653,,-373.99999999999653
2018.10.25,-362.99999999999113,,-362.99999999999113
2018.10.25,-282.99999999999994,,-282.99999999999994
2018.10.25,-295.99999999999625,,-295.99999999999625
2018.10.25,-361.9999999999957,,-361.9999999999957
2018.10.25,-356.00000000000074,,-356.00000000000074
2018.10.25,-361.9999999999957,,-361.9999999999957
2018.10.25,-384.9999999999909,,-384.9999999999909
2018.10.25,-363.99999999999767,,-363.99999999999767
2018.10.25,-287.9999999999994,,-287.9999999999994
2018.10.25,-306.9999999999906,,-306.9999999999906
2018.10.25,-300.0000000000003,,-300.0000000000003
2018.10.25,-340.9999999999913,,-340.9999999999913
2018.10.25,-328.9999999999904,,-328.9999999999904
2018.10.26,-354.9999999999942,,-354.9999999999942
2018.10.26,-378.999999999996,,-378.999999999996
2018.10.26,-353.99999999999875,,-353.99999999999875
2018.10.26,-339.0000000000004,,-339.0000000000004
2018.10.26,-339.0000000000004,,-339.0000000000004
2018.10.26,-326.9999999999995,,-326.9999999999995
2018.10.26,-400.00000000000034,,-400.00000000000034
2018.10.26,-431.99999999999903,,-431.99999999999903
2018.10.26,-470.9999999999992,,-470.9999999999992
2018.10.26,-409.99999999999926,,-409.99999999999926
2018.10.26,-475.99999999999864,,-475.99999999999864
2018.10.26,-531.9999999999991,,-531.9999999999991
2018.10.26,-762.9999999999915,,-762.9999999999915
2018.10.26,-822.0000000000005,,-822.0000000000005
2018.10.26,-885.999999999998,,-885.999999999998
2018.10.26,-819.9999999999985,,-819.9999999999985
2018.10.26,-881.9999999999939,,-881.9999999999939
2018.10.26,-825.9999999999934,,-825.9999999999934
2018.10.26,-751.9999999999972,,-751.9999999999972
2018.10.26,-775.9999999999989,,-775.9999999999989
2018.10.26,-800.0000000000007,,-800.0000000000007
2018.10.26,-774.9999999999924,,-774.9999999999924
2018.10.26,-846.9999999999977,,-846.9999999999977
2018.10.26,-788.9999999999952,,-788.9999999999952
2018.10.26,-854.9999999999947,,-854.9999999999947
2018.10.26,-883.0000000000005,,-883.0000000000005
2018.10.26,-842.9999999999937,,-842.9999999999937
2018.10.26,-778.0000000000009,,-778.0000000000009
2018.10.26,-787.9999999999998,,-787.9999999999998
2018.10.26,-854.9999999999947,,-854.9999999999947
2018.10.26,-854.9999999999947,,-854.9999999999947
2018.10.26,-717.9999999999964,,-717.9999999999964
2018.10.26,-675.9999999999989,,-675.9999999999989
2018.10.26,-635.9999999999922,,-635.9999999999922
2018.10.26,-517.9999999999962,,-517.9999999999962
2018.10.26,-418.9999999999916,,-418.9999999999916
2018.10.26,-357.99999999999164,,-357.99999999999164
2018.10.26,-271.9999999999945,,-271.9999999999945
2018.10.26,-147.99999999999258,,-147.99999999999258
2018.10.26,-225.99999999999287,,-225.99999999999287
2018.10.26,-231.99999999999886,,-231.99999999999886
2018.10.26,-218.99999999999142,,-218.99999999999142
2018.10.26,-187.9999999999993,,-187.9999999999993
2018.10.26,-207.99999999999707,,-207.99999999999707
2018.10.26,-183.99999999999528,,-183.99999999999528
2018.10.26,-195.00000000000074,,-195.00000000000074
2018.10.26,-212.99999999999653,,-212.99999999999653
2018.10.26,-266.999999999995,,-266.999999999995
