date,USDCHF,GBPUSD,USDCAD,AUDUSD,NZDUSD,GBPCHF,CHFJPY,CADCHF,AUDCHF,GBPJPY,GBPCAD,GBPAUD,EURJPY,EURCAD,EURAUD,CADJPY,AUDJPY,NZDJPY,NZDCAD,AUDNZD,empty,sum
2017.07.24,-24.999999999997247,-35.999999999991594,-2.0000000000131024,0.0,0.0,-103.99999999999298,-55.999999999997385,-24.000000000001798,-31.999999999998696,-106.99999999999932,-100.99999999999554,-276.00000000000955,-33.00000000001546,-0.9999999999843467,-217.99999999998488,-12.000000000000455,-24.999999999991473,-84.00000000000318,-231.0000000000034,-83.00000000001084,,-1449.9999999999911
2017.07.24,-60.99999999999994,-80.99999999999774,52.99999999999194,-252.0000000000078,98.99999999999353,-112.000000000001,-121.99999999999989,-9.999999999998899,-274.00000000000756,-185.00000000000227,-180.0000000000024,-687.9999999999998,63.99999999999295,28.000000000005798,-332.9999999999833,-48.00000000000182,-334.0000000000032,-135.00000000000512,-241.00000000000233,-313.00000000000773,,-3125.0000000000364
2017.07.24,-84.99999999999064,-104.99999999999955,58.000000000002494,-66.00000000001049,156.00000000000057,-158.99999999999804,-114.99999999999488,-45.000000000006146,-138.00000000000477,-207.9999999999984,-245.0000000000063,-327.99999999999494,18.000000000000682,64.0000000000196,37.00000000002035,-52.00000000000671,-122.99999999999045,-171.99999999999704,-287.9999999999994,-117.00000000001154,,-1912.9999999999657
2017.07.24,-81.9999999999932,-132.99999999998312,73.99999999999629,-86.0000000000083,165.9999999999995,-177.99999999998929,-121.99999999999989,-30.000000000007798,-164.00000000000858,-240.0000000000091,-266.0000000000107,-241.00000000000233,79.99999999998408,168.0000000000126,83.00000000001084,-38.000000000010914,-143.00000000000068,-192.99999999999784,-322.00000000000006,-96.00000000000719,,-1763.0000000000255
2017.07.24,-47.9999999999925,-203.99999999998198,42.999999999993044,-168.00000000000148,181.9999999999933,-192.99999999999872,-102.99999999999443,-19.00000000000235,-213.00000000000762,-234.00000000000887,-295.0000000000008,-314.99999999999864,97.99999999998477,180.0000000000024,9.000000000014552,-38.000000000010914,-179.00000000000205,-174.0000000000066,-307.0000000000017,-199.00000000001583,,-2177.0000000000364
2017.07.24,-28.999999999990145,-220.99999999998232,2.999999999997449,-215.00000000000963,190.99999999999673,-178.99999999999582,-37.9999999999967,-24.000000000001798,-243.99999999999977,-186.00000000000705,-296.9999999999917,-436.00000000001415,-43.00000000000637,179.00000000001802,-45.99999999999049,1.9999999999953388,-191.99999999999307,-125.0,-301.0000000000068,-238.0000000000049,,-2438.9999999999836
2017.07.24,-108.99999999999244,-200.99999999998454,-6.000000000017103,-204.00000000000418,112.99999999999643,-221.99999999998886,42.00000000000159,-53.00000000000304,-248.00000000000378,-16.999999999995907,-326.0000000000041,-400.00000000000034,-254.99999999999545,167.00000000000603,-41.99999999998649,74.99999999998863,-91.99999999999875,-17.000000000010118,-270.0000000000036,-246.99999999999721,,-2311.9999999999936
2017.07.24,-118.99999999999133,-251.00000000000122,90.99999999999665,-132.0000000000099,57.99999999999139,-350.00000000000585,131.00000000000023,-50.0000000000056,-236.99999999999832,-38.99999999998727,-449.9999999999948,-316.0000000000052,-195.99999999999795,180.0000000000024,60.99999999999994,148.9999999999867,4.0000000000048885,76.99999999999818,-241.00000000000233,-265.0000000000041,,-1895.0000000000232
2017.07.24,-161.99999999999548,-209.9999999999991,95.999999999985,-60.00000000000449,1.999999999990898,-331.999999999999,180.99999999999739,-65.00000000000395,-162.0000000000066,-63.99999999999295,-429.99999999999704,-78.00000000000028,-263.00000000000523,163.00000000000205,120.00000000000898,141.9999999999959,69.00000000000261,114.99999999999488,-189.00000000000583,-255.00000000000523,,-1382.000000000037
2017.07.24,-140.99999999999113,-259.9999999999936,136.00000000000279,-99.00000000000463,53.999999999998494,-363.0000000000022,173.00000000000182,-50.0000000000056,-234.00000000000088,-116.99999999999022,-482.00000000000466,-130.0000000000079,-204.00000000000773,217.0000000000005,40.0000000000178,151.9999999999868,6.000000000000227,102.99999999999443,-216.0000000000051,-306.00000000000625,,-1721.0000000000173
2017.07.24,-146.99999999999713,-230.9999999999812,124.99999999999733,-132.0000000000099,47.9999999999925,-361.9999999999957,126.00000000000477,-60.00000000000449,-248.99999999999923,-175.99999999998772,-461.0000000000003,-209.00000000001472,-167.0000000000016,204.00000000000418,-12.999999999996348,100.99999999999909,-75.00000000000284,58.9999999999975,-180.0000000000024,-331.999999999999,,-2130.9999999999977
2017.07.24,-161.00000000000003,-241.99999999998667,104.99999999999955,-164.00000000000858,64.99999999999284,-384.00000000000654,135.99999999999568,-87.00000000000374,-309.0000000000037,-191.0000000000025,-442.00000000000904,-280.0000000000136,-78.00000000000296,171.00000000001003,-88.99999999998354,77.99999999998875,-131.00000000000023,18.999999999991246,-243.00000000000432,-358.9999999999982,,-2586.0000000000455
2017.07.24,-154.99999999999403,-280.9999999999979,88.99999999998354,-163.00000000000205,56.0000000000005,-385.99999999999744,117.00000000000443,-80.00000000000229,-304.00000000000426,-221.00000000000364,-469.99999999999267,-265.0000000000041,-72.00000000000273,171.00000000001003,-87.99999999999919,61.99999999999761,-143.00000000000068,31.999999999996476,-182.00000000000438,-365.99999999999966,,-2649.0000000000123
2017.07.24,-127.99999999999478,-306.9999999999906,70.99999999999883,-195.00000000000074,64.99999999999284,-387.000000000004,114.00000000000432,-75.00000000000284,-292.9999999999988,-210.00000000000796,-479.0000000000072,-249.00000000001032,-87.00000000001751,191.00000000000784,-61.99999999998429,90.99999999999397,-125.0,22.999999999996135,-221.00000000000452,-397.0000000000029,,-2660.0000000000327
