date,USDCHF,GBPUSD,EURUSD,USDCAD,AUDUSD,NZDUSD,EURCHF,CADCHF,AUDCHF,GBPJPY,EURCAD,EURAUD,EURNZD,AUDJPY,NZDJPY,AUDCAD,NZDCAD,AUDNZD,empty,sum
2020.06.08,-93.00000000000975,-197.00000000000273,-131.99999999999878,-90.00000000001229,-90.0000000000012,-48.99999999999905,-228.00000000000597,-143.9999999999997,-149.99999999999457,-108.00000000000409,-75.00000000000284,-97.9999999999981,-253.99999999999866,-96.9999999999942,-128.99999999999068,-195.00000000000074,-179.00000000000693,-121.99999999999989,,-2430.00000000002
2020.06.08,-55.000000000005045,-214.00000000000307,-107.99999999999699,-60.99999999999994,-110.99999999999443,62.000000000006494,-251.00000000000122,-142.00000000000878,-87.99999999999919,-93.99999999999409,-55.000000000005045,-114.99999999999844,-17.999999999984695,-144.99999999999602,66.0000000000025,-132.99999999999423,-190.00000000000128,-9.000000000014552,,-1660.9999999999882
2020.06.08,61.999999999995396,-263.99999999999756,-112.99999999998533,-104.00000000001519,-251.99999999999667,85.00000000000173,-171.00000000001003,-132.0000000000099,-254.99999999999412,-264.99999999998636,-85.00000000000173,-324.9999999999975,123.00000000000644,-329.9999999999983,87.0000000000033,-258.0000000000027,-273.000000000001,-80.00000000001339,,-2550.0000000000027
2020.06.08,60.99999999999994,-299.00000000000483,-111.99999999997878,-96.00000000000719,-252.99999999999213,138.00000000000477,-180.0000000000024,-131.00000000000333,-258.0000000000027,-322.00000000000273,0.0,-300.99999999999574,112.000000000001,-347.999999999999,138.00000000000523,-275.000000000003,-279.00000000000705,-157.00000000000713,,-2561.9999999999955
2020.06.08,60.99999999999994,-480.99999999999807,-182.99999999999983,-94.00000000001629,-307.99999999999716,134.0000000000008,-231.0000000000034,-130.0000000000079,-309.0000000000037,-480.99999999999454,5.000000000010552,-398.9999999999938,107.99999999999699,-390.99999999999113,121.00000000000932,-346.0000000000019,-273.000000000001,-180.0000000000024,,-3376.999999999994
2020.06.08,31.999999999998696,-602.0000000000136,-262.999999999991,-188.00000000001037,-400.9999999999958,223.00000000000654,-278.00000000000045,-156.00000000000057,-375.0000000000031,-612.9999999999995,102.00000000000209,-428.9999999999905,181.00000000000892,-489.0000000000043,275.0000000000057,-431.99999999999903,-360.0000000000048,-167.00000000000603,,-3939.999999999997
2020.06.08,46.999999999997044,-519.0000000000028,-227.99999999998377,-136.00000000000279,-364.9999999999931,167.00000000000603,-273.9999999999965,-134.0000000000008,-356.9999999999962,-459.0000000000032,141.00000000001333,-388.0000000000106,62.000000000006494,-433.9999999999975,142.00000000001012,-388.9999999999949,-348.9999999999993,-146.00000000000168,,-3618.999999999951
2020.06.08,75.9999999999983,-463.9999999999977,-182.99999999999983,-39.00000000001125,-264.999999999993,112.000000000001,-253.99999999999866,-123.00000000000644,-273.000000000001,-316.0000000000025,59.000000000009045,-272.00000000000557,38.0000000000047,-265.99999999999113,30.000000000001137,-317.9999999999961,-304.9999999999997,-167.00000000000603,,-2929.999999999994
2020.06.08,131.99999999999878,-443.99999999999994,-61.99999999998429,-5.000000000010552,-261.0000000000001,82.99999999999974,-202.9999999999976,-128.00000000000588,-309.0000000000037,-262.00000000000045,53.999999999998494,-400.00000000000034,114.99999999999844,-242.00000000000443,-3.0000000000001137,-381.99999999999346,-374.0000000000077,-165.00000000001512,,-2856.000000000028
2020.06.08,147.99999999999258,-375.9999999999986,-10.999999999983245,124.99999999999733,-212.99999999999653,67.00000000000594,-178.99999999999582,-75.00000000000284,-273.000000000001,-106.99999999999932,133.00000000000534,-337.99999999999386,162.00000000001768,-141.9999999999959,-9.000000000000341,-354.9999999999942,-369.0000000000082,-78.00000000000028,,-1889.9999999999511
