date,USDCHF,GBPUSD,EURUSD,USDJPY,USDCAD,AUDUSD,NZDUSD,GBPCHF,CHFJPY,CADCHF,NZDCHF,EURGBP,GBPJPY,GBPAUD,EURJPY,EURCAD,EURNZD,CADJPY,NZDJPY,AUDCAD,NZDCAD,AUDNZD,empty,sum
2020.04.06,-44.99999999999504,42.0000000000087,53.999999999998494,66.99999999999307,-214.00000000000307,-124.00000000000189,-1.0000000000065512,-22.0000000000109,58.9999999999975,141.99999999999767,118.99999999999133,-13.00000000000745,135.00000000001933,462.99999999996896,76.99999999999818,65.00000000000395,-520.9999999999936,-57.00000000000216,18.000000000000682,-152.00000000000767,17.000000000000348,-4.000000000004,,104.9999999999458
2020.04.06,-78.99999999999574,63.99999999999739,10.999999999983245,81.99999999999363,-282.0000000000045,-121.99999999999989,-63.00000000000195,-83.00000000001084,112.99999999999955,85.99999999999719,63.99999999999739,-24.999999999997247,190.00000000002615,599.9999999999783,96.9999999999942,182.99999999999983,-648.0000000000041,-59.99999999998806,-45.999999999999375,-31.999999999998696,-26.000000000003798,131.99999999999878,,155.99999999996155
2020.04.06,-124.99999999999733,255.00000000000523,61.99999999998429,91.99999999999875,-156.00000000000057,-73.99999999999629,-31.000000000003247,-367.0000000000062,196.99999999998852,-43.999999999999595,22.999999999995246,70.99999999999883,398.00000000002456,817.9999999999854,173.00000000000182,195.9999999999962,-661.9999999999848,17.000000000010118,-9.99999999999801,-26.999999999999247,-41.9999999999976,161.99999999999548,,926.0000000000016
2020.04.06,-78.99999999999574,177.99999999998929,87.99999999999919,106.99999999999932,-190.00000000000128,-46.00000000000159,-73.99999999999629,-235.99999999999176,264.99999999998636,-2.000000000002,92.99999999999864,-13.00000000000745,339.00000000002706,580.999999999987,219.99999999999886,282.0000000000045,-809.9999999999997,20.000000000010232,-46.999999999997044,24.999999999997247,-75.00000000000284,285.00000000000193,,911.000000000004
2020.04.06,-153.99999999999858,-63.99999999999739,41.000000000002146,322.9999999999933,-334.00000000001205,-126.0000000000039,-109.99999999999899,-86.0000000000083,410.99999999998715,16.0000000000049,82.99999999999974,-156.00000000000057,337.0000000000175,455.0000000000054,411.00000000000136,365.0000000000153,-892.0000000000039,97.99999999999898,42.00000000000159,0.999999999995449,-46.00000000000159,224.000000000002,,838.9999999999995
2020.04.06,-173.9999999999964,-38.0000000000047,-36.0000000000138,364.9999999999949,-310.0000000000103,-170.00000000000347,-131.00000000000333,-140.0000000000068,429.9999999999926,-7.9999999999968985,92.99999999999864,-73.00000000000084,402.00000000001523,597.0000000000031,365.99999999999966,232.00000000000998,-820.9999999999828,123.00000000000466,0.0,-94.00000000000519,-94.00000000000519,181.9999999999933,,700.9999999999824
2020.04.06,-226.99999999999943,86.0000000000083,-12.999999999996348,581.9999999999936,9.999999999998899,17.999999999995797,-19.00000000000235,-327.99999999999494,593.9999999999941,-205.99999999999508,-49.00000000001015,-9.00000000000345,804.000000000002,280.9999999999757,625.0,-73.99999999999629,-478.0000000000006,451.9999999999982,295.0000000000017,-16.0000000000049,-109.00000000000354,292.9999999999877,,2511.999999999949
2020.04.06,-180.99999999999784,234.00000000000088,54.99999999998284,590.999999999994,129.00000000000134,244.99999999999523,178.00000000000037,-415.0000000000098,654.9999999999869,-246.99999999999721,-217.0000000000005,46.00000000000159,979.0000000000134,-337.0000000000317,706.0000000000031,-107.99999999999699,4.000000000004,517.0000000000101,504.99999999999545,212.99999999999653,90.0000000000012,350.9999999999902,,3992.9999999999436
2020.04.06,-176.99999999999383,174.00000000000747,66.99999999999484,555.9999999999974,229.99999999999687,178.00000000000037,136.00000000000279,-351.99999999999676,614.9999999999949,-271.9999999999945,-172.00000000000549,-11.00000000000545,874.0000000000236,-161.99999999999548,680.9999999999974,-202.9999999999976,-180.99999999998673,550.0000000000114,442.99999999999784,73.99999999999629,-21.999999999999797,312.00000000000114,,3338.0000000000464
2020.04.06,-122.99999999999534,218.00000000000708,82.00000000000429,533.0000000000013,249.99999999999466,138.00000000000477,114.99999999999844,-330.9999999999924,651.9999999999868,-246.00000000000176,-117.00000000000044,2.999999999997449,885.0000000000193,62.000000000006494,676.0000000000019,-204.00000000000418,-266.999999999995,551.0000000000019,408.00000000000125,24.999999999997247,-62.000000000006494,285.00000000000193,,3533.000000000029
2020.04.06,-187.00000000000384,133.00000000000534,32.999999999994145,628.9999999999907,210.99999999998343,85.99999999999719,80.00000000000229,-336.00000000000296,681.999999999988,-271.9999999999945,-121.99999999999989,-19.999999999997797,914.0000000000157,99.99999999998899,724.9999999999943,-234.00000000000088,-275.9999999999874,600.0000000000085,427.99999999999727,-31.000000000003247,-92.99999999999864,245.0000000000063,,3294.999999999983
2020.04.06,-195.00000000000074,141.99999999999767,27.999999999983594,584.9999999999937,176.99999999998272,53.00000000000304,19.00000000000235,-346.0000000000019,632.9999999999956,-261.0000000000001,-67.00000000000594,-2.999999999997449,876.0000000000048,226.9999999999772,679.000000000002,-208.99999999999253,-482.999999999989,550.0000000000114,334.0000000000032,-50.0000000000056,-162.0000000000066,316.0000000000052,,2842.9999999999623
2020.04.06,-156.00000000000057,202.9999999999976,69.9999999999923,536.9999999999919,383.99999999998437,21.999999999999797,41.9999999999976,-354.9999999999942,622.9999999999905,-337.99999999999386,-67.00000000000594,0.0,882.000000000005,432.9999999999945,667.9999999999922,-373.99999999998545,-458.00000000000284,632.000000000005,331.00000000000307,-224.000000000002,-251.99999999999667,212.99999999999653,,2815.9999999999686
2020.04.06,-171.99999999999437,148.99999999999915,58.99999999998684,512.0000000000005,405.9999999999952,73.99999999999629,98.99999999999353,-319.0000000000026,586.9999999999891,-356.9999999999962,-132.0000000000099,-24.999999999997247,789.0000000000157,153.9999999999875,628.0000000000001,-405.9999999999952,-266.999999999995,623.0000000000047,380.00000000000256,-157.00000000000713,-182.00000000000438,200.00000000000017,,2642.999999999969
2020.04.06,-170.00000000000347,130.0000000000079,102.99999999998644,554.000000000002,428.9999999999905,85.99999999999719,139.00000000000023,-313.00000000000773,625.0,-365.99999999999966,-167.00000000000603,-75.00000000000284,828.000000000003,91.99999999998099,717.9999999999893,-371.99999999999454,-222.99999999999542,664.0000000000015,448.0000000000075,-150.00000000000568,-141.99999999999767,167.00000000000603,,3004.99999999996
2020.04.06,-207.99999999999707,24.000000000001798,55.99999999998939,587.9999999999939,395.99999999999636,17.999999999995797,59.99999999999339,-245.99999999999068,621.9999999999999,-378.999999999996,-117.00000000000044,-113.00000000000753,750.0,150.00000000000568,700.9999999999934,-400.00000000000034,-384.9999999999909,669.0000000000111,378.0000000000001,-235.00000000000742,-226.00000000000398,171.99999999999437,,2274.9999999999804
2020.04.06,-115.99999999999389,106.99999999999044,180.0000000000024,588.9999999999986,517.9999999999962,83.9999999999952,110.99999999999443,-218.99999999999142,725.9999999999991,-373.99999999999653,-112.000000000001,-156.00000000000057,842.000000000013,70.99999999997664,854.9999999999898,-356.9999999999851,-429.99999999999704,739.0000000000043,439.00000000000716,-219.00000000000253,-228.00000000000597,187.00000000000384,,3236.999999999997
