date,USDCHF,GBPUSD,EURUSD,USDJPY,USDCAD,AUDUSD,NZDUSD,GBPCHF,EURCHF,CHFJPY,CADCHF,NZDCHF,EURGBP,GBPJPY,GBPAUD,EURJPY,EURCAD,EURAUD,EURNZD,CADJPY,NZDJPY,AUDCAD,NZDCAD,AUDNZD,empty,sum
2020.04.06,-70.0000000000034,-53.999999999998494,-15.00000000000945,-66.99999999999307,-234.00000000000088,-253.99999999999866,-97.9999999999981,-245.99999999999068,-56.000000000011596,-67.00000000000728,-70.0000000000034,-69.00000000000794,-17.000000000000348,-12.000000000000455,-131.00000000001444,-33.00000000000125,-187.00000000000384,-595.9999999999966,-540.9999999999915,-236.99999999999477,-137.99999999999812,-267.00000000000614,-326.0000000000041,-140.0000000000068,,-3925.000000000042
2020.04.06,-121.99999999999989,2.999999999997449,-9.999999999998899,-96.9999999999942,-342.00000000002007,-180.99999999999784,-179.00000000000693,-208.99999999999253,-56.99999999999594,19.99999999999602,38.0000000000047,63.99999999999739,-78.00000000000028,87.00000000001751,340.00000000000693,54.99999999999261,-28.999999999990145,-710.999999999995,-831.000000000004,-119.99999999999034,-161.99999999999903,-196.00000000000728,-214.99999999999852,-100.0000000000112,,-3031.9999999999895
2020.04.06,-170.99999999999892,34.000000000000696,-109.00000000000354,-236.99999999999477,-323.0000000000066,-131.00000000000333,-89.00000000000574,-510.00000000001046,-53.999999999998494,66.99999999999307,-85.99999999999719,-97.00000000000264,-28.000000000005798,61.00000000000705,473.99999999999665,-28.000000000005798,-119.00000000000244,-585.9999999999976,-737.9999999999942,-59.99999999998806,-62.99999999999528,-129.00000000000134,-156.00000000000057,58.000000000002494,,-3020.0000000000136
2020.04.06,-176.99999999999383,170.00000000000347,0.9999999999843467,-135.99999999999568,-317.0000000000117,-104.99999999999955,-95.00000000000064,-411.0000000000058,59.99999999999339,152.9999999999916,-68.00000000000139,-36.0000000000027,-21.999999999999797,310.0000000000023,450.9999999999792,116.99999999999022,144.99999999999514,-575.0000000000144,-907.9999999999977,-79.9999999999983,-97.00000000000131,-74.00000000000739,-92.00000000000318,119.00000000000244,,-1667.0000000000912
2020.04.06,-168.00000000000148,-102.00000000000209,4.000000000004,-325.9999999999934,-358.00000000001387,-175.99999999999838,-143.9999999999997,-303.9999999999932,62.000000000006494,244.99999999999034,-31.999999999998696,27.999999999994696,-175.99999999999838,271.000000000015,380.00000000000256,210.99999999999852,236.99999999999832,-746.0000000000023,-971.9999999999951,13.00000000000523,-56.999999999995055,-95.00000000000064,-121.00000000000443,160.99999999998892,,-2164.9999999999927
2020.04.06,-187.9999999999993,-63.99999999999739,-49.00000000001015,-390.99999999999113,-390.0000000000015,-183.99999999999528,-143.9999999999997,-214.00000000000307,66.99999999999484,316.99999999999307,-19.999999999997797,57.99999999999139,-156.00000000000057,300.00000000001137,446.9999999999974,259.9999999999909,221.00000000000452,-731.9999999999993,-966.9999999999845,12.000000000000455,-64.99999999999773,-197.99999999999818,-114.00000000000298,160.99999999998892,,-2033.0000000000061
2020.04.06,-288.9999999999948,-109.00000000000354,-102.00000000000209,-646.9999999999914,-368.00000000001273,-190.00000000000128,-153.99999999999858,-329.00000000000153,58.99999999998684,382.99999999999557,-217.99999999999596,-49.00000000001015,-108.00000000000809,356.00000000002296,221.99999999998886,331.00000000000307,-110.99999999999443,-621.0000000000049,-859.9999999999941,73.0000000000075,-24.00000000000091,-177.00000000000495,-199.00000000000472,165.9999999999995,,-2965.00000000002
2020.04.06,-236.99999999999832,62.000000000006494,-25.00000000000835,-738.9999999999901,-14.000000000002899,5.999999999994898,-16.0000000000049,-452.99999999999227,146.00000000000168,521.9999999999914,-348.9999999999993,-254.00000000000978,-29.000000000001247,723.0000000000132,-767.0000000000066,560.9999999999928,-346.9999999999862,-144.0000000000108,-482.999999999989,382.000000000005,292.99999999999926,-26.000000000003798,-112.99999999999643,214.99999999998744,,-1086.000000000008
2020.04.06,-219.00000000000253,157.99999999999147,39.999999999995595,-700.0000000000028,92.99999999998754,177.00000000000495,134.0000000000008,-479.99999999999153,157.99999999999147,601.9999999999897,-343.9999999999999,-237.00000000000944,-30.000000000007798,853.0000000000086,-398.9999999999938,656.9999999999965,-327.99999999999494,235.99999999999176,-204.99999999998852,478.9999999999992,442.0000000000073,44.99999999999504,-70.0000000000034,270.99999999999903,,1332.999999999964
2020.04.06,-192.00000000000327,75.00000000000284,49.99999999999449,-576.9999999999982,151.9999999999966,73.99999999999629,68.00000000000139,-356.00000000000074,89.99999999999008,523.9999999999867,-295.99999999999625,-172.00000000000549,-75.00000000000284,625.0,-213.00000000001873,531.9999999999965,-246.99999999999721,-68.00000000000139,-398.9999999999938,423.0000000000018,294.00000000000404,-28.000000000005798,-107.99999999999699,214.99999999998744,,390.99999999993764
2020.04.06,-193.99999999999417,102.00000000000209,11.999999999989797,-658.0000000000013,170.99999999998784,44.99999999999504,46.999999999997044,-408.9999999999927,117.99999999999588,604.9999999999898,-298.9999999999937,-152.00000000000767,-30.000000000007798,829.0000000000077,59.99999999999339,626.9999999999953,-305.9999999999841,-99.00000000000463,-392.9999999999989,503.0000000000001,334.0000000000032,-112.000000000001,-141.00000000000225,197.00000000000273,,856.9999999999717
2020.04.06,-217.0000000000005,99.99999999998899,-34.000000000000696,-640.9999999999911,100.99999999999554,39.999999999995595,-6.0000000000060005,-371.00000000001023,87.99999999999919,576.9999999999982,-271.9999999999945,-126.99999999999933,-41.9999999999976,767.0000000000243,75.99999999996498,595.9999999999894,-255.00000000000523,-116.00000000000499,-517.9999999999962,480.000000000004,309.0000000000046,-55.000000000005045,-177.00000000000495,212.99999999999653,,515.9999999999447
2020.04.06,-248.00000000000378,106.00000000000608,17.000000000000348,-606.9999999999993,173.99999999998528,0.999999999995449,4.999999999999449,-418.0000000000073,136.00000000000279,522.9999999999961,-349.99999999999477,-137.00000000000932,-28.000000000005798,777.0000000000152,136.00000000000279,588.9999999999986,-381.99999999999346,-280.9999999999979,-530.9999999999926,536.0000000000014,295.0000000000017,-226.99999999999943,-260.00000000000466,209.9999999999991,,35.999999999996135
2020.04.06,-187.00000000000384,123.00000000000644,54.99999999998284,-578.9999999999935,364.9999999999931,21.999999999999797,41.9999999999976,-409.99999999999926,140.0000000000068,555.9999999999974,-373.99999999999653,-147.00000000000824,-53.999999999998494,759.0000000000146,92.99999999998754,610.99999999999,-417.99999999998505,-224.000000000002,-462.9999999999912,585.000000000008,329.9999999999983,-224.000000000002,-251.99999999999667,185.99999999999727,,535.0000000000028
2020.04.06,-195.00000000000074,99.99999999998899,54.99999999998284,-587.0000000000033,397.99999999998727,73.99999999999629,92.99999999999864,-374.0000000000077,148.99999999999915,532.999999999987,-409.99999999999926,-202.0000000000022,-97.00000000000264,722.0000000000084,-157.00000000000713,612.9999999999995,-448.9999999999883,-107.99999999999699,-327.99999999999494,612.9999999999995,362.99999999999955,-194.0000000000053,-211.00000000000563,165.9999999999995,,566.9999999999327
2020.04.06,-246.99999999999721,-49.99999999999449,12.999999999996348,-679.9999999999926,363.9999999999866,-39.00000000000014,2.000000000002,-323.0000000000066,167.00000000000603,593.9999999999941,-412.9999999999967,-169.00000000000804,-160.00000000000458,716.0000000000082,60.99999999999994,676.0000000000019,-451.99999999998573,-384.00000000000654,-591.9999999999925,658.0000000000013,347.0000000000013,-321.0000000000046,-297.9999999999983,114.99999999999844,,-414.9999999999919
2020.04.06,-229.00000000000142,9.999999999998899,31.000000000003247,-616.9999999999902,384.9999999999909,14.999999999998348,46.999999999997044,-320.9999999999935,182.99999999999983,553.9999999999878,-417.0000000000007,-161.00000000000003,-197.99999999999818,689.0000000000214,-58.0000000000247,646.0000000000008,-451.99999999998573,-338.0000000000161,-502.00000000000244,617.0000000000044,338.99999999999864,-239.0000000000003,-246.99999999999721,141.99999999999767,,-121.00000000001154
