names,week,needed_features,accuracy,next_week_prediction_score,next_week_prediction
USDCHF,15,['CADJPY'],100.0,0.4646982461982465,S
GBPUSD,20,['CHFJPY'],100.0,-0.41655454349572,B
EURUSD,10,"['AUDJPY', 'CADJPY', 'CHFJPY', 'NZDJPY', 'EURJPY', 'GBPJPY']",100.0,-0.5877698412698416,B
USDCAD,10,"['USDCAD', 'GBPAUD']",100.0,-1.0,B
AUDUSD,10,['GBPUSD'],80.0,1.0,S
NZDUSD,10,"['NZDUSD', 'EURGBP']",100.0,-0.7217857142857141,B
CHFJPY,50,"['EURUSD', 'EURNZD', 'EURGBP', 'EURCAD', 'CADCHF', 'EURCHF']",100.0,-0.14,B
NZDCHF,10,['EURUSD'],80.0,-0.6459523809523812,B
EURGBP,15,"['GBPCHF', 'NZDUSD']",80.0,0.9885714285714287,S
GBPJPY,30,['CHFJPY'],80.0,-0.4298302993733808,B
GBPCAD,15,['CADJPY'],80.0,-0.7558636918636918,B
GBPAUD,20,"['USDJPY', 'CADJPY', 'NZDJPY']",80.0,-1.0,B
EURNZD,10,"['EURJPY', 'GBPJPY']",80.0,-0.3399285714285715,B
CADJPY,15,"['EURUSD', 'EURNZD', 'EURGBP', 'CADCHF']",100.0,-0.434,B
AUDJPY,15,"['EURUSD', 'EURNZD', 'EURGBP']",80.0,-1.0,B
NZDJPY,15,"['EURUSD', 'USDCHF']",100.0,-0.4661573426573429,B
AUDCAD,10,['EURCHF'],80.0,0.982,S
NZDCAD,10,"['AUDCAD', 'GBPUSD']",80.0,-0.82,B
