date,GBPAUD,EURJPY,EURCAD,NZDCAD,empty,sum
2019.11.25,-46.999999999997044,-15.000000000000568,-1.0000000000065512,-58.000000000002494,,-121.00000000000665
2019.11.25,-9.999999999998899,109.99999999999943,36.999999999998145,-71.99999999999429,,65.0000000000044
2019.11.25,4.000000000004,135.99999999999568,80.99999999999774,-58.99999999999794,,161.9999999999995
2019.11.25,29.999999999996696,162.9999999999967,112.000000000001,-64.99999999999284,,240.0000000000016
2019.11.25,38.99999999998904,137.00000000000045,76.99999999999375,-41.000000000002146,,211.99999999998107
2019.11.25,28.000000000005798,184.99999999998806,72.99999999998974,-19.999999999997797,,265.99999999998585
2019.11.25,63.99999999999739,248.99999999999523,78.99999999998464,-19.00000000000235,,372.99999999997493
2019.11.25,116.00000000000499,239.99999999999488,90.99999999999665,65.99999999999939,,512.9999999999959
2019.11.25,143.00000000000423,224.99999999999432,85.99999999998609,91.00000000000774,,544.9999999999924
2019.11.25,117.99999999999588,235.99999999999,56.99999999999594,113.00000000000753,,523.9999999999894
2019.11.25,205.99999999999508,201.99999999999818,58.000000000002494,102.00000000000209,,567.9999999999978
2019.11.25,201.99999999999108,187.99999999998818,48.99999999998794,96.00000000000719,,534.9999999999744
2019.11.25,208.99999999999253,189.99999999999773,54.99999999998284,113.00000000000753,,566.9999999999806
2019.11.25,154.99999999999403,184.99999999998806,73.99999999999629,119.00000000000244,,532.9999999999809
2019.11.25,126.99999999998823,195.99999999999795,82.99999999998863,119.99999999999788,,525.9999999999727
2019.11.25,165.9999999999995,271.99999999999136,88.99999999998354,111.00000000000554,,637.99999999998
2019.11.25,133.00000000000534,373.9999999999952,119.00000000000244,73.00000000000084,,699.0000000000038
2019.11.25,62.000000000006494,363.9999999999901,85.99999999998609,69.00000000000794,,580.9999999999906
2019.11.25,43.999999999999595,312.9999999999882,49.99999999999449,69.00000000000794,,475.9999999999902
2019.11.25,-146.00000000000168,322.9999999999933,39.999999999995595,63.99999999999739,,280.9999999999846
2019.11.25,-283.99999999999534,359.99999999999943,72.99999999998974,58.99999999999794,,207.99999999999176
2019.11.25,-371.99999999999454,317.99999999999784,5.999999999994898,14.999999999998348,,-33.00000000000345
2019.11.25,-497.99999999999847,245.9999999999951,-50.0000000000167,26.000000000003798,,-276.00000000001626
2019.11.25,-523.9999999999911,197.9999999999933,-62.000000000006494,-12.999999999996348,,-401.0000000000007
2019.11.25,-560.0000000000049,203.99999999999352,-55.000000000005045,14.999999999998348,,-396.0000000000181
2019.11.25,-519.0000000000028,205.99999999998886,14.000000000002899,45.000000000006146,,-254.00000000000495
2019.11.25,-584.0000000000067,193.9999999999884,4.999999999988347,-32.999999999994145,,-418.0000000000241
2019.11.25,-530.9999999999926,226.99999999998965,4.999999999988347,-41.000000000002146,,-340.00000000001677
