names,week,needed_features,accuracy,next_week_prediction_score,next_week_prediction
GBPUSD,10,"['CHFJPY', 'AUDJPY']",100.0,0.7089682539682539,B
EURUSD,10,['USDCHF'],100.0,0.7804206349206347,B
USDCAD,30,"['EURGBP', 'EURCAD', 'CHFJPY', 'EURAUD']",100.0,0.96,B
AUDUSD,10,['USDCHF'],100.0,0.7743333333333332,B
NZDUSD,10,['AUDNZD'],80.0,1.0,B
GBPCHF,10,"['CHFJPY', 'GBPJPY', 'AUDJPY', 'NZDJPY', 'NZDUSD']",80.0,0.3090793650793651,B
CHFJPY,10,['AUDNZD'],80.0,1.0,B
EURGBP,15,"['GBPJPY', 'EURUSD', 'NZDUSD', 'CHFJPY']",80.0,-0.4305101010101013,S
GBPJPY,15,"['AUDNZD', 'USDJPY', 'EURGBP']",80.0,-0.84,S
GBPCAD,15,"['AUDNZD', 'AUDJPY']",100.0,0.6961479076479078,B
GBPAUD,15,"['AUDJPY', 'CHFJPY']",100.0,0.47509956709956713,B
EURJPY,10,['USDCHF'],100.0,0.7709444444444444,B
CADJPY,10,"['EURCHF', 'EURCAD']",100.0,1.0,B
AUDJPY,10,['AUDNZD'],80.0,1.0,B
NZDJPY,50,"['AUDCHF', 'GBPCAD', 'NZDCAD', 'NZDJPY', 'CHFJPY', 'CADCHF']",80.0,0.7596666666666667,B
AUDCAD,10,['USDCHF'],100.0,0.7863650793650792,B
NZDCAD,10,"['AUDCHF', 'GBPAUD', 'EURAUD', 'USDJPY', 'CADCHF']",100.0,0.26,B
AUDNZD,10,"['USDJPY', 'NZDCHF', 'EURAUD']",80.0,1.0,B
