date,USDCHF,GBPUSD,USDJPY,NZDUSD,GBPCHF,EURCHF,AUDCHF,NZDCHF,EURGBP,GBPJPY,GBPCAD,EURJPY,EURAUD,CADJPY,AUDJPY,NZDJPY,AUDCAD,empty,sum
2019.07.01,-246.99999999999721,-17.999999999984695,-293.99999999999693,-53.00000000000304,-324.9999999999975,-225.99999999999287,-236.00000000000287,-212.00000000000108,-80.99999999999774,-377.00000000000955,1.999999999990898,-299.0000000000066,-215.99999999999397,-290.9999999999968,-289.0000000000015,-253.0000000000001,-96.00000000000719,,-3510.9999999999986
2019.07.01,-212.00000000000108,-28.999999999990145,-292.0000000000016,-53.999999999998494,-286.99999999999284,-208.99999999999253,-233.00000000000543,-187.9999999999993,-7.0000000000014495,-348.0000000000132,34.99999999998504,-322.00000000000273,-220.99999999998232,-268.99999999999125,-304.9999999999926,-248.99999999999523,-117.00000000000044,,-3306.999999999976
2019.07.01,-278.00000000000045,4.000000000004,-448.99999999999807,-41.9999999999976,-353.0000000000033,-287.9999999999994,-258.9999999999981,-223.00000000000654,26.000000000003798,-570.0000000000216,23.999999999979593,-513.0000000000052,-153.9999999999875,-411.9999999999919,-393.99999999999125,-341.99999999999875,-99.00000000000463,,-4322.000000000016
2019.07.01,-295.0000000000008,-38.0000000000047,-569.9999999999932,-60.99999999999994,-414.9999999999876,-323.99999999999096,-284.0000000000065,-253.0000000000032,7.0000000000014495,-771.000000000015,-58.000000000002494,-668.0000000000064,-157.99999999999147,-494.99999999999034,-492.999999999995,-441.0000000000025,-131.00000000000333,,-5447.999999999992
2019.07.01,-304.00000000000426,-31.999999999987594,-462.0000000000033,-63.99999999999739,-417.99999999998505,-320.9999999999935,-251.99999999999667,-262.00000000000665,7.9999999999968985,-622.0000000000141,-45.000000000006146,-525.9999999999962,-86.99999999999264,-412.9999999999967,-372.99999999999045,-371.9999999999999,-78.00000000000028,,-4622.9999999999745
2019.07.01,-341.99999999999784,18.0000000000069,-459.99999999999375,-58.000000000002494,-418.9999999999916,-297.9999999999983,-243.00000000000432,-282.0000000000045,-16.0000000000049,-569.0000000000168,-29.00000000001235,-448.0000000000075,-100.99999999999554,-390.00000000000057,-332.9999999999984,-363.9999999999901,-56.0000000000005,,-4390.000000000013
2019.07.01,-275.99999999999847,1.0000000000065512,-302.99999999999727,-61.999999999995396,-348.9999999999993,-238.99999999998923,-148.99999999999915,-241.00000000000233,-11.00000000000545,-386.0000000000241,-24.000000000001798,-290.00000000000625,38.0000000000047,-283.00000000000125,-170.0000000000017,-263.9999999999958,19.00000000000235,,-2989.0000000000045
2019.07.01,-341.99999999999784,68.00000000000139,-325.00000000000284,41.9999999999976,-370.999999999988,-237.99999999998266,-104.00000000000409,-185.00000000000182,-29.000000000001247,-341.0000000000082,-3.0000000000196536,-225.00000000000853,138.0000000000159,-266.9999999999959,-83.99999999998897,-164.99999999999204,107.00000000000153,,-2323.999999999976
2019.07.01,-418.0000000000073,51.000000000001044,-356.9999999999993,102.00000000000209,-482.999999999989,-314.99999999999864,-143.9999999999997,-175.99999999999838,-43.999999999999595,-402.00000000001523,0.0,-254.0000000000049,166.00000000002169,-306.99999999998795,-90.99999999999397,-122.99999999999045,142.99999999999312,,-2651.999999999967
2019.07.01,-407.99999999999727,-4.000000000004,-231.99999999999932,123.00000000000644,-524.9999999999977,-286.99999999999284,-95.00000000000064,-148.0000000000037,-95.00000000000064,-301.00000000001614,-113.00000000000753,-94.0000000000083,234.00000000000088,-189.99999999999773,42.00000000000159,-15.999999999991132,173.00000000000094,,-1936.0000000000064
