date,USDCHF,GBPUSD,USDJPY,NZDUSD,GBPCHF,EURCHF,AUDCHF,NZDCHF,EURGBP,GBPJPY,GBPCAD,EURJPY,EURAUD,CADJPY,AUDJPY,NZDJPY,AUDCAD,empty,sum
2019.07.01,-273.000000000001,-75.00000000000284,-319.9999999999932,-75.9999999999983,-394.9999999999898,-228.99999999999034,-297.9999999999983,-243.00000000000432,-141.99999999999767,-420.0000000000159,0.0,-302.0000000000067,-406.9999999999796,-315.9999999999883,-327.99999999998875,-253.0000000000001,-121.00000000000443,,-4197.999999999959
2019.07.01,-246.99999999999721,-68.99999999998573,-337.99999999999386,-70.0000000000034,-378.999999999996,-245.99999999999068,-275.99999999999847,-217.0000000000005,-114.00000000000298,-427.0000000000209,-83.00000000001084,-382.000000000005,-295.99999999998516,-316.99999999999307,-338.99999999999864,-292.0000000000016,-161.00000000000003,,-4252.9999999999845
2019.07.01,-292.9999999999988,-56.99999999999594,-450.00000000000284,-58.000000000002494,-368.9999999999971,-287.9999999999994,-265.0000000000041,-230.000000000008,-41.9999999999976,-574.0000000000123,-31.000000000003247,-515.0000000000006,-221.99999999998886,-430.9999999999974,-399.9999999999915,-341.99999999999875,-126.0000000000039,,-4693.000000000003
2019.07.01,-331.0000000000035,-41.99999999998649,-593.0000000000035,-60.99999999999994,-418.9999999999916,-337.99999999999386,-285.9999999999974,-253.0000000000032,2.999999999997449,-790.0000000000205,-75.00000000000284,-686.9999999999976,-165.9999999999995,-507.99999999999557,-507.99999999999557,-444.0000000000026,-138.00000000000477,,-5636.000000000001
2019.07.01,-306.00000000000625,-73.99999999999629,-572.0000000000027,-105.99999999999498,-434.000000000001,-334.9999999999964,-285.00000000000193,-285.00000000000193,-11.00000000000545,-778.9999999999964,-84.0000000000174,-671.0000000000065,-165.9999999999995,-498.9999999999952,-493.9999999999998,-442.99999999999784,-135.00000000000733,,-5679.000000000027
2019.07.01,-346.0000000000019,-48.99999999998794,-468.9999999999941,-102.00000000000209,-431.99999999998795,-333.9999999999899,-280.9999999999979,-300.0000000000003,-17.999999999995797,-644.0000000000055,-72.0000000000054,-543.9999999999969,-143.99999999998857,-429.9999999999926,-402.000000000001,-414.0000000000015,-106.00000000000608,,-5086.999999999955
2019.07.01,-346.0000000000019,-34.000000000000696,-460.9999999999985,-80.99999999999774,-420.9999999999825,-302.0000000000023,-243.99999999999977,-282.0000000000045,-51.000000000001044,-572.0000000000027,-43.999999999999595,-448.99999999999807,-103.99999999999298,-390.00000000000057,-333.999999999989,-364.9999999999949,-57.00000000000705,,-4536.999999999974
2019.07.01,-343.00000000000443,-9.999999999998899,-326.9999999999982,-63.00000000000195,-391.9999999999924,-242.99999999999324,-150.00000000000568,-243.99999999999977,-45.000000000006146,-405.00000000000114,-60.000000000015596,-302.0000000000067,34.000000000000696,-292.0000000000016,-174.99999999999716,-274.0000000000009,19.00000000000235,,-3272.0000000000205
2019.07.01,-418.0000000000073,33.00000000001635,-379.99999999999545,31.000000000003247,-485.0000000000021,-320.9999999999935,-190.00000000000128,-223.00000000000654,-48.000000000003595,-421.99999999999704,-40.0000000000178,-292.0000000000016,52.000000000007596,-328.9999999999935,-153.99999999999636,-195.99999999999795,76.99999999999375,,-3304.9999999999927
2019.07.01,-429.99999999999704,-7.0000000000014495,-356.9999999999993,82.00000000000429,-526.0000000000042,-315.99999999998295,-146.99999999999713,-195.00000000000074,-104.00000000000409,-402.00000000001523,-117.00000000001154,-254.0000000000049,153.00000000000313,-307.9999999999927,-91.99999999999875,-125.0,131.99999999999878,,-3013.0000000000036
2019.07.01,-445.0000000000065,-106.99999999999044,-322.9999999999933,87.00000000000374,-668.0000000000019,-366.999999999984,-136.00000000000279,-204.99999999999963,-150.00000000000568,-512.0000000000005,-281.0000000000201,-213.99999999999864,200.00000000000017,-238.9999999999901,-30.9999999999917,-103.9999999999992,132.99999999999423,,-3361.999999999987
2019.07.01,-470.00000000000375,-99.99999999998899,-328.9999999999935,73.00000000000084,-658.9999999999874,-368.9999999999971,-170.99999999999892,-236.99999999999832,-151.00000000000114,-485.00000000001364,-285.00000000000193,-221.00000000000364,168.0000000000126,-259.00000000000034,-51.9999999999925,-128.99999999999068,122.99999999999534,,-3552.9999999999627
2019.07.01,-490.999999999997,-52.99999999999194,-331.99999999999363,58.99999999999794,-671.9999999999837,-373.99999999998545,-192.99999999999872,-257.0000000000072,-141.00000000000225,-478.00000000000864,-167.00000000000603,-213.00000000000807,103.00000000000864,-271.0000000000008,-79.9999999999983,-146.99999999999136,109.99999999999899,,-3596.9999999999677
2019.07.01,-553.999999999999,-52.99999999999194,-349.9999999999943,70.99999999999883,-739.9999999999851,-464.9999999999821,-212.99999999999653,-279.00000000000705,-133.00000000000534,-484.00000000000887,-187.00000000000384,-243.0000000000092,113.00000000000753,-274.0000000000009,-72.99999999999329,-131.00000000000023,117.00000000000044,,-3877.9999999999704
2019.07.01,-629.9999999999973,-53.999999999998494,-391.00000000000534,56.99999999999594,-831.000000000004,-516.9999999999897,-258.9999999999981,-339.0000000000004,-139.00000000000023,-528.00000000002,-204.00000000000418,-281.9999999999965,176.00000000002058,-293.99999999999693,-84.99999999999375,-176.9999999999925,126.99999999999933,,-4369.999999999982
2019.07.01,-614.0000000000034,-59.99999999999339,-355.000000000004,70.99999999999883,-818.9999999999919,-503.99999999999335,-256.0000000000007,-333.0000000000055,-156.99999999999602,-512.0000000000005,-230.00000000001907,-237.00000000000898,145.00000000001734,-271.99999999999136,-63.99999999999295,-152.9999999999916,124.99999999999733,,-4224.99999999998
2019.07.01,-683.0000000000002,-59.99999999999339,-438.99999999999295,60.99999999999994,-839.9999999999964,-453.99999999999886,-256.0000000000007,-333.0000000000055,-260.00000000000466,-493.9999999999998,-229.00000000001253,-168.00000000000637,-27.999999999983594,-292.99999999999216,-55.999999999997385,-137.99999999999102,121.99999999999989,,-4547.999999999975
2019.07.01,-731.9999999999993,104.00000000001519,-414.0000000000015,170.00000000000347,-825.9999999999934,-424.99999999998647,-231.0000000000034,-313.00000000000773,-221.99999999999997,-414.0000000000157,-113.00000000000753,-52.99999999999727,59.000000000009045,-277.9999999999916,10.000000000005116,-81.99999999999363,214.00000000000307,,-3545.999999999962
2019.07.01,-758.0000000000031,80.00000000001339,-527.000000000001,162.0000000000066,-848.9999999999886,-461.99999999998465,-263.0000000000021,-331.0000000000035,-211.00000000000563,-496.0000000000093,-80.00000000001339,-206.00000000000307,65.00000000000395,-384.00000000000034,-94.99999999999886,-156.99999999999648,219.99999999999798,,-4291.999999999988
2019.07.01,-797.0000000000033,134.00000000001188,-548.9999999999924,178.99999999999582,-829.9999999999974,-482.999999999989,-270.99999999999903,-336.00000000000296,-168.99999999999693,-549.0000000000066,-16.000000000016,-251.00000000000477,81.00000000001995,-408.9999999999918,-96.9999999999942,-156.99999999999648,221.99999999999997,,-4297.999999999964
2019.07.01,-809.9999999999997,214.00000000000307,-614.9999999999949,119.00000000000244,-787.0000000000043,-455.99999999998977,-282.0000000000045,-353.99999999999875,-178.00000000000037,-522.0000000000198,109.99999999998789,-234.00000000000887,-115.99999999998278,-441.99999999999307,-119.99999999999034,-182.99999999999272,214.00000000000307,,-4441.999999999983
2019.07.01,-748.0000000000042,222.99999999999542,-493.9999999999998,114.00000000000298,-707.9999999999975,-400.00000000000034,-312.9999999999966,-360.0000000000048,-151.9999999999966,-359.00000000000887,209.9999999999991,-103.00000000000864,-136.99999999998712,-444.9999999999932,-128.99999999999068,-188.99999999999295,219.99999999999798,,-3769.9999999999854
2019.07.01,-760.0000000000051,304.00000000001535,-417.0000000000016,102.99999999999754,-594.99999999999,-417.99999999998505,-278.00000000000045,-355.0000000000053,-85.99999999999719,-156.0000000000059,275.9999999999874,-23.000000000010346,-85.99999999998609,-324.99999999998863,-30.9999999999917,-117.999999999995,203.99999999999307,,-2760.999999999969
2019.07.01,-794.0000000000058,412.9999999999967,-385.9999999999957,73.99999999999629,-554.9999999999944,-516.9999999999897,-324.9999999999975,-447.0000000000085,4.000000000004,2.999999999985903,377.9999999999894,-49.99999999999716,-10.999999999983245,-283.9999999999918,-12.000000000000455,-143.99999999999125,178.99999999999582,,-2473.9999999999873
2019.07.01,-795.0000000000013,514.0000000000144,-355.000000000004,48.99999999999905,-475.99999999998755,-536.9999999999875,-343.9999999999999,-470.00000000000375,85.00000000000173,133.99999999998613,475.99999999998755,-2.0000000000095497,-1.999999999990898,-253.0000000000001,0.0,-152.00000000000102,168.00000000000148,,-1959.9999999999955
2019.07.01,-809.9999999999997,473.99999999999665,-382.000000000005,134.0000000000008,-519.9999999999872,-472.9999999999901,-314.99999999999864,-392.9999999999989,22.999999999995246,42.999999999977945,392.9999999999989,27.999999999991587,-51.99999999998539,-250.0,-7.999999999995566,-90.99999999999397,165.9999999999995,,-2032.999999999994
2019.07.01,-736.9999999999987,435.0000000000076,-418.99999999999693,156.99999999999602,-489.99999999999045,-407.0000000000018,-253.0000000000032,-318.00000000000716,22.999999999995246,-38.000000000010914,365.99999999999966,-36.000000000001364,-40.99999999997994,-277.000000000001,-4.9999999999954525,-84.99999999999375,164.99999999999292,,-1959.9999999999889
2019.07.01,-719.000000000003,473.0000000000123,-394.00000000000546,165.00000000000404,-434.9999999999854,-405.9999999999952,-250.00000000000577,-312.00000000000114,63.99999999999739,10.99999999999568,370.999999999988,-63.00000000000239,40.0000000000178,-247.99999999999045,-6.999999999990791,-75.00000000000284,173.00000000000094,,-1611.9999999999663
2019.07.01,-609.9999999999994,446.9999999999974,-364.0000000000043,124.00000000000189,-218.99999999999142,-470.9999999999992,-175.99999999999838,-247.00000000000833,192.99999999999872,51.9999999999925,489.99999999999045,-298.0000000000018,152.0000000000188,-306.99999999998795,-3.9999999999906777,-81.00000000000307,185.99999999999727,,-1132.9999999999877
2019.07.01,-562.0000000000069,466.00000000001086,-382.000000000005,141.99999999999767,-229.99999999999687,-439.99999999999596,-138.00000000000477,-214.00000000000307,207.00000000000162,24.999999999977263,496.99999999999187,-256.0000000000002,314.00000000001427,-307.9999999999927,3.0000000000001137,-84.00000000000318,242.99999999999324,,-717.0000000000218
2019.07.01,-565.0000000000044,234.00000000000088,-411.9999999999919,151.00000000000114,-476.9999999999941,-493.99999999999443,-146.00000000000168,-219.99999999999798,76.99999999999375,-229.00000000001342,180.99999999998673,-314.9999999999977,351.0000000000124,-319.9999999999932,-1.9999999999953388,-78.99999999999352,237.99999999999378,,-2026.9999999999889
2019.07.01,-680.0000000000028,239.00000000001143,-447.00000000000273,167.00000000000603,-565.9999999999999,-575.9999999999987,-187.9999999999993,-262.00000000000665,98.99999999999353,-242.00000000001864,167.9999999999904,-326.0000000000076,341.00000000001353,-338.99999999999864,-6.000000000000227,-76.99999999999818,234.99999999999633,,-2460.000000000022
2019.07.01,-736.9999999999987,287.9999999999994,-438.99999999999295,178.99999999999582,-611.9999999999903,-557.9999999999918,-218.00000000000708,-297.9999999999983,48.000000000003595,-230.0000000000182,195.9999999999962,-284.9999999999966,317.0000000000117,-325.9999999999934,17.000000000010118,-70.99999999999795,261.0000000000001,,-2467.999999999969
2019.07.01,-816.0000000000056,250.00000000001688,-399.0000000000009,158.99999999999804,-693.9999999999947,-607.9999999999864,-267.00000000000614,-338.00000000000495,17.999999999995797,-186.00000000000705,200.99999999998454,-188.0000000000024,267.0000000000172,-303.99999999998784,44.00000000001114,-51.9999999999925,242.99999999999324,,-2669.9999999999723
2019.07.01,-873.999999999997,428.00000000000614,-472.999999999999,233.00000000000543,-624.0000000000023,-602.999999999998,-241.99999999999778,-330.0000000000081,2.000000000002,-94.99999999999886,318.9999999999804,-133.00000000000978,211.00000000000563,-292.0000000000016,64.00000000000716,-24.00000000000091,278.00000000000045,,-2155.000000000007
2019.07.01,-892.9999999999993,378.00000000001165,-424.99999999999716,284.0000000000065,-703.9999999999935,-624.0000000000023,-175.99999999999838,-282.99999999999994,-33.000000000005244,-87.00000000001751,267.99999999997937,-97.99999999999898,514.0000000000144,-287.9999999999967,183.00000000000693,67.99999999999784,373.00000000000114,,-1542.9999999999916
2019.07.01,-994.000000000006,408.00000000000836,-441.0000000000025,346.0000000000019,-814.0000000000036,-597.0000000000031,-138.00000000000477,-291.0000000000079,-75.00000000000284,-64.00000000002137,168.99999999999693,-16.000000000005343,531.0000000000148,-295.0000000000017,276.00000000001046,105.00000000000398,480.99999999999807,,-1409.0000000000246
2019.07.01,-1077.0000000000057,441.0000000000025,-536.0000000000014,378.00000000000057,-846.9999999999977,-612.9999999999969,-167.00000000000603,-309.0000000000037,-92.00000000000318,-87.00000000001751,150.99999999999002,57.999999999992724,496.00000000000756,-237.99999999999955,261.0000000000099,112.99999999999955,468.9999999999972,,-1599.0000000000314
2019.07.01,-1045.000000000007,422.00000000001125,-545.0000000000017,412.00000000000125,-882.9999999999893,-539.0000000000006,-140.0000000000068,-270.99999999999903,-187.00000000000384,-201.99999999999818,54.99999999998284,79.9999999999983,431.0000000000036,-223.99999999998954,266.00000000000534,109.99999999999943,442.9999999999934,,-1817.0000000000002
2019.07.01,-1129.9999999999977,451.0000000000014,-572.9999999999933,424.9999999999976,-913.9999999999926,-559.9999999999827,-173.00000000000094,-323.0000000000066,-182.99999999999983,-201.00000000002183,69.9999999999923,110.99999999999,412.00000000001234,-222.99999999999898,270.00000000001023,109.99999999999943,456.9999999999963,,-1973.999999999995
2019.07.01,-1139.9999999999966,519.0000000000028,-569.0000000000026,439.0000000000005,-909.0000000000042,-540.9999999999915,-178.00000000000037,-309.0000000000037,-206.00000000000617,-94.99999999999886,69.9999999999923,150.99999999999625,340.00000000000693,-182.99999999999272,295.0000000000017,132.000000000005,439.99999999999596,,-1743.9999999999955
