names,week,needed_features,accuracy,next_week_prediction_score,next_week_prediction
USDCHF,20,"['EURAUD', 'AUDNZD']",80.0,-0.4148730158730158,B
GBPUSD,15,"['CADCHF', 'EURNZD']",80.0,-1.0,B
EURUSD,10,"['AUDUSD', 'EURAUD']",100.0,-0.76,B
NZDUSD,10,"['CHFJPY', 'USDJPY']",100.0,-0.36459523809523803,B
GBPCHF,15,"['USDCHF', 'CADCHF']",100.0,-0.9785714285714286,B
CHFJPY,10,"['NZDCHF', 'GBPCHF', 'GBPUSD']",80.0,1.0,S
CADCHF,10,['EURAUD'],80.0,-0.673198412698413,B
AUDCHF,30,['GBPCAD'],100.0,-0.3026400328257912,B
EURGBP,30,"['EURCAD', 'CADCHF', 'EURAUD']",100.0,0.7499499944499947,S
GBPJPY,30,"['EURUSD', 'EURCAD', 'CADCHF']",80.0,-1.0,B
GBPCAD,30,"['CADCHF', 'EURCAD', 'CADJPY', 'EURAUD']",80.0,-0.7459610389610388,B
GBPAUD,10,['EURCAD'],80.0,-1.0,B
EURJPY,30,"['EURUSD', 'EURCHF', 'EURNZD', 'CADCHF', 'EURCAD', 'EURGBP']",80.0,-0.94,B
EURCAD,10,"['EURGBP', 'AUDCAD', 'GBPAUD']",100.0,-0.98,B
EURAUD,50,"['NZDUSD', 'EURCAD', 'AUDCAD', 'GBPCAD', 'EURGBP']",80.0,0.025666666666666664,S
NZDCAD,50,"['USDCAD', 'AUDUSD', 'USDCHF', 'EURUSD', 'EURNZD', 'EURCAD', 'USDJPY']",80.0,-0.8016666666666667,B
AUDNZD,50,"['CADJPY', 'USDCAD', 'EURNZD', 'NZDUSD', 'EURUSD']",80.0,-0.16696825396825393,B
