date,GBPUSD,EURCHF,NZDCHF,EURCAD,CADJPY,empty,sum
2017.04.24,89.00000000000574,60.99999999999994,-217.99999999999596,89.99999999999008,-286.00000000000136,,-264.0000000000016
2017.04.24,32.999999999994145,-49.99999999999449,-82.99999999999974,-82.00000000000429,-216.00000000000819,,-398.00000000001256
2017.04.24,-103.99999999999298,-35.00000000000725,-31.000000000003247,53.999999999998494,-356.9999999999993,,-473.0000000000043
2017.04.24,-104.99999999999955,-97.9999999999981,-153.99999999999858,68.00000000000139,-373.00000000000466,,-661.9999999999995
2017.04.24,31.000000000003247,-97.9999999999981,-192.00000000000327,210.99999999998343,-350.0000000000085,,-398.0000000000232
2017.04.24,9.999999999998899,-65.00000000000395,-246.00000000000176,174.99999999999181,-409.000000000006,,-535.000000000021
2017.04.24,-18.0000000000069,-191.00000000000784,-380.999999999998,621.9999999999892,-442.0000000000073,,-410.0000000000308
2017.04.24,-136.00000000000279,-184.00000000000637,-317.0000000000006,492.9999999999879,-337.0000000000033,,-481.0000000000252
2017.04.24,-246.99999999999721,-126.0000000000039,-239.99999999999577,495.000000000001,-422.00000000001125,,-540.0000000000072
2017.04.24,-245.99999999999068,-55.99999999998939,-332.99999999999443,540.9999999999915,-453.00000000000296,,-546.999999999986
2017.04.24,-385.99999999999744,-39.999999999995595,-437.999999999994,702.0000000000026,-460.9999999999985,,-622.999999999983
2017.04.24,-314.99999999999864,31.000000000003247,-427.99999999999505,587.9999999999885,-398.00000000001035,,-522.0000000000123
2017.04.24,-200.00000000000017,56.000000000011596,-415.99999999999415,512.9999999999857,-387.00000000000045,,-433.9999999999975
2017.04.24,-310.9999999999946,86.0000000000083,-471.99999999999466,617.0000000000009,-385.0000000000051,,-464.9999999999851
2017.04.24,-289.9999999999903,86.0000000000083,-434.9999999999965,600.0000000000006,-394.00000000000546,,-432.9999999999833
2017.04.24,-218.00000000000708,167.00000000000603,-439.0000000000005,489.99999999999045,-311.00000000000705,,-311.0000000000182
2017.04.24,-289.9999999999903,147.00000000000824,-458.00000000000284,578.9999999999961,-240.0000000000091,,-261.99999999999784
2017.04.24,-306.00000000000625,278.00000000000045,-447.99999999999284,391.9999999999924,-195.99999999999795,,-280.0000000000042
2017.04.24,-334.9999999999964,51.000000000001044,-385.99999999999744,654.9999999999834,-222.0000000000084,,-237.00000000001785
2017.04.24,-377.9999999999894,-66.99999999999484,-324.9999999999975,679.9999999999917,-222.99999999999898,,-312.9999999999891
2017.04.24,-326.0000000000041,-55.99999999998939,-310.9999999999946,688.9999999999841,-282.0000000000107,,-286.00000000001467
2017.04.24,-89.00000000000574,-55.99999999998939,-231.99999999999886,628.9999999999907,-246.00000000000932,,5.999999999987381
2017.04.24,-11.00000000000545,-17.000000000000348,-198.99999999999363,635.9999999999922,-118.99999999999977,,289.99999999999295
2017.04.24,22.999999999995246,-21.00000000000435,-275.000000000003,858.0000000000032,-43.00000000000637,,541.9999999999848
2017.04.24,52.000000000007596,28.000000000005798,-346.0000000000019,756.0000000000011,-21.000000000000796,,469.0000000000118
2017.04.24,22.0000000000109,56.000000000011596,-320.9999999999935,774.9999999999924,42.999999999992156,,575.0000000000135
2017.04.24,-86.99999999999264,80.99999999999774,-337.99999999999386,1028.9999999999911,109.99999999999943,,795.0000000000018
2017.04.24,-38.99999999998904,-1.0000000000065512,-263.99999999999756,1024.999999999987,58.9999999999975,,779.9999999999914
