date,GBPUSD,EURCHF,NZDCHF,EURCAD,CADJPY,empty,sum
2017.04.24,-75.00000000000284,0.0,-246.00000000000176,-270.00000000001467,-294.00000000001114,,-885.0000000000305
2017.04.24,-38.99999999998904,-63.99999999999739,-283.99999999999534,-93.00000000000975,-325.00000000000284,,-804.9999999999944
2017.04.24,-168.99999999999693,-158.99999999999804,-153.99999999999858,-86.0000000000083,-368.9999999999998,,-937.0000000000016
2017.04.24,-157.99999999999147,-134.99999999999625,-178.00000000000037,1.999999999990898,-457.00000000000784,,-926.000000000005
2017.04.24,-107.99999999999699,-116.00000000000499,-214.99999999999852,14.999999999987246,-409.000000000006,,-833.0000000000193
2017.04.24,-41.000000000002146,-133.99999999998968,-253.0000000000032,173.00000000000094,-466.99999999999875,,-721.9999999999928
2017.04.24,-113.99999999999189,-202.9999999999976,-405.9999999999952,173.00000000000094,-506.0000000000002,,-1055.999999999984
2017.04.24,-143.99999999998857,-235.00000000000742,-386.9999999999929,480.99999999999807,-493.0000000000092,,-778.0
2017.04.24,-296.0000000000074,-200.00000000000017,-322.9999999999955,410.99999999998363,-457.9999999999984,,-866.0000000000178
2017.04.24,-268.9999999999859,-140.0000000000068,-353.0000000000033,445.99999999999085,-513.0000000000052,,-829.0000000000105
2017.04.24,-404.9999999999887,-95.00000000000064,-464.9999999999932,539.0000000000006,-534.000000000006,,-959.999999999988
2017.04.24,-422.9999999999956,-46.999999999997044,-469.99999999999267,580.0000000000027,-478.00000000000864,,-837.9999999999912
2017.04.24,-336.00000000000296,9.999999999998899,-448.9999999999994,479.99999999999153,-422.00000000001125,,-717.0000000000232
2017.04.24,-331.999999999999,53.999999999998494,-495.000000000001,495.000000000001,-415.00000000000625,,-693.0000000000067
2017.04.24,-356.00000000000074,66.99999999999484,-481.9999999999935,561.9999999999958,-414.0000000000015,,-623.0000000000051
2017.04.24,-302.0000000000023,69.9999999999923,-447.99999999999284,459.99999999999375,-413.0000000000109,,-633.00000000002
2017.04.24,-289.9999999999903,137.9999999999937,-483.99999999999557,418.9999999999916,-316.0000000000025,,-533.0000000000031
2017.04.24,-333.9999999999899,136.00000000000279,-493.99999999999443,261.9999999999845,-274.0000000000009,,-703.999999999998
2017.04.24,-421.0000000000047,46.0000000000127,-502.00000000000244,366.999999999984,-234.99999999999943,,-745.00000000001
2017.04.24,-482.00000000000466,-209.9999999999991,-424.00000000000216,631.0000000000038,-262.00000000000045,,-747.0000000000026
2017.04.24,-435.0000000000076,-194.99999999998963,-366.9999999999951,580.999999999987,-364.0000000000043,,-780.0000000000097
2017.04.24,-337.99999999999386,-130.99999999999224,-314.99999999999864,485.99999999998647,-317.99999999999784,,-615.9999999999961
2017.04.24,-113.99999999999189,-109.99999999998789,-251.00000000000122,453.99999999999886,-254.0000000000049,,-274.99999999998704
2017.04.24,-97.9999999999981,-95.00000000000064,-317.9999999999961,563.9999999999867,-189.99999999999773,,-137.00000000000585
2017.04.24,-38.0000000000047,-62.000000000006494,-371.99999999999454,692.0000000000038,-105.00000000000398,,114.99999999999403
2017.04.24,-11.00000000000545,-34.000000000000696,-353.99999999999875,702.9999999999869,-55.00000000000682,,248.99999999997522
2017.04.24,-167.00000000000603,28.000000000005798,-358.0000000000028,771.9999999999949,40.99999999999682,,315.9999999999887
2017.04.24,-185.99999999999727,-78.00000000000028,-369.99999999999255,1015.9999999999947,42.00000000000159,,424.00000000000614
2017.04.24,-70.99999999999883,-18.0000000000069,-285.00000000000193,948.9999999999999,42.00000000000159,,616.9999999999939
2017.04.24,-151.9999999999966,-35.999999999991594,-369.99999999999255,949.9999999999842,1.9999999999953388,,393.99999999999886
2017.04.24,-400.00000000000034,-19.999999999997797,-373.00000000000114,980.9999999999875,49.99999999999716,,237.99999999998533
2017.04.24,-385.99999999999744,-75.99999999998718,-314.99999999999864,753.9999999999881,-102.00000000000387,,-124.99999999999909
2017.04.24,-380.9999999999869,-48.000000000003595,-236.99999999999832,429.99999999999704,-192.00000000000728,,-427.9999999999991
2017.04.24,-500.9999999999959,-66.99999999999484,-185.00000000000182,343.99999999998875,-250.0,,-659.0000000000039
2017.04.24,-486.999999999993,-69.00000000000794,-220.99999999999343,340.9999999999913,-365.0000000000091,,-801.000000000012
2017.04.24,-490.999999999997,-39.999999999995595,-268.99999999999704,191.99999999999218,-590.0000000000034,,-1198.000000000001
2017.04.24,-499.000000000005,73.99999999999629,-290.9999999999968,192.99999999999872,-661.0000000000014,,-1184.0000000000082
2017.04.24,-425.99999999999307,46.0000000000127,-298.9999999999937,65.99999999998829,-829.9999999999983,,-1442.999999999984
2017.04.24,-459.99999999999375,25.999999999992696,-295.0000000000008,59.99999999999339,-828.000000000003,,-1497.0000000000114
2017.04.24,-456.9999999999963,-9.999999999998899,-243.99999999999977,53.999999999998494,-828.000000000003,,-1484.9999999999995
2017.04.24,-400.00000000000034,39.00000000001125,-244.99999999999523,204.99999999998852,-780.0000000000011,,-1180.9999999999968
2017.04.24,-411.99999999999017,35.00000000000725,-251.99999999999667,119.00000000000244,-816.0000000000025,,-1325.9999999999798
2017.04.24,-407.99999999998613,80.00000000001339,-251.00000000000122,146.99999999998602,-796.0000000000065,,-1227.9999999999945
2017.04.24,-418.0000000000073,113.00000000000753,-251.99999999999667,65.00000000000395,-798.0000000000018,,-1289.9999999999943
2017.04.24,-373.00000000000114,130.99999999999224,-209.9999999999991,70.99999999999883,-770.0000000000102,,-1151.0000000000193
2017.04.24,-340.9999999999913,144.0000000000108,-198.99999999999363,-63.99999999999739,-805.0000000000068,,-1264.9999999999784
2017.04.24,-343.99999999998875,158.0000000000137,-210.99999999999451,-38.0000000000047,-802.0000000000067,,-1236.999999999981
2017.04.24,-319.0000000000026,151.00000000001222,-210.99999999999451,38.0000000000047,-756.0000000000002,,-1096.9999999999804
2017.04.25,-336.00000000000296,117.00000000001154,-200.99999999999562,17.999999999984695,-789.0000000000015,,-1191.0000000000039
2017.04.25,-346.0000000000019,134.00000000001188,-195.00000000000074,-2.999999999997449,-769.0000000000055,,-1178.9999999999936
2017.04.25,-336.9999999999873,137.9999999999937,-195.00000000000074,-25.00000000000835,-763.0000000000052,,-1182.000000000008
2017.04.25,-371.99999999999454,154.99999999999403,-185.00000000000182,-77.00000000001594,-746.9999999999999,,-1226.0000000000182
2017.04.25,-387.000000000004,165.9999999999995,-193.99999999999417,-388.0000000000106,-981.9999999999993,,-1785.0000000000086
2017.04.25,-470.9999999999992,154.99999999999403,-202.9999999999976,-463.0000000000134,-1129.000000000005,,-2111.000000000021
2017.04.25,-448.9999999999883,161.00000000001114,-185.00000000000182,-466.9999999999952,-1091.9999999999986,,-2031.9999999999727
2017.04.25,-470.9999999999992,168.0000000000126,-146.00000000000168,-495.000000000001,-1030.0000000000011,,-1973.9999999999905
2017.04.25,-455.0000000000054,168.99999999999693,-226.99999999999943,-460.000000000016,-972.999999999999,,-1946.0000000000227
2017.04.25,-439.99999999999596,170.00000000000347,-214.99999999999852,-490.0000000000126,-963.0000000000081,,-1938.0000000000118
2017.04.25,-452.99999999999227,141.99999999999767,-153.00000000000313,-418.0000000000073,-962.0000000000033,,-1844.0000000000082
2017.04.25,-446.9999999999974,147.99999999999258,-46.999999999997044,-428.00000000000614,-808.0000000000069,,-1582.000000000015
2017.04.25,-451.0000000000014,170.00000000000347,-36.999999999998145,-429.00000000001273,-797.0000000000113,,-1544.00000000002
2017.04.25,-451.99999999998573,153.00000000000313,4.000000000004,-378.00000000001165,-814.0000000000072,,-1486.9999999999973
2017.04.25,-438.9999999999894,139.00000000000023,28.000000000005798,-371.00000000001023,-805.9999999999974,,-1448.999999999991
2017.04.25,-412.9999999999967,150.00000000000568,13.00000000000745,-405.9999999999952,-796.0000000000065,,-1451.9999999999854
2017.04.25,-378.999999999996,146.00000000000168,53.00000000000304,-463.0000000000134,-786.0000000000014,,-1429.0000000000061
2017.04.25,-282.9999999999888,137.9999999999937,67.00000000000594,-642.0000000000092,-801.0000000000019,,-1521.0000000000005
2017.04.25,-285.99999999998624,102.00000000000209,80.00000000000229,-618.0000000000074,-798.0000000000018,,-1519.999999999991
2017.04.25,-287.9999999999994,110.99999999999443,104.00000000000409,-751.0000000000127,-772.0000000000056,,-1596.000000000019
2017.04.25,-226.99999999999943,205.99999999999508,155.00000000000514,-907.0000000000133,-707.9999999999984,,-1481.000000000011
2017.04.25,-218.99999999999142,299.00000000000483,351.0000000000013,-1002.9999999999983,-740.9999999999997,,-1312.9999999999832
2017.04.25,-198.99999999999363,296.9999999999917,431.99999999999903,-978.9999999999966,-698.0000000000075,,-1147.000000000007
2017.04.25,-148.99999999999915,282.0000000000045,458.00000000000284,-978.0000000000122,-661.0000000000014,,-1048.0000000000055
2017.04.25,-150.99999999999002,261.0000000000001,468.9999999999972,-973.0000000000016,-563.0000000000024,,-956.9999999999967
2017.04.25,-163.9999999999864,269.9999999999925,436.9999999999985,-974.0000000000082,-655.0000000000011,,-1086.0000000000045
2017.04.25,-177.99999999998929,207.00000000000162,395.0000000000009,-812.999999999997,-625.0,,-1013.9999999999839
2017.04.25,-99.00000000000463,198.99999999999363,378.00000000000057,-819.0000000000142,-644.0000000000055,,-985.0000000000301
2017.04.25,-89.99999999999008,207.00000000000162,351.99999999999676,-863.9999999999981,-621.9999999999999,,-1016.9999999999897
2017.04.25,-24.000000000001798,191.00000000000784,358.0000000000028,-968.0000000000133,-606.0000000000088,,-1049.0000000000132
2017.04.25,-35.00000000000725,194.0000000000053,395.99999999999636,-1204.000000000005,-649.0000000000009,,-1298.0000000000114
2017.04.25,-15.999999999993797,229.00000000001253,429.0000000000016,-1509.0000000000048,-749.0000000000094,,-1615.9999999999939
2017.04.25,-60.99999999999994,232.00000000000998,392.9999999999989,-1326.000000000005,-669.0000000000111,,-1431.0000000000073
2017.04.25,-113.00000000000753,290.9999999999968,419.00000000000273,-1445.0000000000073,-680.9999999999974,,-1529.0000000000127
2017.04.25,-217.0000000000005,303.9999999999932,463.9999999999977,-1680.999999999999,-676.0000000000019,,-1806.0000000000105
2017.04.25,-82.99999999998863,351.99999999999676,524.0000000000023,-1829.9999999999982,-518.0000000000007,,-1554.9999999999884
2017.04.25,-42.999999999993044,428.00000000000614,519.9999999999983,-2028.0000000000075,-590.0000000000034,,-1712.9999999999995
2017.04.25,93.00000000000975,455.0000000000054,667.0000000000065,-2248.0000000000055,-573.0000000000075,,-1605.9999999999914
2017.04.25,66.00000000001049,540.0000000000072,695.0000000000011,-2280.0000000000155,-558.9999999999975,,-1537.9999999999943
2017.04.25,89.00000000000574,584.0000000000067,714.0000000000035,-2251.000000000003,-463.99999999999864,,-1327.999999999986
