date,USDCHF,GBPUSD,EURUSD,USDCAD,AUDUSD,EURCHF,CHFJPY,CADCHF,AUDCHF,EURGBP,GBPCAD,EURJPY,EURCAD,AUDCAD,NZDCAD,AUDNZD,empty,sum
2019.10.28,44.99999999999504,-200.00000000000017,-32.999999999994145,-28.000000000005798,-19.999999999997797,62.99999999999084,-66.0000000000025,-77.00000000000485,45.000000000006146,14.000000000002899,-205.99999999999508,-47.000000000011255,7.0000000000014495,-9.00000000000345,-31.999999999998696,-8.000000000008,,-552.0000000000252
2019.10.28,37.99999999999359,-181.9999999999933,-31.000000000003247,11.00000000000545,4.999999999999449,52.000000000007596,-55.999999999997385,-51.99999999999649,17.000000000000348,3.0000000000085514,-225.99999999999287,-21.000000000000796,49.00000000001015,-1.0000000000065512,-26.000000000003798,-12.000000000012001,,-431.9999999999813
2019.10.28,29.000000000001247,-170.00000000000347,-42.999999999993044,18.0000000000069,-11.00000000000545,53.999999999998494,-73.99999999999807,-17.999999999995797,26.999999999999247,-12.000000000000899,-226.99999999999943,-45.000000000001705,70.0000000000145,-31.000000000003247,-48.99999999999905,-3.0000000000196536,,-484.99999999999943
2019.10.28,31.999999999998696,-147.99999999999258,-51.000000000001044,58.000000000002494,-4.999999999999449,60.99999999999994,-101.99999999998965,-16.0000000000049,19.00000000000235,-36.999999999998145,-236.99999999999832,-81.00000000000307,121.00000000001555,-45.000000000006146,-109.99999999999899,-62.000000000006494,,-602.9999999999797
2019.10.28,51.99999999999649,-75.00000000000284,-32.999999999994145,60.99999999999994,41.9999999999976,69.9999999999923,-57.00000000000216,-11.00000000000545,-12.999999999996348,-70.99999999999883,-150.00000000000568,-38.000000000010914,110.00000000001009,12.999999999996348,-21.999999999999797,-21.00000000000435,,-143.00000000002774
2019.10.28,56.99999999999594,-58.000000000002494,-32.999999999994145,95.00000000000064,-9.999999999998899,76.0000000000094,-106.99999999999932,-14.999999999998348,43.00000000000415,-83.9999999999952,-173.00000000000094,-102.00000000000387,140.0000000000068,-80.00000000000229,-98.99999999999353,-3.0000000000196536,,-352.99999999999176
2019.10.28,98.99999999999353,-42.0000000000087,-4.000000000004,96.00000000000719,39.999999999995595,96.99999999999153,-43.99999999999693,-48.000000000003595,21.00000000000435,-73.99999999999629,-153.00000000000313,-53.00000000001148,104.00000000001519,-16.0000000000049,-65.99999999999939,-44.0000000000218,,-87.00000000004279
2019.10.28,115.99999999999389,-46.0000000000127,4.999999999988347,117.99999999999588,46.999999999997044,103.99999999999298,-24.999999999991473,-49.99999999999449,26.999999999999247,-65.99999999999939,-184.00000000000637,-40.00000000000625,114.0000000000141,-20.0000000000089,-53.00000000000304,-19.00000000001345,,27.99999999994545
2019.10.28,163.99999999999747,-8.000000000008,7.0000000000014495,133.00000000000534,56.0000000000005,156.00000000000057,-1.9999999999953388,-75.9999999999983,48.99999999999905,-88.99999999999464,-157.00000000000713,-67.00000000000728,130.0000000000079,-17.000000000000348,-49.99999999999449,-18.0000000000069,,210.99999999999986
2019.10.28,165.00000000000404,4.999999999988347,1.0000000000065512,167.00000000000603,65.00000000000395,165.9999999999995,22.00000000000557,-58.000000000002494,42.0000000000087,-100.99999999999554,-182.99999999999983,-55.00000000000682,175.99999999999838,-29.000000000001247,-63.99999999999739,-24.000000000001798,,295.0000000000159
2019.10.28,153.00000000000313,-41.000000000002146,-19.999999999997797,175.99999999999838,83.9999999999952,168.99999999999693,20.000000000010232,-43.999999999999595,16.0000000000049,-86.99999999999264,-255.00000000000523,-65.00000000001194,212.99999999999653,-11.00000000000545,-49.99999999999449,-27.00000000002145,,230.99999999997468
2019.10.28,154.99999999999403,-56.000000000011596,-26.999999999999247,147.00000000000824,82.99999999999974,178.00000000001148,15.000000000000568,-61.999999999995396,17.000000000000348,-79.99999999999119,-238.99999999998923,-77.00000000001239,188.00000000001037,7.9999999999968985,-4.000000000004,7.999999999985796,,254.00000000000438
2019.10.28,153.99999999999858,-51.000000000001044,-45.000000000006146,148.00000000001478,73.00000000000084,198.99999999999363,7.000000000005002,-39.999999999995595,14.000000000002899,-100.00000000000009,-229.99999999999687,-108.00000000000409,212.99999999999653,-4.999999999999449,-26.999999999999247,-4.000000000004,,198.0000000000057
2019.10.28,183.99999999999528,-25.00000000000835,-38.0000000000047,165.00000000001512,87.00000000000374,222.00000000001108,35.0000000000108,-73.00000000000084,31.000000000003247,-109.99999999999899,-214.99999999998744,-104.00000000001342,225.00000000000853,1.999999999990898,-24.999999999997247,-7.0000000000014495,,354.0000000000265
2019.10.28,166.99999999999494,-17.000000000000348,-32.999999999994145,181.00000000000892,83.9999999999952,198.99999999999363,33.00000000000125,-51.99999999999649,24.000000000001798,-110.99999999999443,-225.99999999999287,-81.00000000000307,233.00000000001654,-14.000000000002899,-36.0000000000027,-1.0000000000065512,,350.0000000000188
2019.10.28,149.99999999999457,-66.99999999999484,-87.99999999999919,175.00000000001404,59.99999999999339,232.00000000000998,36.000000000001364,-39.00000000000014,36.999999999998145,-120.99999999999334,-292.00000000000335,-116.00000000001387,300.00000000001137,-46.00000000000159,-56.0000000000005,6.999999999979245,,171.99999999999528
2019.10.28,136.00000000000279,-127.00000000001043,-86.99999999999264,157.00000000000713,75.9999999999983,217.0000000000005,5.000000000009663,-39.999999999995595,13.00000000000745,-79.99999999999119,-340.9999999999913,-134.00000000000034,277.00000000001614,-10.000000000010001,-39.00000000000014,-12.000000000012001,,11.00000000003839
2019.10.28,95.99999999999609,-194.0000000000053,-124.00000000001299,121.99999999999989,31.999999999998696,207.00000000000162,-22.999999999996135,-27.999999999994696,26.999999999999247,-63.99999999999739,-381.99999999999346,-155.00000000000114,289.0000000000059,-43.999999999999595,-44.99999999999504,16.999999999978144,,-269.00000000001614
2019.10.28,78.99999999999574,-96.00000000000719,-110.99999999999443,156.00000000000057,56.0000000000005,178.00000000001148,-31.999999999996476,2.999999999997449,-7.9999999999968985,-122.99999999999534,-303.9999999999932,-127.00000000000955,317.9999999999961,-35.00000000000725,-39.999999999995595,16.999999999978144,,-69.000000000016
