date,USDCAD,AUDUSD,EURCHF,CHFJPY,EURGBP,GBPCAD,EURJPY,EURCAD,EURAUD,CADJPY,AUDJPY,NZDJPY,AUDCAD,AUDNZD,empty,sum
2017.04.03,102.00000000000209,37.99999999999359,-60.99999999999994,-54.99999999999261,-2.999999999997449,151.00000000001222,18.999999999991246,-148.00000000001478,-73.00000000001194,-52.99999999999727,37.00000000000614,-123.00000000000466,113.99999999999189,107.99999999999699,,52.999999999975515
2017.04.03,0.0,70.0000000000034,-54.99999999998284,-58.9999999999975,-56.0000000000005,-120.99999999999334,3.0000000000001137,-12.000000000012001,-17.000000000000348,-123.99999999999523,99.00000000000375,-124.00000000000944,65.00000000000395,163.00000000000205,,-167.99999999997794
2017.04.03,85.00000000000173,119.99999999999788,-53.999999999998494,-149.0000000000009,-7.0000000000014495,239.00000000001143,-62.00000000001182,-178.99999999999582,-94.00000000001629,-108.99999999999466,153.0000000000058,-225.00000000000853,191.99999999999218,127.00000000001043,,36.99999999999147
2017.04.03,168.99999999999693,136.99999999999824,-106.99999999999044,-96.9999999999942,-73.99999999999629,312.00000000000114,-71.00000000001216,-345.0000000000175,-134.00000000001188,-18.000000000000682,132.000000000005,-97.99999999999898,282.0000000000045,286.00000000000847,,373.9999999999921
2017.04.03,231.99999999998778,100.99999999999554,-106.99999999999044,-75.9999999999934,-126.0000000000039,280.0000000000136,-44.00000000001114,-407.0000000000018,-202.9999999999976,34.000000000006025,73.0000000000075,-82.99999999999841,273.9999999999965,228.00000000000597,,176.0000000000161
2017.04.03,261.0000000000001,54.999999999993946,-119.00000000000244,-6.000000000000227,-126.99999999999933,286.00000000000847,18.999999999991246,-415.0000000000098,-263.99999999999756,82.00000000000784,-9.000000000000341,-44.00000000001114,235.00000000000742,178.00000000001148,,131.99999999999974
2017.04.03,147.99999999999258,87.00000000000374,-92.00000000000318,-31.999999999996476,-192.00000000000327,124.00000000001299,18.999999999991246,-382.0000000000157,-294.0000000000165,64.00000000000716,-22.999999999996135,-41.00000000001103,195.9999999999962,165.00000000001512,,-253.00000000002325
2017.04.03,151.9999999999966,131.99999999999878,-85.00000000000173,-101.99999999998965,-158.0000000000026,153.00000000000313,-44.00000000001114,-348.00000000001495,-175.00000000001404,-0.999999999990564,91.00000000000819,-143.00000000000068,253.99999999999866,164.00000000000858,,-110.00000000001143
2017.04.03,153.9999999999875,98.99999999999353,-100.99999999999554,-149.0000000000009,-190.99999999999673,111.00000000001664,-115.99999999999966,-375.9999999999986,-246.99999999999721,-34.99999999999659,88.99999999999864,-160.0000000000108,211.00000000000563,110.00000000001009,,-600.999999999984
2017.04.03,224.000000000002,-60.00000000000449,-122.99999999998423,-168.99999999999693,-229.99999999999687,148.00000000001478,-164.00000000000148,-470.9999999999992,-571.0000000000103,-13.999999999995794,-63.00000000000239,-182.00000000000216,52.99999999999194,-86.99999999999264,,-1708.999999999978
