date,EURUSD,USDJPY,USDCAD,AUDUSD,NZDUSD,EURCHF,CHFJPY,CADCHF,EURGBP,GBPJPY,GBPCAD,EURCAD,CADJPY,AUDJPY,NZDJPY,empty,sum
2016.07.25,-60.99999999999994,-21.99999999999136,-32.999999999994145,-18.0000000000069,-39.999999999995595,-17.999999999984695,-21.000000000000796,-46.00000000000159,0.0,-7.000000000005002,0.0,-32.999999999994145,-134.00000000000034,-100.00000000000853,-49.99999999999716,,-582.9999999999802
2016.07.25,-43.999999999999595,8.000000000009777,-144.0000000000108,-16.0000000000049,-31.000000000003247,41.000000000002146,33.00000000000125,-2.000000000002,64.99999999999284,-85.00000000000796,5.000000000010552,-158.99999999999804,-114.99999999999488,33.999999999991815,-144.99999999999602,,-555.0000000000091
2016.07.25,-99.00000000000463,50.00000000001137,-221.00000000000452,-48.99999999999905,-17.999999999995797,42.0000000000087,63.00000000000239,-43.00000000000415,9.999999999998899,-55.00000000000682,-236.99999999999832,-234.00000000000088,-73.0000000000075,12.000000000000455,-123.99999999999523,,-975.9999999999951
2016.07.25,-42.0000000000087,90.00000000000341,-168.99999999999693,-73.00000000000084,2.000000000002,95.00000000000064,114.99999999999488,-85.00000000000173,-4.000000000004,-323.0000000000075,-194.99999999998963,-188.9999999999947,-12.000000000000455,105.99999999999454,-216.99999999999875,,-901.0000000000078
2016.07.25,-69.00000000000794,139.00000000001,-130.99999999999224,-119.00000000000244,6.0000000000060005,82.00000000000429,174.99999999999716,-91.00000000000774,-24.000000000001798,-298.0000000000018,-200.00000000000017,-95.00000000000064,75.00000000000284,193.9999999999884,-289.99999999999204,,-645.9999999999982
2016.07.25,-69.00000000000794,149.0000000000009,-92.00000000000318,-182.00000000000438,124.00000000000189,85.00000000000173,170.0000000000017,-118.00000000000699,-26.000000000003798,-296.99999999999704,-119.99999999998678,-72.0000000000054,90.00000000000341,250.0,-400.99999999999625,,-509.0000000000021
2016.07.25,-72.0000000000054,137.00000000000045,-92.00000000000318,-214.99999999999852,34.000000000000696,96.00000000000719,155.00000000000114,-133.00000000000534,0.999999999995449,-387.00000000000045,0.0,-76.99999999999375,81.00000000000307,245.9999999999951,-420.0000000000017,,-646.0000000000052
2016.07.25,-147.00000000000824,265.00000000000057,-129.00000000000134,-187.00000000000384,-137.9999999999937,63.000000000013046,213.00000000000807,-142.00000000000878,1.999999999990898,-564.0000000000214,-2.999999999997449,-7.0000000000014495,167.99999999999216,284.9999999999966,-322.9999999999933,,-644.0000000000282
2016.07.25,-209.00000000001472,446.00000000001216,-208.99999999999253,-121.00000000000443,-358.9999999999982,65.00000000000395,388.00000000000523,-100.00000000000009,-26.000000000003798,-663.0000000000109,-121.99999999999989,-43.999999999999595,271.0000000000008,330.99999999998886,-268.0000000000007,,-620.0000000000138
2016.07.25,-173.00000000000094,371.0000000000093,-232.00000000000998,-146.00000000000168,-246.99999999999721,68.00000000000139,326.0000000000076,-86.0000000000083,48.99999999999905,-460.00000000000796,-7.0000000000014495,-107.99999999999699,179.9999999999926,359.99999999999943,-183.9999999999975,,-289.0000000000125
2016.07.25,-129.00000000000134,341.99999999999875,-232.00000000000998,-148.99999999999915,-207.00000000000162,87.99999999999919,311.9999999999976,-51.000000000001044,51.99999999999649,-340.0000000000034,-22.999999999995246,-113.99999999999189,179.9999999999926,355.99999999999454,-149.99999999999147,,-65.00000000001586
2016.07.25,-86.0000000000083,309.0000000000117,-177.00000000000495,-185.00000000000182,-146.00000000000168,90.00000000001229,308.00000000000693,-73.00000000000084,26.999999999999247,-375.0,-51.000000000001044,-133.00000000000534,161.99999999999193,340.999999999994,-215.0000000000034,,-204.00000000001125
2016.07.25,-42.0000000000087,291.000000000011,-124.99999999999733,-182.99999999999983,-134.99999999999625,58.000000000002494,368.9999999999998,-45.000000000006146,52.99999999999194,-362.99999999999955,-38.99999999998904,-140.99999999999113,186.9999999999976,360.99999999999,-189.99999999999773,,56.00000000000716
2016.07.25,-35.00000000000725,146.0000000000008,-202.00000000001327,-147.00000000000824,-178.99999999999582,52.000000000007596,231.99999999999932,-8.000000000008,122.99999999999534,-143.00000000000068,-9.999999999998899,-222.99999999999542,36.99999999999193,212.99999999999386,-96.00000000000364,,-240.00000000004235
2016.07.25,-21.00000000000435,158.00000000000125,-100.0000000000112,-147.00000000000824,-161.00000000000003,72.0000000000054,243.99999999999977,-10.000000000010001,124.99999999999733,-56.000000000011596,76.0000000000094,-139.00000000000023,90.00000000000341,259.00000000000034,3.0000000000001137,,392.99999999997135
2016.07.25,-28.000000000005798,134.00000000000034,-175.99999999999838,-141.00000000000225,-197.99999999999818,80.00000000001339,210.00000000000796,-11.00000000000545,112.99999999999643,-66.0000000000025,-63.99999999999739,-229.99999999999687,37.9999999999967,193.9999999999884,31.00000000000591,,-113.99999999999773
2016.07.25,9.999999999998899,32.00000000001069,-107.99999999999699,-197.00000000000273,-127.99999999999478,101.00000000001774,117.999999999995,-31.000000000003247,60.99999999999994,-264.00000000001,-119.00000000000244,-214.00000000000307,-9.000000000000341,200.9999999999934,-66.0000000000025,,-613.0000000000005
2016.07.25,14.999999999987246,-12.999999999991019,-106.00000000000608,-267.00000000000614,-51.99999999999649,104.00000000001519,76.00000000000762,-24.000000000001798,56.99999999999594,-21.000000000015007,-147.99999999999258,-191.00000000000784,-43.00000000000637,183.9999999999975,-52.99999999999727,,-482.00000000001717
2016.07.25,-46.0000000000127,-100.99999999999909,-229.00000000001253,-292.00000000000335,-2.999999999997449,100.0000000000112,-81.99999999999363,-31.000000000003247,15.999999999993797,-100.00000000002274,-209.9999999999991,-232.99999999999432,-179.00000000000205,131.00000000000023,-99.00000000000375,,-1358.000000000039
