date,AUDCHF,EURCAD,EURAUD,empty,sum
2020.01.13,-53.999999999998494,-131.99999999999878,-17.999999999984695,,-203.99999999998198
2020.01.13,-68.99999999999685,-127.99999999999478,-80.99999999999774,,-277.99999999998937
2020.01.13,-168.00000000000148,-157.00000000000713,-163.00000000000205,,-488.0000000000107
2020.01.13,-173.9999999999964,-178.00000000001148,-170.99999999998784,,-522.9999999999957
2020.01.13,-127.99999999999478,-187.00000000000384,-95.00000000000064,,-409.99999999999926
2020.01.13,-151.00000000000114,-160.00000000000458,-108.99999999998133,,-419.99999999998704
2020.01.13,-236.00000000000287,-158.0000000000137,-273.9999999999965,,-668.0000000000131
2020.01.13,-243.00000000000432,-120.00000000000898,-295.0000000000008,,-658.0000000000141
2020.01.13,-221.99999999999997,-139.00000000000023,-268.0000000000016,,-629.0000000000018
2020.01.13,-231.0000000000034,-144.99999999999514,-263.99999999999756,,-639.9999999999961
2020.01.13,-253.99999999999866,-178.00000000001148,-322.00000000000006,,-754.0000000000102
2020.01.13,-244.99999999999523,-141.99999999999767,-312.9999999999855,,-699.9999999999784
2020.01.13,-241.99999999999778,-151.9999999999966,-275.9999999999874,,-669.9999999999818
2020.01.13,-215.99999999999397,-143.00000000000423,-201.99999999999108,,-560.9999999999893
2020.01.13,-248.99999999999923,-141.00000000001333,-261.0000000000001,,-651.0000000000127
2020.01.13,-248.00000000000378,-148.99999999999915,-253.99999999999866,,-651.0000000000016
2020.01.13,-251.00000000000122,-124.00000000001299,-283.99999999999534,,-659.0000000000095
2020.01.13,-266.999999999995,-136.00000000000279,-289.9999999999903,,-692.9999999999881
2020.01.13,-260.00000000000466,-194.0000000000053,-269.9999999999925,,-724.0000000000025
2020.01.13,-287.9999999999994,-226.00000000001506,-288.99999999998374,,-802.9999999999982
2020.01.13,-251.00000000000122,-232.00000000000998,-282.9999999999888,,-766.0
2020.01.13,-192.00000000000327,-229.00000000001253,-177.99999999998929,,-599.0000000000051
2020.01.13,-199.00000000000472,-276.00000000000955,-210.99999999998343,,-685.9999999999977
2020.01.13,-173.00000000000094,-160.00000000000458,-210.99999999998343,,-543.999999999989
2020.01.13,-114.00000000000298,-173.00000000000094,-173.99999999998528,,-460.9999999999892
2020.01.13,-71.99999999999429,-158.99999999999804,-11.999999999989797,,-242.99999999998212
2020.01.13,-61.999999999995396,-141.00000000001333,-4.999999999988347,,-207.99999999999707
2020.01.13,-44.99999999999504,-178.00000000001148,-11.999999999989797,,-234.99999999999633
2020.01.13,-41.9999999999976,-168.0000000000126,-0.9999999999843467,,-210.99999999999451
2020.01.13,-73.99999999999629,-137.00000000000932,-34.000000000000696,,-245.0000000000063
2020.01.13,-53.00000000000304,-100.99999999999554,6.000000000017103,,-147.99999999998147
2020.01.13,-68.99999999999685,-68.00000000000139,-174.99999999999181,,-311.99999999999005
2020.01.13,-71.99999999999429,-17.000000000000348,-183.99999999998417,,-272.9999999999788
2020.01.13,-22.999999999995246,-140.0000000000068,-129.99999999998568,,-292.9999999999877
2020.01.13,6.0000000000060005,-209.00000000001472,-30.999999999981043,,-233.99999999998977
2020.01.13,9.999999999998899,-249.99999999999466,-13.999999999980695,,-253.99999999997647
2020.01.13,-0.999999999995449,-326.0000000000041,-41.99999999998649,,-368.999999999986
2020.01.13,-22.999999999995246,-361.9999999999957,0.0,,-384.9999999999909
2020.01.13,-46.999999999997044,-286.00000000000847,-14.999999999987246,,-347.9999999999928
2020.01.13,-22.999999999995246,-304.00000000001535,14.000000000002899,,-313.0000000000077
2020.01.13,-26.999999999999247,-337.0000000000095,2.999999999997449,,-361.0000000000113
2020.01.13,-22.999999999995246,-323.0000000000066,8.000000000008,,-337.9999999999938
2020.01.13,0.0,-314.00000000001427,70.99999999999883,,-243.00000000001543
2020.01.13,2.000000000002,-290.9999999999968,82.00000000000429,,-206.99999999999054
2020.01.13,14.999999999998348,-339.0000000000004,116.00000000000499,,-207.99999999999704
2020.01.13,19.00000000000235,-395.000000000012,124.00000000001299,,-251.99999999999667
2020.01.13,14.000000000002899,-377.0000000000051,131.00000000001444,,-231.99999999998778
2020.01.13,19.999999999997797,-346.0000000000019,121.99999999999989,,-204.0000000000042
2020.01.14,41.9999999999976,-331.999999999999,68.00000000000139,,-221.99999999999997
2020.01.14,39.00000000000014,-334.9999999999964,93.00000000000975,,-202.9999999999865
2020.01.14,55.000000000005045,-324.0000000000132,192.00000000001438,,-76.99999999999375
2020.01.14,70.0000000000034,-322.00000000000006,241.00000000000233,,-10.999999999994316
2020.01.14,4.000000000004,-326.0000000000041,106.00000000000608,,-215.99999999999403
2020.01.14,29.000000000001247,-347.0000000000084,157.00000000000713,,-161.00000000000003
2020.01.14,33.000000000005244,-360.0000000000048,155.00000000001623,,-171.99999999998332
2020.01.14,94.00000000000519,-381.0000000000091,346.0000000000019,,58.999999999997954
2020.01.14,124.99999999999733,-395.000000000012,422.00000000001125,,151.9999999999966
2020.01.14,80.00000000000229,-384.00000000000654,327.00000000001063,,23.000000000006366
