date,USDCHF,EURUSD,NZDUSD,CHFJPY,CADCHF,AUDCHF,NZDCHF,GBPAUD,EURJPY,EURCAD,EURAUD,EURNZD,CADJPY,NZDJPY,NZDCAD,empty,sum
2015.11.30,-22.999999999995246,-39.999999999995595,-112.000000000001,-16.000000000005343,-49.99999999999449,0.0,0.0,-126.00000000002609,-56.99999999998795,-193.99999999998306,-107.99999999999699,-277.00000000001614,0.0,-87.0000000000033,-139.00000000000023,,-1229.0000000000052
2015.11.30,-15.999999999993797,-35.00000000000725,-61.999999999995396,13.00000000000523,-41.000000000002146,30.999999999992145,46.00000000000159,-161.00000000003334,4.9999999999954525,-131.99999999999878,-146.00000000000168,-200.00000000000017,27.000000000001023,-90.00000000000341,-72.0000000000054,,-833.0000000000459
2015.11.30,2.999999999997449,-49.99999999999449,-148.99999999999915,-18.000000000000682,-12.999999999996348,-4.999999999999449,-43.00000000000415,-443.0000000000156,-34.99999999999659,-154.99999999999403,-269.9999999999925,-398.00000000000944,27.000000000001023,-171.99999999999704,-166.00000000001057,,-1887.0000000000118
2015.11.30,2.999999999997449,-8.999999999992347,-146.99999999999713,-43.00000000000637,-7.9999999999968985,-45.000000000006146,-39.999999999995595,-536.0000000000032,-32.00000000001069,-113.99999999999189,-303.9999999999932,-373.00000000000114,10.99999999999568,-168.99999999999693,-152.00000000000767,,-1958.000000000006
2015.11.30,2.999999999997449,-1.0000000000065512,-194.0000000000053,-46.00000000000648,-19.999999999997797,-79.00000000000685,-68.99999999999685,-632.0000000000103,3.0000000000143245,-163.9999999999864,-384.00000000000654,-439.0000000000116,13.00000000000523,-219.0000000000083,-212.00000000000108,,-2440.000000000027
2015.11.30,85.00000000000173,68.00000000000139,-207.00000000000162,79.9999999999983,-22.999999999995246,-77.00000000000485,-48.99999999999905,-592.0000000000148,104.00000000001342,-140.99999999999113,-383.0,-419.0000000000138,103.9999999999992,-251.00000000000477,-157.00000000000713,,-1858.0000000000182
2015.11.30,58.000000000002494,48.99999999998794,-207.00000000000162,57.999999999992724,-54.999999999993946,-53.999999999998494,-50.0000000000056,-570.0000000000039,86.99999999998909,-204.99999999998852,-331.999999999999,-402.9999999999978,109.99999999999943,-252.00000000000955,-140.0000000000068,,-1906.0000000000332
2015.11.30,119.00000000000244,92.00000000000318,-178.99999999999582,108.99999999999466,-5.999999999994898,0.0,0.0,-463.0000000000134,146.99999999999136,-119.99999999998678,-190.00000000000128,-307.00000000001285,144.99999999999602,-219.0000000000083,-112.000000000001,,-984.0000000000267
2015.11.30,90.99999999999665,53.999999999998494,-172.00000000000549,105.99999999999454,-29.000000000001247,7.0000000000014495,-12.999999999996348,-330.00000000003024,110.00000000001364,-189.99999999997908,-241.00000000000233,-357.00000000000733,150.00000000000568,-231.00000000000875,-109.00000000000354,,-1154.000000000024
2015.11.30,131.00000000001444,49.99999999999449,-119.99999999999788,176.9999999999925,0.0,61.999999999995396,73.99999999999629,-254.00000000002086,144.00000000000546,-183.99999999998417,-160.00000000000458,-157.00000000000713,156.0000000000059,-161.00000000000136,-43.00000000000415,,-285.0000000000157
2015.11.30,68.00000000000139,35.999999999991594,-17.999999999995797,147.99999999999613,-14.000000000002899,78.00000000000028,136.00000000000279,-189.00000000003914,144.00000000000546,-185.99999999999727,-130.99999999999224,9.999999999998899,171.99999999999704,-61.00000000000705,86.99999999999264,,279.9999999999518
2015.11.30,51.000000000001044,21.999999999988695,11.00000000000545,109.99999999999943,-29.000000000001247,71.99999999999429,143.9999999999997,-105.00000000002174,125.0,-193.99999999998306,-93.00000000000975,45.99999999999049,147.00000000000557,-35.0000000000108,103.99999999999298,,375.9999999999511
2015.11.30,89.00000000000574,24.000000000001798,12.999999999996348,135.00000000000512,0.0,108.99999999999244,178.99999999999582,-101.00000000003995,122.99999999999045,-180.99999999998673,-78.00000000000028,87.99999999999919,135.00000000000512,-5.000000000009663,109.99999999999899,,639.9999999999543
2015.11.30,83.00000000001084,-12.000000000012001,29.999999999996696,132.000000000005,-9.999999999998899,96.99999999999153,200.00000000000017,-145.00000000001734,73.0000000000075,-222.99999999999542,-131.99999999999878,106.99999999999044,161.00000000000136,18.000000000000682,161.00000000000003,,539.9999999999819
2015.11.30,100.0000000000112,-29.999999999996696,99.00000000000463,161.00000000000136,17.000000000000348,102.99999999999754,268.99999999999704,-161.00000000003334,66.0000000000025,-226.99999999999943,-173.00000000000094,202.9999999999976,153.99999999999636,78.99999999999352,222.99999999999542,,882.9999999999673
2015.11.30,99.00000000000463,-12.999999999996348,102.00000000000209,129.0000000000049,6.0000000000060005,129.00000000000134,270.0000000000036,-107.00000000003485,80.99999999998886,-210.99999999998343,-109.00000000000354,220.99999999998232,123.99999999999523,90.99999999999397,227.99999999999488,,1039.9999999999598
2015.11.30,102.00000000000209,21.999999999988695,107.99999999999699,141.9999999999959,-7.9999999999968985,130.99999999999224,287.9999999999994,-67.00000000003925,104.00000000001342,-213.99999999998087,-56.000000000011596,297.9999999999983,152.00000000000102,110.99999999999,271.9999999999945,,1384.999999999944
2015.11.30,124.99999999999733,69.00000000000794,92.99999999999864,143.00000000000068,17.999999999995797,148.99999999999915,305.99999999999517,-120.00000000003119,96.00000000000364,-176.99999999998272,-34.000000000000696,319.999999999987,140.00000000000057,129.99999999999545,259.9999999999936,,1517.9999999999604
2015.11.30,72.0000000000054,-15.00000000000945,95.99999999999609,43.99999999999693,-7.0000000000014495,146.00000000000168,297.00000000000284,-150.00000000000568,-15.999999999991132,-218.99999999999142,-46.999999999997044,289.9999999999903,97.99999999999898,149.0000000000009,272.99999999998994,,1010.9999999999868
2015.11.30,9.999999999998899,-22.999999999995246,134.99999999999625,-54.000000000002046,-19.999999999997797,141.99999999999767,302.0000000000023,-133.00000000002754,-46.999999999997044,-217.0000000000005,-15.00000000000945,371.99999999999454,22.00000000000557,197.00000000000273,312.9999999999966,,983.999999999965
2015.11.30,-11.00000000000545,-17.000000000000348,165.00000000000404,-70.00000000000739,-68.99999999999685,152.99999999999204,300.0000000000003,81.99999999995988,-37.00000000000614,-284.9999999999797,106.99999999999044,368.9999999999971,40.00000000000625,231.99999999999932,342.9999999999933,,1301.9999999999468
