date,USDCAD,AUDUSD,NZDUSD,GBPJPY,GBPCAD,EURJPY,EURNZD,NZDCAD,empty,sum
2019.09.23,-7.0000000000014495,-1.0000000000065512,-39.00000000000014,-109.00000000000887,-99.00000000000463,-58.9999999999975,-11.00000000000545,-52.000000000007596,,-377.0000000000322
2019.09.23,-9.999999999998899,5.999999999994898,-35.999999999991594,-104.00000000001342,-72.0000000000054,-28.000000000005798,-16.000000000016,-67.00000000000594,,-327.0000000000422
2019.09.23,12.999999999996348,-23.00000000000635,-23.999999999990695,-112.99999999999955,-214.00000000000307,-54.000000000002046,28.999999999990145,-91.00000000000774,,-477.0000000000229
2019.09.23,46.0000000000127,-31.000000000003247,-34.000000000000696,-116.00000000001387,-230.00000000001907,-57.00000000000216,52.99999999999194,-112.000000000001,,-481.00000000003547
2019.09.23,66.00000000001049,-43.00000000000415,-46.999999999997044,-44.999999999987494,-233.00000000001654,4.0000000000048885,63.99999999999739,-125.00000000000844,,-359.0000000000009
2019.09.23,63.99999999999739,-40.00000000000669,-51.000000000001044,-91.00000000000819,-235.00000000000742,-49.99999999999716,11.999999999989797,-132.0000000000099,,-523.0000000000432
2019.09.23,49.00000000001015,0.0,-56.0000000000005,-14.999999999986358,-154.0000000000097,-16.999999999995907,1.999999999990898,-132.0000000000099,,-323.0000000000013
2019.09.23,62.000000000006494,-17.000000000000348,-70.99999999999883,-229.99999999998977,-452.00000000000796,-30.000000000001137,-33.00000000001635,-165.9999999999995,,-937.0000000000075
2019.09.23,103.99999999999298,-65.99999999999939,-117.00000000000044,-260.9999999999957,-403.00000000002,-117.00000000000443,-103.00000000000864,-239.0000000000003,,-1202.000000000036
2019.09.23,109.00000000000354,-52.000000000007596,-100.00000000000009,-223.99999999998954,-402.0000000000135,-102.99999999999443,-53.999999999998494,-219.00000000000253,,-1045.0000000000027
2019.09.23,90.99999999999665,-65.99999999999939,-107.99999999999699,-237.99999999999955,-466.00000000001086,-108.99999999999466,-22.999999999995246,-225.00000000000853,,-1144.0000000000086
2019.09.23,127.00000000001043,-97.00000000000264,-129.00000000000134,-222.0000000000084,-463.0000000000134,-94.99999999999886,-90.00000000001229,-274.00000000000756,,-1243.000000000034
2019.09.23,126.0000000000039,-107.00000000000153,-125.99999999999278,-235.00000000001364,-487.0000000000152,-85.99999999999852,-99.00000000000463,-272.00000000000557,,-1286.0000000000282
2019.09.23,120.99999999999334,-126.99999999999933,-140.99999999999113,-256.0000000000002,-475.0000000000032,-85.99999999999852,-139.00000000000023,-284.0000000000065,,-1387.000000000006
