date,USDCAD,AUDUSD,NZDUSD,GBPJPY,GBPCAD,EURJPY,EURNZD,NZDCAD,empty,sum
2019.09.23,2.0000000000131024,24.999999999997247,-5.999999999994898,-87.99999999999386,-59.000000000009045,-24.00000000000091,53.999999999998494,-26.999999999999247,,-122.99999999998913
2019.09.23,32.0000000000098,17.000000000000348,-13.999999999991797,-16.999999999995907,-70.0000000000145,-12.000000000000455,53.999999999998494,-57.00000000000705,,-67.00000000000107
2019.09.23,53.00000000001415,-8.000000000008,-18.999999999991246,-75.9999999999934,-135.00000000001845,-43.99999999999693,102.00000000000209,-70.0000000000034,,-196.9999999999952
2019.09.23,90.00000000001229,-6.0000000000060005,-15.999999999993797,-44.999999999987494,-226.00000000001506,4.0000000000048885,114.99999999999844,-93.00000000000975,,-176.99999999999648
2019.09.23,73.00000000001194,-36.0000000000027,-31.999999999998696,-8.000000000009777,-175.00000000001404,6.000000000000227,96.99999999999153,-106.00000000000608,,-181.0000000000276
2019.09.23,68.00000000000139,3.999999999992898,-31.999999999998696,21.99999999999136,-157.00000000000713,30.000000000001137,90.99999999999665,-101.00000000000664,,-75.00000000002903
2019.09.23,62.000000000006494,6.999999999990347,-51.99999999999649,-6.000000000000227,-107.00000000001265,-7.000000000005002,24.000000000001798,-123.00000000000644,,-202.00000000002217
2019.09.23,119.00000000000244,0.0,-46.999999999997044,-133.00000000000978,-347.0000000000084,3.0000000000001137,35.999999999991594,-154.0000000000097,,-523.0000000000308
2019.09.23,113.00000000000753,-46.00000000000159,-95.00000000000064,-218.9999999999941,-397.0000000000029,-76.99999999999818,-39.00000000001125,-214.00000000000307,,-974.0000000000042
2019.09.23,133.00000000000534,-34.000000000000696,-66.99999999999484,-147.99999999999613,-386.00000000001967,-52.99999999999727,48.99999999998794,-187.9999999999993,,-694.0000000000147
2019.09.23,131.99999999999878,-59.000000000009045,-79.99999999999119,-217.00000000001296,-443.0000000000156,-90.99999999999397,45.99999999999049,-207.00000000000162,,-919.0000000000351
2019.09.23,139.00000000000023,-87.00000000000374,-115.99999999999389,-197.00000000000273,-452.00000000000796,-57.00000000000216,-82.00000000000429,-259.0000000000092,,-1111.0000000000236
2019.09.23,131.99999999999878,-104.99999999999955,-120.99999999999334,-213.99999999999864,-453.0000000000145,-76.99999999999818,-76.0000000000094,-261.0000000000001,,-1175.000000000015
2019.09.23,129.00000000000134,-102.00000000000209,-129.00000000000134,-242.999999999995,-466.00000000001086,-69.99999999999318,-121.00000000001555,-270.0000000000036,,-1272.0000000000202
2019.09.23,133.00000000000534,-96.00000000000719,-95.99999999999609,-229.00000000001342,-438.00000000000506,-67.99999999999784,-62.000000000006494,-230.000000000008,,-1086.0000000000286
2019.09.23,137.00000000000932,-86.0000000000083,-120.99999999999334,-211.00000000001273,-420.00000000002035,-85.99999999999852,-85.00000000000173,-264.0000000000087,,-1136.0000000000343
2019.09.23,146.00000000000168,-86.0000000000083,-88.99999999999464,-48.00000000000182,-248.00000000000378,-66.0000000000025,-16.000000000016,-226.99999999999943,,-634.0000000000248
2019.09.23,110.00000000001009,-93.00000000000975,-76.99999999999375,-76.99999999999818,-233.00000000001654,-88.99999999999864,49.99999999999449,-187.9999999999993,,-597.0000000000116
2019.09.23,100.0000000000112,-71.00000000000995,-47.9999999999925,-1.0000000000047748,-121.00000000001555,-90.00000000000341,126.99999999998823,-143.9999999999997,,-248.00000000002643
2019.09.23,137.9999999999937,-48.000000000003595,-17.000000000000348,135.99999999999568,16.999999999978144,-15.000000000000568,78.99999999998464,-124.00000000000189,,165.99999999994577
2019.09.23,198.00000000000927,-43.00000000000415,12.000000000000899,206.99999999999363,-186.0000000000195,298.0000000000018,-83.9999999999952,-130.0000000000079,,271.9999999999789
2019.09.23,378.00000000001165,26.999999999999247,9.999999999998899,683.9999999999975,65.99999999998829,715.0000000000034,-578.9999999999961,-242.00000000000887,,1058.9999999999939
2019.09.23,375.0000000000142,26.999999999999247,16.0000000000049,593.9999999999941,-33.00000000001635,587.0000000000033,-371.99999999999454,-231.0000000000034,,963.0000000000016
2019.09.23,354.0000000000099,4.999999999999449,-18.999999999991246,747.0000000000141,-67.00000000001705,796.999999999997,-524.9999999999977,-268.0000000000016,,1024.000000000013
2019.09.23,381.99999999999346,-2.000000000002,-70.99999999999883,786.0000000000014,-29.00000000001235,894.0000000000055,-832.0000000000105,-351.0000000000013,,776.9999999999754
2019.09.23,381.99999999999346,-18.0000000000069,-88.99999999999464,492.999999999995,-206.00000000001728,594.9999999999989,-649.999999999995,-375.0000000000031,,131.9999999999705
2019.09.23,354.9999999999942,-38.0000000000047,-107.99999999999699,610.99999999999,-67.00000000001705,606.9999999999993,-675.0000000000034,-382.00000000000455,,302.9999999999568
2019.09.23,310.0000000000103,-21.999999999999797,-95.99999999999609,772.9999999999961,171.99999999999437,612.9999999999995,-629.9999999999973,-340.00000000000693,,780.0000000000003
2019.09.23,293.0000000000099,-43.999999999999595,-82.99999999999974,540.9999999999968,-125.00000000001954,659.9999999999966,-631.0000000000038,-311.00000000000574,,299.99999999997505
2019.09.23,192.00000000001438,-13.00000000000745,-90.99999999999665,615.0000000000091,123.99999999999079,608.0000000000041,-609.9999999999994,-262.00000000000665,,563.000000000008
2019.09.23,171.00000000001003,7.9999999999968985,-118.99999999999133,616.0000000000139,233.99999999997868,448.99999999999807,-544.0000000000111,-286.00000000000847,,528.9999999999868
2019.09.23,107.00000000001265,15.999999999993797,-118.99999999999133,699.9999999999886,444.9999999999843,510.9999999999957,-663.0000000000135,-242.00000000000887,,754.9999999999615
2019.09.23,76.99999999999375,12.999999999996348,-108.99999999999244,703.000000000003,436.9999999999985,578.000000000003,-692.0000000000038,-213.00000000000762,,793.9999999999907
2019.09.23,103.00000000000864,-17.000000000000348,-175.99999999999838,871.0000000000093,502.9999999999868,597.999999999999,-777.0000000000055,-317.0000000000006,,787.9999999999989
2019.09.23,147.00000000000824,4.999999999999449,-210.99999999999451,794.9999999999875,335.9999999999808,585.9999999999985,-829.9999999999974,-392.00000000000347,,435.99999999997914
2019.09.23,168.0000000000126,-40.00000000000669,-243.99999999999977,816.0000000000025,259.9999999999936,608.9999999999947,-876.9999999999944,-448.9999999999994,,243.000000000003
