date,USDCHF,AUDUSD,GBPCHF,CADCHF,AUDCHF,NZDCHF,EURGBP,EURJPY,EURCAD,CADJPY,AUDJPY,NZDJPY,AUDCAD,NZDCAD,empty,sum
2015.10.26,-44.99999999999504,-82.99999999999974,-63.000000000013046,-39.00000000000014,-73.00000000000084,-39.999999999995595,-19.999999999997797,-24.00000000000091,-170.00000000000347,-9.999999999990905,-16.000000000005343,-126.00000000000477,-120.99999999999334,-8.999999999992347,,-838.9999999999933
2015.10.26,-21.00000000000435,-143.9999999999997,-113.00000000000753,-17.000000000000348,-136.99999999999824,-29.000000000001247,-42.999999999993044,-87.99999999999386,-217.0000000000005,37.9999999999967,-85.00000000000796,-133.00000000000978,-200.00000000000017,3.0000000000085514,,-1186.0000000000114
2015.10.26,-5.999999999994898,-156.00000000000057,-73.99999999999629,-51.99999999999649,-136.00000000000279,-2.000000000002,24.000000000001798,-92.99999999998931,-279.99999999999136,28.999999999996362,-115.99999999999966,-67.00000000000728,-241.99999999999778,86.0000000000083,,-1084.9999999999718
2015.10.26,-14.999999999998348,-133.00000000000534,-82.00000000000429,-63.99999999999739,-134.0000000000008,-4.999999999999449,34.000000000000696,-122.99999999999045,-307.99999999999716,55.999999999997385,-79.00000000000773,-123.00000000000466,-210.99999999999451,80.00000000000229,,-1106.9999999999998
2015.10.26,-48.99999999999905,-217.0000000000005,-97.00000000001374,-65.00000000000395,-185.99999999999727,12.999999999996348,53.00000000000304,14.000000000010004,-411.99999999999017,108.00000000000409,-28.000000000005798,-189.00000000000716,-337.99999999999386,95.00000000000064,,-1297.9999999999973
2015.10.26,-31.999999999998696,-223.00000000000654,-112.000000000001,-92.99999999999864,-219.00000000000253,12.000000000000899,41.000000000002146,100.99999999999909,-400.00000000000034,245.00000000000455,-46.999999999997044,-216.00000000000819,-387.000000000004,133.00000000000534,,-1197.000000000005
2015.10.26,-7.0000000000014495,-353.99999999999875,-83.00000000001084,-90.99999999999665,-304.00000000000426,29.000000000001247,36.0000000000027,146.000000000015,-378.999999999996,245.00000000000455,-140.00000000000057,-212.0000000000033,-468.00000000000176,181.00000000000892,,-1400.9999999999814
2015.10.26,46.00000000000159,-380.999999999998,-59.99999999999339,-82.99999999999974,-331.0000000000035,56.0000000000005,46.00000000000159,92.00000000001296,-303.9999999999932,182.00000000000216,-203.00000000000296,-109.00000000000887,-493.99999999999443,197.00000000000273,,-1345.9999999999727
2015.10.26,87.99999999999919,-363.99999999999767,26.999999999999247,-172.00000000000549,-265.0000000000041,50.0000000000056,65.99999999999939,27.000000000015234,-405.0000000000109,206.00000000000307,-210.99999999999852,-37.00000000000614,-512.9999999999968,268.0000000000016,,-1234.9999999999961
2015.10.26,175.00000000000293,-384.00000000000654,65.00000000000395,-153.99999999999858,-239.99999999999577,82.00000000000429,58.000000000002494,10.99999999999568,-388.9999999999949,176.00000000000193,-213.99999999999864,9.999999999990905,-497.000000000003,317.0000000000006,,-983.9999999999945
2015.10.26,141.00000000000225,-548.9999999999995,-24.000000000001798,-121.99999999999989,-402.00000000000233,121.00000000000443,43.00000000000415,-34.99999999999659,-367.0000000000062,106.99999999999932,-408.00000000000125,60.99999999999284,-620.9999999999937,339.0000000000004,,-1715.9999999999977
2015.10.26,202.0000000000022,-536.0000000000032,14.999999999987246,-114.00000000000298,-363.99999999999767,178.99999999999582,60.99999999999994,-48.00000000000182,-279.99999999999136,99.00000000000375,-397.00000000000557,164.00000000000148,-607.0000000000019,403.0000000000089,,-1223.0000000000052
2015.10.26,255.00000000000523,-545.0000000000066,95.00000000000064,-119.99999999999788,-351.0000000000013,161.00000000000003,62.000000000006494,-12.000000000000455,-287.9999999999994,125.0,-370.00000000000455,153.99999999999636,-597.0000000000031,391.000000000008,,-1039.9999999999966
2015.10.26,227.99999999999488,-545.0000000000066,86.99999999999264,-114.00000000000298,-348.9999999999993,173.9999999999964,59.000000000009045,24.00000000000091,-282.0000000000045,129.0000000000049,-381.0000000000002,123.99999999999523,-597.0000000000031,404.99999999999983,,-1038.000000000023
2015.10.26,231.99999999999886,-509.9999999999993,110.99999999999443,-114.00000000000298,-306.00000000000625,180.99999999999784,60.00000000000449,12.000000000000455,-268.0000000000016,134.00000000000034,-311.00000000000705,100.99999999999909,-558.000000000003,412.00000000000125,,-824.0000000000233
2015.10.26,244.99999999999523,-507.0000000000019,123.99999999999079,-146.99999999999713,-302.0000000000023,143.9999999999997,64.0000000000085,27.000000000015234,-310.0000000000103,156.99999999999648,-308.9999999999975,94.99999999999886,-563.9999999999978,391.000000000008,,-891.9999999999941
2015.10.26,156.00000000000057,-443.0000000000045,83.9999999999952,-104.99999999999955,-295.99999999999625,212.99999999999653,80.00000000000229,-1.0000000000047748,-334.00000000001205,149.0000000000009,-253.0000000000001,146.99999999999136,-507.0000000000019,433.0000000000056,,-677.0000000000266
2015.10.26,97.9999999999981,-484.00000000000665,-25.00000000000835,-87.99999999999919,-383.0,229.99999999999687,60.00000000000449,24.00000000000091,-289.0000000000059,133.00000000000978,-311.00000000000705,144.99999999999602,-541.9999999999981,417.0000000000007,,-1015.0000000000184
2015.10.26,102.00000000000209,-497.000000000003,-5.999999999994898,-182.00000000000438,-372.0000000000057,92.99999999999864,85.00000000000173,36.000000000001364,-502.00000000000244,179.00000000000205,-287.00000000000614,-61.00000000000705,-578.9999999999961,331.0000000000035,,-1660.0000000000105
2015.10.26,180.99999999999784,-538.0000000000051,106.00000000000608,-148.0000000000037,-363.0000000000022,65.00000000000395,109.00000000000354,52.99999999999727,-496.99999999999187,221.00000000000364,-269.00000000000546,-121.00000000000932,-578.9999999999961,246.00000000000176,,-1533.9999999999995
2015.10.26,185.00000000000182,-545.0000000000066,-35.00000000000725,-163.00000000000205,-380.999999999998,-54.999999999993946,96.00000000000719,50.00000000001137,-510.00000000001046,213.99999999999864,-277.000000000001,-254.0000000000049,-595.0000000000011,143.00000000000423,,-2127.0000000000023
2015.10.26,56.0000000000005,-570.9999999999993,-160.00000000000458,-121.99999999999989,-467.0000000000063,1.0000000000065512,50.0000000000056,165.99999999999682,-425.99999999999307,188.0000000000024,-234.99999999999943,-258.0000000000098,-563.0000000000024,174.00000000000747,,-2166.999999999996
2015.10.26,-9.999999999998899,-533.0000000000057,-356.00000000000074,-26.999999999999247,-500.00000000000045,48.99999999999905,-57.99999999999139,97.00000000000841,-262.00000000000665,70.00000000000739,-323.0000000000075,-186.9999999999976,-537.9999999999941,89.00000000000574,,-2488.9999999999814
2015.10.26,-90.99999999999665,-473.0000000000012,-524.0000000000133,36.0000000000027,-509.00000000000387,97.00000000000264,-69.9999999999923,114.00000000000432,-154.99999999999403,28.999999999996362,-287.9999999999967,-161.00000000000136,-490.999999999997,31.000000000003247,,-2454.999999999987
2015.10.26,-146.99999999999713,-472.00000000000574,-514.0000000000144,163.99999999999747,-551.9999999999969,163.99999999999747,-62.99999999999084,128.00000000001432,-102.00000000000209,43.00000000000637,-278.0000000000058,-144.99999999999602,-441.0000000000025,31.000000000003247,,-2183.9999999999923
2015.10.26,-204.00000000000418,-461.0000000000003,-668.0000000000019,168.99999999999693,-553.0000000000035,199.00000000000472,14.000000000002899,39.99999999999204,-198.00000000000927,64.99999999999773,-236.99999999999477,-108.00000000000409,-431.0000000000036,97.00000000000264,,-2276.0000000000246
2015.10.26,-278.9999999999959,-501.000000000007,-770.000000000004,248.99999999999923,-683.0000000000002,324.00000000000205,-51.000000000001044,116.99999999999022,-93.99999999999409,67.99999999999784,-242.00000000000443,-112.99999999999955,-429.0000000000016,99.00000000000463,,-2305.0000000000136
2015.10.26,-287.0000000000039,-478.0000000000006,-773.0000000000015,309.99999999999915,-631.0000000000038,360.0000000000048,-74.99999999999174,235.00000000001364,4.000000000004,87.0000000000033,-209.00000000000318,-82.00000000000784,-403.99999999999324,125.00000000000844,,-1817.999999999972
2015.10.26,-402.9999999999978,-544.0,-878.000000000001,336.00000000000296,-817.9999999999965,407.99999999999727,-108.99999999999244,278.99999999999636,34.000000000000696,97.99999999999898,-286.00000000000136,-28.000000000005798,-531.0000000000036,181.00000000000892,,-2260.999999999993
2015.10.26,-436.9999999999985,-509.9999999999993,-961.9999999999961,370.00000000000364,-797.9999999999987,528.0000000000063,-63.99999999999739,366.00000000001387,14.000000000002899,134.00000000000034,-225.9999999999991,-24.00000000000091,-514.9999999999987,251.00000000000122,,-1872.9999999999607
2015.10.26,-500.9999999999959,-478.0000000000006,-944.0000000000115,361.0000000000002,-812.999999999997,544.0,-109.99999999999899,384.9999999999909,38.0000000000047,147.99999999999613,-233.0000000000041,6.999999999990791,-488.999999999995,312.00000000000114,,-1773.0000000000193
