date,USDCHF,EURUSD,USDJPY,USDCAD,AUDUSD,GBPCHF,CHFJPY,NZDCHF,EURGBP,GBPJPY,GBPCAD,EURJPY,EURNZD,CADJPY,AUDJPY,NZDJPY,NZDCAD,empty,sum
2016.12.19,-29.999999999996696,-100.0000000000112,-85.00000000000796,0.0,-95.00000000000064,-108.99999999998133,-222.99999999999898,0.0,-192.99999999999872,-151.00000000001046,-14.999999999987246,0.0,-322.00000000000006,-80.0000000000125,-140.00000000000057,-118.99999999999977,-85.00000000000173,,-1747.000000000008
2016.12.19,9.999999999998899,-111.00000000001664,-80.0000000000125,-49.00000000001015,-28.000000000005798,-26.999999999999247,-212.0000000000033,49.99999999999449,-158.99999999999804,-112.99999999999955,-6.999999999979245,46.00000000000648,-233.00000000001654,-74.00000000001228,-107.99999999998988,-91.99999999999875,-99.00000000000463,,-1286.0000000000464
2016.12.19,4.000000000004,-192.00000000001438,-220.00000000001307,-43.999999999999595,-97.00000000000264,100.0000000000112,-257.000000000005,70.99999999999883,-146.00000000000168,-118.99999999999977,55.000000000005045,4.0000000000048885,-348.00000000001495,-123.00000000000466,-113.99999999999011,-165.00000000000625,-63.99999999999739,,-1655.0000000000257
2016.12.19,18.0000000000069,-132.00000000002098,-227.00000000000387,-53.00000000001415,-141.00000000000225,107.00000000001265,-262.00000000000045,81.9999999999932,-114.00000000000298,-145.00000000001023,149.00000000002134,-48.99999999999238,-297.0000000000139,-154.00000000001057,-52.99999999999727,-137.00000000000045,-48.000000000003595,,-1456.000000000039
2016.12.19,-31.000000000003247,-215.00000000000963,-333.0000000000126,-2.999999999997449,-116.00000000000499,60.000000000015596,-296.0000000000065,82.99999999999974,-170.99999999999892,-250.0,223.00000000001762,-66.0000000000025,-243.00000000001543,-219.0000000000083,-143.00000000000068,-143.00000000000068,-127.99999999999478,,-1991.000000000023
2016.12.19,-62.000000000006494,-289.0000000000059,-388.00000000000523,-49.00000000001015,-180.0000000000024,25.00000000000835,-311.00000000000705,125.99999999999278,-214.99999999999852,-283.9999999999918,170.00000000000347,-54.000000000002046,-266.999999999995,-256.0000000000002,-161.00000000000136,-129.0000000000049,-192.99999999999872,,-2517.0000000000255
2016.12.19,-80.99999999999774,-273.0000000000121,-508.0000000000098,-134.99999999999625,-311.00000000000574,16.000000000016,-403.0000000000058,148.99999999999915,-207.99999999999707,-438.99999999999295,65.00000000000395,-155.9999999999917,-172.0000000000166,-273.00000000001035,-93.99999999999409,-126.00000000000477,-231.99999999999886,,-3181.0000000000146
2016.12.19,-136.00000000000279,-312.00000000000114,-535.0000000000108,-156.00000000000057,-317.0000000000006,-21.999999999988695,-371.9999999999999,192.00000000000327,-207.00000000000162,-439.9999999999977,81.00000000001995,-170.99999999999227,-65.00000000000395,-277.000000000001,-113.99999999999011,-103.9999999999992,-241.99999999999778,,-3196.999999999965
2016.12.19,-120.99999999999334,-295.0000000000008,-469.0000000000083,-139.00000000000023,-263.0000000000021,-22.999999999995246,-341.0000000000082,159.9999999999935,-210.99999999999451,-408.9999999999918,75.00000000000284,-153.99999999999636,-131.00000000001444,-264.00000000001,-98.99999999998954,-132.000000000005,-216.0000000000051,,-3032.0000000000186
2016.12.19,-69.9999999999923,-238.0000000000049,-447.00000000000273,-63.99999999999739,-229.99999999999687,-96.99999999999153,-340.0000000000034,182.99999999999983,-256.0000000000007,-437.0000000000118,51.000000000001044,-150.99999999999625,-60.99999999999994,-264.00000000001,-115.99999999999966,-63.99999999999295,-280.9999999999979,,-2881.999999999997
