date,USDCHF,NZDUSD,AUDCHF,NZDCHF,EURGBP,GBPCAD,EURJPY,NZDCAD,AUDNZD,empty,sum
2019.11.25,-46.999999999997044,-0.999999999995449,-36.999999999998145,-39.999999999995595,-63.99999999999739,-65.00000000000395,-135.99999999999568,-58.000000000002494,-11.999999999989797,,-459.99999999997556
2019.11.25,-30.999999999992145,7.0000000000014495,-33.000000000005244,-22.999999999995246,-85.99999999999719,-104.99999999999955,-161.99999999999193,-71.99999999999429,39.999999999995595,,-464.9999999999786
2019.11.25,-7.9999999999968985,-12.000000000000899,-34.99999999999615,-22.999999999995246,-116.00000000000499,-100.99999999999554,-198.99999999999807,-58.99999999999794,5.999999999994898,,-546.9999999999909
2019.11.25,-10.999999999994348,-23.999999999990695,-11.00000000000545,-44.99999999999504,-95.00000000000064,-35.999999999991594,-216.99999999999875,-64.99999999999284,93.00000000000975,,-410.99999999995964
2019.11.25,-53.999999999998494,9.00000000000345,-12.000000000000899,-19.999999999997797,-116.00000000000499,-106.00000000000608,-209.99999999999375,-41.000000000002146,34.000000000000696,,-516.0
2019.11.25,-49.99999999999449,39.00000000000014,-19.00000000000235,-6.999999999990347,-78.99999999999574,-48.99999999998794,-274.0000000000009,-19.999999999997797,34.000000000000696,,-424.99999999996874
2019.11.25,-61.999999999995396,43.999999999999595,-16.0000000000049,-6.999999999990347,-78.99999999999574,-48.000000000003595,-283.9999999999918,-19.00000000000235,18.0000000000069,,-452.99999999997766
2019.11.25,-74.99999999999174,100.00000000000009,21.00000000000435,50.0000000000056,-77.00000000000485,-11.999999999989797,-274.9999999999915,65.99999999999939,-11.00000000000545,,-212.9999999999739
2019.11.25,-88.99999999999464,119.00000000000244,-2.999999999997449,53.00000000000304,-95.99999999999609,-43.999999999999595,-283.00000000000125,91.00000000000774,-89.99999999999008,,-341.9999999999659
2019.11.25,-117.00000000000044,155.00000000000514,-19.00000000000235,67.00000000000594,-107.99999999999699,-106.99999999999044,-283.00000000000125,113.00000000000753,-89.99999999999008,,-388.99999999996294
2019.11.25,-127.99999999999478,120.00000000000898,-31.999999999998696,29.000000000001247,-114.99999999999844,-114.99999999999844,-269.999999999996,102.00000000000209,-78.00000000000028,,-486.9999999999743
2019.11.25,-128.99999999999022,124.00000000000189,-46.999999999997044,29.000000000001247,-117.00000000000044,-156.00000000000057,-212.99999999999386,96.00000000000719,-62.000000000006494,,-474.9999999999783
2019.11.25,-117.99999999999588,132.0000000000099,-31.999999999998696,40.00000000000669,-112.000000000001,-140.99999999999113,-222.99999999999898,113.00000000000753,-56.99999999999594,,-397.99999999995754
2019.11.25,-118.99999999999133,133.00000000000534,-39.999999999995595,42.0000000000087,-97.00000000000264,-69.9999999999923,-206.99999999999363,119.00000000000244,-93.99999999999409,,-332.9999999999531
2019.11.25,-115.99999999999389,130.0000000000079,-38.0000000000047,47.00000000000814,-109.00000000000354,-78.00000000000028,-283.9999999999918,119.99999999999788,-83.9999999999952,,-411.99999999997544
2019.11.25,-117.99999999999588,147.00000000000824,-16.0000000000049,60.00000000000449,-131.99999999999878,-112.99999999998533,-415.9999999999968,111.00000000000554,-75.00000000000284,,-551.9999999999662
2019.11.25,-78.99999999999574,109.99999999999899,-9.00000000000345,55.000000000005045,-148.0000000000037,-119.99999999998678,-415.9999999999968,73.00000000000084,-89.00000000000574,,-622.9999999999875
2019.11.25,-95.99999999999609,104.00000000000409,-12.999999999996348,49.00000000001015,-129.9999999999968,-96.99999999999153,-414.99999999999204,69.00000000000794,-79.99999999999119,,-608.9999999999418
2019.11.25,-87.99999999999919,126.99999999999933,-16.0000000000049,64.0000000000085,-107.00000000000153,-123.00000000000644,-379.99999999999545,69.00000000000794,-76.99999999999375,,-530.9999999999854
2019.11.25,-98.99999999999353,130.0000000000079,-4.000000000004,69.00000000000794,-112.000000000001,-126.0000000000039,-411.00000000000136,63.99999999999739,-65.00000000000395,,-553.9999999999945
2019.11.25,-105.99999999999498,121.99999999999989,-44.99999999999504,56.0000000000005,-38.0000000000047,78.00000000000028,-466.99999999999875,58.99999999999794,-107.99999999999699,,-448.99999999999187
2019.11.25,-88.99999999999464,82.99999999999974,-46.999999999997044,36.0000000000027,-2.000000000002,104.99999999999955,-414.99999999999204,14.999999999998348,-97.9999999999981,,-411.9999999999835
