date,USDCHF,GBPUSD,EURUSD,USDJPY,AUDUSD,GBPCHF,CHFJPY,AUDCHF,NZDCHF,EURGBP,GBPCAD,GBPAUD,EURJPY,EURAUD,NZDJPY,AUDNZD,empty,sum
2017.07.10,3.0000000000085514,-39.00000000001125,-7.0000000000014495,99.99999999999432,24.999999999997247,123.00000000000644,-89.9999999999892,-7.0000000000014495,24.999999999997247,-3.0000000000085514,116.00000000000499,-5.000000000010552,-12.999999999976808,-34.99999999998504,91.99999999999875,118.99999999998023,,404.0000000000034
2017.07.10,55.000000000005045,-28.000000000005798,-18.999999999991246,116.99999999999022,26.000000000003798,124.00000000001299,-113.99999999999011,-21.999999999999797,41.9999999999976,-12.000000000000899,236.00000000001398,4.999999999988347,-157.99999999998704,-112.99999999998533,63.99999999999295,89.99999999999008,,293.0000000000348
2017.07.10,48.000000000003595,-68.00000000000139,-48.000000000003595,134.00000000000034,9.00000000000345,167.00000000000603,-164.00000000000148,-31.999999999998696,46.00000000000159,-26.000000000003798,263.00000000001324,-45.000000000006146,-212.99999999999386,-153.9999999999875,114.99999999999488,100.99999999999554,,133.0000000000222
2017.07.10,42.0000000000087,-59.000000000009045,-31.999999999987594,99.99999999999432,-2.999999999997449,150.00000000000568,-143.00000000000068,-39.00000000000014,36.999999999998145,-20.0000000000089,262.00000000000665,-12.999999999996348,-151.9999999999868,-113.99999999999189,88.99999999999864,120.99999999999334,,226.00000000002657
2017.07.10,48.99999999999905,-81.00000000001995,-51.000000000001044,75.9999999999934,-14.000000000002899,178.00000000001148,-108.99999999999466,-56.0000000000005,24.000000000001798,-23.00000000000635,214.00000000000307,-9.999999999998899,-147.99999999999613,-114.99999999999844,45.000000000001705,167.9999999999904,,146.99999999998204
2017.07.10,17.000000000000348,-93.00000000000975,-65.00000000000395,59.99999999998806,-51.99999999999649,150.00000000000568,-131.00000000000023,-68.99999999999685,56.99999999999594,-26.000000000003798,261.0000000000001,53.999999999998494,-145.99999999998658,-58.99999999998684,99.99999999999432,134.99999999999625,,192.9999999999947
2017.07.10,80.00000000000229,-86.0000000000083,-34.99999999998504,73.99999999999807,-22.999999999995246,224.000000000002,-69.99999999999318,-87.99999999999919,17.000000000000348,-4.000000000004,297.9999999999983,-1.0000000000065512,-129.99999999999545,-75.00000000000284,9.999999999990905,221.99999999998886,,412.99999999999096
2017.07.10,68.00000000000139,-86.0000000000083,-36.999999999998145,187.99999999998818,-21.999999999999797,212.99999999999653,-199.99999999998863,-80.00000000000229,28.000000000005798,-5.000000000010552,273.0000000000121,-2.0000000000131024,-257.99999999998136,-80.99999999999774,113.99999999999011,194.99999999998963,,307.9999999999838
2017.07.10,53.00000000000304,-119.00000000000244,-75.00000000000284,221.9999999999942,-51.000000000001044,221.00000000000452,-256.0000000000002,-94.00000000000519,19.00000000000235,-13.00000000000745,222.00000000001108,34.99999999998504,-341.99999999998454,-78.00000000000028,141.9999999999959,229.99999999999687,,115.99999999998903
2017.07.10,39.00000000000014,-164.00000000000858,-112.99999999998533,278.99999999999636,-58.99999999999794,248.00000000000378,-330.99999999998886,-92.99999999999864,-22.999999999995246,-12.000000000000899,316.0000000000052,-21.00000000000435,-447.9999999999791,-107.99999999999699,143.00000000000068,292.9999999999877,,-53.999999999962085
2017.07.10,40.00000000000669,-156.00000000000057,-92.00000000000318,250.99999999999056,-90.0000000000012,242.99999999999324,-301.9999999999925,-124.00000000000189,16.0000000000049,0.0,293.99999999999426,56.99999999999594,-391.9999999999959,-15.999999999993797,164.00000000000148,283.99999999999534,,176.9999999999934
