date,USDCHF,GBPUSD,EURUSD,USDJPY,AUDUSD,GBPCHF,CHFJPY,AUDCHF,NZDCHF,EURGBP,GBPCAD,GBPAUD,EURJPY,EURAUD,NZDJPY,AUDNZD,empty,sum
2017.07.10,-83.9999999999952,-43.00000000001525,-14.000000000002899,-72.00000000000273,-2.000000000002,0.0,-89.9999999999892,-7.0000000000014495,-17.999999999995797,-8.000000000008,0.0,-5.000000000010552,-52.99999999999727,-41.99999999998649,-182.00000000000216,-225.00000000000853,,-845.0000000000176
2017.07.10,-32.999999999994145,-70.0000000000145,-34.000000000000696,21.99999999999136,17.000000000000348,55.000000000005045,-201.99999999999818,-68.99999999999685,-202.0000000000022,-76.0000000000094,126.0000000000039,-45.000000000006146,-214.999999999975,-154.99999999999403,-16.000000000005343,-3.0000000000196536,,-900.0000000000155
2017.07.10,0.0,-69.00000000000794,-53.999999999998494,34.99999999999659,-19.00000000000235,117.00000000001154,-170.99999999999227,-63.99999999999739,-36.0000000000027,-41.000000000002146,75.00000000000284,-50.0000000000167,-217.9999999999893,-158.99999999999804,43.99999999999693,65.99999999998829,,-544.0000000000111
2017.07.10,39.00000000000014,-71.00000000002105,-51.99999999998539,57.999999999992724,-3.999999999992898,141.00000000001333,-167.0000000000016,-48.99999999999905,28.000000000005798,-43.00000000000415,236.99999999999832,-46.0000000000127,-214.999999999975,-157.99999999999147,66.0000000000025,84.99999999997954,,-150.9999999999909
2017.07.10,30.000000000007798,-101.00000000001774,-53.999999999998494,49.99999999999716,-31.000000000003247,151.00000000001222,-144.99999999999602,-70.0000000000034,5.999999999994898,-32.0000000000098,178.00000000001148,-33.00000000001635,-170.99999999999227,-116.99999999998934,15.000000000000568,109.99999999998789,,-214.0000000000146
2017.07.10,16.0000000000049,-97.00000000001374,-69.9999999999923,47.99999999998761,-61.999999999995396,144.99999999999514,-153.99999999999636,-78.99999999999574,17.999999999995797,-32.0000000000098,200.00000000000017,-55.000000000005045,-174.99999999998295,-166.99999999998383,40.99999999999682,109.99999999998789,,-313.0000000000069
2017.07.10,18.0000000000069,-112.000000000001,-65.99999999998829,-5.000000000009663,-70.0000000000034,141.00000000001333,-131.00000000000023,-117.00000000000044,14.999999999998348,-29.000000000001247,177.00000000000495,-21.00000000000435,-153.99999999999636,-85.99999999998609,9.999999999990905,111.99999999997878,,-317.99999999999784
2017.07.10,48.000000000003595,-160.00000000000458,-68.00000000000139,59.99999999998806,-68.00000000000139,211.00000000000563,-225.9999999999991,-124.00000000000189,-4.000000000004,-5.000000000010552,261.0000000000001,-94.00000000001629,-284.9999999999966,-119.00000000000244,-1.0000000000047748,170.99999999998784,,-403.00000000005787
2017.07.10,48.99999999999905,-141.00000000001333,-78.00000000000028,187.99999999998818,-60.99999999999994,197.00000000000273,-296.99999999999704,-119.99999999999788,-4.999999999999449,-29.000000000001247,175.99999999999838,-92.00000000000318,-369.9999999999761,-119.00000000000244,97.99999999999898,192.99999999999872,,-411.0000000000048
2017.07.10,31.000000000003247,-167.00000000000603,-116.99999999998934,195.99999999999795,-66.99999999999484,205.99999999999508,-337.99999999999386,-109.99999999999899,-51.000000000001044,-27.00000000001035,197.00000000000273,-58.000000000002494,-452.99999999997453,-143.99999999998857,75.9999999999934,226.99999999999943,,-598.9999999999683
2017.07.10,33.000000000005244,-190.00000000000128,-116.99999999998934,195.99999999999795,-102.99999999999754,228.00000000000597,-335.9999999999985,-138.00000000000477,-48.000000000003595,-21.00000000000435,255.00000000000523,-58.000000000002494,-454.9999999999841,-137.9999999999937,94.99999999999886,249.99999999999466,,-546.9999999999717
2017.07.10,38.0000000000047,-168.0000000000126,-99.00000000000463,196.99999999998852,-153.00000000000313,234.00000000000088,-310.99999999999284,-190.00000000000128,11.00000000000545,-8.000000000008,287.000000000015,55.99999999998939,-409.9999999999966,-17.000000000000348,152.00000000000102,268.9999999999859,,-112.00000000002854
2017.07.10,48.99999999999905,-163.00000000000205,-92.99999999998754,182.99999999999272,-151.9999999999966,243.99999999999977,-259.00000000000034,-204.00000000000418,36.999999999998145,-8.000000000008,279.00000000000705,129.00000000000134,-354.99999999998977,49.00000000001015,143.00000000000068,264.9999999999819,,144.00000000000227
2017.07.10,56.0000000000005,-169.00000000001913,-92.00000000000318,216.99999999999875,-132.99999999999423,239.00000000001143,-280.00000000000114,-189.00000000000583,51.000000000001044,-17.000000000000348,265.0000000000041,136.00000000000279,-391.9999999999959,49.00000000001015,173.00000000000182,254.999999999983,,168.9999999999938
2017.07.10,63.00000000000195,-136.00000000000279,-87.99999999999919,202.99999999998875,-131.99999999999878,234.00000000000088,-277.9999999999916,-185.00000000000182,50.0000000000056,-15.00000000000945,307.99999999999716,89.99999999999008,-393.0000000000007,-0.9999999999843467,152.00000000000102,228.99999999999034,,100.9999999999871
2017.07.10,75.00000000000284,-139.00000000000023,-70.99999999999883,210.99999999999852,-100.00000000000009,235.00000000000742,-240.99999999999966,-165.9999999999995,73.00000000000084,-10.000000000010001,323.0000000000066,65.99999999998829,-338.99999999999864,2.0000000000131024,182.00000000000216,188.9999999999947,,290.00000000000756
2017.07.10,60.99999999999994,-205.00000000001074,-85.00000000000173,183.9999999999975,-114.99999999999844,239.99999999999577,-274.0000000000009,-175.99999999999838,72.0000000000054,-14.000000000002899,348.9999999999993,28.999999999990145,-384.9999999999909,-29.999999999996696,168.99999999999693,190.99999999998562,,10.99999999996993
2017.07.10,28.000000000005798,-243.00000000001543,-122.99999999998423,184.99999999998806,-134.99999999999625,290.00000000001245,-307.9999999999927,-190.99999999999673,70.0000000000034,26.999999999999247,383.0,-69.00000000000794,-418.9999999999827,-75.00000000000284,197.00000000000273,153.9999999999875,,-228.99999999997976
2017.07.10,21.00000000000435,-266.0000000000107,-127.99999999999478,239.99999999999488,-90.99999999999665,296.0000000000074,-346.9999999999942,-131.99999999999878,50.0000000000056,25.999999999992696,419.9999999999982,-304.00000000001535,-463.99999999999864,-181.9999999999933,221.00000000000364,75.99999999998718,,-564.0000000000085
2017.07.10,43.00000000000415,-268.0000000000016,-82.99999999998863,246.9999999999999,-56.0000000000005,269.9999999999925,-345.9999999999894,-156.99999999999602,56.0000000000005,23.999999999990695,358.9999999999982,-290.9999999999968,-430.9999999999832,-148.99999999999915,218.00000000000352,69.9999999999923,,-493.9999999999735
2017.07.10,9.00000000000345,-162.00000000001768,-134.99999999999625,283.9999999999918,-53.999999999998494,171.00000000001003,-456.99999999999363,-150.00000000000568,-14.999999999998348,-54.00000000000959,348.00000000001495,-114.0000000000141,-574.9999999999886,-220.99999999998232,212.99999999999386,126.99999999998823,,-785.0000000000023
2017.07.10,-37.99999999999359,-121.00000000001555,-211.99999999998997,227.99999999999443,-22.999999999995246,76.99999999999375,-421.99999999999704,-63.00000000000195,17.999999999995797,-135.00000000000733,331.999999999999,-151.9999999999966,-540.9999999999968,-378.999999999996,223.99999999998954,18.999999999991246,,-1188.000000000026
2017.07.10,-15.999999999993797,-136.00000000000279,-200.00000000000017,149.0000000000009,-12.000000000000899,59.000000000009045,-381.9999999999908,-39.00000000000014,34.99999999999615,-115.00000000000954,304.00000000001535,-181.00000000000892,-530.0000000000011,-380.9999999999869,200.00000000000284,-25.00000000000835,,-1269.9999999999793
2017.07.10,-9.999999999998899,-114.0000000000141,-129.00000000000134,233.99999999999466,-3.999999999992898,48.000000000003595,-387.00000000000045,-97.9999999999981,39.00000000000014,-152.00000000000767,215.00000000000963,-141.99999999999767,-464.999999999975,-261.9999999999845,195.99999999999795,30.999999999981043,,-999.9999999999835
2017.07.10,115.00000000000954,72.99999999998974,-9.999999999998899,210.99999999999852,36.0000000000027,28.000000000005798,-296.99999999999704,-121.99999999999989,51.99999999999649,-150.00000000000568,236.99999999999832,-22.0000000000109,-399.99999999997726,-244.9999999999841,152.00000000000102,46.999999999997044,,-294.99999999997465
2017.07.10,208.00000000000819,105.99999999998388,55.000000000005045,240.99999999999966,65.00000000000395,109.00000000000354,-167.0000000000016,-138.00000000000477,97.9999999999981,-121.99999999999989,261.0000000000001,-4.000000000004,-310.9999999999786,-190.99999999998562,123.99999999999523,44.99999999998394,,379.00000000000716
2017.07.10,226.00000000000398,66.99999999999484,68.00000000000139,281.9999999999965,58.99999999999794,161.00000000001114,-117.999999999995,-187.9999999999993,117.99999999999588,-89.00000000000574,351.99999999999676,-7.0000000000014495,-293.9999999999827,-132.99999999998312,144.99999999999602,66.99999999999484,,716.0000000000219
2017.07.10,304.9999999999997,44.99999999998394,29.00000000001235,282.99999999998704,53.999999999998494,348.9999999999993,-30.9999999999917,-217.0000000000005,165.9999999999995,-75.00000000000284,400.00000000000034,-51.000000000001044,-314.9999999999977,-197.00000000000273,141.9999999999959,74.99999999998064,,961.9999999999607
