date,USDCHF,GBPUSD,EURUSD,USDJPY,AUDUSD,GBPCHF,EURCHF,NZDCHF,GBPJPY,GBPCAD,EURJPY,EURCAD,EURAUD,EURNZD,CADJPY,NZDCAD,empty,sum
2019.07.22,-49.99999999999449,-295.99999999998516,-36.999999999998145,-6.000000000000227,-21.00000000000435,-337.99999999999386,-113.99999999999189,-58.000000000002494,-304.00000000000205,-502.00000000000244,-42.00000000000159,-66.00000000001049,-45.99999999999049,-103.00000000000864,-21.000000000000796,-54.999999999993946,,-2058.9999999999814
2019.07.22,-40.99999999999105,-188.9999999999947,-41.000000000002146,-13.999999999995794,4.000000000004,-263.99999999999756,-68.00000000000139,-41.000000000002146,-203.9999999999793,-456.00000000001194,-55.00000000000682,-82.00000000000429,-46.999999999997044,-106.00000000000608,-34.99999999999659,-12.000000000000899,,-1650.9999999999839
2019.07.22,27.00000000001035,-193.99999999998306,-53.00000000001415,-25.99999999999625,7.9999999999968985,-311.99999999997897,-46.999999999997044,-55.000000000005045,-231.99999999999932,-421.0000000000047,-79.00000000000773,-41.000000000002146,-51.99999999998539,-207.00000000000162,-3.0000000000001137,-70.99999999999883,,-1757.999999999967
2019.07.22,48.000000000003595,-157.99999999999147,-43.999999999999595,-51.9999999999925,-4.999999999999449,-184.99999999999073,11.00000000000545,-58.99999999999794,-280.00000000000114,-370.00000000000364,-121.00000000000932,-25.00000000000835,-98.99999999998244,-282.0000000000045,57.999999999992724,-93.99999999999409,,-1656.9999999999736
2019.07.22,-3.999999999992898,-197.99999999998707,-48.000000000003595,-49.99999999999716,-4.999999999999449,-269.9999999999925,-28.999999999990145,-63.99999999999739,-307.9999999999927,-426.00000000001523,-121.99999999999989,-29.00000000001235,-106.99999999999044,-302.0000000000023,69.00000000000261,-100.00000000000009,,-1992.9999999999704
2019.07.22,-18.999999999991246,-239.99999999999577,-45.000000000006146,-60.99999999999284,1.0000000000065512,-323.99999999999096,-69.00000000000794,-2.999999999997449,-346.99999999998,-469.0000000000083,-132.000000000005,-24.000000000001798,-78.99999999998464,-235.00000000000742,78.99999999999352,-78.99999999999574,,-2045.9999999999652
2019.07.22,-32.999999999994145,-236.99999999999832,-60.000000000015596,-66.99999999999307,1.0000000000065512,-336.9999999999873,-75.99999999998718,12.999999999996348,-349.9999999999943,-514.0000000000144,-136.0000000000099,-76.0000000000094,-78.00000000000028,-228.99999999999034,7.999999999995566,-68.99999999999685,,-2239.9999999999927
2019.07.22,-73.99999999999629,-226.99999999999943,-42.0000000000087,-194.99999999999318,-17.999999999995797,-348.9999999999993,-79.99999999999119,43.00000000000415,-453.9999999999793,-543.0000000000045,-219.0000000000083,-103.99999999999298,-58.000000000002494,-150.00000000000568,36.99999999999193,4.000000000004,,-2428.999999999977
2019.07.22,-121.99999999999989,-160.99999999998892,7.0000000000014495,-240.99999999999966,-27.999999999994696,-384.9999999999909,-119.99999999998678,46.00000000000159,-484.9999999999852,-480.99999999999807,-252.00000000000955,-59.99999999999339,-34.000000000000696,-136.00000000000279,122.99999999999045,7.0000000000014495,,-2321.9999999999554
2019.07.22,-125.99999999999278,-160.99999999998892,-4.000000000004,-301.9999999999925,-43.00000000000415,-359.99999999998255,-112.000000000001,87.00000000000374,-530.0000000000011,-483.0000000000112,-313.0000000000024,-55.000000000005045,-82.99999999998863,-68.00000000000139,150.99999999999625,34.000000000000696,,-2367.9999999999745
2019.07.22,-82.99999999999974,-166.99999999998383,-19.00000000001345,-231.99999999999932,-17.000000000000348,-334.9999999999964,-100.99999999999554,97.00000000000264,-492.999999999995,-462.0000000000068,-279.0000000000106,-82.00000000000429,-95.00000000000064,-48.000000000003595,158.99999999999181,46.00000000000159,,-2111.0000000000136
2019.07.22,-44.99999999999504,-170.00000000000347,-43.00000000001525,-208.99999999998897,-26.000000000003798,-303.9999999999932,-82.99999999998863,90.0000000000012,-462.99999999999386,-463.0000000000134,-268.0000000000007,-106.00000000000608,-139.00000000000023,-25.999999999992696,135.99999999999568,79.00000000000685,,-2039.9999999999923
2019.07.22,-76.99999999999375,-160.99999999998892,-39.00000000001125,-216.99999999999875,-53.999999999998494,-327.99999999999494,-127.99999999999478,133.00000000000534,-460.9999999999843,-469.0000000000083,-299.0000000000066,-113.00000000000753,-185.99999999999727,35.00000000000725,146.0000000000008,113.00000000000753,,-2104.9999999999636
2019.07.22,-83.9999999999952,-188.9999999999947,-60.000000000015596,-211.9999999999891,-19.00000000000235,-348.9999999999993,-139.00000000000023,185.99999999999727,-462.99999999999386,-479.0000000000072,-300.00000000001137,-106.99999999999044,-124.99999999999733,96.99999999999153,149.0000000000009,155.00000000000514,,-1939.000000000002
2019.07.22,-97.9999999999981,-160.99999999998892,-49.99999999999449,-207.9999999999984,-2.000000000002,-339.99999999998477,-153.00000000000313,224.000000000002,-441.99999999997885,-439.0000000000116,-288.0000000000109,-93.99999999999409,-99.99999999998899,177.99999999998929,158.99999999999181,189.00000000000583,,-1624.9999999999657
2019.07.22,-106.99999999999044,-157.99999999999147,-69.00000000000794,-215.99999999999397,-26.000000000003798,-332.9999999999833,-151.9999999999966,204.00000000000418,-462.99999999999386,-440.00000000001813,-308.00000000000693,-117.99999999999588,-148.99999999999915,156.00000000000057,165.99999999999682,182.00000000000438,,-1830.9999999999757
2019.07.22,-94.99999999998954,-148.99999999999915,-39.999999999995595,-239.99999999999488,-26.000000000003798,-335.9999999999808,-134.99999999999625,195.9999999999962,-483.99999999998045,-421.0000000000047,-323.0000000000075,-90.99999999999665,-119.00000000000244,148.99999999999915,167.0000000000016,164.00000000000858,,-1782.999999999946
2019.07.22,-98.99999999999353,-175.99999999999838,-58.000000000002494,-232.99999999998988,-41.000000000002146,-362.99999999998,-143.00000000000423,190.00000000000128,-495.9999999999809,-472.00000000000574,-314.00000000000716,-130.0000000000079,-192.99999999999872,96.99999999999153,170.99999999999227,150.00000000000568,,-2109.99999999998
2019.07.22,-95.99999999999609,-136.99999999998712,-46.999999999997044,-269.999999999996,-105.99999999999498,-322.00000000000006,-137.9999999999937,127.99999999999478,-479.99999999998977,-439.0000000000116,-338.0000000000081,-117.00000000001154,-278.00000000000045,-15.00000000000945,161.99999999999193,87.00000000000374,,-2406.0000000000055
2019.07.22,-104.99999999999955,-207.99999999998596,-99.00000000000463,-240.99999999999966,-102.00000000000209,-302.9999999999866,-117.99999999999588,92.99999999999864,-452.99999999997453,-470.9999999999992,-298.0000000000018,-117.99999999999588,-312.9999999999855,-22.999999999995246,137.00000000000045,80.00000000000229,,-2541.9999999999254
