date,USDCHF,GBPUSD,EURUSD,USDJPY,AUDUSD,GBPCHF,EURCHF,NZDCHF,GBPJPY,GBPCAD,EURJPY,EURCAD,EURAUD,EURNZD,CADJPY,NZDCAD,empty,sum
2019.07.22,59.000000000009045,-160.99999999998892,-32.0000000000098,17.000000000010118,26.999999999999247,-193.99999999998306,-28.999999999990145,-31.999999999998696,-116.99999999999022,-365.0000000000153,-12.000000000000455,-39.00000000001125,24.000000000001798,-39.999999999995595,-12.000000000000455,7.0000000000014495,,-898.9999999999621
2019.07.22,45.000000000006146,-177.99999999998929,-36.0000000000138,31.00000000000591,24.999999999997247,-201.99999999999108,-5.999999999994898,2.000000000002,-193.9999999999884,-409.0000000000149,-26.00000000001046,-21.00000000000435,-12.999999999996348,-78.00000000000028,7.999999999995566,4.999999999999449,,-1046.9999999999973
2019.07.22,73.00000000000084,-146.99999999998602,-22.999999999995246,-21.000000000000796,7.9999999999968985,-144.99999999999514,49.99999999999449,-39.00000000000014,-225.9999999999991,-353.0000000000033,-75.00000000000284,2.999999999997449,-48.000000000003595,-187.00000000000384,84.00000000000318,-57.99999999999139,,-1103.9999999999884
2019.07.22,65.00000000000395,-157.99999999999147,-36.999999999998145,-40.99999999999682,-4.000000000004,-172.99999999997874,22.0000000000109,-51.99999999999649,-265.99999999999113,-354.0000000000099,-111.0000000000042,-5.000000000010552,-96.99999999999153,-266.0000000000107,106.99999999999932,-90.99999999999665,,-1460.999999999966
2019.07.22,2.000000000002,-177.99999999998929,-15.999999999993797,-42.00000000000159,9.00000000000345,-264.9999999999819,-28.000000000005798,-2.000000000002,-284.9999999999966,-413.00000000001893,-89.00000000001285,-7.0000000000014495,-34.000000000000696,-208.99999999999253,88.99999999999864,-57.99999999999139,,-1525.9999999999845
2019.07.22,-13.999999999991797,-214.00000000000307,-35.00000000000725,-53.999999999987836,12.000000000000899,-322.00000000000006,-65.99999999998829,19.00000000000235,-336.9999999999891,-426.00000000001523,-123.00000000000466,1.0000000000065512,-53.999999999998494,-215.99999999999397,115.99999999999966,-68.00000000000139,,-1780.9999999999718
2019.07.22,-4.999999999999449,-214.00000000000307,-34.000000000000696,-30.9999999999917,43.00000000000415,-312.9999999999855,-53.999999999998494,63.99999999999739,-310.0000000000023,-485.0000000000021,-93.00000000000352,-52.000000000007596,15.00000000000945,-82.99999999998863,67.99999999999784,34.000000000000696,,-1449.9999999999734
2019.07.22,-60.99999999999994,-130.99999999999224,24.000000000001798,-167.99999999999216,-12.999999999996348,-301.99999999998005,-58.000000000002494,48.000000000003595,-389.99999999998636,-470.9999999999992,-182.00000000000216,-59.99999999999339,-25.999999999992696,-137.9999999999937,125.99999999999056,9.999999999998899,,-1791.9999999999357
2019.07.22,-72.99999999998974,-160.99999999998892,7.0000000000014495,-208.99999999998897,26.999999999999247,-341.99999999999784,-86.99999999999264,111.00000000000554,-476.99999999997544,-452.00000000000796,-246.9999999999999,-28.000000000005798,38.0000000000047,-26.999999999999247,188.99999999999295,53.999999999998494,,-1676.999999999944
2019.07.22,-54.999999999993946,-149.9999999999835,-2.999999999997449,-181.99999999998795,16.0000000000049,-308.9999999999815,-76.99999999999375,104.99999999999955,-429.9999999999784,-426.00000000001523,-231.00000000000875,-32.0000000000098,2.0000000000131024,-14.000000000002899,173.99999999999238,57.00000000000705,,-1554.9999999999366
2019.07.22,-42.999999999993044,-144.99999999999514,-12.000000000012001,-203.99999999999352,-14.999999999998348,-289.9999999999903,-72.99999999998974,104.00000000000409,-450.9999999999934,-443.0000000000156,-264.00000000001,-66.99999999999484,-88.99999999998354,-18.0000000000069,177.99999999999727,78.00000000000028,,-1753.9999999999745
2019.07.22,-25.999999999992696,-160.99999999998892,-35.00000000000725,-177.99999999999727,-22.999999999995246,-282.9999999999888,-75.00000000000284,136.00000000000279,-436.9999999999834,-455.0000000000054,-261.0000000000099,-93.99999999999409,-130.99999999999224,53.999999999998494,162.9999999999967,131.99999999999878,,-1673.9999999999616
2019.07.22,-72.99999999998974,-140.99999999999113,-32.0000000000098,-206.99999999999363,-19.00000000000235,-325.99999999998187,-124.99999999999733,185.99999999999727,-452.99999999997453,-428.00000000000614,-289.0000000000015,-83.9999999999952,-122.99999999998423,106.00000000000608,185.99999999999284,155.00000000000514,,-1666.999999999926
2019.07.22,-64.99999999999284,-150.99999999999002,-39.00000000001125,-167.0000000000016,-2.999999999997449,-324.9999999999975,-126.99999999998823,233.00000000000543,-411.9999999999777,-431.0000000000036,-253.0000000000001,-83.9999999999952,-95.999999999985,225.00000000000853,161.00000000000136,219.00000000000253,,-1314.999999999923
2019.07.22,-82.99999999999974,-120.99999999999334,-32.999999999994145,-199.99999999998863,4.999999999999449,-312.9999999999855,-140.0000000000068,243.00000000000432,-418.9999999999827,-390.0000000000015,-282.0000000000107,-79.00000000000685,-68.99999999998573,229.99999999999687,183.9999999999975,219.00000000000253,,-1247.999999999955
2019.07.22,-73.99999999999629,-133.99999999998968,-39.999999999995595,-191.99999999999307,-14.000000000002899,-313.99999999999204,-133.99999999998968,212.99999999999653,-424.99999999998295,-419.0000000000138,-281.0000000000059,-90.99999999999665,-119.00000000000244,165.9999999999995,174.99999999999716,192.00000000000327,,-1490.9999999999645
2019.07.22,-64.99999999999284,-139.00000000000023,-32.0000000000098,-222.99999999999898,-7.9999999999968985,-308.9999999999815,-117.99999999999588,205.99999999999508,-467.9999999999893,-406.00000000001745,-307.00000000000216,-65.00000000000395,-93.99999999999409,175.99999999999838,207.9999999999984,178.00000000000037,,-1465.9999999999907
2019.07.22,-72.99999999998974,-140.99999999999113,-43.00000000001525,-206.99999999999363,-41.000000000002146,-322.00000000000006,-137.9999999999937,194.0000000000053,-450.9999999999934,-445.0000000000065,-302.0000000000067,-113.99999999999189,-187.99999999998818,112.000000000001,176.00000000000193,175.00000000000293,,-1807.9999999999616
2019.07.22,-90.99999999999665,-34.99999999998504,17.999999999984695,-239.99999999999488,-100.00000000000009,-241.99999999998667,-93.99999999999409,129.00000000000134,-378.9999999999907,-337.0000000000095,-274.0000000000009,-62.99999999999084,-231.99999999998778,11.999999999989797,186.9999999999976,89.00000000000574,,-1651.999999999958
2019.07.22,39.00000000000014,-201.99999999999108,-89.00000000000574,-149.99999999999147,-60.99999999999994,-240.9999999999801,-51.000000000001044,102.99999999999754,-448.99999999998386,-440.00000000001813,-288.0000000000109,-100.0000000000112,-296.9999999999917,5.000000000010552,176.9999999999925,109.00000000000354,,-1934.9999999999807
2019.07.22,24.000000000001798,66.00000000001049,-43.999999999999595,-112.99999999999955,-34.000000000000696,0.0,-26.999999999999247,112.99999999999643,-111.99999999999477,-23.00000000001745,-198.0000000000075,17.000000000000348,-170.99999999998784,70.99999999999883,183.9999999999975,70.0000000000034,,-176.99999999999784
2019.07.22,77.00000000000485,97.9999999999981,-53.999999999998494,-95.99999999998943,-26.000000000003798,97.00000000001374,19.999999999997797,100.99999999999554,-55.999999999983174,70.99999999999883,-189.00000000000716,48.99999999998794,-168.99999999999693,113.99999999999189,197.00000000000273,77.00000000000485,,311.0000000000173
