date,GBPCHF,EURCHF,GBPAUD,EURJPY,EURCAD,EURAUD,AUDNZD,empty,sum
2018.04.09,-7.0000000000014495,11.00000000000545,-139.00000000000023,13.00000000000523,21.00000000000435,-104.99999999999955,76.99999999999375,,-128.99999999999244
2018.04.09,-103.00000000000864,-48.000000000003595,-301.0000000000179,39.99999999999204,-92.00000000000318,-181.00000000000892,17.999999999984695,,-667.0000000000656
2018.04.09,-192.99999999999872,-116.00000000000499,-117.00000000001154,-88.99999999999864,-14.000000000002899,-28.000000000005798,66.99999999999484,,-490.0000000000278
2018.04.09,-195.9999999999962,-72.0000000000054,-182.0000000000155,97.99999999998477,-52.000000000007596,-19.999999999997797,37.99999999998249,,-386.0000000000552
2018.04.09,-209.9999999999991,-36.999999999998145,-121.99999999999989,140.99999999999113,-72.99999999998974,89.00000000000574,141.99999999999767,,-69.99999999999238
2018.04.09,-219.00000000001364,-55.000000000005045,-153.00000000000313,55.999999999983174,-123.00000000000644,42.999999999993044,119.99999999998678,,-331.00000000006526
2018.04.09,-249.99999999999466,-80.99999999999774,-26.0000000000149,94.99999999999886,-14.000000000002899,154.99999999999403,122.99999999998423,,1.9999999999669456
2018.04.09,-279.00000000000705,-96.99999999999153,92.99999999998754,99.99999999999432,25.00000000000835,273.9999999999965,126.0000000000039,,241.999999999992
2018.04.09,-295.0000000000008,-114.99999999999844,72.99999999998974,87.99999999999386,11.00000000000545,251.00000000000122,55.99999999998939,,68.9999999999805
2018.04.09,-295.0000000000008,-103.00000000000864,-28.000000000005798,102.99999999998022,-17.000000000000348,178.99999999999582,-8.000000000008,,-169.00000000004752
2018.04.09,-320.9999999999935,-110.99999999999443,15.999999999993797,147.99999999999613,18.0000000000069,236.99999999999832,-35.00000000000725,,-48.00000000000003
2018.04.09,-351.99999999999676,-150.00000000000568,-4.000000000004,27.999999999991587,-35.00000000000725,204.99999999998852,-62.000000000006494,,-370.00000000004
2018.04.09,-341.00000000001353,-137.00000000000932,102.99999999998644,21.99999999999136,1.0000000000065512,306.9999999999906,78.99999999998464,,33.999999999936776
2018.04.09,-346.0000000000019,-140.99999999999113,123.99999999999079,-55.00000000000682,-11.999999999989797,323.0000000000066,69.9999999999923,,-36.99999999999997
2018.04.09,-334.9999999999964,-140.99999999999113,121.99999999999989,-28.00000000002001,-41.000000000002146,307.99999999999716,-6.000000000017103,,-121.00000000002979
2018.04.09,-313.00000000000773,-160.00000000000458,116.99999999998934,-88.99999999999864,-66.99999999999484,251.00000000000122,-33.00000000001635,,-294.0000000000316
2018.04.09,-292.00000000000335,-141.99999999999767,68.00000000000139,-22.999999999996135,-56.99999999999594,208.00000000000819,-134.99999999999625,,-372.9999999999798
2018.04.09,-280.9999999999979,-174.00000000000747,51.99999999998539,-88.99999999999864,-136.99999999998712,141.99999999999767,-145.00000000001734,,-632.0000000000254
2018.04.09,-502.00000000000244,-167.9999999999904,-146.00000000000168,-128.00000000001432,-49.99999999999449,242.00000000000887,-79.00000000000685,,-831.0000000000014
2018.04.09,-370.00000000000364,-184.00000000000637,42.999999999993044,-198.0000000000075,-26.999999999999247,228.99999999999034,-121.00000000001555,,-628.0000000000489
