date,GBPCHF,EURCHF,GBPAUD,EURJPY,EURCAD,EURAUD,AUDNZD,empty,sum
2018.04.09,-90.99999999999665,-55.99999999998939,-174.00000000000747,-68.00000000001205,-43.999999999999595,-130.99999999999224,-51.000000000001044,,-614.9999999999984
2018.04.09,-197.00000000000273,-89.00000000000574,-319.0000000000026,-13.00000000000523,-253.99999999999866,-222.00000000001108,-50.0000000000167,,-1144.0000000000427
2018.04.09,-198.99999999999363,-120.99999999999334,-301.0000000000179,-123.00000000001887,-146.00000000000168,-201.00000000000674,4.999999999988347,,-1086.0000000000439
2018.04.09,-224.000000000002,-117.99999999999588,-195.00000000001182,-93.00000000001774,-62.99999999999084,-42.999999999993044,35.999999999991594,,-700.0000000000197
2018.04.09,-217.0000000000005,-76.99999999999375,-196.0000000000184,84.99999999997954,-95.00000000000064,-39.00000000001125,20.999999999982144,,-518.0000000000628
2018.04.09,-226.99999999999943,-62.000000000006494,-158.0000000000137,18.000000000000682,-130.0000000000079,39.999999999995595,104.99999999999955,,-414.0000000000317
2018.04.09,-272.00000000000557,-95.00000000000064,-181.00000000000892,-34.99999999999659,-161.99999999999548,15.00000000000945,102.99999999998644,,-627.0000000000113
2018.04.09,-295.0000000000008,-106.00000000000608,-91.00000000001884,26.999999999986812,-49.99999999999449,96.99999999999153,0.9999999999843467,,-417.0000000000575
2018.04.09,-307.99999999999716,-129.00000000000134,32.999999999994145,18.000000000000682,-39.999999999995595,212.99999999999653,38.99999999998904,,-174.00000000001376
2018.04.09,-341.00000000001353,-130.0000000000079,-57.00000000001815,66.99999999997885,-52.000000000007596,157.99999999999147,-16.000000000016,,-371.0000000000929
2018.04.09,-324.9999999999975,-121.99999999999989,-53.00000000001415,72.99999999997908,-28.000000000005798,164.00000000000858,-55.000000000005045,,-346.00000000003473
2018.04.09,-358.00000000001387,-154.0000000000097,-94.00000000001629,19.000000000005457,-49.99999999999449,131.99999999999878,-97.00000000001374,,-602.0000000000439
2018.04.09,-358.9999999999982,-157.00000000000713,-11.00000000000545,-9.000000000014552,-53.999999999998494,184.99999999999073,-58.000000000002494,,-463.00000000003564
2018.04.09,-354.9999999999942,-150.00000000000568,53.999999999998494,-99.00000000001796,-39.999999999995595,248.99999999998812,37.99999999998249,,-303.0000000000443
2018.04.09,-358.9999999999982,-156.00000000000057,75.99999999998718,-75.9999999999934,-58.000000000002494,273.9999999999965,-16.000000000016,,-315.00000000002706
2018.04.09,-356.00000000000074,-164.99999999999292,59.99999999999339,-93.99999999999409,-70.99999999999883,211.99999999998997,-67.00000000001705,,-481.00000000002024
2018.04.09,-324.0000000000132,-167.00000000000603,62.99999999999084,-98.00000000001319,-79.00000000000685,208.00000000000819,-147.00000000000824,,-544.0000000000484
2018.04.09,-316.0000000000052,-188.00000000001037,25.999999999992696,-129.0000000000191,-185.99999999999727,97.9999999999981,-146.00000000000168,,-841.0000000000429
2018.04.09,-527.0000000000108,-191.99999999999218,-209.9999999999991,-171.99999999999704,-144.99999999999514,131.99999999999878,-174.00000000000747,,-1288.000000000003
2018.04.09,-502.00000000000244,-187.00000000000384,-160.00000000000458,-213.99999999999864,-95.00000000000064,185.99999999999727,-121.99999999999989,,-1094.0000000000127
2018.04.09,-392.00000000001455,-191.99999999999218,-497.0000000000141,-206.99999999999363,-205.99999999999508,-177.00000000000495,-280.9999999999979,,-1952.0000000000125
2018.04.09,-429.99999999999704,-147.99999999999258,-648.0000000000041,-247.0000000000141,-306.00000000000625,-238.0000000000049,-307.99999999999716,,-2325.0000000000164
2018.04.09,-429.00000000001273,-202.9999999999976,-584.0000000000067,-270.00000000001023,-346.0000000000019,-258.0000000000027,-266.0000000000107,,-2356.0000000000427
2018.04.09,-445.0000000000065,-182.99999999999983,-727.0000000000109,-272.99999999999613,-438.9999999999894,-339.0000000000004,-333.0000000000055,,-2739.0000000000086
2018.04.09,-462.0000000000068,-181.9999999999933,-777.0000000000055,-272.99999999999613,-445.99999999999085,-373.00000000000114,-346.0000000000019,,-2858.9999999999955
2018.04.09,-448.000000000004,-194.99999999998963,-652.0000000000082,-260.0000000000193,-434.000000000001,-327.99999999999494,-346.0000000000019,,-2663.000000000019
2018.04.09,-432.0000000000102,-208.00000000000819,-831.000000000004,-223.0000000000132,-578.9999999999961,-475.0000000000032,-355.0000000000164,,-3103.0000000000514
2018.04.09,-514.9999999999987,-208.00000000000819,-882.000000000005,-180.00000000000682,-499.000000000005,-475.0000000000032,-362.00000000001785,,-3121.0000000000446
2018.04.09,-524.9999999999977,-242.99999999999324,-846.0000000000134,-218.9999999999941,-405.9999999999952,-470.9999999999992,-399.00000000001603,,-3109.0000000000086
