date,EURUSD,USDJPY,USDCAD,AUDUSD,EURCHF,GBPAUD,EURAUD,NZDJPY,AUDCAD,NZDCAD,AUDNZD,empty,sum
2016.06.13,-50.0000000000167,-14.000000000010004,-0.9999999999843467,-23.999999999990695,-22.0000000000109,-357.99999999999164,-113.99999999999189,0.0,-78.00000000000028,-60.00000000000449,0.0,,-721.0000000000011
2016.06.13,-25.00000000000835,-51.00000000000193,33.00000000001635,31.000000000003247,-63.000000000013046,-273.9999999999965,-188.9999999999947,-127.00000000000955,15.999999999993797,-170.00000000000347,-66.99999999999484,,-886.0000000000092
2016.06.13,-50.0000000000167,-162.00000000000614,13.000000000018552,-0.999999999995449,-30.0000000000189,-458.00000000000284,-222.00000000001108,-149.0000000000009,2.000000000002,-146.99999999999713,-63.99999999999739,,-1268.000000000026
2016.06.13,-45.000000000006146,-111.0000000000042,45.000000000006146,-39.999999999995595,-42.0000000000087,-556.0000000000009,-154.0000000000097,-63.00000000000239,-34.000000000000696,-85.00000000000173,-36.999999999998145,,-1122.000000000022
2016.06.13,-18.0000000000069,-206.00000000000307,93.00000000000975,-39.00000000000014,-29.00000000001235,-700.999999999996,-102.00000000000209,-90.00000000000341,5.999999999994898,-67.00000000000594,-19.999999999997797,,-1173.0000000000227
2016.06.13,-16.000000000016,-415.00000000000625,29.00000000001235,-21.999999999999797,-99.00000000000463,-1065.0000000000048,-204.00000000000418,-344.0000000000083,19.999999999997797,-104.99999999999955,-37.99999999998249,,-2259.0000000000155
2016.06.13,-23.00000000001745,-324.0000000000123,55.000000000005045,-33.9999999999896,-83.00000000001084,-828.0000000000065,-146.00000000000168,-261.0000000000099,-11.00000000000545,-85.99999999999719,-51.000000000001044,,-1792.000000000047
2016.06.13,-35.00000000000725,-438.0000000000024,-51.99999999998539,-13.999999999991797,-64.0000000000196,-540.9999999999915,-252.0000000000078,-394.00000000000546,-29.000000000001247,-79.00000000000685,-89.99999999999008,,-1988.0000000000089
2016.06.13,-1.0000000000065512,-571.0000000000122,-201.99999999999108,33.000000000005244,-96.00000000000719,-920.9999999999941,-269.9999999999925,-579.0000000000077,-104.00000000000409,-158.99999999999804,-158.99999999999804,,-3029.000000000007
2016.06.13,59.99999999999339,-718.0000000000035,-166.99999999998383,-5.999999999994898,-73.00000000001194,-1022.9999999999961,-96.99999999999153,-642.0000000000101,-136.00000000000279,-90.99999999999665,-210.99999999998343,,-3103.999999999982
2016.06.13,12.999999999996348,-729.0000000000134,-123.99999999999079,-104.99999999999955,-69.00000000000794,-1073.9999999999973,-2.999999999997449,-604.0000000000134,-221.99999999999997,-46.999999999997044,-217.0000000000005,,-3181.0000000000214
2016.06.13,-1.0000000000065512,-673.0000000000018,-118.99999999998023,-92.99999999999864,-3.0000000000196536,-1208.000000000009,22.0000000000109,-540.0000000000063,-246.99999999999721,-29.999999999996696,-241.99999999998667,,-3133.9999999999923
