date,USDJPY,GBPCHF,EURCHF,CHFJPY,EURGBP,GBPJPY,GBPAUD,EURJPY,EURCAD,AUDNZD,empty,sum
2016.02.08,-203.00000000000296,-309.0000000000037,-7.0000000000014495,-254.99999999999545,-7.9999999999968985,-466.0000000000082,-269.9999999999925,-207.00000000002206,-2.999999999997449,-195.9999999999962,,-1924.0000000000168
2016.02.08,-143.00000000000068,-275.000000000003,-11.00000000000545,-227.99999999999443,-14.999999999998348,-425.9999999999877,-225.00000000000853,-179.00000000000205,-19.999999999997797,-198.00000000000927,,-1720.0000000000073
2016.02.08,-174.99999999999716,-480.99999999999807,26.999999999999247,-189.00000000000716,-70.99999999999883,-558.9999999999975,34.000000000000696,-174.0000000000066,-259.9999999999936,-129.00000000000134,,-1977.0000000000005
2016.02.08,-161.99999999999193,-521.0000000000159,72.99999999998974,-155.00000000000114,-58.99999999999794,-536.0000000000014,-114.99999999999844,-180.00000000000682,-102.99999999998644,-204.00000000000418,,-1962.0000000000143
2016.02.08,-224.99999999999432,-544.9999999999955,59.000000000009045,-174.0000000000066,-85.99999999999719,-626.0000000000048,59.00000000003125,-197.00000000000273,-148.99999999999915,-161.99999999999548,,-2045.9999999999552
2016.02.08,-240.99999999999966,-560.0000000000049,69.00000000000794,-219.99999999999886,-75.9999999999983,-680.9999999999832,193.00000000002092,-258.0000000000098,-91.99999999998099,-188.00000000001037,,-2053.999999999957
2016.02.08,-331.99999999999363,-595.0000000000122,97.9999999999981,-296.0000000000065,-77.00000000000485,-834.0000000000032,242.99999999999324,-376.0000000000048,-89.99999999999008,-225.00000000000853,,-2484.0000000000323
2016.02.08,-423.0000000000018,-622.9999999999958,110.99999999999443,-361.99999999999477,-82.00000000000429,-966.0000000000082,97.00000000001374,-473.0000000000132,-52.99999999999194,-139.00000000000023,,-2913.0000000000027
2016.02.08,-460.9999999999985,-615.9999999999943,58.000000000002494,-411.00000000000136,-117.00000000000044,-1021.9999999999914,-141.99999999999767,-451.0000000000218,-39.999999999995595,-80.99999999999774,,-3282.9999999999964
2016.02.08,-454.9999999999983,-653.0000000000147,83.9999999999952,-352.99999999999443,-118.00000000000699,-975.9999999999991,-131.99999999997658,-418.00000000000637,-125.99999999998168,-73.99999999999629,,-3220.999999999979
2016.02.08,-408.9999999999918,-609.0000000000151,62.99999999999084,-332.9999999999984,-114.00000000000298,-900.999999999982,-144.99999999997294,-367.999999999995,-123.99999999999079,-19.999999999997797,,-2959.9999999999563
2016.02.08,-432.9999999999927,-653.0000000000147,49.00000000001015,-322.9999999999933,-141.99999999999767,-936.000000000007,-240.9999999999801,-338.0000000000223,-186.99999999998164,-25.00000000000835,,-3228.9999999999877
2016.02.08,-453.9999999999935,-672.0000000000059,42.0000000000087,-311.00000000000705,-151.9999999999966,-942.0000000000073,-158.99999999997584,-328.00000000000296,-238.99999999998923,-56.99999999999594,,-3271.999999999966
2016.02.08,-534.9999999999966,-696.0000000000077,36.999999999998145,-436.00000000000705,-170.99999999999892,-1155.0000000000011,-76.99999999997154,-461.00000000001273,-347.9999999999928,-51.000000000001044,,-3892.999999999991
2016.02.08,-658.9999999999918,-714.999999999999,31.000000000003247,-549.0000000000066,-187.00000000000384,-1344.9999999999989,39.00000000003345,-576.0000000000218,-429.99999999999704,-202.9999999999976,,-4593.99999999998
2016.02.08,-617.0000000000044,-697.9999999999986,97.9999999999981,-534.000000000006,-134.99999999999625,-1294.9999999999875,92.0000000000254,-634.0000000000146,-225.99999999999287,-256.00000000001177,,-4204.999999999988
2016.02.08,-614.0000000000043,-636.0000000000143,123.00000000000644,-486.0000000000042,-82.00000000000429,-1156.000000000006,214.0000000000253,-611.9999999999948,-249.99999999999466,-258.0000000000027,,-3756.9999999999927
2016.02.08,-694.9999999999932,-614.0000000000034,154.0000000000097,-579.9999999999983,-48.99999999999905,-1262.0000000000005,218.00000000000708,-756.0000000000002,-253.99999999999866,-185.99999999999727,,-4023.999999999973
2016.02.08,-597.999999999999,-693.9999999999947,121.99999999999989,-534.9999999999966,-112.000000000001,-1288.9999999999873,350.9999999999902,-664.0000000000157,-363.9999999999866,-266.999999999995,,-4049.999999999985
2016.02.08,-530.9999999999917,-876.9999999999944,119.00000000000244,-408.00000000000125,-211.00000000000563,-1323.0000000000075,330.00000000003024,-516.0000000000196,-410.99999999998363,-385.99999999999744,,-4213.999999999969
2016.02.08,-331.00000000000307,-731.9999999999993,114.99999999999844,-427.99999999999727,-136.99999999999824,-1180.0000000000068,601.0000000000293,-540.0000000000205,-400.00000000000034,-472.00000000000574,,-3504.000000000004
2016.02.08,-338.99999999999864,-330.0000000000081,139.00000000000023,-378.0000000000001,95.99999999999609,-623.9999999999952,1072.0000000000064,-507.000000000005,-209.9999999999991,-415.99999999999415,,-1496.9999999999975
2016.02.08,-159.9999999999966,-381.0000000000091,347.9999999999928,-243.99999999999977,212.00000000000108,-491.9999999999902,906.9999999999911,-600.9999999999991,185.99999999999727,-218.00000000000708,,-443.00000000001955
2016.02.08,46.999999999997044,-292.00000000000335,249.00000000001032,-126.00000000000477,190.99999999999673,-223.99999999998954,107.99999999999699,-356.00000000002296,543.0000000000045,-251.00000000000122,,-111.00000000001623
2016.02.08,70.00000000000739,34.99999999998504,205.00000000001074,-96.9999999999942,336.9999999999984,198.0000000000075,556.0000000000009,-276.00000000001046,362.00000000001785,-219.00000000001364,,1171.0000000000095
2016.02.08,87.0000000000033,151.9999999999966,170.00000000000347,-4.9999999999954525,366.9999999999951,472.0000000000084,811.0000000000284,-117.999999999995,235.00000000000742,-252.0000000000078,,1919.0000000000446
2016.02.08,115.99999999999966,156.99999999998494,59.99999999999339,471.00000000000364,298.9999999999937,1168.0000000000064,1461.0000000000234,528.9999999999964,-224.000000000002,-231.0000000000034,,3805.9999999999964
2016.02.08,131.00000000000023,-42.0000000000087,171.99999999999437,477.99999999999443,266.999999999995,941.0000000000025,1414.0000000000264,405.9999999999775,-268.9999999999859,-293.0000000000099,,3204.999999999986
2016.02.08,516.9999999999959,187.99999999998818,-32.0000000000098,674.9999999999972,258.0000000000027,1493.9999999999998,1018.0000000000077,854.9999999999898,-139.9999999999846,-205.00000000001074,,4627.999999999976
2016.02.08,525.0000000000057,483.99999999999557,-36.999999999998145,706.0000000000031,407.0000000000018,1884.0000000000146,1004.0000000000049,901.9999999999868,413.00000000001893,-73.99999999999629,,6214.000000000037
2016.02.08,311.00000000000705,248.00000000000378,-58.000000000002494,759.0000000000003,268.0000000000016,1688.0000000000166,1025.0000000000093,984.9999999999852,-237.99999999998266,-300.99999999999574,,4687.000000000044
2016.02.08,358.99999999999466,187.00000000000384,-14.000000000002899,694.0000000000026,263.0000000000021,1516.999999999996,970.0000000000042,858.0000000000041,30.0000000000189,-273.9999999999965,,4590.000000000027
2016.02.08,558.9999999999975,551.9999999999969,-181.00000000000892,590.0000000000034,346.9999999999973,1793.0000000000064,1157.0000000000302,936.9999999999834,70.0000000000145,-313.00000000000773,,5511.000000000013
2016.02.08,683.0000000000069,648.0000000000041,-102.00000000000209,631.0000000000002,448.000000000004,1966.0000000000082,1079.0000000000077,897.9999999999961,399.00000000001603,-270.99999999999903,,6379.000000000043
2016.02.08,1073.9999999999982,994.9999999999903,-322.00000000000006,748.0000000000047,481.9999999999935,2539.999999999992,1047.0000000000202,1275.999999999982,632.0000000000103,-322.00000000000006,,8149.999999999991
2016.02.08,1219.0000000000082,1292.0000000000043,-234.00000000000088,888.0000000000052,702.0000000000026,3086.0000000000127,1536.0000000000261,1337.9999999999939,834.0000000000014,-263.99999999999756,,10397.000000000056
2016.02.08,1240.9999999999995,1251.000000000002,-234.00000000000088,593.9999999999941,685.0000000000023,2615.000000000009,1515.0000000000218,1006.0000000000002,906.0000000000068,-378.999999999996,,9200.00000000004
2016.02.08,1076.9999999999982,1022.9999999999961,-160.99999999998892,582.9999999999984,612.0000000000015,2326.999999999998,1691.0000000000202,905.9999999999775,636.0000000000143,-337.0000000000095,,8357.000000000005
2016.02.08,984.9999999999994,892.0000000000039,-130.99999999999224,578.9999999999935,561.0000000000003,2179.000000000002,1810.0000000000005,872.9999999999905,278.00000000000045,-419.0000000000138,,7606.9999999999845
2016.02.08,1153.9999999999964,855.0000000000058,-68.00000000000139,802.0000000000067,585.9999999999976,2454.0000000000077,1596.0000000000196,1042.0000000000016,432.0000000000102,-304.9999999999997,,8548.000000000045
2016.02.08,1247.0,960.0000000000053,-137.00000000000932,722.999999999999,595.0000000000011,2463.9999999999986,1365.0000000000161,1036.0000000000014,653.999999999999,-251.00000000000122,,8656.00000000001
2016.02.08,1501.9999999999955,1234.9999999999861,-235.00000000000742,719.9999999999989,675.9999999999989,2775.0000000000055,1166.0000000000005,1145.9999999999866,943.000000000005,-170.00000000000347,,9757.999999999967
2016.02.08,1382.000000000005,1248.0000000000045,-173.00000000000094,650.0000000000057,724.0000000000024,2691.0000000000027,972.0000000000173,990.9999999999854,1271.0,-156.00000000000057,,9600.000000000022
2016.02.08,1418.9999999999968,1305.0000000000007,-137.00000000000932,509.00000000000034,785.0000000000024,2552.9999999999973,879.0000000000298,793.9999999999827,1398.0000000000105,-272.00000000000557,,9233.000000000005
2016.02.08,1266.0000000000055,1255.9999999999905,-127.99999999999478,462.99999999999386,763.9999999999981,2433.9999999999973,1063.9999999999982,734.9999999999852,1187.0000000000048,-258.0000000000027,,8782.999999999976
2016.02.08,1117.0000000000045,1175.9999999999993,-161.99999999999548,397.99999999999613,692.0000000000038,2253.999999999991,1126.0000000000048,706.9999999999936,1070.0000000000155,-261.0000000000001,,8117.000000000013
2016.02.08,974.9999999999943,1083.9999999999961,-96.99999999999153,266.9999999999959,688.9999999999952,1954.0000000000077,993.0000000000216,483.0000000000041,1097.999999999999,-255.00000000000523,,7191.000000000017
2016.02.08,948.0000000000075,1119.0000000000034,-120.99999999999334,283.00000000000125,673.9999999999968,1968.999999999994,1093.0000000000107,491.9999999999902,994.000000000006,-241.00000000000233,,7210.000000000014
2016.02.09,1097.999999999999,1082.9999999999895,-86.0000000000083,400.0000000000057,697.9999999999986,2135.9999999999955,1009.9999999999998,597.9999999999848,1059.00000000001,-225.00000000000853,,7770.999999999966
2016.02.09,1302.0000000000068,1149.0,-49.00000000001015,650.9999999999962,751.0000000000017,2524.000000000001,1048.0000000000266,811.9999999999834,1173.0000000000018,-321.0000000000157,,9039.99999999999
2016.02.09,1266.0000000000055,1156.999999999986,-75.00000000000284,566.9999999999931,739.9999999999962,2443.000000000012,776.0000000000211,771.9999999999914,1161.000000000012,-249.00000000001032,,8558.000000000004
2016.02.09,1120.0000000000045,1041.000000000003,-113.00000000000753,474.00000000000375,651.0000000000016,2182.9999999999927,672.0000000000059,724.9999999999943,1009.0000000000155,-232.99999999999432,,7529.000000000019
2016.02.09,1194.0000000000027,1228.9999999999911,-198.99999999999363,477.99999999999443,702.0000000000026,2421.9999999999973,621.0000000000271,824.9999999999886,1076.0000000000102,-127.99999999999478,,8220.000000000027
2016.02.09,1420.0000000000018,1353.000000000004,-153.00000000000313,617.999999999995,800.0000000000007,2765.999999999991,-335.9999999999808,924.999999999983,1406.0000000000184,66.99999999999484,,8866.000000000004
2016.02.09,1590.0000000000034,1316.0000000000061,-164.99999999999292,704.9999999999983,768.000000000002,2846.0000000000036,-339.0000000000004,1036.0000000000014,1365.0000000000161,28.999999999990145,,9151.00000000003
2016.02.09,1564.9999999999977,1380.0000000000034,-147.99999999999258,677.0000000000067,808.9999999999931,2877.0000000000095,-215.99999999999397,997.9999999999905,1392.9999999999998,11.999999999989797,,9347.000000000004
2016.02.09,1861.9999999999948,1384.9999999999918,-160.00000000000458,1022.9999999999961,809.9999999999997,3378.0000000000146,-209.9999999999991,1384.999999999991,1385.000000000014,-76.99999999999375,,10781.000000000005
2016.02.09,1957.9999999999984,1469.9999999999936,-120.00000000000898,1048.0000000000018,883.9999999999959,3503.999999999991,-415.9999999999719,1359.9999999999852,1507.0000000000139,-41.000000000002146,,11153.999999999996
2016.02.09,2471.0000000000036,1680.999999999999,-147.00000000000824,1331.9999999999936,983.999999999996,4171.999999999997,-744.9999999999957,1715.0000000000034,1782.0000000000168,-26.999999999999247,,13218.000000000005
2016.02.09,2212.000000000003,1594.999999999991,-270.99999999999903,1195.999999999998,847.9999999999932,3871.000000000009,-235.99999999999176,1705.9999999999889,1412.0000000000132,-126.0000000000039,,12207.000000000002
2016.02.09,2153.9999999999964,1543.0000000000055,-221.00000000000452,1209.0000000000032,856.0000000000013,3831.0000000000173,-320.00000000000915,1659.9999999999966,1418.0000000000082,-97.00000000001374,,12033.0
2016.02.09,2227.9999999999945,1543.0000000000055,-211.00000000000563,1275.9999999999964,861.9999999999961,3941.0000000000027,-367.99999999996834,1735.99999999999,1416.0000000000173,-52.000000000007596,,12371.000000000022
2016.02.09,2176.000000000002,1539.999999999986,-209.9999999999991,1265.0000000000005,863.9999999999981,3912.0000000000064,-302.9999999999866,1711.999999999989,1377.000000000006,-48.000000000003595,,12284.999999999996
2016.02.09,1951.0000000000077,1492.9999999999889,-171.00000000001003,1069.9999999999932,866.0000000000001,3579.0000000000077,-188.9999999999947,1450.9999999999934,1370.0000000000045,7.0000000000014495,,11426.99999999999
2016.02.09,2016.999999999996,1580.0000000000036,-218.00000000000708,1054.000000000002,876.9999999999944,3662.0000000000064,-46.999999999997044,1497.9999999999905,1412.9999999999975,9.999999999998899,,11845.999999999987
2016.02.09,1858.000000000004,1615.9999999999952,-253.99999999999866,1010.0000000000051,866.9999999999956,3632.000000000005,126.00000000002609,1483.9999999999804,1246.0000000000139,15.999999999993797,,11601.00000000002
2016.02.09,1567.0000000000073,1560.9999999999902,-300.99999999999574,757.000000000005,807.0000000000022,3218.999999999994,198.00000000000927,1262.0000000000005,1199.0000000000168,34.000000000000696,,10303.000000000027
2016.02.09,1486.000000000004,1302.0000000000032,-365.99999999999966,635.0000000000051,624.9999999999977,2748.9999999999955,84.0000000000174,1207.9999999999984,853.9999999999992,14.000000000002899,,8591.000000000024
2016.02.09,1647.0000000000055,1381.9999999999943,-378.999999999996,599.0000000000038,653.0000000000035,2780.000000000001,-365.99999999999966,1182.9999999999927,958.0000000000144,62.99999999999084,,8520.000000000011
2016.02.09,1421.0000000000064,1390.9999999999866,-527.9999999999951,466.99999999999875,553.0000000000035,2611.000000000018,-496.9999999999697,1216.9999999999845,463.0000000000134,100.99999999999554,,7199.000000000042
2016.02.09,1489.0000000000043,1392.9999999999998,-478.0000000000006,573.9999999999981,587.9999999999997,2768.000000000001,-604.9999999999667,1274.9999999999773,451.0000000000014,150.00000000000568,,7605.00000000002
2016.02.09,1512.0000000000005,1558.9999999999993,-578.9999999999961,400.0000000000057,614.0000000000034,2719.999999999999,-607.9999999999864,1200.9999999999934,657.0000000000186,134.99999999999625,,7611.000000000035
2016.02.09,1433.0000000000068,1441.0000000000034,-560.9999999999893,275.99999999999625,564.9999999999933,2401.0000000000105,-449.0000000000105,1042.0000000000016,275.000000000003,165.9999999999995,,6589.000000000014
2016.02.09,1445.999999999998,1727.9999999999961,-676.9999999999943,-39.00000000000148,636.9999999999986,2277.999999999992,-680.9999999999761,830.9999999999889,588.0000000000107,190.00000000000128,,6301.000000000014
2016.02.09,1545.0000000000018,1885.9999999999877,-583.0000000000002,66.0000000000025,785.0000000000024,2615.000000000009,-587.9999999999885,840.0000000000034,822.0000000000116,137.9999999999937,,7526.000000000025
2016.02.09,1733.9999999999945,2063.999999999999,-587.9999999999885,331.00000000000307,878.000000000001,3203.0000000000027,-457.9999999999807,1127.999999999986,809.9999999999997,146.99999999998602,,9249.000000000002
2016.02.09,1789.0000000000014,2312.0000000000027,-638.9999999999895,298.0000000000018,988.9999999999955,3445.999999999998,-838.9999999999898,1161.0000000000014,1093.0000000000107,124.99999999999733,,9735.00000000003
2016.02.09,1962.0000000000032,2367.9999999999923,-580.0000000000027,406.0000000000059,1056.0000000000014,3671.9999999999973,-1497.9999999999993,1209.9999999999795,1405.0000000000118,425.99999999999307,,10426.999999999982
2016.02.09,1960.000000000008,2821.9999999999914,-764.9999999999934,96.9999999999942,1171.9999999999952,3766.999999999996,-1487.9999999999782,1090.0000000000034,1662.000000000008,448.000000000004,,10765.000000000027
2016.02.09,2409.9999999999964,3495.999999999988,-760.9999999999894,46.999999999997044,1551.9999999999977,4483.000000000004,-1052.0000000000084,1025.999999999982,2116.000000000007,731.9999999999993,,14048.999999999975
2016.02.09,2221.999999999994,3569.999999999984,-720.9999999999939,-150.99999999999625,1619.9999999999993,4293.000000000006,-188.9999999999947,764.9999999999864,1836.9999999999998,607.0000000000019,,13852.999999999987
2016.02.09,1784.000000000006,3177.999999999992,-825.0000000000091,-519.0000000000055,1324.000000000003,3300.0000000000114,161.00000000003334,481.9999999999993,916.0000000000057,419.9999999999982,,10221.000000000035
2016.02.09,1698.9999999999982,3454.0000000000014,-878.000000000001,-750.0,1444.9999999999964,3322.0000000000027,408.00000000000836,287.9999999999825,1250.0000000000177,383.0,,10621.000000000007
2016.02.09,2108.000000000004,3024.9999999999886,-862.0000000000072,-587.0000000000033,1222.000000000001,3042.000000000002,51.00000000002325,441.99999999997885,1482.0000000000055,327.99999999999494,,10250.999999999987
2016.02.09,1694.0000000000027,2890.999999999999,-778.9999999999964,-939.9999999999977,1202.9999999999984,2385.9999999999955,206.00000000001728,-34.000000000020236,1219.0000000000146,329.00000000000153,,8175.0000000000155
2016.02.09,1953.000000000003,2841.999999999989,-678.0000000000008,-631.0000000000002,1244.0000000000007,2763.0000000000055,-119.99999999998678,182.99999999999272,1543.0000000000055,348.9999999999993,,9448.00000000001
2016.02.09,2039.0000000000014,2963.999999999989,-679.9999999999917,-713.9999999999986,1312.9999999999975,2787.0000000000064,29.00000000001235,91.99999999998454,1522.0000000000011,282.0000000000045,,9634.000000000007
2016.02.09,1945.999999999998,2869.999999999995,-719.000000000003,-623.9999999999952,1227.0000000000002,2795.9999999999923,-30.999999999981043,243.99999999999977,1565.0000000000164,360.0000000000048,,9634.000000000027
2016.02.09,2003.0,2864.0,-710.0000000000106,-442.99999999999784,1232.9999999999952,3051.0000000000164,-232.99999999997212,426.9999999999925,1900.0000000000127,419.9999999999982,,10512.000000000035
2016.02.09,1966.9999999999986,2990.999999999988,-722.0000000000005,-393.0000000000007,1293.9999999999952,3263.0000000000055,-111.99999999997878,492.999999999995,1976.0,404.9999999999887,,11161.999999999993
2016.02.09,2040.0000000000064,3035.999999999994,-767.9999999999909,-484.99999999999943,1285.0000000000027,3201.999999999998,-2.9999999999752447,454.9999999999841,2053.000000000016,268.0000000000016,,11083.000000000038
2016.02.09,1787.0000000000061,2983.999999999987,-827.0,-644.0000000000055,1219.0000000000034,2915.999999999997,-197.00000000000273,346.99999999998,1958.9999999999995,316.99999999998954,,9860.999999999953
2016.02.09,1731.9999999999993,2983.0000000000023,-831.000000000004,-718.0000000000035,1217.9999999999968,2813.9999999999927,-192.99999999997652,268.0000000000007,1804.0000000000057,276.9999999999939,,9354.00000000001
