date,USDCHF,USDCAD,AUDUSD,EURCHF,CADCHF,AUDCHF,GBPAUD,EURJPY,EURAUD,EURNZD,AUDCAD,NZDCAD,empty,sum
2020.04.13,-13.999999999991797,-58.000000000002494,-17.000000000000348,19.999999999997797,34.000000000000696,27.999999999994696,-265.0000000000041,-149.99999999999147,-75.00000000000284,107.99999999999699,60.99999999999994,178.99999999999582,,-149.00000000000708
2020.04.13,-20.999999999993246,-79.00000000000685,48.000000000003595,-48.000000000003595,-98.99999999999353,5.999999999994898,146.00000000000168,-52.99999999999727,230.9999999999812,526.9999999999886,143.9999999999997,231.0000000000034,,1032.9999999999786
2020.04.13,17.000000000000348,-673.0000000000125,-173.9999999999964,-63.000000000013046,-259.9999999999936,-56.0000000000005,-731.9999999999993,-191.0000000000025,-426.9999999999996,-415.0000000000098,230.000000000008,412.00000000000125,,-2332.000000000017
2020.04.13,36.0000000000027,-554.9999999999944,-170.99999999999892,-29.00000000001235,-192.99999999999872,-50.0000000000056,-821.9999999999894,-183.9999999999975,-445.0000000000065,-314.99999999999864,158.0000000000026,395.99999999999636,,-2174.0000000000005
2020.04.13,46.00000000000159,-415.99999999999415,-114.99999999999844,-26.0000000000149,-112.99999999999643,9.999999999998899,-705.0000000000001,-254.99999999999545,-286.00000000000847,-182.99999999999983,148.0000000000037,368.00000000000165,,-1527.000000000002
2020.04.13,81.00000000000884,-441.0000000000025,-127.99999999999478,-25.00000000000835,-97.9999999999981,16.0000000000049,-617.0000000000009,-215.99999999999397,-260.0000000000158,-123.99999999999079,140.0000000000068,402.9999999999978,,-1268.9999999999873
2020.04.13,69.00000000000794,-361.9999999999957,-89.99999999999008,-17.000000000000348,-66.99999999999484,51.99999999999649,-529.0000000000017,-231.99999999999932,-196.0000000000184,-39.999999999995595,145.00000000000622,409.0000000000038,,-857.9999999999816
2020.04.13,100.00000000000009,-310.0000000000103,-118.99999999999133,-24.000000000001798,-17.000000000000348,44.99999999999504,-590.999999999986,-372.99999999999045,-214.00000000000307,-95.00000000000064,72.0000000000054,317.9999999999961,,-1207.9999999999873
2020.04.13,80.00000000000229,-249.00000000001032,-140.99999999999113,-35.00000000000725,-2.999999999997449,9.999999999998899,-733.9999999999902,-560.0000000000023,-282.0000000000045,-228.00000000000597,5.000000000010552,236.00000000000287,,-1900.9999999999943
2020.04.13,87.99999999999919,-256.99999999999613,-71.99999999999429,-24.000000000001798,-2.000000000002,87.99999999999919,-594.0000000000057,-465.999999999994,-104.00000000001519,-201.99999999999108,105.00000000001064,261.0000000000001,,-1178.999999999991
2020.04.13,145.00000000000622,-275.000000000003,-123.99999999999079,-2.999999999997449,34.000000000000696,68.99999999999685,-739.0000000000008,-478.9999999999992,-197.00000000000273,-188.00000000001037,32.0000000000098,234.00000000000088,,-1490.99999999999
2020.04.13,133.00000000000534,-258.0000000000027,-140.99999999999113,4.999999999988347,31.999999999998696,39.999999999995595,-682.0000000000048,-515.9999999999911,-268.0000000000016,-373.00000000000114,5.000000000010552,167.00000000000603,,-1855.9999999999882
2020.04.13,115.00000000000954,-272.00000000000557,-121.99999999999989,-4.000000000004,9.999999999998899,51.99999999999649,-695.0000000000011,-468.9999999999941,-230.00000000001907,-395.99999999999636,42.0000000000087,163.99999999999747,,-1805.000000000009
2020.04.13,37.00000000000925,-276.9999999999939,-111.99999999998988,-52.000000000007596,-47.9999999999925,16.0000000000049,-716.0000000000056,-510.9999999999957,-250.00000000001688,-404.0000000000044,50.0000000000056,187.00000000000384,,-2079.999999999983
2020.04.13,26.999999999999247,-273.9999999999965,-101.99999999999099,-32.0000000000098,-49.99999999999449,21.999999999999797,-737.9999999999942,-527.9999999999916,-287.000000000015,-439.99999999999596,75.00000000000284,202.0000000000022,,-2124.9999999999845
2020.04.13,19.00000000000235,-217.0000000000005,-90.99999999999665,-43.999999999999595,-27.999999999994696,27.999999999994696,-733.0000000000059,-655.0000000000011,-264.0000000000198,-391.9999999999924,52.000000000007596,189.00000000000583,,-2136.0
2020.04.13,6.0000000000060005,-276.00000000000955,-79.99999999999119,-52.000000000007596,-68.00000000000139,26.999999999999247,-699.0000000000052,-632.9999999999956,-228.00000000000597,-424.00000000000216,100.00000000000009,212.99999999999653,,-2114.0000000000173
2020.04.13,40.00000000000669,-310.9999999999946,-122.99999999999534,-42.0000000000087,-61.999999999995396,9.999999999998899,-805.9999999999956,-631.9999999999908,-294.0000000000165,-449.9999999999948,58.000000000002494,185.99999999999727,,-2425.999999999987
2020.04.13,-71.99999999999429,-160.00000000000458,-3.999999999992898,-26.999999999999247,-65.99999999999939,58.99999999999794,-1019.9999999999986,-578.9999999999935,-203.00000000001984,-351.99999999999676,139.00000000000023,282.99999999999994,,-2002.000000000001
2020.04.13,-195.9999999999962,-120.00000000000898,67.00000000000594,-32.999999999994145,-129.00000000000134,48.99999999999905,-1017.0000000000013,-438.0000000000024,-228.00000000000597,-341.99999999999784,208.00000000000819,355.0000000000053,,-1823.9999999999898
2020.04.13,-157.99999999999147,-150.00000000000568,50.0000000000056,4.000000000004,-118.99999999999133,56.0000000000005,-1174.9999999999927,-483.99999999999466,-265.0000000000041,-303.0000000000088,207.00000000000162,382.00000000000455,,-1954.9999999999723
2020.04.13,-60.99999999999994,-256.99999999999613,-12.999999999996348,-35.00000000000725,-109.99999999999899,46.00000000000159,-1001.9999999999918,-551.9999999999925,-199.00000000001583,-276.00000000000955,192.00000000000327,336.9999999999984,,-1930.0000000000052
2020.04.13,78.00000000000028,-422.9999999999956,-22.999999999995246,-19.00000000001345,-83.9999999999952,138.00000000000477,-980.9999999999875,-593.9999999999941,-2.0000000000131024,-103.99999999999298,281.00000000000904,412.00000000000125,,-1320.9999999999718
2020.04.13,104.00000000000409,-405.0000000000109,-30.999999999992145,1.0000000000065512,-56.0000000000005,146.99999999999713,-1183.0000000000007,-641.9999999999959,-10.000000000021103,-178.99999999999582,254.00000000000978,365.99999999999966,,-1634.0
2020.04.13,98.0000000000092,-368.9999999999971,-9.999999999998899,38.99999999998904,-44.99999999999504,163.00000000000205,-978.9999999999966,-554.9999999999926,-25.00000000000835,-208.99999999999253,262.00000000000665,368.9999999999971,,-1260.9999999999773
2020.04.13,87.99999999999919,-330.0000000000081,9.00000000000345,49.99999999999449,-31.999999999998696,175.99999999999838,-953.9999999999882,-572.0000000000027,-9.000000000014552,-269.00000000000813,264.0000000000087,334.00000000000097,,-1245.0000000000155
2020.04.13,259.0000000000092,-568.000000000013,-123.99999999999079,-31.000000000003247,-25.999999999992696,153.00000000000313,-1029.9999999999975,-772.9999999999961,67.9999999999792,-141.99999999999767,228.00000000000597,324.00000000000205,,-1661.9999999999916
2020.04.13,197.00000000000273,-408.00000000000836,-113.99999999999189,-62.000000000006494,8.000000000008,124.99999999999733,-916.0000000000057,-759.0000000000003,39.999999999995595,-225.00000000000853,143.00000000000423,202.0000000000022,,-1769.0000000000107
2020.04.13,181.00000000000892,-469.0000000000083,36.0000000000027,-32.999999999994145,-31.999999999998696,261.0000000000001,-490.999999999997,-754.9999999999955,363.9999999999866,-46.999999999997044,395.0000000000009,370.00000000000364,,-219.99999999998772
2020.04.13,98.0000000000092,-317.9999999999961,152.00000000000767,-21.00000000000435,-26.999999999999247,319.0000000000026,-317.9999999999961,-756.0000000000002,505.99999999998425,-38.0000000000047,457.0000000000074,350.00000000000585,,404.0000000000163
