,Unnamed: 0,names,week,needed_features,accuracy,next_week_prediction_score,next_week_prediction
0,0,USDCHF,50,"['EURJPY', 'USDJPY', 'NZDCAD', 'USDCHF']",100.0,-0.5400876076701052,S
1,1,GBPUSD,50,"['EURCHF', 'USDJPY']",80.0,0.38625935194653593,B
2,2,EURUSD,15,"['EURJPY', 'CHFJPY']",80.0,0.6657983555333594,B
3,3,USDCAD,10,"['EURJPY', 'CHFJPY']",80.0,-0.6026727380952578,S
4,4,NZDUSD,15,"['CHFJPY', 'NZDJPY', 'GBPUSD', 'EURAUD', 'AUDJPY', 'EURJPY', 'AUDUSD', 'USDCAD', 'AUDCAD', 'NZDCAD', 'GBPJPY']",100.0,-0.0713,S
5,5,EURCHF,10,"['EURNZD', 'NZDUSD']",80.0,0.328617063492061,B
6,6,CHFJPY,15,['EURJPY'],80.0,0.6688742449217495,B
7,7,CADCHF,10,"['CADJPY', 'GBPCAD']",80.0,-0.534325555555552,S
8,8,NZDCHF,10,"['USDCHF', 'USDCAD', 'AUDJPY', 'NZDJPY', 'CHFJPY', 'EURUSD', 'EURJPY']",80.0,0.093,B
9,9,GBPJPY,10,"['USDCHF', 'EURUSD', 'CHFJPY', 'EURJPY']",80.0,0.4953180158730281,B
10,10,GBPCAD,20,"['EURCHF', 'GBPCAD']",100.0,0.9586330447330429,B
11,11,GBPAUD,50,"['AUDJPY', 'USDCAD', 'NZDJPY', 'EURJPY', 'CHFJPY', 'EURNZD', 'CADJPY', 'NZDCHF']",80.0,0.3616185487633284,B
12,12,EURJPY,50,"['GBPCAD', 'EURJPY', 'EURCHF', 'CADJPY', 'CHFJPY', 'NZDJPY', 'AUDJPY']",80.0,0.46206038600288685,B
13,13,EURCAD,10,"['CADCHF', 'NZDUSD', 'EURNZD']",100.0,-0.7789,S
14,14,EURNZD,15,"['CHFJPY', 'NZDJPY', 'GBPUSD', 'EURAUD', 'AUDJPY', 'EURJPY', 'AUDUSD', 'USDCAD', 'AUDCAD', 'NZDCAD']",100.0,0.7718,B
15,15,AUDJPY,10,"['CHFJPY', 'EURJPY']",100.0,0.9977,B
16,16,NZDJPY,10,"['CHFJPY', 'EURJPY']",100.0,0.998,B
17,17,NZDCAD,20,"['EURCAD', 'GBPJPY', 'CHFJPY', 'GBPCAD']",100.0,0.28533556998556936,B
18,18,AUDNZD,10,"['EURGBP', 'GBPCHF', 'AUDCHF']",100.0,-0.4201525000000056,S
