date,GBPUSD,EURUSD,USDCAD,AUDUSD,NZDUSD,GBPCHF,CHFJPY,NZDCHF,GBPAUD,EURJPY,EURNZD,CADJPY,AUDJPY,NZDJPY,AUDCAD,NZDCAD,AUDNZD,empty,sum
2020.08.10,-107.99999999999699,-47.99999999998139,-18.999999999991246,-41.000000000002146,-75.00000000000284,-130.99999999999224,-51.9999999999925,-107.00000000000153,-58.000000000002494,-156.99999999999648,-262.999999999991,-133.00000000000978,-93.99999999999409,-125.0,-139.00000000000023,-114.99999999999844,-51.000000000001044,,-1715.9999999999545
2020.08.10,-121.99999999999989,-25.999999999992696,60.99999999999994,-49.00000000001015,-11.00000000000545,-131.99999999999878,76.00000000000762,-42.0000000000087,-87.99999999999919,10.000000000005116,-251.99999999998556,-198.99999999999807,-30.9999999999917,-25.000000000005684,-197.99999999999818,-179.99999999999127,58.000000000002494,,-1149.9999999999702
2020.08.10,-175.99999999999838,-130.99999999999224,-60.99999999999994,-114.00000000000298,-108.00000000000809,-42.999999999993044,140.00000000000057,-158.0000000000026,-25.999999999992696,-54.000000000002046,-422.9999999999956,-179.00000000000205,-76.99999999999818,-109.00000000000887,-178.99999999999582,-310.9999999999946,100.0000000000112,,-1908.9999999999754
2020.08.10,-165.9999999999995,-122.99999999998423,-41.000000000002146,-109.00000000000354,-129.00000000000134,14.000000000002899,140.00000000000057,-85.00000000000173,106.99999999999044,-55.999999999997385,-479.99999999999153,-102.00000000000387,-76.99999999999818,-125.0,-163.99999999999747,-211.99999999998997,154.0000000000097,,-1453.9999999999673
2020.08.10,-155.00000000001623,-102.99999999998644,-45.99999999999049,-92.00000000000318,-130.0000000000079,17.000000000000348,126.00000000000477,-97.00000000000264,55.99999999998939,-45.000000000001705,-484.9999999999799,-102.00000000000387,-64.99999999999773,-133.00000000000978,-139.99999999999568,-213.99999999999199,219.00000000001364,,-1388.9999999999795
2020.08.10,-134.00000000001188,-75.99999999998718,-45.000000000006146,-68.00000000000139,-110.00000000001009,5.000000000010552,141.9999999999959,-81.00000000000884,4.999999999988347,-48.99999999999238,-463.9999999999977,-64.00000000000716,-57.999999999992724,-129.0000000000049,-78.00000000000028,-165.9999999999995,192.99999999999872,,-1177.0000000000268
2020.08.10,-89.00000000000574,-51.99999999998539,-12.999999999996348,-33.000000000005244,-68.00000000000139,-73.99999999999629,112.99999999999955,-53.00000000000304,-36.0000000000138,-36.99999999999193,-405.9999999999952,-106.00000000000875,-27.000000000001023,-91.00000000000819,-53.00000000000304,-137.9999999999937,205.00000000001074,,-957.9999999999986
2020.08.10,21.00000000000435,35.00000000000725,95.00000000000064,28.999999999990145,-26.000000000003798,-86.99999999999264,70.99999999999795,-43.00000000000415,-31.000000000003247,-24.999999999991473,-443.99999999999994,-99.00000000000375,-12.000000000000455,-115.99999999999966,-56.0000000000005,-152.99999999999204,234.00000000000088,,-606.9999999999903
2020.08.10,18.999999999991246,34.000000000000696,53.00000000001415,-4.000000000004,-85.00000000000173,-106.99999999999044,42.00000000000159,-81.00000000000884,0.0,-77.99999999998875,-576.9999999999831,-45.000000000001705,-67.99999999999784,-180.00000000000682,-65.99999999999939,-205.99999999999508,273.0000000000121,,-1075.9999999999577
2020.08.10,52.99999999999194,47.00000000001925,80.00000000001339,26.999999999999247,-60.99999999999994,-158.99999999999804,40.00000000000625,-60.99999999999994,48.000000000003595,-48.00000000000182,-527.9999999999951,-66.0000000000025,-42.999999999992156,-141.00000000000534,-41.9999999999976,-184.99999999999073,277.00000000001614,,-761.9999999999334
2020.08.10,65.99999999998829,49.00000000001015,70.99999999999883,39.00000000000014,-55.000000000005045,-207.00000000000162,40.00000000000625,-29.000000000001247,-19.00000000001345,-9.999999999990905,-516.9999999999897,-88.00000000000807,-1.9999999999953388,-120.00000000000455,-29.000000000001247,-174.99999999999181,255.00000000000523,,-730.999999999994
2020.08.10,106.99999999999044,59.000000000009045,100.99999999999554,50.99999999998994,-2.000000000002,-239.99999999999577,4.9999999999954525,32.999999999994145,75.99999999998718,-1.9999999999953388,-426.9999999999996,-94.0000000000083,4.0000000000048885,-63.00000000000239,-33.000000000005244,-128.99999999999022,220.00000000002018,,-334.0000000000121
2020.08.10,66.99999999999484,34.000000000000696,69.00000000000794,28.999999999990145,-25.00000000000835,-249.99999999999466,3.0000000000001137,22.999999999995246,113.99999999999189,-15.999999999991132,-403.99999999998215,-87.0000000000033,-12.999999999991019,-88.00000000000807,-46.00000000000159,-124.99999999999733,221.00000000000452,,-493.99999999999227
