,Unnamed: 0,names,week,needed_features,accuracy,next_week_prediction_score,next_week_prediction
0,0,USDCHF,30,"['EURNZD', 'AUDNZD', 'NZDUSD', 'USDJPY', 'CADJPY', 'USDCHF']",100.0,-0.9860211111111113,S
1,1,GBPUSD,20,['NZDCHF'],80.0,0.6370039538145306,B
2,2,EURUSD,50,"['EURNZD', 'EURJPY', 'USDCHF', 'GBPJPY', 'NZDCHF', 'CADCHF', 'AUDCHF', 'EURUSD', 'CHFJPY', 'AUDUSD']",100.0,0.3147366666666667,B
3,3,USDCAD,10,"['NZDUSD', 'USDCAD', 'AUDUSD', 'AUDCAD', 'EURAUD', 'AUDCHF', 'NZDJPY', 'EURCHF', 'AUDJPY']",80.0,0.4272,B
4,4,AUDUSD,20,"['NZDUSD', 'USDCAD', 'EURAUD', 'EURCHF']",100.0,-0.22840984126984132,S
5,5,NZDUSD,15,"['NZDUSD', 'USDCAD', 'CADCHF']",80.0,0.55195761904762,B
6,6,EURCHF,20,['NZDUSD'],80.0,-0.7488633003107832,S
7,7,CHFJPY,15,"['CADCHF', 'USDCHF', 'GBPJPY']",80.0,1.0,B
8,8,CADCHF,10,['EURUSD'],100.0,-0.9984,S
9,9,AUDCHF,30,"['EURUSD', 'NZDUSD', 'USDCHF']",100.0,-0.49947645830347526,S
10,10,GBPJPY,15,"['EURJPY', 'USDCHF', 'GBPJPY', 'EURUSD', 'CHFJPY']",100.0,0.89,B
11,11,GBPCAD,10,['EURJPY'],80.0,-0.3327455952380966,S
12,12,EURAUD,30,['EURUSD'],100.0,0.46821126674002145,B
13,13,EURNZD,10,"['NZDCAD', 'AUDNZD', 'EURCAD', 'CADCHF', 'EURNZD']",80.0,-0.9356,S
14,14,AUDCAD,50,"['USDCAD', 'CHFJPY', 'EURUSD']",80.0,-0.6672627468227277,S
15,15,NZDCAD,10,"['EURCAD', 'GBPCAD', 'NZDCAD']",100.0,0.9719042857142859,B
16,16,AUDNZD,10,"['EURCAD', 'GBPCAD', 'NZDCAD']",100.0,-0.9695699999999995,S
