date,USDCAD,EURCHF,CADCHF,EURJPY,EURNZD,AUDCAD,NZDCAD,empty,sum
2020.03.23,-1188.9999999999957,-82.99999999998863,-353.99999999999875,-335.9999999999985,-2112.0000000000027,-768.9999999999975,-680.9999999999983,,-5523.99999999998
2020.03.23,-1387.000000000005,-102.00000000000209,-427.99999999999505,-224.00000000000375,-2174.9999999999936,-707.000000000002,-619.0000000000028,,-5642.000000000005
2020.03.23,-1388.999999999996,-56.99999999999594,-405.9999999999952,-215.99999999999397,-2164.9999999999945,-665.0000000000044,-544.0,,-5441.99999999998
2020.03.23,-1231.0000000000043,-31.000000000003247,-462.9999999999912,-465.999999999994,-1919.000000000004,-551.9999999999969,-358.9999999999982,,-5020.999999999992
2020.03.23,-1187.0000000000048,-31.000000000003247,-489.99999999999045,-570.999999999998,-1791.0000000000093,-301.0000000000068,-549.9999999999949,,-4921.000000000007
2020.03.23,-1158.9999999999989,-31.000000000003247,-401.99999999999125,-602.9999999999944,-2227.0000000000014,-580.9999999999982,-526.9999999999997,,-5529.999999999987
2020.03.23,-1290.0000000000134,-31.000000000003247,-452.99999999999227,-521.9999999999914,-2612.000000000014,-950.0000000000064,-666.9999999999953,,-6525.000000000016
2020.03.23,-1029.0000000000132,-31.000000000003247,-452.99999999999227,-477.99999999999443,-2221.0000000000064,-883.0000000000005,-596.9999999999919,,-5692.000000000001
2020.03.23,-827.0,14.000000000002899,-451.9999999999969,-468.0000000000035,-1944.0000000000123,-482.00000000000466,-290.00000000000136,,-4449.000000000016
2020.03.23,-865.0000000000047,19.00000000001345,-500.9999999999959,-492.00000000000443,-2299.0000000000064,-609.9999999999994,-343.9999999999999,,-5091.999999999997
2020.03.23,-707.9999999999975,21.00000000000435,-458.9999999999983,-447.00000000000273,-2144.999999999997,-540.0000000000072,-442.9999999999934,,-4720.999999999992
2020.03.23,-852.0000000000083,17.000000000000348,-422.9999999999956,-399.0000000000009,-2280.9999999999995,-543.0000000000045,-458.9999999999983,,-4940.000000000007
2020.03.23,-880.9999999999984,21.00000000000435,-532.9999999999945,-352.00000000000387,-2069.0000000000095,-265.99999999999955,-288.9999999999948,,-4368.999999999996
2020.03.23,-886.000000000009,48.000000000003595,-561.0000000000003,-399.0000000000009,-2029.000000000014,-273.000000000001,-115.99999999999389,,-4216.0000000000155
2020.03.23,-1019.0000000000143,96.00000000000719,-632.9999999999947,-506.0000000000002,-2273.999999999998,-334.00000000000097,-171.99999999999437,,-4841.999999999995
2020.03.23,-909.0000000000042,95.00000000000064,-624.9999999999977,-427.99999999999727,-2035.000000000009,-214.99999999999852,-58.000000000002494,,-4175.000000000009
2020.03.23,-798.0000000000098,83.9999999999952,-609.9999999999994,-519.999999999996,-1686.999999999994,-99.00000000000463,73.00000000000084,,-3557.0000000000077
2020.03.23,-1027.0000000000002,116.00000000000499,-596.9999999999919,-486.99999999999477,-1886.9999999999943,-277.000000000005,-71.99999999999429,,-4230.999999999976
2020.03.23,-1161.000000000012,161.99999999999548,-567.9999999999907,-320.99999999999795,-2205.999999999997,-91.00000000000774,-159.9999999999935,,-4345.000000000004
2020.03.23,-1249.9999999999955,165.9999999999995,-607.9999999999974,-739.9999999999949,-2244.0000000000014,-75.00000000000284,-146.00000000000168,,-4896.999999999994
2020.03.23,-1150.0000000000066,158.0000000000137,-409.99999999999926,-733.9999999999947,-1283.0000000000118,134.99999999999625,36.0000000000027,,-3247.9999999999995
2020.03.23,-1044.0000000000005,147.99999999999258,-390.99999999999693,-615.9999999999997,-1546.000000000003,-146.00000000000168,-44.99999999999504,,-3640.000000000004
2020.03.23,-1225.0000000000093,141.00000000001333,-375.9999999999986,-493.9999999999998,-1602.9999999999989,-262.00000000000665,-108.99999999999244,,-3927.9999999999923
2020.03.23,-1296.0000000000082,68.00000000000139,-381.99999999999346,-438.99999999999295,-1523.0000000000077,-250.00000000000577,-87.99999999999919,,-3910.000000000006
2020.03.23,-1412.9999999999975,35.00000000000725,-423.9999999999911,-456.99999999999363,-1161.000000000012,-234.00000000000088,87.00000000000374,,-3566.9999999999845
2020.03.23,-1412.0000000000132,9.999999999998899,-509.9999999999993,-457.9999999999984,-1875.0000000000045,-357.00000000000733,-108.99999999999244,,-4711.000000000016
2020.03.23,-1414.000000000004,154.99999999999403,-429.99999999999704,-296.99999999999704,-2011.0000000000073,-409.0000000000038,-158.0000000000026,,-4564.000000000018
2020.03.23,-1340.000000000008,100.99999999999554,-362.99999999999113,-302.99999999999727,-1968.000000000014,-548.0000000000041,-285.00000000000193,,-4706.000000000021
2020.03.23,-1178.0000000000123,241.00000000000233,-403.99999999999324,-256.0000000000002,-2022.0000000000127,-551.0000000000015,-278.9999999999959,,-4449.000000000015
2020.03.23,-638.0000000000052,418.0000000000073,-331.999999999999,60.000000000002274,-458.00000000000284,278.00000000000045,546.9999999999975,,-124.99999999999955
2020.03.23,-736.0000000000033,479.0000000000072,-346.9999999999973,290.00000000000625,-1151.9999999999975,-24.999999999997247,241.00000000000233,,-1249.9999999999795
2020.03.23,-1079.0000000000077,333.0000000000055,-617.0000000000009,515.0000000000006,-1236.9999999999993,44.99999999999504,319.0000000000026,,-1721.000000000004
2020.03.23,-961.0000000000118,374.0000000000077,-679.9999999999917,724.0000000000038,-568.000000000013,548.9999999999995,805.0000000000001,,242.99999999999466
2020.03.23,-1656.9999999999973,439.0000000000116,-945.9999999999912,850.0000000000085,-1088.0,756.0000000000011,1012.0000000000018,,-633.9999999999652
2020.03.23,-1753.0000000000045,374.0000000000077,-1066.9999999999957,1122.0,-1137.0000000000102,635.9999999999922,1123.0000000000073,,-702.0000000000032
2020.03.23,-1943.000000000006,228.00000000000597,-1083.9999999999961,1076.0000000000077,-1744.0000000000123,121.99999999999989,745.0000000000068,,-2599.999999999994
2020.03.23,-2110.000000000012,156.00000000000057,-1044.999999999996,1135.000000000005,-1553.0000000000043,224.000000000002,846.9999999999977,,-2346.000000000007
2020.03.23,-2022.0000000000127,79.00000000000685,-1041.9999999999984,1064.9999999999977,-1107.0000000000136,336.9999999999984,887.9999999999999,,-1802.0000000000218
2020.03.23,-1924.9999999999989,160.00000000000458,-1070.9999999999998,1049.0000000000066,-490.999999999997,692.9999999999992,1297.999999999999,,-286.99999999998636
2020.03.23,-1700.0000000000125,266.999999999995,-1000.0000000000009,1085.000000000008,-408.9999999999927,747.9999999999931,1266.0000000000005,,256.99999999999056
2020.03.23,-1785.9999999999986,269.00000000000813,-857.9999999999922,995.0000000000045,-387.000000000004,630.9999999999927,1170.0000000000043,,34.00000000001478
2020.03.23,-1749.0000000000005,229.99999999999687,-800.9999999999961,1120.0000000000045,-56.99999999999594,648.9999999999995,1188.0000000000002,,580.0000000000084
2020.03.23,-1815.9999999999955,225.99999999999287,-923.9999999999915,1033.0000000000014,-661.0000000000005,656.9999999999965,1046.0000000000025,,-438.9999999999943
2020.03.23,-1953.0000000000048,198.99999999999363,-996.9999999999924,888.9999999999958,-1002.9999999999983,627.9999999999952,933.000000000006,,-1304.000000000005
2020.03.23,-1968.000000000014,158.0000000000137,-948.9999999999999,751.9999999999953,-663.999999999998,852.9999999999926,1061.000000000001,,-757.0000000000091
2020.03.23,-1835.0000000000089,194.0000000000053,-885.999999999998,754.9999999999955,-422.9999999999956,924.9999999999981,1019.0000000000032,,-251.00000000000045
2020.03.23,-1761.9999999999968,9.999999999998899,-1091.999999999993,460.00000000000796,438.9999999999894,1093.999999999995,919.9999999999986,,69.00000000000045
2020.03.23,-1737.999999999995,100.99999999999554,-1027.0000000000002,561.000000000007,-83.9999999999952,1025.9999999999936,595.0000000000011,,-565.999999999993
2020.03.24,-1568.9999999999982,136.00000000000279,-895.9999999999968,650.0000000000057,-319.0000000000026,817.000000000001,661.0000000000005,,-519.9999999999877
2020.03.24,-1368.0000000000136,297.9999999999983,-687.9999999999998,656.9999999999965,-221.00000000000452,1047.9999999999934,1060.0000000000055,,785.9999999999757
