date,USDCHF,GBPUSD,EURUSD,USDCAD,AUDUSD,NZDUSD,EURCHF,AUDCHF,NZDCHF,EURGBP,GBPCAD,GBPAUD,EURCAD,EURAUD,EURNZD,AUDCAD,NZDCAD,AUDNZD,empty,sum
2019.10.21,-60.99999999999994,-312.00000000000114,-36.999999999998145,-29.999999999996696,-0.999999999995449,-48.99999999999905,0.0,-91.99999999999208,-9.999999999998899,0.0,-404.9999999999887,-29.999999999996696,-82.99999999998863,0.0,-235.99999999999176,-119.00000000000244,-16.0000000000049,-255.99999999998957,,-1736.999999999944
2019.10.21,-116.00000000000499,-348.9999999999993,-106.99999999999044,-32.0000000000098,24.000000000001798,-34.99999999999615,-10.999999999983245,-110.99999999999443,6.0000000000060005,139.99999999999568,-458.9999999999872,392.9999999999989,-204.99999999998852,61.99999999998429,-185.99999999999727,-95.00000000000064,-18.0000000000069,-262.999999999991,,-1361.9999999999632
2019.10.21,-104.00000000000409,-733.0000000000059,-102.00000000000209,-70.99999999999883,-41.000000000002146,-38.0000000000047,14.000000000002899,-98.99999999999353,-21.999999999999797,146.99999999999713,-937.9999999999944,411.0000000000058,-123.99999999999079,-75.00000000000284,-269.00000000000813,-87.00000000000374,-53.999999999998494,-276.9999999999939,,-2461.9999999999977
2019.10.21,-106.00000000000608,-594.99999999999,-82.99999999998863,-52.99999999999194,-14.000000000002899,-87.99999999999919,55.000000000005045,-83.9999999999952,21.00000000000435,261.0000000000001,-744.9999999999957,516.9999999999897,-82.99999999998863,-75.00000000000284,-174.00000000000747,-53.999999999998494,-12.999999999996348,-187.99999999998818,,-1500.9999999999525
2019.10.21,-98.0000000000092,-565.9999999999999,-86.99999999999264,-38.0000000000047,16.0000000000049,-129.9999999999968,39.999999999995595,-80.99999999999774,87.00000000000374,243.99999999999977,-743.0000000000048,489.0000000000061,-103.99999999999298,-39.00000000001125,-46.0000000000127,-60.99999999999994,58.000000000002494,-92.99999999998754,,-1151.9999999999975
2019.10.21,-115.00000000000954,-557.0000000000075,-92.00000000000318,-38.0000000000047,14.999999999998348,-92.00000000000318,39.00000000001125,-85.99999999999719,84.0000000000063,266.999999999995,-731.9999999999993,611.9999999999903,-126.99999999998823,15.999999999993797,-2.0000000000131024,-58.000000000002494,70.0000000000034,-123.99999999999079,,-920.0000000000208
2019.10.21,-108.00000000000809,-492.9999999999879,-51.99999999998539,-11.00000000000545,40.00000000000669,-173.00000000000094,66.99999999999484,-157.99999999999147,95.00000000000064,218.99999999999142,-669.9999999999928,556.0000000000009,-113.99999999999189,48.99999999998794,-4.000000000004,-114.99999999999844,85.00000000000173,-127.99999999999478,,-914.9999999999767
2019.10.21,-153.00000000000313,-377.9999999999894,-32.999999999994145,-32.0000000000098,65.99999999999939,-200.00000000000017,131.99999999999878,-200.00000000000017,166.00000000001057,207.99999999999707,-506.0000000000064,537.9999999999941,-83.9999999999952,78.00000000000028,72.0000000000054,-156.99999999999602,129.9999999999968,-108.99999999998133,,-461.9999999999733
2019.10.21,-175.00000000000293,-346.0000000000019,-51.99999999998539,-24.000000000001798,121.00000000000443,-241.00000000000233,138.0000000000159,-239.99999999999577,213.00000000000762,192.99999999999872,-499.9999999999893,628.0000000000064,-89.99999999999008,174.99999999999181,178.99999999999582,-198.99999999999363,187.9999999999993,-95.999999999985,,-127.99999999992826
2019.10.21,-166.00000000001057,-395.99999999999636,-61.99999999998429,-55.99999999998939,112.000000000001,-241.99999999999778,137.00000000000932,-239.99999999999577,245.0000000000063,192.99999999999872,-489.99999999999045,672.9999999999902,-79.99999999999119,227.99999999998377,269.9999999999925,-200.99999999999562,237.99999999999378,-69.9999999999923,,93.00000000003175
