date,USDCHF,GBPUSD,EURUSD,USDCAD,AUDUSD,NZDUSD,EURCHF,AUDCHF,NZDCHF,EURGBP,GBPCAD,GBPAUD,EURCAD,EURAUD,EURNZD,AUDCAD,NZDCAD,AUDNZD,empty,sum
2019.10.21,-45.000000000006146,-263.99999999999756,-31.999999999987594,5.999999999994898,36.0000000000027,-29.000000000001247,48.000000000003595,-3.999999999992898,18.0000000000069,151.9999999999966,-339.0000000000004,405.9999999999952,-80.99999999999774,78.99999999998464,-131.99999999999878,-36.0000000000027,-11.00000000000545,-160.99999999998892,,-388.999999999995
2019.10.21,-83.00000000001084,-278.00000000000045,-38.99999999998904,-15.00000000000945,60.99999999999994,-29.999999999996696,66.00000000001049,-63.99999999999739,36.0000000000027,149.99999999999457,-358.9999999999982,534.9999999999966,-69.9999999999923,173.99999999998528,-126.0000000000039,-87.00000000000374,7.0000000000014495,-218.99999999999142,,-341.0000000000024
2019.10.21,-102.00000000000209,-577.0000000000052,-79.99999999999119,-48.000000000003595,-2.999999999997449,4.000000000004,60.000000000015596,-43.999999999999595,21.999999999999797,347.9999999999928,-729.9999999999862,716.9999999999899,-80.99999999999774,-1.0000000000065512,-168.0000000000126,-10.999999999994348,-12.999999999996348,-186.99999999998164,,-893.9999999999725
2019.10.21,-84.0000000000063,-414.00000000000324,-30.999999999981043,11.00000000000545,14.999999999998348,-77.00000000000485,86.0000000000083,-46.999999999997044,89.00000000000574,279.99999999999136,-580.0000000000027,516.9999999999897,-76.99999999999375,-39.00000000001125,-45.000000000006146,2.000000000002,58.000000000002494,-82.99999999998863,,-418.99999999999153
2019.10.21,-97.00000000000264,-526.9999999999886,-83.9999999999952,-38.0000000000047,19.00000000000235,-80.00000000000229,50.0000000000167,-60.99999999999994,102.00000000000209,305.99999999999517,-655.9999999999899,682.0000000000048,-83.9999999999952,51.99999999998539,65.99999999998829,-34.99999999999615,95.99999999999609,-79.99999999999119,,-368.99999999997505
2019.10.21,-94.00000000000519,-456.9999999999963,-45.99999999999049,-7.0000000000014495,41.000000000002146,-89.00000000000574,83.00000000001084,-80.99999999999774,107.00000000000153,279.99999999999136,-608.9999999999928,639.9999999999961,-79.99999999999119,53.999999999998494,18.999999999991246,-41.9999999999976,86.99999999999264,-104.99999999999955,,-298.99999999999386
2019.10.21,-96.00000000000719,-266.999999999995,18.0000000000069,31.000000000003247,112.99999999999643,-170.00000000000347,144.99999999999514,-152.99999999999204,191.00000000000784,218.99999999999142,-405.9999999999952,556.0000000000009,-35.999999999991594,127.99999999999478,140.0000000000068,-109.99999999999899,165.9999999999995,-79.99999999999119,,389.0000000000282
2019.10.21,-121.99999999999989,-283.99999999999534,16.000000000016,32.0000000000098,141.00000000000225,-187.00000000000384,175.00000000001404,-197.99999999999818,224.000000000002,222.99999999999542,-435.9999999999919,663.999999999998,-39.999999999995595,193.99999999998306,182.99999999999983,-146.99999999999713,187.9999999999993,-96.99999999999153,,529.0000000000464
2019.10.21,-159.00000000000912,-306.9999999999906,-44.99999999998394,-15.999999999993797,153.00000000000313,-234.99999999999633,155.00000000001623,-236.99999999999832,291.0000000000079,192.99999999999872,-401.00000000000693,723.9999999999914,-70.99999999999883,310.9999999999946,411.0000000000058,-192.99999999999872,278.9999999999959,-35.999999999991594,,817.0000000000455
2019.10.21,-143.00000000000423,-367.99999999999056,-28.999999999990145,-18.0000000000069,136.00000000000279,-229.99999999999687,153.00000000000313,-200.99999999999562,280.00000000000244,243.99999999999977,-485.99999999998647,768.9999999999975,-45.99999999999049,251.99999999998556,380.9999999999869,-173.00000000000094,278.00000000000045,-11.999999999989797,,787.0000000000266
