date,USDCHF,EURUSD,USDJPY,USDCAD,NZDUSD,CHFJPY,AUDCHF,GBPJPY,GBPAUD,EURCAD,CADJPY,AUDJPY,NZDJPY,AUDCAD,AUDNZD,empty,sum
2016.11.28,-95.00000000000064,-109.99999999998789,-140.00000000000057,-253.99999999999866,-68.99999999999685,-167.99999999999216,-309.0000000000037,-426.9999999999925,-568.9999999999973,-183.99999999998417,-115.99999999999966,-275.99999999999625,-200.9999999999934,-212.99999999999653,-116.00000000000499,,-3246.999999999945
2016.11.28,-153.00000000000313,-136.99999999998712,-113.99999999999011,-248.99999999998812,-36.999999999998145,-96.9999999999942,-323.0000000000066,-245.00000000000455,164.00000000000858,-161.99999999999548,3.0000000000001137,-265.00000000000057,-188.0000000000024,-225.00000000000853,-215.00000000000963,,-2242.9999999999795
2016.11.28,-195.9999999999962,-139.9999999999846,-171.99999999999704,-422.9999999999956,-31.999999999998696,-73.99999999999807,-339.0000000000004,-335.9999999999843,351.0000000000124,-282.9999999999888,-12.000000000000455,-234.99999999999943,-114.99999999999488,-245.0000000000063,-146.00000000000168,,-2396.9999999999345
2016.11.28,-185.99999999999727,-133.99999999998968,-150.99999999999625,-428.9999999999905,-81.9999999999932,-76.99999999999818,-294.00000000000534,-298.9999999999782,466.9999999999952,-288.99999999998374,52.00000000000671,-206.00000000000307,-42.999999999992156,-239.00000000001143,-178.00000000001148,,-2087.9999999999486
2016.11.28,-76.0000000000094,-17.999999999984695,16.000000000005343,-280.9999999999979,29.999999999996696,-37.9999999999967,-267.00000000000614,-211.9999999999891,428.00000000000614,-331.999999999999,103.9999999999992,-128.0000000000001,-39.99999999999204,-197.00000000000273,-103.99999999999298,,-1114.9999999999634
2016.11.28,-8.000000000008,57.00000000001815,195.0000000000074,-225.00000000000853,77.00000000000485,58.9999999999975,-241.99999999999778,-48.99999999997817,302.0000000000023,-473.99999999999665,180.00000000000682,-10.99999999999568,33.00000000000125,-241.00000000000233,-52.99999999999194,,-399.9999999999408
2016.11.28,83.9999999999952,137.00000000000932,344.0000000000083,-117.99999999999588,104.00000000000409,118.99999999999977,-118.00000000000699,199.00000000001228,521.0000000000159,-451.0000000000014,240.99999999999966,171.99999999999704,112.99999999999955,-63.99999999999739,63.99999999999739,,1347.000000000037
2016.11.28,147.00000000000824,219.00000000001364,621.0000000000093,-43.999999999999595,112.000000000001,335.9999999999985,-104.99999999999955,522.0000000000198,418.0000000000073,-438.9999999999894,409.000000000006,396.99999999999136,299.99999999999716,-52.99999999999194,38.0000000000047,,2878.000000000076
2016.11.28,262.00000000000665,362.00000000001785,1016.0000000000053,68.00000000000139,224.9999999999974,533.0000000000013,-185.99999999999727,840.0000000000034,260.0000000000158,-735.9999999999811,611.0000000000042,409.9999999999966,417.0000000000016,-201.00000000000674,-29.00000000001235,,3852.0000000000546
2016.11.28,314.99999999999864,526.0000000000042,1056.0000000000116,161.99999999999548,351.99999999999676,567.9999999999978,-236.99999999999832,528.9999999999964,344.00000000001097,-769.9999999999818,525.0000000000057,347.999999999999,222.0000000000084,-205.99999999999508,25.999999999992696,,3760.0000000000423
