date,USDCHF,EURCHF,CADCHF,EURGBP,GBPJPY,empty,sum
2020.07.20,-45.000000000006146,-38.0000000000047,-17.000000000000348,-4.999999999999449,-221.99999999998,,-326.9999999999906
2020.07.20,21.999999999999797,59.000000000009045,-14.000000000002899,80.99999999999774,-215.99999999997976,,-67.99999999997607
2020.07.20,-74.00000000000739,8.000000000008,-58.000000000002494,96.99999999999153,-274.99999999997726,,-301.9999999999876
2020.07.20,-90.0000000000012,59.000000000009045,-50.0000000000056,182.99999999999983,-280.00000000000114,,-177.99999999999906
2020.07.20,-91.00000000000774,56.99999999999594,-61.999999999995396,203.99999999999307,-236.99999999999477,,-129.0000000000089
2020.07.20,-104.99999999999955,86.99999999999264,-55.000000000005045,224.9999999999974,-305.9999999999832,,-153.99999999999773
2020.07.20,-78.00000000000028,60.99999999999994,-38.0000000000047,200.00000000000017,-306.99999999998795,,-161.9999999999928
2020.07.20,-51.000000000001044,56.99999999999594,-24.000000000001798,196.99999999999162,-551.9999999999925,,-373.0000000000078
2020.07.20,68.00000000000139,66.99999999999484,2.999999999997449,234.99999999999633,-451.9999999999982,,-79.00000000000819
2020.07.20,86.99999999999264,66.99999999999484,-23.00000000000635,287.9999999999994,-272.99999999999613,,145.99999999998442
2020.07.20,83.9999999999952,79.99999999999119,-14.000000000002899,336.9999999999984,-216.99999999998454,,269.9999999999974
2020.07.20,88.99999999999464,93.99999999999409,-0.999999999995449,390.99999999999693,-183.9999999999975,,388.9999999999927
2020.07.20,93.99999999999409,76.99999999999375,4.999999999999449,376.99999999999403,-140.99999999999113,,411.9999999999902
2020.07.20,51.000000000001044,48.000000000003595,9.999999999998899,378.999999999996,-170.99999999999227,,317.0000000000073
2020.07.20,-2.000000000002,45.000000000006146,-21.00000000000435,379.9999999999915,-163.99999999998727,,238.00000000000398
2020.07.20,-51.000000000001044,62.000000000006494,-46.00000000000159,420.9999999999936,-121.99999999998568,,264.00000000001177
2020.07.20,-67.00000000000594,120.99999999999334,-53.00000000000304,461.99999999999574,-189.99999999999773,,272.9999999999824
2020.07.20,-69.00000000000794,197.00000000000273,-41.9999999999976,470.9999999999992,-263.9999999999816,,293.0000000000148
2020.07.20,-23.00000000000635,276.9999999999939,-21.999999999999797,539.999999999996,-280.9999999999775,,491.00000000000637
2020.07.20,-14.000000000002899,347.0000000000084,-12.000000000000899,481.9999999999935,-377.9999999999859,,425.0000000000123
2020.07.20,9.999999999998899,309.99999999998806,-7.0000000000014495,281.99999999999335,-483.99999999998045,,110.99999999999841
2020.07.20,-12.000000000000899,323.0000000000066,-23.00000000000635,256.99999999999613,-480.99999999999454,,64.00000000000091
2020.07.20,-9.999999999998899,333.9999999999899,-19.00000000000235,248.99999999999923,-479.99999999998977,,73.99999999999807
2020.07.20,14.999999999998348,378.999999999996,54.999999999993946,234.00000000000088,-620.9999999999809,,62.0000000000083
2020.07.20,8.999999999992347,350.00000000000585,65.99999999999939,168.99999999999693,-647.9999999999961,,-54.00000000000159
2020.07.20,13.999999999991797,360.0000000000048,56.0000000000005,180.0000000000024,-686.9999999999834,,-76.99999999998386
2020.07.20,-23.00000000000635,316.99999999998954,51.000000000001044,146.00000000000168,-739.9999999999807,,-248.99999999999477
2020.07.20,-76.0000000000094,215.99999999999397,-2.000000000002,81.9999999999932,-835.9999999999843,,-616.0000000000085
2020.07.20,-153.00000000000313,204.99999999998852,-4.000000000004,-60.00000000000449,-926.9999999999925,,-939.0000000000156
2020.07.20,-152.00000000000767,116.00000000000499,-26.999999999999247,-185.00000000000182,-1048.0000000000018,,-1296.0000000000055
2020.07.20,-173.00000000000094,52.000000000007596,-38.0000000000047,-235.00000000000742,-1072.999999999979,,-1466.9999999999845
2020.07.20,-178.00000000000037,-15.999999999993797,-38.0000000000047,-355.0000000000053,-1036.9999999999777,,-1623.9999999999818
2020.07.20,-76.0000000000094,-32.0000000000098,14.000000000002899,-395.0000000000009,-1071.9999999999743,,-1560.9999999999914
2020.07.20,-18.0000000000069,-51.000000000001044,76.99999999999375,-475.0000000000032,-1173.0000000000018,,-1640.000000000019
2020.07.20,-8.000000000008,-51.000000000001044,70.99999999999883,-428.00000000000614,-1061.9999999999834,,-1477.9999999999998
2020.07.20,-35.00000000000725,100.99999999999554,198.99999999999363,-361.0000000000002,-1251.9999999999811,,-1347.9999999999995
2020.07.20,-53.999999999998494,156.00000000000057,161.00000000000003,-340.00000000000693,-1290.9999999999968,,-1368.0000000000016
2020.07.20,-26.000000000003798,181.9999999999933,212.99999999999653,-391.000000000008,-1383.9999999999861,,-1406.0000000000082
2020.07.20,-34.000000000000696,187.00000000000384,227.99999999999488,-384.00000000000654,-1389.9999999999864,,-1392.999999999995
2020.07.20,32.999999999994145,194.0000000000053,251.00000000000122,-383.0,-1385.9999999999957,,-1290.999999999995
2020.07.20,32.999999999994145,218.00000000000708,268.0000000000016,-375.9999999999986,-1429.9999999999784,,-1286.999999999974
2020.07.20,52.99999999999194,232.99999999999432,307.0000000000017,-423.0000000000067,-1486.9999999999948,,-1317.0000000000136
2020.07.20,57.99999999999139,226.99999999999943,295.0000000000008,-462.0000000000068,-1575.9999999999934,,-1458.0000000000086
2020.07.20,12.000000000000899,212.99999999999653,239.99999999999577,-458.9999999999983,-1574.9999999999886,,-1568.9999999999936
2020.07.20,-2.000000000002,211.00000000000563,229.00000000000142,-445.0000000000065,-1583.9999999999748,,-1590.9999999999761
2020.07.20,-35.00000000000725,225.00000000000853,190.00000000000128,-396.00000000000745,-1546.999999999997,,-1563.0000000000018
2020.07.20,-36.0000000000027,202.9999999999976,190.99999999999673,-374.0000000000077,-1500.0,,-1516.000000000016
2020.07.20,-42.0000000000087,208.99999999999253,180.0000000000024,-377.0000000000051,-1501.9999999999811,,-1532.0
2020.07.21,-58.000000000002494,164.99999999999292,187.00000000000384,-426.00000000000415,-1463.9999999999986,,-1596.0000000000086
2020.07.21,-24.000000000001798,208.00000000000819,202.0000000000022,-419.00000000000273,-1483.9999999999804,,-1516.9999999999745
2020.07.21,-43.00000000000415,194.0000000000053,185.99999999999727,-397.99999999999835,-1463.9999999999986,,-1524.9999999999986
2020.07.21,-20.0000000000089,218.00000000000708,209.9999999999991,-370.9999999999991,-1451.9999999999982,,-1415.0
2020.07.21,-36.0000000000027,232.00000000000998,226.99999999999943,-358.9999999999982,-1471.99999999998,,-1407.9999999999714
2020.07.21,-59.000000000009045,270.99999999999903,239.0000000000003,-339.0000000000004,-1476.9999999999754,,-1364.9999999999854
2020.07.21,-65.00000000000395,283.99999999999534,239.99999999999577,-391.000000000008,-1530.0000000000011,,-1462.000000000022
2020.07.21,-76.0000000000094,297.9999999999983,271.9999999999945,-429.0000000000016,-1625.9999999999764,,-1560.9999999999945
2020.07.21,-69.00000000000794,279.99999999999136,270.99999999999903,-424.00000000000216,-1609.9999999999852,,-1552.000000000005
2020.07.21,-87.99999999999919,268.0000000000016,259.9999999999936,-422.00000000000017,-1652.9999999999916,,-1634.999999999996
2020.07.21,-111.00000000000554,252.0000000000078,241.99999999999778,-407.0000000000018,-1618.9999999999998,,-1643.0000000000016
2020.07.21,-102.00000000000209,252.0000000000078,239.99999999999577,-402.9999999999978,-1596.99999999998,,-1609.9999999999764
2020.07.21,-143.00000000000423,239.99999999999577,227.99999999999488,-409.0000000000038,-1611.9999999999948,,-1696.0000000000123
2020.07.21,-146.00000000000168,164.99999999999292,236.99999999999832,-467.0000000000063,-1588.9999999999986,,-1800.0000000000155
2020.07.21,-45.000000000006146,103.00000000000864,319.0000000000026,-470.9999999999992,-1487.9999999999995,,-1581.9999999999936
2020.07.21,-4.999999999999449,99.99999999998899,326.9999999999995,-483.0000000000001,-1512.9999999999768,,-1573.999999999988
2020.07.21,-9.999999999998899,99.00000000000463,341.0000000000024,-502.00000000000244,-1559.9999999999739,,-1631.9999999999682
2020.07.21,-16.0000000000049,126.99999999998823,351.0000000000013,-541.9999999999981,-1786.9999999999777,,-1866.9999999999911
2020.07.21,-124.00000000000189,72.99999999998974,268.99999999999704,-622.0000000000003,-1907.999999999987,,-2312.0000000000027
