date,USDCHF,EURCHF,CADCHF,EURGBP,GBPJPY,empty,sum
2020.07.20,65.99999999999939,92.00000000000318,65.00000000000395,107.99999999999699,-18.999999999977035,,312.0000000000265
2020.07.20,61.999999999995396,72.99999999998974,-9.00000000000345,113.99999999999189,-173.00000000000182,,66.99999999997175
2020.07.20,-73.00000000000084,124.99999999999733,-36.999999999998145,231.99999999999886,-268.0000000000007,,-21.000000000003467
2020.07.20,-63.00000000000195,69.9999999999923,-46.999999999997044,210.99999999999451,-171.99999999999704,,-1.0000000000092086
2020.07.20,-76.0000000000094,93.99999999999409,-51.99999999999649,236.99999999999832,-221.99999999998,,-18.999999999993463
2020.07.20,-78.00000000000028,114.99999999999844,-31.999999999998696,237.99999999999378,-305.9999999999832,,-62.99999999998994
2020.07.20,-40.00000000000669,96.99999999999153,-24.000000000001798,241.99999999999778,-250.0,,24.999999999980844
2020.07.20,66.99999999999484,102.00000000000209,26.999999999999247,253.99999999999866,-406.99999999998226,,43.00000000001262
2020.07.20,96.99999999999153,99.99999999998899,21.999999999999797,304.9999999999997,-250.99999999997635,,273.00000000000364
2020.07.20,106.99999999999044,92.00000000000318,-6.0000000000060005,356.9999999999962,-125.99999999997635,,424.0000000000075
2020.07.20,104.99999999999955,96.99999999999153,9.00000000000345,396.9999999999918,-131.99999999997658,,476.0000000000098
2020.07.20,104.99999999999955,99.99999999998899,12.999999999996348,408.9999999999927,-127.9999999999859,,498.9999999999917
2020.07.20,95.00000000000064,83.9999999999952,36.999999999998145,378.999999999996,-109.99999999998522,,485.0000000000048
2020.07.20,70.99999999999883,69.00000000000794,10.999999999994348,412.9999999999967,-97.99999999998477,,466.0000000000131
2020.07.20,19.999999999997797,78.00000000000028,-0.999999999995449,427.99999999999505,-121.99999999998568,,403.00000000001205
2020.07.20,-50.0000000000056,150.99999999999002,-41.000000000002146,534.0000000000011,-70.99999999999795,,522.9999999999854
2020.07.20,-3.0000000000085514,200.00000000000017,-24.999999999997247,470.9999999999992,-153.99999999999636,,488.99999999999727
2020.07.20,0.0,295.0000000000008,-4.000000000004,536.9999999999986,-216.99999999998454,,611.0000000000109
2020.07.20,32.999999999994145,434.000000000001,12.999999999996348,578.9999999999961,-232.99999999997567,,826.000000000012
2020.07.20,13.999999999991797,371.99999999999454,5.999999999994898,500.9999999999959,-289.99999999999204,,602.9999999999851
2020.07.20,85.99999999999719,353.0000000000033,29.999999999996696,283.99999999999534,-449.99999999998863,,303.00000000000387
2020.07.20,1.999999999990898,341.99999999999784,-16.0000000000049,324.9999999999975,-417.99999999997794,,235.0000000000034
2020.07.20,90.0000000000012,439.99999999999596,87.99999999999919,285.00000000000193,-470.9999999999752,,432.0000000000231
2020.07.20,23.999999999990695,381.0000000000091,65.99999999999939,239.99999999999577,-609.9999999999852,,101.00000000000966
2020.07.20,26.999999999999247,374.0000000000077,93.99999999999409,203.99999999999307,-637.9999999999768,,61.00000000001728
2020.07.20,20.999999999993246,360.0000000000048,58.000000000002494,213.99999999999199,-676.9999999999925,,-24.0
2020.07.20,-12.000000000000899,316.99999999998954,58.99999999999794,171.99999999999437,-723.9999999999895,,-188.00000000000864
2020.07.20,-76.0000000000094,219.99999999999798,-0.999999999995449,90.99999999999665,-696.9999999999743,,-462.99999999998454
2020.07.20,-116.00000000000499,208.00000000000819,21.999999999999797,-50.0000000000056,-893.0000000000007,,-829.0000000000033
2020.07.20,-112.000000000001,121.99999999999989,-17.000000000000348,-180.0000000000024,-972.9999999999848,,-1159.9999999999886
