date,USDCHF,EURUSD,USDJPY,AUDUSD,EURCHF,CADCHF,AUDCHF,EURGBP,GBPJPY,GBPCAD,GBPAUD,EURCAD,EURAUD,CADJPY,AUDJPY,AUDCAD,NZDCAD,empty,sum
2018.05.21,-82.99999999999974,-8.000000000008,-22.999999999996135,42.999999999993044,-18.0000000000069,-67.00000000000594,-80.99999999999774,-39.999999999995595,-189.99999999999773,214.00000000000307,144.99999999999514,37.99999999998249,-9.999999999998899,-33.00000000000125,-70.00000000000739,60.99999999999994,48.000000000003595,,-74.00000000003807
2018.05.21,-87.99999999999919,-17.000000000000348,-18.000000000000682,68.00000000000139,-12.999999999996348,-77.00000000000485,-105.99999999999498,-48.000000000003595,-141.9999999999959,208.00000000000819,102.00000000000209,41.99999999998649,-36.999999999998145,-25.99999999999625,-81.00000000000307,90.0000000000012,186.00000000000838,,43.00000000001441
2018.05.21,-100.00000000000009,4.000000000004,33.00000000000125,46.00000000000159,-48.000000000003595,-53.00000000000304,-95.99999999999609,-95.00000000000064,-181.99999999998795,405.0000000000109,262.999999999991,131.99999999999878,25.00000000000835,45.000000000001705,-24.00000000000091,113.99999999999189,182.99999999999983,,652.000000000017
2018.05.21,-122.99999999999534,-32.0000000000098,-0.999999999990564,39.00000000000014,-41.000000000002146,-87.99999999999919,-114.99999999999844,-80.00000000000229,-159.9999999999966,292.00000000000335,217.0000000000005,58.99999999998684,-0.9999999999843467,1.0000000000047748,-42.00000000000159,80.99999999999774,-44.99999999999504,,-38.99999999998195
2018.05.21,-161.99999999999548,-89.00000000000574,-15.000000000000568,-11.00000000000545,-34.000000000000696,-95.00000000000064,-85.00000000000173,-109.99999999999899,-157.0000000000107,317.9999999999961,309.99999999998806,28.999999999990145,31.000000000003247,13.00000000000523,1.9999999999953388,46.999999999997044,-41.9999999999976,,-50.000000000042476
2018.05.21,-143.9999999999997,-43.999999999999595,-27.999999999991587,34.000000000000696,-55.000000000005045,-111.00000000000554,-117.00000000000044,-97.00000000000264,-209.00000000000318,289.0000000000059,245.99999999999068,25.999999999992696,-2.999999999997449,-31.00000000000591,-56.000000000011596,68.00000000000139,-9.999999999998899,,-242.00000000003024
2018.05.21,-244.99999999999523,-157.00000000000713,-146.99999999999136,-56.0000000000005,-59.000000000009045,-129.00000000000134,-104.99999999999955,-70.99999999999883,-181.99999999998795,212.99999999999653,236.99999999999832,1.999999999990898,36.999999999998145,-54.000000000002046,-46.00000000000648,29.999999999996696,-123.99999999999079,,-856.0000000000095
2018.05.21,-295.0000000000008,-221.00000000000452,-164.00000000000148,-75.00000000000284,-52.99999999999194,-182.00000000000438,-121.99999999999989,-114.00000000000298,-197.00000000000273,167.00000000000603,273.9999999999965,-110.00000000001009,-9.999999999998899,-85.00000000000796,-38.000000000010914,-13.00000000000745,-125.99999999999278,,-1364.000000000037
2018.05.21,-229.00000000000142,-154.0000000000097,-123.99999999999523,51.000000000001044,-41.000000000002146,-214.00000000000307,-190.99999999999673,-100.00000000000009,-207.9999999999984,53.00000000001415,52.99999999999194,-184.00000000000637,-180.99999999998673,-147.00000000000557,-145.00000000001023,39.999999999995595,-91.99999999999208,,-1813.0000000000052
2018.05.21,-197.00000000000273,-109.00000000000354,-87.99999999999386,35.999999999991594,-46.999999999997044,-192.99999999999872,-156.99999999999602,-9.999999999998899,-56.99999999998795,-71.99999999998319,-35.00000000000725,-141.00000000001333,-91.99999999998099,-123.00000000000466,-103.00000000000864,19.999999999997797,-174.99999999999181,,-1542.999999999979
2018.05.21,-231.0000000000034,-144.99999999999514,-149.0000000000009,104.99999999999955,-53.999999999998494,-229.99999999999687,-252.99999999999213,-29.999999999996696,-132.000000000005,-102.00000000000209,-209.00000000001472,-202.9999999999976,-283.99999999999534,-180.99999999999739,-225.00000000000853,95.99999999999609,-125.99999999999278,,-2353.000000000002
2018.05.21,-307.0000000000017,-225.00000000000853,-192.99999999999784,42.999999999993044,-63.99999999999739,-250.00000000000577,-251.00000000000122,55.000000000005045,56.000000000011596,-302.9999999999866,-358.9999999999982,-224.000000000002,-258.99999999998704,-171.00000000000648,-190.00000000001194,66.99999999999484,-178.99999999999582,,-2753.9999999999955
2018.05.21,-292.00000000000335,-208.99999999999253,-241.99999999999022,39.999999999995595,-62.000000000006494,-275.000000000003,-232.99999999999432,68.99999999999685,-4.9999999999954525,-387.000000000004,-351.99999999999676,-278.00000000000045,-232.99999999999432,-248.99999999999523,-222.99999999999898,15.999999999993797,-332.99999999999443,,-3247.9999999999836
2018.05.21,-263.0000000000021,-180.0000000000024,-274.9999999999915,46.00000000000159,-55.99999999998939,-256.0000000000007,-220.99999999999343,66.99999999999484,-88.99999999999864,-347.9999999999928,-318.00000000001825,-248.00000000000378,-205.99999999999508,-280.00000000000114,-253.0000000000001,17.999999999995797,-257.9999999999916,,-3119.999999999988
2018.05.21,-280.9999999999979,-192.99999999999872,-359.99999999999943,13.999999999991797,-62.99999999999084,-263.99999999999756,-200.99999999999562,92.00000000000318,-141.9999999999959,-409.99999999999926,-318.00000000001825,-256.99999999999613,-156.99999999998494,-338.99999999999864,-283.00000000000125,-14.000000000002899,-248.99999999999923,,-3424.9999999999814
2018.05.21,-265.99999999999955,-191.99999999999218,-373.9999999999952,0.999999999995449,-46.999999999997044,-246.00000000000176,-174.99999999999181,77.00000000000485,-189.99999999999773,-357.99999999999164,-252.0000000000078,-239.00000000001143,-131.99999999999878,-341.99999999999875,-279.0000000000106,-24.000000000001798,-259.9999999999936,,-3297.999999999989
2018.05.21,-285.00000000000193,-217.0000000000005,-403.99999999999636,-29.000000000001247,-43.999999999999595,-250.00000000000577,-161.00000000000003,56.0000000000005,-235.00000000001364,-333.9999999999899,-175.99999999999838,-256.99999999999613,-99.99999999998899,-355.000000000004,-267.0000000000101,-51.000000000001044,-278.00000000000045,,-3387.0000000000073
2018.05.21,-244.99999999999523,-195.9999999999962,-441.99999999999307,13.999999999991797,-25.999999999992696,-228.00000000000597,-173.00000000000094,41.9999999999976,-337.99999999999386,-287.9999999999994,-212.00000000001216,-238.0000000000049,-160.99999999998892,-394.00000000000546,-344.99999999999886,-4.999999999999449,-246.99999999999721,,-3481.999999999995
2018.05.21,-249.99999999999466,-286.00000000000847,-476.99999999998965,-35.00000000000725,63.99999999999739,-224.9999999999974,-125.99999999999278,51.99999999999649,-259.00000000001455,-421.0000000000047,-248.00000000000378,-345.0000000000175,-178.99999999999582,-414.0000000000015,-316.0000000000025,-60.99999999999994,-361.0000000000002,,-3887.0000000000364
2018.05.21,-302.9999999999977,-411.0000000000058,-490.99999999999966,-125.00000000000844,123.00000000000644,-211.00000000000563,-78.99999999999574,32.999999999994145,-143.00000000000068,-451.0000000000014,-195.00000000001182,-399.00000000001603,-157.99999999999147,-362.99999999999955,-224.00000000000375,-109.00000000000354,-288.9999999999948,,-3795.0000000000355
2018.05.21,-339.0000000000004,-428.00000000000614,-458.999999999989,-65.99999999999939,100.99999999999554,-275.99999999999847,-163.99999999999747,7.9999999999968985,-125.0,-503.99999999999335,-309.0000000000037,-490.0000000000126,-303.9999999999932,-376.99999999999534,-268.0000000000007,-75.9999999999983,-327.99999999999494,,-4403.99999999999
2018.05.21,-278.9999999999959,-441.0000000000025,-493.9999999999998,-35.00000000000725,187.00000000000384,-250.00000000000577,-148.99999999999915,56.0000000000005,-72.00000000000273,-668.0000000000019,-497.0000000000141,-551.0000000000126,-383.99999999998437,-430.0000000000068,-331.00000000000307,-62.000000000006494,-368.9999999999971,,-4769.0000000000355
2018.05.21,-209.9999999999991,-259.9999999999936,-482.9999999999899,20.999999999993246,85.00000000000173,-275.99999999999847,-151.9999999999966,107.00000000000153,-199.99999999998863,-682.9999999999892,-460.000000000016,-470.00000000001484,-257.99999999998045,-510.9999999999957,-384.00000000000034,-91.00000000000774,-378.999999999996,,-4603.99999999997
2018.05.21,-268.0000000000016,-279.99999999999136,-439.9999999999977,71.99999999999429,35.999999999991594,-304.9999999999997,-247.99999999999267,210.99999999999451,58.9999999999975,-875.0000000000035,-824.0000000000025,-463.0000000000134,-394.9999999999898,-457.9999999999984,-408.00000000000125,-1.0000000000065512,-270.99999999999903,,-4858.000000000019
2018.05.21,-334.00000000000097,-356.00000000000074,-411.00000000000136,26.999999999999247,35.00000000000725,-351.99999999999676,-256.0000000000007,151.00000000000114,96.00000000000364,-861.0000000000007,-714.0000000000147,-551.9999999999969,-400.9999999999847,-429.00000000000205,-335.00000000000796,-56.0000000000005,-344.99999999999534,,-5092.999999999993
2018.05.21,-322.00000000000006,-225.00000000000853,-409.9999999999966,-1.0000000000065512,-80.99999999999774,-299.00000000000483,-219.00000000000253,216.0000000000051,39.99999999999204,-697.9999999999986,-583.0000000000002,-302.0000000000023,-168.99999999999693,-382.000000000005,-304.00000000000205,-38.0000000000047,-346.9999999999973,,-4124.000000000026
