date,EURUSD,USDJPY,USDCAD,AUDUSD,NZDUSD,GBPCHF,CADCHF,AUDCHF,EURGBP,GBPJPY,GBPAUD,EURCAD,EURNZD,CADJPY,AUDJPY,NZDJPY,AUDCAD,NZDCAD,empty,sum
2018.08.06,-4.999999999988347,39.00000000000148,-7.0000000000014495,59.99999999999339,23.00000000000635,177.00000000000495,109.99999999999899,75.00000000000284,-100.99999999999554,85.00000000000796,94.00000000001629,0.0,-60.99999999999994,-22.999999999996135,52.99999999999727,39.99999999999204,14.999999999998348,-16.0000000000049,,558.0000000000334
2018.08.06,-1.999999999990898,4.9999999999954525,7.0000000000014495,70.99999999999883,34.000000000000696,202.9999999999976,129.9999999999968,55.000000000005045,-110.99999999999443,28.999999999996362,59.000000000009045,-3.999999999981796,-144.99999999999514,15.000000000000568,18.000000000000682,3.9999999999906777,3.0000000000085514,-21.00000000000435,,350.00000000003513
2018.08.06,-39.999999999995595,-25.000000000005684,-239.00000000001143,60.99999999999994,21.00000000000435,235.00000000000742,26.000000000003798,78.00000000000028,-105.99999999999498,0.0,48.000000000003595,-236.99999999999832,-114.99999999999844,-114.99999999999488,3.9999999999906777,-1.0000000000047748,-163.00000000000205,-170.00000000000347,,-737.9999999999995
2018.08.06,-74.99999999998064,-28.999999999996362,-216.00000000001617,34.000000000000696,1.0000000000065512,262.00000000000665,53.999999999998494,60.00000000000449,-74.99999999999174,-10.99999999999568,-28.999999999990145,-161.99999999999548,-120.99999999999334,-91.99999999999875,34.99999999999659,19.99999999999602,-102.99999999999754,-123.00000000000644,,-569.9999999999528
2018.08.06,-53.999999999998494,-16.000000000005343,-211.00000000000563,39.999999999995595,13.00000000000745,296.0000000000074,51.99999999999649,65.99999999999939,-65.99999999999939,-30.99999999997749,-60.99999999999994,-180.99999999998673,-119.99999999998678,-100.99999999999909,37.9999999999967,15.999999999991132,-108.99999999999244,-140.0000000000068,,-568.999999999964
2018.08.06,-69.9999999999923,-18.000000000000682,-219.99999999999798,29.000000000001247,14.999999999998348,269.9999999999925,50.0000000000056,56.0000000000005,-71.99999999999429,-2.999999999985903,-53.999999999998494,-169.99999999998127,-100.99999999999554,-102.99999999999443,48.00000000000182,12.999999999991019,-102.00000000000209,-147.00000000000824,,-578.9999999999602
2018.08.06,-58.99999999998684,-31.00000000000591,-158.0000000000137,40.99999999999105,24.999999999997247,263.99999999999756,85.99999999999719,68.00000000000139,-86.99999999999264,-8.99999999998613,-11.999999999989797,-113.99999999999189,-93.99999999999409,-51.9999999999925,24.999999999991473,-8.000000000009777,-73.00000000000084,-121.00000000000443,,-308.99999999999267
2018.08.06,-66.99999999999484,15.000000000000568,-114.0000000000141,46.00000000000159,77.00000000000485,270.99999999999903,114.00000000000298,73.00000000000084,-82.99999999999974,52.00000000002092,-7.999999999985796,-53.999999999998494,55.000000000005045,-60.000000000002274,55.999999999997385,-32.00000000001069,-42.999999999993044,-159.00000000000912,,139.00000000002515
2018.08.06,-57.99999999998029,12.000000000000455,-121.00000000001555,29.999999999996696,35.00000000000725,266.0000000000107,105.99999999999498,56.0000000000005,-83.9999999999952,42.00000000000159,-44.99999999998394,-72.99999999998974,-65.00000000000395,-64.99999999999773,69.99999999999318,12.000000000000455,-30.999999999992145,-107.00000000000153,,-19.999999999954255
2018.08.06,-26.999999999999247,-27.000000000001023,-4.000000000004,100.00000000000009,104.00000000000409,235.99999999999176,165.00000000000404,115.00000000000954,-119.99999999999788,8.000000000009777,138.0000000000159,21.00000000000435,62.000000000006494,45.000000000001705,-34.99999999999659,-91.99999999999875,-34.000000000000696,-118.00000000000699,,537.0000000000425
2018.08.06,-67.9999999999792,-115.99999999999966,-19.00000000001345,90.0000000000012,65.00000000000395,215.00000000000963,175.00000000000293,125.00000000000844,-124.99999999999733,-51.9999999999925,184.00000000000637,59.000000000009045,24.000000000001798,103.9999999999992,-91.99999999999875,-109.00000000000887,-29.999999999996696,-77.00000000000485,,353.00000000005133
2018.08.06,-65.99999999998829,-114.00000000000432,-33.00000000001635,64.99999999999284,63.00000000000195,253.99999999999866,185.00000000000182,116.00000000000499,-117.99999999999588,-60.99999999997863,110.99999999999443,39.00000000001125,19.00000000001345,91.99999999999875,-61.00000000000705,-106.99999999999932,-10.999999999994348,-86.0000000000083,,287.00000000002575
